Delivery Date,Beef Bones - Knuckle/lb. - lbs,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Pistachios - Oz.,Milk - 2%  - Oz.,Milk - Creamline - Oz.,Milk - Whole - Oz.,Peanuts - Blanched Unsalted - Oz.,Cheddar - White MJC - Package,Eggs - BW - Dozen,Gouda - Cave Aged - Pack,Half & Half - Pint,Havarti - MJC - Pack,Jam - Blueberry HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Strawberry - Rhubarb - Pint,Jam - Strawberry HBY - Pint,Jam - Wild Elderberry HBY - Pint,Kuva Peru - Package,Kuva Sumatra - Oz.,Oats - Fine 1# - Bag,Peanut Butter EW - Pint,Peanut Butter MC - Tub,Pepitas - Oz.,Potato Chips Kickers Mini - Oz.,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium - Pint,Stringbean Disco Inferno - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Walnuts - Oz.,Winter Squash - Acorn - Each,Pizza - Cheese  - Each,Pizza - Deluxe - Each,Pizza - Four Meat  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni - Each,Pizza - Tomato Basil Garlic  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,Mole Sauce - Jar,Buttermilk - Qt.  - Quart,RL Heavy Cream  - Pint,$ for green bags donation - $,Cooler Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Aged Cheddar - HBC - Each,Almond Butter - Crunchy  - Pint,Apple Butter - No Sugar - Pint,Apple Sauce - Chunky - NS - Quart,Apple Sauce - Organic Qt. - Quart,Apple Sauce - w/sugar - qt. - Jar,Apples - Arkansas Black - Bag,Applewood Smoked Cheddar - Each,Auction Donation - $,Bacon - Each,Bacon - Uncured/lb - Pack,Bagel Chips - Bag,Bagels - Blueberry - BU - Bag,Bagels - Everything - Bag,Bagels - Everything - Frozen - Bag,Bagels - Honey Buckwheat - BU - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Poppy Seed - BU - Bag,Bagels - Pumpernickel - BU - Bag,Bagels - Raisin - Bag,Bagels - Raisin - Frozen - Bag,Baklava  - Each,Beans & Rice - Tub,Beef - Filet 1-1.5#./lb - Pack,Beef - Stew Meat - Pack,Beef Bones - Knuckle - wee /lb. - Pack,Beets - No Tops - Lb.,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Bean Hummus - Tub,Black Bean Soup - Tub,Black Beans - Dry - Lb.,Black Beans DC - Tub,Black Pepper Cheddar - Each,Blackberries - Frozen (1.0 Large) - Large,Boneless Pork Chop - D&M /lb - Lb.,Brioche - Loaf - Frozen - Lb.,Brisket - half/lb. - lbs,Brown Rice Flour - Bag,Buckwheat Pancake Mix - Bag,CBD - Sleep - Blackberry Mint - 10-pack,Carrots no tops - Lb.,Celery - Head,Cheese - Aged Alpine - Pack,Cheese - Ozark Mutschli Small - $ - Bag,Cheese Choice $6.50 - Each,Chevre PF - Choice,Chevre PF (1.0 Herb) - Herb,Chevre PF (1.0 Pepper) - Pepper,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Links ($10) - Each,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.75/lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Apple Cinnamon - Lb.,Chicken Links - Lemon Pepper - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee* - lbs,Chicken Thighs -/lb*. - Wee - Pack,Chicken Wings/lb. - lbs,Chips - Tortilla - Bag,Chuck Roast/lbs. - lbs,Cinnamon Rolls - Pack,Coconut Oil Pint Organic - Pint,Coconut Oil Quart - Quart,Cornmeal - Oz.,Croissants - Frozen - Pack,Crunchy Peanut Butter - Jar,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curds Taco Spice 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Coffee Bark - Pack,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Del Carmen Choice - Tub,Deli Rye Bread - Frozen - Lb.,Deluxe Mixed Nuts - Bag,Egg Noodles - Oz.,Eggs - Dozen,Eggs - H - Dozen,English Muffin Sourdough - Frozen - Pack,F2F: Creamy Brussels Sprout Gratin - lbs,FF Soup - Butternut Squash - Tub,Feta Cheese - HBC - Each,Flaked Salmon/lb. - Lb.,Flank Steak/lbs. - lbs,Flour - All Purpose 5 lb - Bag,Flour - Bread 5# - Lb.,Flour - Cream of Wheat - Bag,Flour - HRS Sifted Bread  - Bag,Funds for Snacks - Each,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sweet Potato  - Lb.,Gr. Beef Bundle DM ( 5-pack) - Each,Gr. Beef Bundle DM(10-pack) - 10-pack,Granola Bar - Each,Grits - Oz.,Ground Beef - D&M - Lb.,Ground Beef - Jersey MJC - Lb.,Ground Beef - Wagyu MJC - Lb.,Halibut/lb.* - Pack,Ham Hocks/lb. - Pack,Ham Steak RFF/lb. - Each,Hoagie - T - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - sm. 6oz mbb.  - Each,Hot Sauce - Green - Oz.,Hot Sweet Dills qt. - Quart,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Jalapeno Pepper Relish - Pint,Jalapenos - Fire Roasted - Oz.,Jam - Peach HBY - Jar,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,King Salmon Flakes/LB* - $,Kuva Brazil - Bag,Lamb Gyro w/ Feta & Spinach - Lb.,Lasagna (1.0 Cheese) - Cheese,Lasagna (1.0 Mushroom) - Mushroom,Lasagna (1.0 Spinach) - Spinach,Laundry Soap - Bag,Light and Mild - T - Loaf,Light and Mild - Wednesday - Loaf,Louise's Cocoa Brownie Crisp Granola - Bag,Louise's Original Granola - Bag,Manicotti - Spinach - Package,Maple Syrup 12 oz. - Jar,Marbled Rye - Thursday - Each,Marbled Rye -Wednesday - Loaf,Marinara Sauce - Jar,Meatballs D&M - Package,Mexican Dark Bark - Package,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate Caramels - 4-pack,Milk Chocolate Lolli - Each,Milk Chocolate Square - Each,Missouri Pecans (1.0 Halves) - Halves,Mojo Marinade - Tub,Multigrain Bread  - Each,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Chestnut - Bag,Mushrooms - French Horn/King - Bag,Mushrooms - Hen of the Woods/Maitake - Bag,Mustard (1.0 Honey) - Honey,Mustard (1.0 Onion) - Onion,Oat Porridge Bread - T - Each,Oat Porridge Bread - Wednesday - Loaf,Oats - 1lb. - Choice,Oats - 1lb. (1.0 Rolled) - Rolled,Oats - Rolled 5# - Bag,Olive Oil Large - Bottle,Olive Oil Medium - Bottle,Organic Sugar - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Pasta Sheets - Lb.,Pasta Wildcard $9 - Pack,Peaches - Spiced - Jar,Peanut Butter Wildcard - Crunchy or Smooth ($7.75) - Jar,Pickles Wildcard ($9.75) - Jar,Pink Sauce - Oz.,Pizza Sauce - Jar,Pizza Sourdough - Frozen - Pack,Polish Dill Pickles - Quart,Popcorn - McKaskle - Lb.,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast ($8) - Pack,Pork - Chorizo (bulk) - Lb.,Pork - Deli Ham RFF/lb. - Lb.,Pork - Ground  - Lb.,Pork - Tenderloin/lb - Lb.,Pork - Tenderloin/lb - Wee - Lb.,Pork Apple Brat - Pack,Pork Bacon Burgers - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Link Choice ($8) - Each,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Steaks/lb. - Pack,Potatoes - Sweet Jumbo (1.0 XL) - XL,Potatoes - Sweet Jumbo (1.0 XXL) - XXL,Powder - Lion's Mane Mushrooms - Each,Purple Straw SRW Pastry Wheat Flour  - Bag,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,RL Eggnog 16 oz - Pint,Radishes - Mini Daikon - Bunch,Radishes - Purple Heart - Bunch,Radishes - Spanish Black - Lb.,Radishes - Watermelon  - Lb.,Ravioli - 4-Cheese - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Goat Cheese  - Lb.,Ravioli - Mushroom  - Lb.,Raviolini - Mozzerella Herb - Lb.,Red Chile Sauce - Jar,Ribeye Steak /lb - Pack,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Salmon - Fillet Pieces/LB* - Each,Salsa - Gringo's Hawaiian - Pint,Salsa - Gringo's Mild - Jar,Seedy Wheaty - Frozen - Loaf,Semolina - T - Loaf,Semolina - Wednesday - Loaf,Sesame Hoagie - T - Each,Sesame Hoagie -W - Each,Shank Soup Bone BM&P /lbs.  - Lb.,Shoots - Fenugreek - Share,Shoots - Pea - Bag,Shoots - Specialty Mix - Bag,Skirt Steak/lbs. - Each,Sorghum Molasses Syrup - Jar,Sourdough Bread - Frozen - Lb.,Spicy Dill Pickles - Quart,Spinach - Bag,Staff - Something to ask Jamie - Oz.,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Sugar Free - Strawberry Jam  - Pint,Sweet Dill Pickles - Quart,Tahini - Pint,Tallow Cream - Grapefruit - Jar,Tarragon Peppers - Jar,Tastachios - Oz.,Thick Cut Dill Pickles - Quart,Toffee - Package,Tomato Juice - Quart,Tomatoes - Slicing - Bag,Tortellini - Cheese - Lb.,Tortellini - Mushroom - Lb.,Tortillas Sourdough - Frozen - Pack,Turkey Thighs /lb - Each,Turmeric - Bag,Turnips - Japanese/White - Lb.,Vinaigrette - Greek Style - Bottle,Wheat Berries - Bag,Wild Cod/LB* - Pack,Wildcard $12.5 - Each,Wildcard $14.5 - Each,Wildcard $8 - Each,Winter Squash - Autumn Frost - Each,Winter Squash - Butternut (1.0 Medium) - Medium,Winter Squash - Butternut (1.0 Small) - Small,Winter Squash - Butternut (1.0 XS) - XS,Winter Squash - Georgia Candy Roaster - Each,Winter Squash - Mashed Potato - Each,Winter Squash - Spaghetti (1.0 Large) - Large,Winter Squash - Tetsukabuto - Each,Yogurt - Plain - Oz.,Yogurt - Strawberry - Oz.,Yogurt - Vanilla - Oz.,Yogurt Choice  - Each,oo'ma'me - Indian - Jar,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,(BYO) KWG - Orders Only,No Produce - Order Only (odd wk),2% MILK,2% MILK-o,Chocolate MILK,Creamline MILK,Creamline MILK-o,Eggs - Buttonwood,Ground Chicken -o,Half & Half,Multigrain Bread,Skim MILK,Whole MILK,Whole MILK-o
Total - 2026-01-07,1.0,2.0,2.0,8.0,1.0,1.0,,1.0,1.0,,25.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,,1.0,1.0,8.0,,,1.0,4.0,2.0,1.0,,,,,2.0,21.0,13.0,5.0,10.0,2.0,4.0,25.0,6.0,5.0,2.0,2.0,,1.0,1.0,3.0,2.0,1.0,,5.0,1.0,,2.0,3.0,1.0,8.0,3.0,10.0,3.0,4.0,3.0,2.0,3.0,2.0,,,,3.0,1.0,3.0,1.0,,,2.0,5.0,1.0,9.0,1.0,1.0,,1.0,2.0,3.0,3.0,1.0,2.0,,,,1.0,1.0,14.0,4.0,1.0,,9.0,4.0,1.0,1.0,1.0,,1.0,16.0,4.0,6.0,2.0,4.0,,2.0,2.0,,1.0,,2.0,7.0,4.0,2.0,2.0,6.0,,4.0,1.0,1.0,2.0,3.0,1.0,,1.0,,,,,2.0,2.0,,1.0,1.0,,1.0,,6.0,1.0,1.0,1.0,61.0,3.0,,2.0,2.0,4.0,2.0,2.0,,,,,1.0,,2.0,3.0,,1.0,2.0,2.0,6.0,,11.0,12.0,1.0,1.0,2.0,1.0,,8.0,3.0,1.0,1.0,,1.0,,3.0,3.0,1.0,2.0,1.0,,4.0,,1.0,2.0,,2.0,2.0,2.0,1.0,,4.0,4.0,2.0,1.0,2.0,,2.0,3.0,,2.0,1.0,,,1.0,1.0,20.0,1.0,2.0,17.0,2.0,6.0,10.0,4.0,2.0,4.0,1.0,1.0,,2.0,,1.0,1.0,4.0,1.0,,12.0,3.0,2.0,,2.0,,9.0,3.0,1.0,,,1.0,3.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,2.0,,1.0,4.0,2.0,1.0,,2.0,,,1.0,1.0,,,2.0,2.0,,4.0,6.0,1.0,4.0,1.0,,1.0,,1.0,2.0,1.0,1.0,,2.0,2.0,7.0,,43.82,3.0,,7.0,,4.0,1.0,1.0,3.0,5.0,2.0,2.0,,1.0,22.0,,1.0,,1.0,2.0,,1.0,1.0,,1.0,4.0,2.0,1.0,1.0,3.0,6.0,1.0,4.0,4.0,,1.0,,2.0,2.0,10.0,4.0,1.0,7.0,6.0,3.0,5.0,1.0,7.0,9.0,1.0,6.0,2.0,1.0,1916.6,35.0,18.0,8.0,19.0,40.0,,1.0,1.0,2.0,1.0,2.0,1.0,4.0,7.0,,1.0,,5.0,3.0
Total - 2026-01-08,,1.0,1.0,8.0,,1.0,1.0,,,1.0,21.0,,5.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,,6.0,3.0,,1.0,,,,,1.0,,2.0,2.0,3.0,2.0,2.0,3.0,3.0,,12.0,8.0,7.0,3.0,2.0,24.0,7.0,8.0,6.0,10.0,3.0,,,,,1.0,2.0,5.0,1.0,5.0,1.0,21.0,1.0,7.0,,1.0,,6.0,1.0,10.0,,,4.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,,7.0,,10.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,22.0,2.0,1.0,1.0,13.0,5.0,,2.0,2.0,2.0,1.0,26.0,3.0,2.0,5.0,6.0,3.0,1.0,2.0,1.0,,2.0,,4.0,,,,3.0,1.0,4.0,,,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,2.0,1.0,1.0,10.0,,,2.0,73.0,5.0,2.0,,,3.0,,,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,6.0,1.0,18.0,11.0,,,2.0,1.0,8.0,,,1.0,1.0,1.0,,3.0,5.0,3.0,,,,4.0,,3.0,,,1.0,,,,,4.0,,2.0,2.0,,1.0,2.0,,3.0,1.0,,,2.0,1.0,3.0,,14.0,1.0,4.0,22.0,2.0,2.0,9.0,5.0,1.0,2.0,,,4.0,,3.0,1.0,,,,1.0,14.0,7.0,,1.0,5.0,2.0,10.0,3.0,2.0,1.0,1.0,,3.0,3.0,4.0,3.0,,4.0,1.0,2.0,2.0,,2.0,1.0,2.0,,8.0,,6.0,1.0,1.0,2.0,1.0,,6.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,8.0,3.0,2.0,,2.0,,,,,3.0,1.0,,12.0,1.0,1.0,4.0,10.0,,4.0,,,1.0,2.0,4.0,,,2.0,1.0,23.0,1.0,1.0,3.0,1.0,,1.0,,,2.0,,1.0,,,4.0,,3.0,,5.0,3.0,3.0,,2.0,6.0,3.0,13.0,1.0,1.0,7.0,6.0,2.0,5.0,2.0,3.0,8.0,2.0,2.0,1.0,,1922.1501,36.0,20.0,14.0,15.0,38.0,1.0,2.0,5.0,2.0,,,,,,1.0,,2.0,8.0,1.0
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,1.0,3.0,3.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,46.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,10.0,3.0,2.0,3.0,7.0,5.0,1.0,12.0,8.0,7.0,3.0,4.0,45.0,20.0,13.0,16.0,12.0,7.0,25.0,6.0,5.0,2.0,3.0,2.0,6.0,2.0,8.0,3.0,22.0,1.0,12.0,1.0,1.0,2.0,9.0,2.0,18.0,3.0,10.0,7.0,6.0,5.0,4.0,5.0,2.0,1.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,12.0,1.0,19.0,2.0,3.0,1.0,2.0,3.0,4.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,36.0,6.0,2.0,1.0,22.0,9.0,1.0,3.0,3.0,2.0,2.0,42.0,7.0,8.0,7.0,10.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,11.0,4.0,2.0,2.0,9.0,1.0,8.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,16.0,1.0,1.0,3.0,134.0,8.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,12.0,1.0,29.0,23.0,1.0,1.0,4.0,2.0,8.0,8.0,3.0,2.0,2.0,1.0,1.0,3.0,8.0,6.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,6.0,4.0,1.0,3.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,34.0,2.0,6.0,39.0,4.0,8.0,19.0,9.0,3.0,6.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,26.0,10.0,2.0,1.0,7.0,2.0,19.0,6.0,3.0,1.0,1.0,1.0,6.0,4.0,4.0,4.0,1.0,4.0,1.0,7.0,3.0,1.0,2.0,3.0,2.0,1.0,12.0,2.0,7.0,1.0,3.0,2.0,1.0,1.0,7.0,2.0,1.0,4.0,4.0,1.0,6.0,10.0,4.0,12.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,19.0,1.0,44.82,7.0,10.0,7.0,4.0,4.0,1.0,2.0,5.0,9.0,2.0,2.0,2.0,2.0,45.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,3.0,9.0,1.0,9.0,7.0,3.0,1.0,2.0,8.0,5.0,23.0,5.0,2.0,14.0,12.0,5.0,10.0,3.0,10.0,17.0,3.0,8.0,3.0,1.0,3838.7493,71.0,38.0,22.0,34.0,78.0,1.0,3.0,6.0,4.0,1.0,2.0,1.0,4.0,7.0,1.0,1.0,2.0,13.0,4.0
