Delivery Date,Beef Bones - Knuckle/lb. - lbs,Cheese Choice $6.50 - Each,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Sirloin Steak (1.0 Lb.) - Lb.,Milk - 2%  - Oz.,Milk - Creamline - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Cashew Butter - Raw - Pint,Cashew Butter - Roasted - Pint,Cheddar - Hatch Pepper - Pack,Cheddar - Mauna Loa - Pack,Cheddar - Tipsy - Pack,Cheddar - White MJC - Pack,Cheese Curds (1.0 Plain) - Plain,Condiment Choice $6 - Bottle,Cucumbers - Pickling   - Bag,Eggs - BW - Dozen,Goshen Bona Fide - Oz.,Goshen French Roast - Oz.,Gouda - Cave Aged - Pack,Half & Half - Pint,Havarti - MJC - Pack,Jam - Grape HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Red Raspberry HBY - Pint,Jam - Strawberry HBY - Pint,Jam - Wild Elderberry HBY - Pint,Kuva Nicaragua - Bag,Kuva Peru - Package,Kuva Sumatra - Oz.,Peanut Butter EW - Pint,Peanut Butter MC - Tub,Peanut Butter w/Chocolate - Pint,Pignolas (Pine Nuts) - Oz.,Potato Chips Original - Mini - Oz.,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Medium  - Pint,Stringbean Brazilian - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Red Eye  - Oz.,Sugar Free - Apricot HBY - Pint,Walnuts - Oz.,Yogurt - Greek Plain - Oz.,Yogurt - Greek Vanilla - Oz.,Yogurt - Plain Regular - Oz.,Yogurt - Vanilla Regular - Oz.,Pizza - Cheese  - Each,Pizza - Four Meat  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,$ for green bags donation - $,Cooler Donation - $,Cooler Repair Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Hand Pie: Broccoli Cheddar - Bag,Aged Cheddar - HBC - Each,Almond Butter - Crunchy  - Pint,Apple Cider Vinegar - BH - Bottle,Apple Sauce - Chunky - NS - Quart,Apple Sauce - Organic Qt. - Quart,BBQ Sauce - Original #6 - Jar,Bacon  - Each,Bacon - Uncured - Pack,Bacon Ends /lb. - Package,Bada Bing - Sub - Frozen - Each,Bagel Chips - Bag,Bagels - Everything  - Bag,Bagels - Everything - Frozen - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Raisin - Bag,Bagels - Raisin - Frozen - Bag,Balsamic Vinegar (1.0 Large) - Large,Beans & Rice - Tub,Beans - Python/Red Noodle - Bag,Beef - Short Ribs BM&P /lb. - Pack,Beef - Stew Meat - Pack,Beets - Pickled - Quart,Beets - Red No Tops - Lb.,Beets - Red w/Tops - Bunch,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Bean Hummus - Tub,Black Beans - Dry - Lb.,Black Pepper Cheddar - Each,Blackberries  - Pint,Blackberries - Baking - Pint,Blackberry Vinaigrette - Jar,Blueberries  - Pint,Bologna - Package,Boneless Pork Chop - D&M /lb - Lb.,Brazil Nuts - Bag,Bread Choice - Frozen ($6) - Loaf,Bread Pudding (1.0 Plain) - Plain,Bread Pudding - Muffin - Froz. - Each,Brioche - Buns - Frozen - Bag,Brioche - Loaf - Frozen - Lb.,Burnt Caramel Sauce - Jar,Buttermilk - Qt.  - Quart,CBD - Calm  - 10-pack,Cabbage - Half - Each,Cantaloupe (1.0 Large) - Large,Cantaloupe (1.0 Medium) - Medium,Carrots no tops - Lb.,Carrots w/tops - Bunch,Celtuce - Head,Cheese - Aged Alpine - Pack,Cheese choice $4.50 - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Links ($9.75) - Each,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.75/lb. - Each,Chicken Breast - Wee  /lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Drumsticks /lb. - Wee - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Apple Cinnamon - Lb.,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Wings/lb. - lbs,Chips - Tortilla - Bag,Chocolate Gooey Butter Cake - Each,Cinnamon Rolls - Frozen - Pack,Cornmeal - Oz.,Croissants - Frozen - Pack,Crunchy Peanut Butter - Jar,Cucumbers - Slicing - Each,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Dill 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curds Taco Spice 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Bon Bons - Pack,Dark Chocolate Coffee Bark - Pack,Dark Chocolate Fudge Sauce  - Jar,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Del Carmen Choice - Tub,Dinner Roll Sourdough - Frozen - Pack,Eggplant - Asian - 2-pack,Eggplant - Mix - lbs,Eggs - Dozen,Eggs - Duck - Dozen,Eggs - H - Dozen,Eggs - LB - Dozen,Espresso Cheddar - Each,FF Dip - Crab  - Tub,FF Dish - Risotto - Tub,FF Dish - Saag Paneer - Pint,FF Grits - Smoked Cheddar - Pint,FF Pasta - Green Tea Soba - Tub,FF Sauce - Thai Peanut - Half Pint,FF Sauce - Tomato Anchovy  - Pint,FF Soup - Chickpea Stew - Pint,FF Soup - Kimchi & Tofu Stew - Tub,Fatayer - Cheese - Froz. - Each,Fennel - Head,Feta Cheese - HBC - Each,Flank Steak/lbs. - lbs,Flory's Farmhouse - Each,Flour - Bread 5# - Lb.,Flour - Sifted Bread 5lb. - Bag,Focaccia - 3 Cheese - Frozen - Loaf,Fresh Herb - Basil - Bunch,Fresh Herb - Dill - Bunch,Frozen Blackberries - Pint,Garlic Balsamic Vinaigrette - Bottle,Ghost Pepper Cheddar - Each,Gluten Free Black Bean Soup - Tub,Gluten Free Black Beans  - Tub,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Potato  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Gnocchi - Sweet Potato  - Lb.,Gr. Beef Bundle BMP ( 5-pack) - Each,Granola - Cranberry Almond - Pack,Granola - Vanilla Apricot - Pack,Granola Bar - Each,Green Beans - Bag,Grits - Oz.,Ground Beef - BM&P - Each,Ground Beef - D&M - Lb.,Ground Lamb  - Lb.,Hand Pie: Chocolate Raspberry - Bag,Hand Pie: STL Mac & Cheese - Bag,Hand Pie: Smoked Whitefish - Bag,Harvest Shreds - Naked 2lb. - Pack,Hoagie - Thursday - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Wildflower - Bottle,Hot Sauce - Green - Oz.,Hot Sauce - Red - Oz.,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Hummus Choice - Tub,Jailhouse Jalapeno Brew - Jar,Jam - Damson Plum HBY - Pint,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Kale - Green Curly - Bag,Kohlrabi  - Share,Kuva Brazil - Bag,Lamb Gyro Plain - Lb.,Lamb Gyro w/ Feta & Spinach - Lb.,Light and Mild - Thursday - Loaf,Little Smokies - 2 pk - Each,Loofah Soap (1.0 Lavender) - Lavender,Maple Syrup 32 oz. - Jar,Marbled Rye - Thursday - Each,Marshmallow Pie - Each,Meatballs D&M - Package,Mexican Dark Bark - Package,Milk Chocolate Bar - Pack,Milk Chocolate CranOrange Bark - Pack,Milk Chocolate Lolli - Each,Milk Chocolate PB Bon Bons - Pack,Milk Chocolate Square - Each,Mojo Marinade - Tub,Mozzarella HBC - Oz.,Multigrain Bread  - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Chanterelles - Bag,Mushrooms - French Horn - Bag,Mushrooms - Hen of the Woods/Maitake - Bag,Mushy Broth - Vegetable Stock - Bag,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Honey) - Honey,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,Oat Porridge Bread - Thursday - Each,Oat Porridge Bread - Wednesday - Loaf,Oats - 1lb. (1.0 Rolled) - Rolled,Oats - Rolled 5# - Bag,Onions - Green - Bunch,Onions - Red  - Lb.,Onions - White - Lb.,Onions - Yellow - lbs,Pacific Cod/LB - Pack,Pasta - Gluten Free Long LV - Each,Pasta - Gluten Free Short LV - Each,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Pasta Wildcard - Pack,Peaches - Share,Pepper - Colored Bell - 3-pack,Pepper Relish - Pint,Peppers - Banana - 4-pack,Peppers - Carmen - 2-pack,Peppers - Green Bell - 3-pack,Peppers - Green/Red Bell - 2-pack,Peppers - Jalapenos - 5-pack,Peppers - Red Bell - 1-each,Pesto - Arugula Walnut - Tub,Pita Bread - Frozen (1.0 Wheat) - Wheat,Pita Bread - Frozen (1.0 White) - White,Pizza - Black Garlic KP - Each,Pizza - Kids Cheese KP - Each,Pizza - Margherita KP - Each,Pizza - Sausage & Uncured Bacon KP - Each,Pizza Sauce - Jar,Pizza Sourdough - Frozen - Pack,Popcorn - McKaskle - Lb.,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast ($8) - Pack,Pork - Chorizo (bulk) - Lb.,Pork - Deli Ham SF/8 oz - $,Pork - Ground  - Lb.,Pork - Tenderloin/lb - Lb.,Pork - Tenderloin/lb - Wee - Lb.,Pork Andouille Links - D&M - Each,Pork Apple Brat  - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Burger RFF - Package,Pork Choice $8 - Pack,Pork Chop Bone-in /lb. - Lb.,Pork Hot Dogs - Each,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - 5 pk (1.0 Honey) - Honey,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Snack Sticks - Honey 4pk - Pack,Pork Steaks/lb. - Pack,Potato Chips Kickers Lg - Bag,Potatoes - Fingerling - lbs,Potatoes - Mix - lbs,Potatoes - Red Specialty - Bag,Potatoes - Yukon Gold - lbs,Protein Choice $14.75 - Each,Pumpkin Cranberry - Frozen - Loaf,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,Ranch Steak - Wee /lb. - Each,Ranch Steak /lb. - Each,Ravioli - 4-Cheese  - Lb.,Ravioli - Butternut Squash  - Lb.,Red Cabbage - Head,Red Chile Sauce - Jar,Ribs - Baby Back/lb. - Lb.,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Roasted Corn Snack - Salted  - Bag,Rutabagas - Bag,Salmon - Fillet Pieces/LB - Each,Salsa - Gringo's Mild - Jar,Seedy Wheaty - Frozen - Loaf,Seedy Wheaty Bread - Loaf,Semolina - Thursday - Loaf,Shakshuka Sauce - Jar,Sirloin steak - WOW /lb - Package,Skirt Steak/lbs. - Each,Smoked Salmon (1.0 Pepper) - Pepper,Sourdough Bread - Lb.,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Sparkling Tea - Elderberry Echinacea - 4-pack,Sparkling Tea - Ginger Roselle - 4-pack,Sparkling Tea - Hops Citrus + CBD - 4-pack,Sparkling Tea - Lavender Lemongrass - 4-pack,Squash - Patty Pan - Lb.,Squash - Summer - Each,Squash - Zephyr - Share,Squash - Zephyr (1.0 Large) - Large,Squash - Zephyr (1.0 Medium) - Medium,Squash - Zucchini (1.0 Large) - Large,Squash - Zucchini (1.0 Medium) - Medium,Staff - Something to ask Jamie - Oz.,Strawberry Milk 12 oz. - Bottle,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Sugar Free - Strawberry Jam  - Pint,Sweet Corn - Share,Tahini - Pint,Thick Cut Dill Pickles - Quart,Thyme for Garlic Vinaigrette - Bottle,Toffee - Package,Tomato Sauce - CB - Jar,Tomatoes - Carolina Gold - Bag,Tomatoes - Heirloom - Bag,Tomatoes - Lucky Tiger - Pint,Tomatoes - Red Cherry - Pint,Tomatoes - Slicing - Bag,Tomatoes - Sungold - Pint,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Tortellini - Mushroom - Lb.,Turkey Thighs /lb - 2-pack,Turnips - Wildcard - Bag,Vinaigrette - Greek Style - Bottle,Wildcard $4.25 - Each,Wildcard $5 - Each,Yogurt - Coconut - Oz.,Yogurt - Raspberry - Pint,Yogurt - Yo Bul Plain - Oz.,Yogurt Choice  - Oz.,Zaatar Bread - Frozen - Pack,oo'ma'me - Indian - Jar,oo'ma'me - Mexican - Jar,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,"BYO - No Share, Order Only",No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Chocolate MILK,Creamline MILK,Creamline MILK-e,Egg - LB,Eggs - Buttonwood,Ground Chicken,Home Delivery,Marinara Sauce AT,Multigrain Bread,Skim MILK,Skim MILK-e,Whole MILK,Whole MILK-e,Whole MILK-o,YoBul plain yogurt
Total - 2024-07-10,,,3.0,1.0,8.0,1.0,3.0,,,3.0,1.0,,2.0,1.0,,5.0,1.0,,4.0,9.0,,,3.0,,,1.0,,,,,,,1.0,2.0,2.0,,,1.0,,3.0,,1.0,1.0,,,2.0,3.0,1.0,2.0,,2.0,1.0,,,,,,,1.0,16.0,10.0,13.0,8.0,5.0,5.0,21.0,12.0,12.0,4.0,6.0,3.0,2.0,3.0,,1.0,,1.0,,,1.0,,,4.0,2.0,,4.0,,4.0,,1.0,1.0,,,,,,,,1.0,,4.0,,,1.0,,,18.0,,,55.0,,,,,,,,,,1.0,,2.0,,,3.0,10.0,2.0,,5.0,2.0,6.0,,2.0,3.0,,3.0,2.0,1.0,2.0,2.0,,,7.0,,6.0,,2.0,1.0,,,13.0,1.0,1.0,,,1.0,,,1.0,,2.0,,,,,,1.0,1.0,,,,,92.0,2.0,3.0,3.0,,1.0,,1.0,,1.0,,,,,,2.0,,,1.0,,,,9.0,1.0,,,2.0,,1.0,,,3.0,1.0,,,1.0,1.0,7.0,20.0,,13.0,5.0,1.0,,,1.0,,,12.0,,,,,,2.0,1.0,3.0,5.0,1.0,,,12.0,6.0,,,,,1.0,2.0,,1.0,,,2.0,,,2.0,,,,1.0,14.0,,,10.0,2.0,2.0,5.0,,,,4.0,1.0,,1.0,1.0,,6.0,,,2.0,5.0,1.0,6.0,2.0,1.0,,,9.0,,,59.0,,,8.0,,7.0,,,,1.0,,2.0,3.0,,,1.0,,1.0,1.0,,2.0,9.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,20.0,1.0,1.0,1.0,,,,1.0,1.0,3.0,8.0,,6.0,3.0,,1.0,,,2.0,1.0,1.0,3.0,,,1.0,1.0,,1.0,1.0,,4.0,1.0,4.0,6.0,,1.0,,1.0,,2.0,,1.0,,,,,,10.0,,1.0,2.0,3.0,13.0,4.0,,,1.0,,25.0,,,,,2.0,,11.0,4.0,10.0,13.0,21.0,,1.0,3.0,,1.0,,9.0,4.0,2.0,,1.0,,3.0,,1.0,2364.87,31.0,17.0,10.0,21.0,52.0,1.0,,,4.0,,1.0,1.0,,,1.0,1.0,5.0,5.0,1.0,1.0,1.0,,6.0,,3.0,2.0
Total - 2024-07-11,,,1.0,2.0,13.0,1.0,3.0,2.0,1.0,4.0,,,,1.0,1.0,2.0,1.0,,4.0,9.0,,,1.0,,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,2.0,2.0,1.0,1.0,,,,,,20.0,4.0,2.0,3.0,1.0,19.0,7.0,14.0,6.0,8.0,5.0,,,,3.0,,1.0,,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,,,,1.0,1.0,,3.0,1.0,2.0,,,,,,,,,6.0,1.0,1.0,,,,19.0,,6.0,33.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,6.0,3.0,1.0,1.0,5.0,2.0,6.0,,1.0,1.0,1.0,7.0,2.0,,,1.0,,1.0,1.0,,2.0,,,,,,5.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,77.0,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,3.0,,1.0,,,1.0,,14.0,1.0,,,3.0,,,3.0,,1.0,,,,1.0,,2.0,18.0,,11.0,2.0,,1.0,1.0,,,12.0,,1.0,1.0,,,,1.0,2.0,6.0,6.0,,1.0,9.0,,3.0,3.0,1.0,,,1.0,,,1.0,1.0,1.0,,,2.0,,,,1.0,,13.0,1.0,1.0,12.0,,1.0,10.0,,,4.0,5.0,,,,,6.0,,2.0,,2.0,15.0,2.0,8.0,,,1.0,,9.0,,,59.0,,1.0,4.0,,8.0,,,,,1.0,1.0,,,,1.0,,4.0,2.0,,,12.0,1.0,1.0,,2.0,,,,2.0,,,1.0,,,,12.0,,,1.0,1.0,,2.0,,,6.0,9.0,,5.0,6.0,,,,,3.0,1.0,,6.0,1.0,1.0,1.0,1.0,,,2.0,1.0,2.0,2.0,2.0,9.0,1.0,,,,,1.0,,,,1.0,,1.0,,2.0,,1.0,3.0,1.0,19.0,,,1.0,2.0,,18.0,,1.0,,3.0,1.0,,10.0,6.0,15.0,12.0,20.0,3.0,,1.0,,,,6.0,7.0,,1.0,5.0,,1.0,,,1797.43,35.0,21.0,23.0,23.0,27.0,,,3.0,4.0,,1.0,,2.0,,1.0,,,9.0,,,2.0,,4.0,,1.0,
Total - 2024-07-17,,5.0,1.0,,1.0,,2.0,1.0,,4.0,,,1.0,2.0,,2.0,,5.0,6.0,9.0,1.0,,1.0,,,,,,,,,,,,6.0,,,,1.0,1.0,,,1.0,1.0,1.0,,3.0,4.0,3.0,,2.0,,,1.0,,,,,3.0,18.0,6.0,9.0,12.0,6.0,3.0,24.0,11.0,10.0,1.0,6.0,1.0,1.0,1.0,,1.0,,2.0,,,,,1.0,4.0,1.0,,1.0,,2.0,1.0,12.0,1.0,,2.0,1.0,,3.0,,1.0,,3.0,2.0,3.0,,,1.0,,17.0,6.0,,38.0,,2.0,,6.0,,,,,,2.0,,,19.0,10.0,7.0,8.0,,,,,4.0,7.0,6.0,,,3.0,1.0,,,,,2.0,11.0,9.0,3.0,,,,1.0,3.0,12.0,,,,,1.0,,,,,1.0,,,,,,,1.0,4.0,,5.0,13.0,68.0,,,3.0,1.0,,,3.0,1.0,,,,,1.0,,2.0,3.0,2.0,,,,2.0,,,,1.0,2.0,,2.0,,,1.0,1.0,1.0,2.0,4.0,1.0,5.0,,1.0,12.0,6.0,,,1.0,,,,12.0,1.0,4.0,1.0,,,2.0,1.0,3.0,,,,,12.0,,,,2.0,,,1.0,,,,,,2.0,,,1.0,,,1.0,5.0,,1.0,7.0,1.0,1.0,7.0,7.0,2.0,2.0,,,1.0,,,,5.0,1.0,1.0,,10.0,1.0,6.0,1.0,,,2.0,,,8.0,29.0,10.0,,4.0,11.0,,6.0,11.0,3.0,,,,,1.0,1.0,3.0,,2.0,2.0,,1.0,3.0,,,,2.0,1.0,,1.0,,,,,5.0,,,2.0,,,,,,,2.0,1.0,7.0,3.0,,4.0,2.0,,,5.0,1.0,,,,,,,,2.0,2.0,1.0,2.0,,6.0,,4.0,4.0,,,,1.0,1.0,,7.0,,,,,,5.0,4.0,1.0,,,,9.0,,,,,1.0,,1.0,1.0,,,,5.0,10.0,4.0,11.0,5.0,29.0,,,1.0,1.0,,1.0,,,1.0,3.0,6.0,2.0,,,1.0,1852.0304,39.0,17.0,10.0,20.0,48.0,,,,2.0,6.0,,1.0,,,1.0,1.0,5.0,7.0,1.0,,1.0,,5.0,3.0,,1.0
Total - 2024-07-18,2.0,7.0,1.0,2.0,3.0,,2.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,,10.0,2.0,13.0,,1.0,1.0,2.0,,1.0,,,,1.0,1.0,,,2.0,5.0,,2.0,,,1.0,,1.0,1.0,,,,5.0,4.0,3.0,2.0,,1.0,1.0,,21.0,4.0,4.0,3.0,1.0,18.0,6.0,8.0,8.0,6.0,4.0,,,,3.0,2.0,,3.0,2.0,6.0,,,4.0,1.0,,2.0,,,5.0,,1.0,2.0,,3.0,1.0,16.0,,,,,1.0,4.0,2.0,,1.0,2.0,3.0,2.0,,,,1.0,17.0,3.0,,30.0,,,1.0,8.0,,1.0,,1.0,,1.0,1.0,,22.0,12.0,4.0,7.0,,,,3.0,5.0,4.0,2.0,,,8.0,1.0,,,1.0,3.0,1.0,5.0,10.0,3.0,1.0,2.0,,,1.0,13.0,1.0,2.0,,1.0,1.0,3.0,1.0,,,,1.0,,,,,,,6.0,1.0,3.0,7.0,64.0,,1.0,,,,,,,,,,,,,1.0,3.0,,,1.0,,1.0,,,1.0,,,1.0,3.0,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,4.0,,,13.0,4.0,,,1.0,,2.0,10.0,,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,11.0,,,,,1.0,1.0,,,1.0,,,,1.0,,,3.0,2.0,1.0,3.0,,2.0,,1.0,5.0,2.0,1.0,4.0,3.0,,2.0,,,1.0,1.0,,6.0,1.0,1.0,3.0,,7.0,2.0,5.0,,,2.0,1.0,3.0,2.0,5.0,44.0,11.0,1.0,2.0,4.0,,1.0,4.0,6.0,,1.0,,,,,1.0,1.0,2.0,,1.0,4.0,3.0,,1.0,,2.0,,,1.0,,,1.0,,10.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,5.0,1.0,,4.0,1.0,3.0,1.0,,,,,,,,,,,1.0,,,11.0,2.0,1.0,,,,2.0,,,,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,3.0,,,1.0,10.0,2.0,2.0,,2.0,,,,,1.0,2.0,1.0,5.0,12.0,6.0,9.0,6.0,16.0,1.0,,,1.0,1.0,1.0,,,2.0,1.0,3.0,4.0,,1.0,,1914.91,43.0,21.0,23.0,21.0,29.0,,1.0,,4.0,,,,2.0,1.0,,,,12.0,,,2.0,2.0,4.0,3.0,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
