Delivery Date,Canned Peaches - sugar - Jar,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Milk - 2%  - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Walnuts - Oz.,Almonds - Raw - Oz.,Dates - Oz.,Eggs - BW - Dozen,Half & Half - Pint,Jam - Blueberry HBY - Pint,Jam - Grape HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Red Raspberry HBY - Pint,Jam - Strawberry HBY - Pint,Kuva Peru - Package,Peanut Butter MC - Tub,Plant - Thai Basil - Pot,Plant - Tomatillos - Pot,Potato Chips Kickers Mini - Oz.,Potato Chips Original - Mini - Oz.,Quark-Frozen - Tub,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium - Pint,Stringbean Brazilian - Oz.,Stringbean Peru - Oz.,Stringbean Red Eye  - Oz.,Pizza - Cheese  - Each,Pizza - Deluxe - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,Pork Chop Bone-in /lb. - Lb.,Buttermilk - Qt.  - Quart,RL Heavy Cream  - Pint,$ for green bags donation - $,Cooler Donation - $,Cooler Repair Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Aged Cheddar - HBC - Each,Applewood Smoked Cheddar - Each,Arugula - Bag,Asparagus - Bunch,Auction Donation - $,Bacon - Each,Bagel Chips - Bag,Bagels - Blueberry - BU - Bag,Bagels - Everything - Bag,Bagels - Everything - BU - Bag,Bagels - Everything - Frozen - Bag,Bagels - Honey Buckwheat - BU - Bag,Bagels - Plain - Bag,Bagels - Plain - BU - Bag,Bagels - Plain - Frozen - Each,Bagels - Pumpernickel - BU - Bag,Bagels - Raisin - Bag,Bagels - Raisin - Frozen - Bag,Bagels - Sesame Seed - BU - Bag,Beef - Stew Meat - Pack,Beef Kabob Meat - Lb.,Beets - No Tops - Lb.,Beets - Pickled - Quart,Black Beans - Dry - Lb.,Black Pepper Cheddar - Each,Bok Choy - Bag,Boneless Pork Chop - D&M /lb - Lb.,Bread Choice ($6.75) - 1-each,Bread Choice - Frozen ($6.75) - Loaf,Bread Pudding - Muffin - Froz. - Each,CBD - Elevate Strawberry - 10-pack,Cheese Choice $6.75 - Each,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Links ($10.50) - Each,Chicken - Thighs /lbs  - lbs,Chicken - Whole $5.00/lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Lemon Pepper - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Wings/lb. - lbs,Chips - Tortilla - Bag,Cinnamon Rolls - Pack,Cinnamon Rolls - Frozen - Pack,Clean Plate Pantry Choice ($11.5) - Jar,Coconut Oil Quart - Quart,Coffee Stringbean Decaf - Bag,Collards - Bunch,Croissant - PIB - 1-each,Croissant - PIB Frozen - 1-each,Croissants - Pack,Croissants - Frozen - Pack,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Bon Bons - Pack,Dark Chocolate Caramels - Pack,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Date Syrup - Bottle,Del Carmen Choice - Tub,Deluxe Mixed Nuts - Bag,Eggs - Dozen,Eggs - H - Dozen,English Muffin Sourdough - Frozen - Pack,FF - Dish Orzo Nicoise  - Each,FF Dip - Pimiento Cheese Spread - Each,FF Dip - Smoked Salmon  - Tub,FF Dip - Street Corn - Tub,FF Dish - Saag Paneer - Pint,FF Pasta - Mac N Cheese - Tub,FF Soup - Chowder - Pint,FF Soup - Yellow Gazpacho - Oz.,Fair Shares Yard Sign - Free - Each,Feta Cheese - HBC - Each,Flaked Salmon - Lb.,Flank Steak/lbs. - lbs,Flour - All Purpose 5 lb - Bag,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Granola Bar - Each,Granola Choice $10.75 - Each,Ground Beef - D&M - Lb.,Hand Pie: Bacon Burger Bleu - Bag,Hand Pie: Beef Bulgogi - Bag,Hand Pie: Chicken Curry - Bag,Hand Pie: Spanakopita - Bag,Hand Pie: Veggie Samosa - Bag,Hoagie - PIB - 6-pack,Hoagie - T - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Kairos Sourdough Choice $5 - Pack,Kale - Green Curly - Bag,Kale - Lacinato/Dinosaur - Bag,Kale - Mix - Bag,King Salmon/LB* - 1-each,Kohlrabi  - Head,Lamb Chops/lb. DM - Each,Lamb Gyro Seasoned - Lb.,Lasagna (1.0 Cheese) - Cheese,Lasagna (1.0 Spinach) - Spinach,Lettuce - Bibb - Head,Lettuce - Salanova - Bag,Lettuce Head - Head,Lettuce Head (1.0 Medium) - Medium,Lettuce Mix - Bag,Light and Mild - T - Loaf,Light and Mild - Wednesday - Loaf,Louise's Cocoa Brownie Crisp Granola - Bag,Louise's Original Granola - Bag,Maple Syrup 12 oz. - Jar,Maple Syrup 64 oz. - Jar,Marbled Rye - Thursday - Each,Marbled Rye -Wednesday - Loaf,Marinara Sauce - Jar,Marshmallow Pie - Each,Meatballs D&M - Package,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate Caramels - 4-pack,Milk Chocolate Lolli - Each,Milk Chocolate Square - Each,Mojo Marinade - Tub,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Chestnut - Bag,Mushrooms - French Horn/King - Bag,Mushrooms - Hen of the Woods/Maitake - Bag,Mushrooms - Sale! - Bag,Mustard - Choice,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,Mustard Greens - Bag,Oat Porridge Bread - T - Each,Oat Porridge Bread - Wednesday - Loaf,Olive Oil Large - Bottle,Olive Oil Medium - Bottle,Onions - Green - Bunch,Organic Sugar - Lb.,Pasta - Gluten Free Short LV - Each,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Wildcard $6.50 - Pack,Peaches - Spiced - Jar,Pickles Wildcard ($7.75) - Jar,Pizza Sauce - Jar,Plant - Basil Italian - Pot,Plant - Big Boy Tomatoes - Pot,Plant - Calendula - Pot,Plant - Cilantro  - Pot,Plant - Cucumber pickling - Pot,Plant - Cucumbers - Pot,Plant - Dill - Pot,Plant - English Thyme - Pot,Plant - Greek Basil - Pot,Plant - Jalapeno Peppers - Pot,Plant - Lavender - Pot,Plant - Marigolds Dwarf - Pot,Plant - Marigolds Sparky - Pot,Plant - Nasturtium - Pot,Plant - Oregano - Pot,Plant - Parsley - Pot,Plant - Peppermint - Pot,Plant - Roma Tomato - Pot,Plant - Rosemary - Pot,Plant - Sage Common  - Pot,Plant - Sage Pineapple - Pot,Plant - Spearmint - Pot,Plant - Sungold Tomato - Pot,Plant - Sweet Red Pepper - Pot,Plant - Tarragon - Pot,Plant - Thyme Creeping - Pot,Plant - Tomato Beefsteak - Pot,Plant - Tomato Cherokee Purple  - Pot,Plant - Tomato Green Zebra - Pot,Plant - Tomato Super Sweet 100 - Pot,Plant - Zinnia  - Pot,Plant - Zinnia Cali Mix - Pot,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast ($8) - Pack,Pork - Ground  - Lb.,Pork - Kielbasa - Pack,Pork - Tenderloin/lb - Lb.,Pork Apple Brat - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Hot Dogs - Each,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Snack Sticks - Honey 4pk - Pack,Potato Chips Kickers med - Oz.,Potato Chips Original - Med - Oz.,Pre-ordered plants are in - Pot,Pretzel Slider Buns - Bag,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,Radishes - Bunch - Bunch,Radishes - Mini Daikon - Bunch,Radishes - Purple Heart - Bunch,Ravioli - 4-Cheese - Lb.,Ravioli - Goat Cheese  - Lb.,Ribs - Baby Back/lb. - Lb.,Rice - Basmati White - Lb.,Sale Tortilla Chips: best by 3/22/26 - Each,Salmon - Fillet Pieces/LB* - Each,Salsa - Gringo's Mild - Jar,Sea Scallops/LB - Bag,Seedy Wheaty - Frozen - Loaf,Semolina - T - Loaf,Semolina - Wednesday - Loaf,Sesame Hoagie - T - Each,Sesame Hoagie -W - Each,Shakshuka Sauce - Jar,Shoots - Broccoli - Bag,Shoots - Daikon Radish - Bag,Shoots - Fenugreek - Share,Shoots - Pea - Bag,Shoots - Specialty Mix - Bag,Shoots - Sunflower - Bag,Sliced Summer Sausage - Bag,Sourdough Bread - Frozen - Lb.,Spicy Dill Pickles - Quart,Spinach - Bag,Squash - Zucchini - Each,Squash - Zucchini (1.0 Medium) - Medium,Squash - Zucchini (1.0 Small) - Small,Staff - Something to ask Jamie - Oz.,Staff - include last wk's share - Bag,Strawberries - Qt - Quart,Stringbean Ethiopian - Bag,Sugar Free - Strawberry Jam  - Pint,Sweet Dill Pickles - Quart,Swiss Chard - Bunch,Toffee - Package,Tomato Juice - Quart,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Turkey Thighs /lb - Each,Turnips - Japanese/White - Lb.,Vinaigrette - Greek Style - Bottle,Wheat Berries - Bag,White Rice Flour - Bag,Wild Cod/LB* - Pack,Wildcard $6.5 - Each,Yogurt - Blueberry - Oz.,Yogurt - Plain - Oz.,Yogurt - Strawberry - Oz.,Yogurt - Vanilla - Oz.,Extra Credit - Each,Half,FSA/FSD,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) UCG - Orders Only,No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Cream pint,Creamline MILK-e,Eggs - Buttonwood,Ground Chicken -o,Half & Half,Plain yogurt,RL Chocolate Milk,Skim MILK,Whole MILK,Whole MILK-e,Whole MILK-o
Total - 2026-05-06,1.0,1.0,2.0,2.0,,,,,1.0,,17.0,,,2.0,,,,,4.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,11.0,4.0,4.0,4.0,,5.0,20.0,6.0,4.0,,,2.0,,1.0,,,,,,2.0,4.0,17.0,,,2.0,,,1.0,1.0,3.0,,,1.0,,,,,,,,,,3.0,2.0,,,6.0,3.0,,1.0,1.0,1.0,2.0,2.0,4.0,,5.0,2.0,,,2.0,1.0,,5.0,1.0,1.0,2.0,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,27.0,,,4.0,1.0,1.0,4.0,,,2.0,,1.0,1.0,,2.0,1.0,3.0,,2.0,,,2.0,3.0,15.0,,,,,,,,5.0,1.0,1.0,2.0,2.0,,,5.0,,,2.0,,,1.0,7.0,,2.0,,,2.0,3.0,,,1.0,,1.0,,,,,,1.0,5.0,,1.0,,,,,1.0,1.0,1.0,16.0,4.0,,7.0,3.0,2.0,1.0,,,1.0,,1.0,,3.0,1.0,,6.0,1.0,,1.0,,4.0,,11.0,,10.0,,3.0,3.0,,,2.0,,,,3.0,2.0,1.0,,1.0,2.0,1.0,,5.0,1.0,,,,,1.0,,,,,,,10.0,2.0,1.0,13.0,,8.0,1.0,2.0,,1.0,,,1.0,,,1.0,,13.0,1.0,,4.0,1.0,1.0,1.0,2.0,1.0,,,2.0,2.0,,,3.0,,4.0,,3.0,1.0,,,,,3.0,2.0,,2.0,,4.0,,,,,2.0,18.0,,1.0,,4.0,,,1.0,2.0,,,,,,1.0,,2.0,4.0,1.0,2.0,957.24,26.0,13.0,16.0,27.0,,1.0,,,0.0,1.0,,1.0,,1.0,,1.0,1.0,,,0.0,1.0,
Total - 2026-05-07,,2.0,3.0,1.0,,1.0,,,,,13.0,3.0,,,,1.0,,,1.0,,,,2.0,,1.0,3.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,4.0,3.0,4.0,3.0,1.0,20.0,1.0,5.0,4.0,7.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,2.0,,18.0,1.0,,1.0,2.0,2.0,2.0,,2.0,,,,,1.0,1.0,,,,,1.0,,1.0,4.0,,1.0,5.0,1.0,,2.0,,,4.0,2.0,1.0,1.0,4.0,1.0,,,,,1.0,6.0,,1.0,6.0,1.0,1.0,,,1.0,,,4.0,,1.0,2.0,3.0,,,,,,2.0,1.0,,,,,1.0,,,,27.0,3.0,,5.0,,,1.0,,1.0,1.0,2.0,,2.0,1.0,,,1.0,1.0,,1.0,,3.0,5.0,13.0,,,,,,,2.0,,3.0,,2.0,3.0,1.0,1.0,,,,3.0,,1.0,,5.0,,,1.0,,4.0,,,,2.0,2.0,,1.0,2.0,,,2.0,,12.0,,,,2.0,1.0,,2.0,,4.0,9.0,3.0,3.0,4.0,2.0,1.0,2.0,,,1.0,1.0,,3.0,,1.0,1.0,10.0,,,1.0,,8.0,,8.0,,6.0,,,3.0,,,1.0,2.0,,,1.0,,,,4.0,5.0,,,2.0,,3.0,2.0,,,1.0,4.0,,,,,,,1.0,1.0,10.0,1.0,11.0,1.0,1.0,,,,,4.0,1.0,1.0,,,7.0,3.0,,5.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,2.0,3.0,,1.0,,1.0,1.0,1.0,1.0,,3.0,2.0,1.0,2.0,1.0,8.0,,,,,3.0,27.0,,1.0,1.0,3.0,1.0,,1.0,,,,2.0,,,,,,3.0,2.0,1.0,1107.09,24.0,20.0,7.0,28.0,1.0,,2.0,,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,
Total - 2026-05-13,,1.0,2.0,3.0,,,2.0,,,2.0,9.0,,1.0,,,,1.0,1.0,2.0,2.0,,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,2.0,,,,,,12.0,7.0,6.0,4.0,2.0,5.0,14.0,6.0,8.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,,5.0,5.0,25.0,2.0,2.0,2.0,3.0,1.0,2.0,,3.0,,2.0,,2.0,,1.0,3.0,,,,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,10.0,2.0,7.0,4.0,4.0,1.0,1.0,1.0,1.0,,1.0,4.0,1.0,1.0,3.0,,3.0,1.0,,1.0,3.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,4.0,1.0,40.0,1.0,,,1.0,,,2.0,,2.0,1.0,,,,1.0,,,1.0,,,1.0,8.0,4.0,17.0,1.0,1.0,3.0,,,1.0,,7.0,2.0,,,,3.0,,2.0,2.0,7.0,2.0,4.0,,,4.0,2.0,,,1.0,3.0,2.0,1.0,1.0,,,4.0,1.0,1.0,1.0,,,2.0,3.0,,1.0,,1.0,,,,1.0,1.0,24.0,2.0,1.0,16.0,2.0,1.0,2.0,1.0,,1.0,,,,4.0,,,4.0,,,2.0,1.0,,,,2.0,9.0,,,4.0,2.0,1.0,2.0,,2.0,1.0,,1.0,,1.0,1.0,1.0,,3.0,5.0,2.0,1.0,2.0,3.0,1.0,,,,3.0,2.0,,1.0,1.0,1.0,,5.0,,4.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,10.0,,1.0,4.0,7.0,1.0,3.0,1.0,,,,4.0,,,1.0,1.0,,5.0,,4.0,,,1.0,1.0,3.0,2.0,,,,,4.0,2.0,1.0,3.0,1.0,,27.0,1.0,,1.0,2.0,2.0,2.0,,1.0,1.0,3.0,,1.0,1.0,,7.0,,1.0,1.0,3.0,1465.33,24.0,13.0,16.0,27.0,,,,,2.0,,2.0,,,3.0,7.0,1.0,,,,3.0,,1.0
Total - 2026-05-14,,,,5.0,1.0,1.0,3.0,1.0,,1.0,18.0,4.0,,,1.0,,1.0,,3.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,10.0,4.0,5.0,2.0,1.0,12.0,7.0,7.0,6.0,8.0,3.0,,,,,,2.0,8.0,,,,,9.0,,2.0,,24.0,2.0,,1.0,2.0,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,5.0,2.0,2.0,,,1.0,6.0,,1.0,9.0,8.0,,,4.0,,,1.0,1.0,,2.0,5.0,,1.0,4.0,,7.0,,,2.0,,,,,,2.0,,1.0,1.0,1.0,,,,1.0,,1.0,2.0,1.0,2.0,,4.0,,41.0,3.0,2.0,,1.0,,,,1.0,2.0,,,,1.0,,1.0,2.0,1.0,,,,4.0,5.0,18.0,3.0,1.0,1.0,3.0,5.0,,7.0,,1.0,,1.0,1.0,3.0,3.0,,1.0,6.0,1.0,11.0,,,4.0,,1.0,1.0,,6.0,,2.0,,1.0,4.0,,,3.0,1.0,1.0,1.0,,4.0,1.0,,1.0,2.0,,1.0,3.0,,,33.0,,3.0,4.0,,2.0,1.0,,1.0,,,4.0,3.0,,1.0,,2.0,,1.0,1.0,,,1.0,,,3.0,1.0,,,2.0,,3.0,5.0,,,1.0,4.0,,,,3.0,,1.0,3.0,1.0,,1.0,8.0,,,,2.0,1.0,,2.0,2.0,,4.0,2.0,6.0,,,,,,,1.0,1.0,4.0,,,,,15.0,,,1.0,4.0,,2.0,,,1.0,1.0,4.0,1.0,2.0,,2.0,5.0,,4.0,,,,,,3.0,6.0,,,,1.0,7.0,3.0,1.0,,,,23.0,1.0,,,2.0,1.0,,1.0,2.0,1.0,5.0,,,,5.0,9.0,2.0,5.0,2.0,1.0,932.97003,34.0,23.0,8.0,25.0,1.0,,,2.0,6.0,,3.0,,,,,,,3.0,2.0,2.0,,1.0
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,1.0,4.0,7.0,11.0,1.0,2.0,5.0,1.0,1.0,3.0,57.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,10.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,14.0,7.0,9.0,5.0,3.0,55.0,19.0,22.0,18.0,17.0,14.0,35.0,12.0,12.0,1.0,1.0,5.0,10.0,4.0,1.0,1.0,1.0,11.0,2.0,11.0,9.0,84.0,5.0,2.0,6.0,7.0,3.0,5.0,2.0,8.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,12.0,3.0,6.0,11.0,4.0,1.0,9.0,1.0,2.0,25.0,14.0,12.0,5.0,17.0,4.0,1.0,2.0,4.0,1.0,4.0,20.0,2.0,4.0,15.0,1.0,12.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,2.0,6.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,8.0,1.0,135.0,7.0,2.0,9.0,3.0,1.0,5.0,2.0,2.0,7.0,3.0,1.0,3.0,2.0,3.0,2.0,6.0,3.0,2.0,1.0,1.0,17.0,17.0,63.0,4.0,2.0,4.0,3.0,5.0,1.0,9.0,12.0,7.0,1.0,5.0,6.0,7.0,4.0,7.0,3.0,13.0,8.0,15.0,1.0,1.0,20.0,2.0,3.0,2.0,1.0,15.0,5.0,3.0,1.0,4.0,6.0,5.0,2.0,6.0,2.0,1.0,3.0,3.0,24.0,1.0,2.0,1.0,5.0,1.0,1.0,6.0,2.0,6.0,82.0,9.0,7.0,31.0,7.0,6.0,6.0,1.0,1.0,3.0,1.0,5.0,6.0,7.0,3.0,1.0,22.0,1.0,1.0,5.0,1.0,12.0,1.0,19.0,2.0,28.0,1.0,3.0,10.0,4.0,1.0,8.0,7.0,2.0,1.0,5.0,7.0,1.0,1.0,6.0,11.0,1.0,4.0,15.0,4.0,4.0,5.0,11.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,11.0,8.0,4.0,34.0,1.0,23.0,2.0,4.0,1.0,2.0,2.0,1.0,10.0,2.0,1.0,1.0,2.0,45.0,4.0,1.0,14.0,12.0,3.0,7.0,4.0,2.0,1.0,1.0,11.0,3.0,2.0,2.0,8.0,8.0,9.0,5.0,7.0,2.0,1.0,2.0,2.0,6.0,14.0,4.0,1.0,4.0,2.0,23.0,5.0,2.0,3.0,1.0,5.0,95.0,2.0,2.0,2.0,11.0,4.0,2.0,3.0,5.0,2.0,8.0,2.0,1.0,1.0,6.0,16.0,4.0,13.0,6.0,7.0,4462.632,108.0,69.0,47.0,107.0,2.0,1.0,2.0,2.0,8.0,1.0,5.0,1.0,0.0,4.0,7.0,2.0,1.0,3.0,2.0,5.0,1.0,2.0
