Delivery Date,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Watermelon - Seeded (1.0 Large) - Large,Pistachios - Oz.,Peanuts - Salted Blanched - Oz.,Milk - 2%  - Oz.,Milk - Whole - Oz.,Almond Butter - Pint,Almonds - Raw - Oz.,Almonds - Salted - Oz.,Cheddar - Hatch Pepper - Package,Cucumbers - Pickling - Bag,Dates - Oz.,Eggs - BW - Dozen,Half & Half - Pint,Jam - Blueberry HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Red Raspberry HBY - Pint,Jam - Strawberry HBY - Pint,Peanut Butter EW - Pint,Peanut Butter MC - Tub,Stringbean Brazilian - Oz.,Stringbean Disco Inferno - Oz.,Stringbean Red Eye  - Oz.,Sugar Free - Blueberry HBY - Pint,Sugar Free - Strawberry Rhubarb - Pint,Yogurt - Greek Plain - Oz.,Pizza - Cheese  - Each,Pizza - Deluxe - Each,Pizza - Four Meat  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni - Each,Pizza - Tomato Basil Garlic  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:10-4:30,UCity Pickup Time (2.0 @4:30-5) - @4:30-5,UCity Pickup Time (3.0 @5-5:30) - @5-5:30,Pork Steaks/lb. - Pack,RL Heavy Cream  - Pint,$ for green bags donation - $,Cooler Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Aged Cheddar - HBC - Each,Apple Sauce - Chunky - NS - Quart,Apple Sauce - w/sugar - qt. - Jar,Applewood Smoked Cheddar - Each,Argentine Red Shrimp 2 LB - Lb.,Bacon - Each,Bacon - Uncured/lb - Pack,Bagel Chips - Bag,Bagels - Blueberry - BU - Bag,Bagels - Cinnamon Raisin - BU - Bag,Bagels - Egg - BU - Bag,Bagels - Everything - BU - Bag,Bagels - Honey Buckwheat - BU - Bag,Bagels - Plain - Frozen - Each,Bagels - Pumpernickel - BU - Bag,Bagels - Sesame Seed - BU - Bag,Beans - Green - Bag,Beans - Yellow Wax  - Bag,Beef Kabob Meat - Lb.,Beets - Golden - Lb.,Beets - No Tops - Lb.,Beets - Pickled - Quart,Black Bean Dip - Tub,Black Beans DC - Tub,Black Pepper Cheddar - Each,Blackberries - Pint,Blueberries - Pint,Bok Choy - Bag,Boneless Pork Chop - D&M /lb - Lb.,Bread Pudding - Muffin - Each,Bread Pudding - Muffin - Froz. - Each,Buttermilk Waffles Sourdough - Frozen - Pack,Cabbage - Green - Head,Cabbage - Red - Share,Cannolis - Frozen - 2-pack,Cantaloupe (1.0 Medium) - Medium,Carrots no tops - Lb.,Carrots w/tops - Bunch,Cheese Choice $6.75 - Each,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Links ($10.50) - Each,Chicken - Livers /lb* - Pack,Chicken - Thighs /lbs  - lbs,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Chorizo - Lb.,Chicken Links - Lemon Pepper - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee* - lbs,Chicken Wings/lb. - lbs,Chocolate Syrup  - Jar,Cinnamon Rolls - Pack,Cinnamon Rolls - Frozen - Pack,Clean Plate Pantry Choice ($11.5) - Jar,Coffee Stringbean Decaf - Bag,Collards - Bunch,Croissant - PIB Frozen - 1-each,Crunchy Peanut Butter - Jar,Cucumbers - Slicing - Each,Curds Applewood Smoked 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Fudge Sauce  - Jar,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Date Chocolate Syrup - Jar,Dates Choice ($10) - Pack,Deluxe Mixed Nuts - Bag,Eggplant - Fairy Tale - Pint,Eggplant - Globe - Each,Eggplant - Little Finger - Bag,Eggs - Dozen,Eggs - H - Dozen,English Muffin Sourdough - Frozen - Pack,FF Dip - Smoked Salmon  - Tub,FF Dip - Street Corn - Tub,FF Dish - Pear and Walnut Risotto - Each,FF Dish - Saag Paneer - Pint,FF Dish - Smoked Salmon Gnocchi - Pint,FF Grits - Smoked Gouda - Pint,Feta Cheese - HBC - Each,Flaked Salmon - Lb.,Flank Steak/lbs. - lbs,Flour - All Purpose 5 lb - Bag,Flour - Bread 5# - Lb.,Fresh Herb - Basil - Bunch,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Gluten Free Black Beans  - Tub,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Golden Zucchini - Each,Granola Bar - Each,Grits - Oz.,Ground Beef - D&M - Lb.,Ground Lamb  - Lb.,Halibut/lb.* - Pack,Ham Hocks/lb. - Pack,Hand Pie: Cheesy Potato - Bag,Hand Pie: Chicken Curry - Bag,Hand Pie: Spanakopita - Bag,Hand Pie: Veggie Samosa - Bag,Harvest Shreds - Naked 2lb. - Pack,Hoagie - T - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Wildflower - Bottle,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Jam - Peach HBY - Jar,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Kairos Sourdough Choice $5 - Pack,Kale - Green Curly - Bag,Kale - Lacinato/Dinosaur - Bag,Kohlrabi  - Head,Lamb Gyro Seasoned - Lb.,Lamb Gyro w/ Feta & Spinach - Lb.,Lasagna (1.0 Cheese) - Cheese,Light and Mild - T - Loaf,Light and Mild - Wednesday - Loaf,Louise's Cocoa Brownie Crisp Granola - Bag,Louise's Original Granola - Bag,Manicotti - Spinach - Package,Maple Syrup 12 oz. - Jar,Marbled Rye - Thursday - Each,Marinara Sauce - Jar,Marshmallow Pie - Each,Meatballs D&M - Package,Milk Chocolate Bar - Pack,Milk Chocolate Lolli - Each,Milk Chocolate Salted Bark - Pack,Milk Chocolate Square - Each,Milk Chocolate Toasted Missouri Pecan Bark - Package,Multigrain Bread  - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Chestnut) - Chestnut,Mushrooms (1.0 King Oyster (French Horn)) - King Oyster (French Horn),Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Maitake (Hen of the Woods)) - Maitake (Hen of the Woods),Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mustard - Choice,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Honey) - Honey,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,Oat Porridge Bread - T - Each,Oat Porridge Bread - Wednesday - Loaf,Oats - Rolled 5# - Bag,Olive Oil Large - Bottle,Onions - Mix - Pint,Onions - Yellow - lbs,Pasta - Gluten Free Short LV - Each,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Peaches - Bag,Peanuts - Salted Redskin - Bag,Peppers - Banana - 4-pack,Peppers - Carmen - 2-pack,Peppers - Colored Bell - 3-pack,Peppers - Green Bell - 2-pack,Peppers - Jalapenos - 5-pack,Peppers - Jimmy Nardello - Bag,Peppers - Shishitos - Bag,Pink Sauce - Oz.,Pita Bread - Frozen (1.0 Wheat) - Wheat,Pita Bread - Frozen (1.0 White) - White,Pizza Sauce - Jar,Polenta - Oz.,Popcorn - McKaskle - Lb.,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast ($8.50) - Pack,Pork - Deli Ham RFF/lb. - Lb.,Pork - Ground  - Lb.,Pork - Tenderloin/lb - Lb.,Pork - Tenderloin/lb - Wee - Lb.,Pork Apple Brat - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Cutlets /lb - Lb.,Pork Hot Dogs - Each,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - 5 pk (1.0 Honey) - Honey,Pork Snack Sticks - Honey 4pk - Pack,Potato Chips Original - Med - Oz.,Potatoes - New - Bag,Pretzel - UL Thursday  - Each,Pretzel - UL Wednesday - Each,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,Radishes - Mini Daikon - Bunch,Radishes - Red - Lb.,Ravioli - 4-Cheese - Lb.,Ravioli - Goat Cheese  - Lb.,Ravioli - Mushroom  - Lb.,Raviolini - Four Cheese - Lb.,Red Chile Sauce - Jar,Ribs - Baby Back/lb. - Lb.,Rice - Basmati Brown - Lb.,Rice - Basmati Choice - Bag,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Rice Choice $7 - Bag,Round Steak/lbs. - lbs,Salmon - Fillet Pieces/LB* - Each,Salsa - Gringo's Mild - Jar,Seedy Wheaty - Frozen - Loaf,Semolina - T - Loaf,Semolina - Wednesday - Loaf,Sesame Hoagie - T - Each,Sesame Hoagie -W - Each,Shakshuka Sauce - Jar,Shoots - Pea - Bag,Shoots - Specialty Mix - Bag,Shoots - Sunflower - Bag,Short Ribs/lbs. - lbs,Skirt Steak/lbs. - Each,Sliced Summer Sausage - Bag,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Squash - Summer - Each,Squash - Zucchini - Each,Squash - Zucchini (1.0 Large) - Large,Squash - Zucchini (1.0 Medium) - Medium,Staff - Something to ask Jamie - Oz.,Staff - include last wk's share - Bag,Stringbean Ethiopian - Bag,Strip Steak /lb - Pack,Sweet Corn - 5-pack,Sweet-n-Hot Pickle Spears - Quart,Swiss Chard - Bunch,Syrup Choice $12.50 - Each,Tahini - Pint,Thick Cut Dill Pickles - Quart,Toffee - Package,Tomatillos  - Bag,Tomatoes - Carolina Gold - Bag,Tomatoes - Cherry Mix - Bag,Tomatoes - Heirloom - Bag,Tomatoes - Slicing - Bag,Tomatoes - Sungold - Pint,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Turkey Thighs /lb - Each,Turnips - Japanese/White - Lb.,Vinaigrette - Greek Style - Bottle,Watermelon - Seedless (1.0 Large) - Large,Wild Cod/LB* - Pack,Wildcard $4 - Each,Yogurt - Blueberry - Oz.,Yogurt - Plain - Oz.,Yogurt - Strawberry - Oz.,Yogurt - Vanilla - Oz.,Extra Credit - Each,Half,FSA/FSD,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) UCG - Orders Only,No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Cream pint,Creamline MILK-e,Eggs - Buttonwood,Ground Chicken,Half & Half,Plain yogurt,RL Chocolate Milk,Whole MILK,Whole MILK-e,Whole MILK-o
Total - 2026-07-08,6.94,1.0,4.0,,,,1.0,1.0,2.0,,,2.0,1.0,,12.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,15.0,8.0,6.0,5.0,4.0,1.0,13.0,5.0,8.0,,1.0,,1.0,,,,2.0,2.0,,,1.0,1.0,1.0,,,3.0,1.0,3.0,3.0,,,4.0,2.0,10.0,,,5.0,,1.0,,,4.0,24.0,29.0,1.0,1.0,2.0,2.0,2.0,,,1.0,,6.0,2.0,2.0,1.0,,2.0,6.0,5.0,,2.0,5.0,1.0,3.0,,,1.0,,1.0,4.0,,,,6.0,,,,1.0,,1.0,6.0,,1.0,,1.0,,,2.0,,1.0,,1.0,,,1.0,,1.0,3.0,11.0,3.0,59.0,,,1.0,,,2.0,1.0,1.0,3.0,,,1.0,1.0,1.0,,,1.0,2.0,1.0,,4.0,,14.0,,,,,2.0,1.0,1.0,,,3.0,,2.0,2.0,1.0,,,,2.0,1.0,,2.0,2.0,3.0,,1.0,,,2.0,1.0,,,1.0,,6.0,,,,,,1.0,,1.0,,4.0,1.0,1.0,,,1.0,2.0,,,,,,,2.0,,2.0,3.0,,,5.0,3.0,27.0,,,,,7.0,,,2.0,2.0,,,,,,2.0,,3.0,,,5.0,,,,,,,,1.0,,1.0,,,,,6.0,,3.0,3.0,3.0,,2.0,,1.0,1.0,,,,2.0,,1.0,1.0,,2.0,,6.0,,,,5.0,,2.0,,,,3.0,,2.26,,1.0,2.0,,7.0,,,,1.0,,,10.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,3.0,1.0,7.0,12.0,,,,1.0,1.0,,2.0,3.0,2.0,4.0,,,1617.51,25.0,12.0,13.0,34.0,,,,,2.0,,1.0,,,4.0,7.0,1.0,,,2.0,,2.0
Total - 2026-07-09,,1.0,2.0,,,,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,8.0,2.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,12.0,4.0,8.0,3.0,11.0,4.0,6.0,6.0,8.0,5.0,,,,1.0,,4.0,,1.0,,5.0,,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,1.0,,,2.0,1.0,1.0,1.0,,12.0,2.0,,4.0,3.0,,,1.0,,13.0,26.0,,,1.0,,4.0,2.0,,,,4.0,3.0,7.0,1.0,1.0,1.0,14.0,11.0,1.0,1.0,4.0,,,1.0,1.0,,1.0,,1.0,,2.0,,3.0,1.0,,,2.0,,,,,2.0,1.0,,,,,2.0,,,1.0,,1.0,1.0,,,5.0,3.0,2.0,53.0,,,,,,1.0,,,2.0,1.0,,,,5.0,1.0,,1.0,1.0,,,3.0,1.0,16.0,1.0,,1.0,1.0,,2.0,1.0,1.0,5.0,,,2.0,1.0,2.0,1.0,,2.0,,,,4.0,3.0,1.0,2.0,,1.0,2.0,,,2.0,2.0,4.0,,1.0,,,,,,2.0,,4.0,,11.0,1.0,2.0,1.0,3.0,4.0,3.0,,,,,,2.0,,1.0,1.0,7.0,,1.0,1.0,,35.0,,,,,4.0,,,11.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,,,,1.0,,1.0,,1.0,,,,,,3.0,5.0,,1.0,2.0,,2.0,,1.0,,1.0,,1.0,,,1.0,1.0,2.0,6.0,,1.0,,,5.0,,2.0,,1.0,2.0,,1.0,,,1.0,3.0,,,8.0,1.0,,1.0,,2.0,1.0,11.0,,,4.0,,,,5.0,,7.0,3.0,9.0,9.0,,,2.0,1.0,2.0,,2.0,,2.0,3.0,1.0,,1445.9401,33.0,23.0,7.0,27.0,1.0,,,2.0,5.0,,3.0,,,,,,,,2.0,,1.0
Total - 2026-07-15,1.0,4.0,,3.0,,,,2.0,1.0,,,,5.0,,9.0,1.0,1.0,,1.0,,,2.0,,,,,1.0,3.0,1.0,,1.0,,,,1.0,,,1.0,15.0,4.0,6.0,5.0,3.0,3.0,13.0,7.0,14.0,,1.0,3.0,6.0,,,,2.0,6.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,5.0,,,1.0,,,1.0,,,15.0,14.0,,1.0,,,1.0,1.0,1.0,,24.0,3.0,1.0,5.0,2.0,1.0,,3.0,4.0,,3.0,2.0,,,1.0,,1.0,1.0,1.0,5.0,,,1.0,,1.0,3.0,1.0,,,,4.0,1.0,1.0,2.0,,,1.0,,2.0,2.0,1.0,,1.0,,,3.0,,,6.0,1.0,30.0,1.0,4.0,,1.0,,,,,4.0,,1.0,1.0,,1.0,,,,,,4.0,3.0,,8.0,,1.0,,,2.0,,,,,6.0,2.0,,,,,1.0,,2.0,,2.0,1.0,,1.0,,,,,3.0,,2.0,,1.0,,,,,1.0,,,,1.0,,1.0,10.0,,,1.0,1.0,1.0,4.0,6.0,1.0,2.0,,,,2.0,1.0,,3.0,5.0,,2.0,,25.0,1.0,5.0,4.0,1.0,,7.0,2.0,4.0,,1.0,,1.0,,,,2.0,13.0,7.0,,8.0,,1.0,,3.0,1.0,2.0,,,,,,,,1.0,2.0,,3.0,1.0,2.0,2.0,2.0,2.0,,,,1.0,,,5.0,1.0,1.0,,,1.0,3.0,,,,5.0,,1.0,,,1.0,,1.0,2.0,,4.0,,4.0,4.0,,2.0,,,1.0,2.0,16.0,,1.0,,,,,3.0,5.0,12.0,8.0,1.0,8.0,,,,1.0,,5.0,,,1.0,3.0,,1.0,1728.2498,29.0,11.0,14.0,36.0,,1.0,,,2.0,2.0,,1.0,1.0,2.0,,1.0,1.0,,2.0,2.0,
Total - 2026-07-16,3.0,,1.0,3.0,1.0,1.0,2.0,2.0,,,1.0,1.0,3.0,,7.0,3.0,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,9.0,2.0,7.0,1.0,13.0,6.0,6.0,2.0,4.0,3.0,,,,,,2.0,1.0,1.0,1.0,,,7.0,1.0,,2.0,,2.0,,1.0,2.0,1.0,,1.0,,1.0,1.0,,3.0,,2.0,1.0,3.0,1.0,,,,8.0,6.0,,,,,,,,,22.0,2.0,2.0,7.0,,,2.0,,,,2.0,4.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,1.0,8.0,,,2.0,,1.0,2.0,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,2.0,27.0,2.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,,2.0,1.0,,,3.0,,,4.0,2.0,,,,,,,,5.0,,,,2.0,,2.0,,2.0,,,2.0,2.0,,3.0,2.0,,,2.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,10.0,1.0,1.0,,1.0,1.0,2.0,5.0,,,2.0,1.0,2.0,,,1.0,3.0,4.0,,,,11.0,,,3.0,1.0,,1.0,,5.0,,2.0,,1.0,,,1.0,1.0,14.0,13.0,,8.0,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,2.0,,3.0,1.0,,1.0,,,1.0,,1.0,,,,,1.0,6.0,1.0,,2.0,,,3.0,1.0,2.0,3.0,,1.0,,,,2.0,1.0,,,,1.0,,,3.0,,1.0,,3.0,,,10.0,,,,,,,1.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,,1.0,1.0,5.0,,,1.0,5.0,1.0,,1123.5701,22.0,21.0,8.0,30.0,1.0,,2.0,,5.0,4.0,,,1.0,,,,,3.0,1.0,4.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,10.940001,6.0,7.0,6.0,1.0,1.0,4.0,7.0,4.0,1.0,1.0,4.0,11.0,2.0,36.0,6.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,22.0,6.0,15.0,5.0,54.0,22.0,24.0,18.0,19.0,12.0,26.0,12.0,22.0,1.0,2.0,9.0,8.0,2.0,1.0,5.0,4.0,16.0,3.0,3.0,7.0,1.0,6.0,2.0,4.0,7.0,2.0,4.0,7.0,2.0,2.0,6.0,3.0,30.0,2.0,2.0,11.0,6.0,2.0,1.0,1.0,4.0,60.0,75.0,1.0,2.0,3.0,2.0,7.0,3.0,1.0,1.0,46.0,15.0,8.0,21.0,4.0,2.0,5.0,23.0,20.0,1.0,8.0,15.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,11.0,1.0,2.0,1.0,9.0,3.0,11.0,1.0,3.0,2.0,1.0,11.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,8.0,21.0,8.0,169.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,9.0,2.0,2.0,2.0,2.0,8.0,1.0,2.0,3.0,3.0,1.0,7.0,10.0,1.0,42.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,10.0,9.0,2.0,4.0,5.0,3.0,3.0,1.0,4.0,4.0,1.0,4.0,9.0,5.0,8.0,4.0,1.0,1.0,4.0,5.0,2.0,5.0,2.0,7.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,35.0,3.0,4.0,2.0,5.0,7.0,11.0,11.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,16.0,9.0,1.0,8.0,3.0,98.0,1.0,5.0,7.0,2.0,11.0,8.0,2.0,22.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,5.0,30.0,21.0,1.0,23.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,14.0,6.0,6.0,6.0,7.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,11.0,4.0,3.0,4.0,8.0,1.0,13.0,1.0,2.0,8.0,10.0,3.0,3.0,1.0,2.0,3.0,5.0,1.0,4.26,1.0,9.0,2.0,4.0,22.0,1.0,3.0,1.0,4.0,3.0,3.0,47.0,1.0,2.0,5.0,1.0,1.0,2.0,13.0,7.0,27.0,16.0,19.0,33.0,2.0,1.0,2.0,4.0,4.0,10.0,4.0,3.0,6.0,15.0,2.0,1.0,5915.27,109.0,67.0,42.0,127.0,2.0,1.0,2.0,2.0,14.0,6.0,4.0,1.0,2.0,6.0,7.0,2.0,1.0,3.0,7.0,6.0,3.0
