Delivery Date,Pork - Andouille links  - Lb.,Apple Cider - Frozen - Half Gallon,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Sirloin Steak - Pack,Thanksgiving Turkey - Lb.,Milk - 2%  - Oz.,Milk - Creamline - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Almond Butter  - Pint,Almonds - Raw - Oz.,Almonds - Salted - Oz.,Cashew Butter - Raw - Pint,Cashew Butter - Roasted - Pint,Cashews Salted - Oz.,Cheddar - Hatch Pepper - Pack,Cheddar - Mauna Loa - Pack,Cheddar - Tipsy - Pack,Cheddar - White MJC - Pack,Cheese Curds (1.0 Herb) - Herb,Cheese Curds (1.0 Plain) - Plain,Cheese Curds (1.0 Spicy) - Spicy,Coffee Stringbean Red Eye  - Oz.,Dates - Oz.,Eggs - BW - Dozen,Goshen Black Dog - Oz.,Goshen Bona Fide - Oz.,Goshen Colombia - Oz.,Goshen French Roast - Oz.,Goshen Old School Tattoo - Oz.,Gouda - 5 Alarm - Pack,Gouda - Cave Aged - Pack,Gouda - Smoked - Pack,Ground Beef 80/20 - Lb.,Ground Beef 90/10 - Lb.,Half & Half - Pint,Havarti - MJC - Pack,Jam - Apricot HBY - Pint,Jam - Blackberry HBY - Pint,Jam - Blueberry HBY - Pint,Jam - Grape HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Red Raspberry HBY - Pint,Jam - Strawberry HBY - Pint,Kuva Nicaragua - Bag,Kuva Peru - Package,Kuva Sumatra - Oz.,Mozzarella  - Pack,Oats - Fine 5# - Bag,Peanut Butter EW - Pint,Peanut Butter MC - Pint,Pecans - Halves,Pepitas - Oz.,Pignolas (Pine Nuts) - Oz.,Pistachios - Oz.,Potato Chips Kickers Mini - Oz.,Potato Chips Original - Mini - Oz.,Quark-Frozen - Tub,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium  - Pint,Squash - Acorn - Medium,Stringbean Disco Inferno - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Sugar Free - Blackberry HBY - Pint,Sugar Free - Strawberry Rhubarb - Pint,Tomatoes - Green - Bag,Tomme - Cave Aged - Pack,Walnuts - Oz.,Yogurt - Greek Plain - Oz.,Yogurt - Greek Vanilla - Oz.,Yogurt - Plain Regular - Oz.,Yogurt - Vanilla Regular - Oz.,Pizza - Cheese  - Each,Pizza - Deluxe  - Each,Pizza - Four Meat  - Each,Pizza - Hot Chicken  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni  - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,Raw Milk Aged Cheddar - Each,$ for green bags donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Freezer Repair Donation - $,New Freezer Donation - $,Paper for Plastic Donation - $,80/20 Ground Beef Bundle (1.0 5-pack) - 5-pack,90/10  Ground Beef Bundle - 5-pack,90/10  Ground Beef Bundle (1.0 10-pack) - 10-pack,Angel Food Cheese - Each,Apple Butter - No Sugar - Pint,Apple Cider  - Half Gallon,Apple Sauce - Chunky - NS - Quart,Apple Sauce - w/sugar - qt. - Jar,Apples - Arkansas Black - Share,Apples - Enterprise - Share,Apples - Fuji - Share,Apples - Golden Delicious - Share,Apples - Jonagolds - Share,Apples - Jonaprince - Share,Apples - Jonathan - Share,Apples - Organic Winesap - Share,Apples - Querina - Share,Apples - Suncrisp - Share,Arugula - Share,Baby Swiss - MJC - Choice,Bacon  - Each,Bacon - Uncured - Pack,Bacon Ends /lb. - Package,Bada Bing - Sub - Bag,Bada Bing - Sub - Frozen - Each,Bagels - Everything  - Bag,Bagels - Everything - Frozen - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Raisin - Bag,Bagels - Raisin - Frozen - Bag,Baklava  - Each,Balsamic Vinegar - ML,Bark- Dark Salted Nut Medley - Package,Beans & Rice - Tub,Beef - Boerewors - Wee - Each,Beef - Stew Meat - Pack,Beef - Tenderloin 8oz. - Pack,Beef Kabob Meat - Lb.,Beef Marrow Bones /lb - Lb.,Beets - Pickled - Quart,Beets w/Tops - Bunch,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Bean Hummus - Tub,Black Bean Soup - Tub,Black Beans - Dry - Lb.,Black Beans DC - Tub,Blackberry Vinaigrette - Jar,Bok Choy - Share,Boneless Pork Chop - D&M /lb - Lb.,Brazil Nuts - Bag,Bread Pudding (1.0 Plain) - Plain,Bread Pudding - Muffin - Each,Bread Pudding - Muffin - Froz. - Each,Brioche - Buns - Frozen - Bag,Brioche - Loaf - Frozen - Lb.,Brisket - half/lb. - lbs,Broccoli - Share,Broccoli Greens - Bag,Brown Rice Flour - Bag,Brussels Greens - Bag,Buns - John Dough - Frozen - Bag,Buttermilk - Qt.  - Quart,Buttermilk - Qt.  (1.0 Half Gallon) - Half Gallon,Calm  - 10-pack,Calm  (1.0 30-pack) - 30-pack,Cappuccino Milk 12 oz. - Bottle,Carrots w/tops - Bunch,Catsup - Marina's - Bottle,Cauliflower - hd. - Head,Cauliflower - lb. - Bag,Cheddar - Onion Chive - Pack,Cheddar - Trifecta - Pack,Cheese - Aged Alpine - Pack,Cheese Spread Ropp - Oz.,Chevre PF (1.0 Herb) - Herb,Chevre PF (1.0 Plain) - Plain,Chicken - Ground - Lb.,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.50/lb. - Each,Chicken Bones - SM/lb. - Bag,Chicken Breast - Wee  /lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /lb. - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Apple Cinnamon - Lb.,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Wings/lb. - lbs,Chile Lime Vinaigrette - Bottle,Chips - Tortilla - Bag,Chuck Roast/lbs. - lbs,Cinnamon Rolls - Pack,Cinnamon Rolls - Frozen - Pack,Coconut Oil Pint Organic - Pint,Coffee Choice - Oz.,Coffee Stringbean Decaf - Bag,Cornmeal - Oz.,CranApple Jalapeno Chutney - Oz.,Cranberry Chutney - Pint,Croissants - Pack,Croissants - Frozen - Pack,Crunchy Peanut Butter - Jar,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Almond Bark - 1-each,Dark Chocolate Bon Bons - Pack,Dark Chocolate Caramels - Pack,Dark Chocolate Coffee Bark - Pack,Dark Chocolate Ginger Bark - 1-each,Dark Chocolate Lolli - Each,Dark Chocolate Square  - Each,Del Carmen Choice - Tub,Deli Rye Bread - Frozen - Lb.,Deluxe Mixed Nuts - Bag,Dill Pickles - TM&G - Plain,Eggs - Dozen,Eggs - H - Dozen,FF Dip - Muhammara  - Each,FF Dish - Cauliflower Curry - Pint,FF Dish - Saag Paneer - Pint,FF Dish - Satay Curry - Tub,FF Dish - Seafood Risotto - Pint,FF Sauce - Thai Peanut - Half Pint,FF Soup - Gumbo - Pint,FF Soup - Miso Minestrone  - Pint,FF Soup - Tom Kha - Pint,Feta Cheese - Tub,Flaked Salmon/lb. - Lb.,Flank Steak /lb - Wee  - Lb.,Flank Steak/lbs. - lbs,Fleur de la Prairie  - Each,Flour - Bread 5# - Lb.,Flour - Pastry 5lb. - Bag,Flour - Sifted Bread 5lb. - Bag,Focaccia - 3 Cheese - Loaf,Focaccia - 3 Cheese - Frozen - Loaf,Fresh Parsley - Bunch,Gluten Free Black Beans  - Tub,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Potato  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Gnocchi - Sweet Potato  - Lb.,Goshen Ethiopia - Bag,Goshen Sumatra  - Oz.,Granola - Cranberry Almond - Pack,Granola - Vanilla Apricot - Pack,Granola Bar - Each,Green Lunchbox Peppers - Pint,Grits - Lb.,Ground Lamb  - Lb.,Halibut/lb. - Pack,Ham Hocks/lb. - Pack,Ham Steak RFF/lb. - Each,Happy - Lemon  - 10-pack,Happy - Lemon  (100.0 30-pack) - 30-pack,Harvest Shreds (1.0 Naked) - Naked,Head Lettuce - M - Head,Hoagie - T - Each,Honey - 12 oz. mbb - Each,Honey - 6oz mbb. - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Wildflower - Bottle,Hot Sauce - Green - Oz.,Hot Sauce - Red - Oz.,Hot Sweet Dills qt. - Quart,Jalapenos - 5-pack,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Kale - Dinosaur - Share,Kale - Green Curly - Share,Kuva Ethiopian - Bag,Lamb Gyro Plain - Lb.,Lasagna (1.0 Cheese) - Cheese,Lemon Tarragon Vinaigrette - Bottle,Lettuce Mix - Bag,Little Smokies - 2 pk - Each,Maple Syrup 12 oz. - Jar,Marbled Rye - Thursday - Loaf,Marshmallow Pie - Each,Meatballs - Oz.,Meatballs - Wee - Each,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate Caramels - 4-pack,Milk Chocolate Lolli - Each,Milk Chocolate PB Bon Bons - Pack,Milk Chocolate Salted Bark - Pack,Milk Chocolate Square - Each,Mole Sauce - Jar,Multigrain Bread  - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Chestnut - Bag,Mushrooms - Hen of the Woods - Bag,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,Oats - 1lb. (1.0 Coarse) - Coarse,Oats - 1lb. (1.0 Rolled) - Rolled,Oats - Rolled 5# - Bag,Olive Cheese Spread - Tub,Olive Oil Medium - Half Liter,Olive Oil large - Liter,Orange Milk 12 oz. - Bottle,Organic Sugar - Lb.,Pacific Cod/lb - Pack,Pasta - Egg Spaghetti - Lb.,Pasta - Gluten Free Short LV - Each,Pasta - Short Egg  - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Pasta Sheets - Lb.,Pate de Fruit - 6-pack,Peaches - Spiced - Jar,Peas - Sugar Snap - Share,Pepper Jack - Ropp - Pack,Peppers - Hot Mix - Each,Peppers - Poblanos - Bag,Peppers - Red/Green Bell - 3-pack,Pesto - Green Basil - Tub,Pesto - Kale Walnut - 1-each,Pesto - Watercress - Each,Pie Pumpkin - Each,Pizza Choice $8 - Each,Pizza Sauce - Jar,Polenta - Oz.,Polish Dill Pickles - Quart,Popcorn - McKaskle - Lb.,Popped Corn - Organic - Bag,Pork - Bratwurst  - Pack,Pork - Breakfast Links CB - Each,Pork - Breakfast Sausage - Lb.,Pork - Chorizo (bulk) - Lb.,Pork - Ground  - Lb.,Pork - Jowl Cured 1 LB - 1-each,Pork - Kielbasa - Pack,Pork - Sweet Italian - Ground,Pork Apple Brat  - Pack,Pork Bacon Burgers - Pack,Pork Breakfast Patties D&M - Pack,Pork Choice $8 - Pack,Pork Chops - Boneless CB /lb. - Lb.,Pork Chops Bone in/lb. - Pack,Pork Cutlet - Wee  - Each,Pork Cutlets /lb - Lb.,Pork Italian - D&M - Lb.,Pork Italian Sausage - Pack,Pork Sausage - D&M - Pack,Pork Shoulder Small/lb. - Pack,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - Honey 4pk - Pack,Pork Steaks/lb. - Pack,Pork Tenderloin - Wee - Each,Pork Tenderloin/# - CB - Lb.,Pork- Hot Italian - Pack,Pork- Hot Italian Links - Each,Potato Chips Kickers med - Oz.,Potato Chips Original lg - Oz.,Potatoes - Red - Lb.,Pretzel Slider Buns - Frozen - Bag,Pumpkin Cranberry Bread - Loaf,RL Chocolate Milk - Bottle,RL Heavy Cream  - Pint,Radicchio - Share,Radish - Bunch - Bunch,Radishes - Daikon - Each,Radishes - Mini Daikon - Bunch,Radishes - Purple Daikon  - Share,Radishes - Spanish Black - Share,Radishes - Watermelon  - Lb.,Ravioli - 4-Cheese  - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Mushroom  - Lb.,Red Cornmeal - Each,Red Russian Kale - Bag,Ribeye Steak /lb - Pack,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Romanesco Cauliflower - Head,Ropp Cheddar (1.0 Green Onion) - Green Onion,Ropp Cheddar (1.0 Sharp) - Sharp,Ropp Cheddar (1.0 Tomato) - Tomato,SALE RL Heavy Cream Best By 10/25 - Pint,Salame - Finocchiona - Each,Salame - Veneto - Pack,Salanova Lettuce - M - Head,Salmon - Fillet Pieces - Each,Salsa - Medium TM&G - Pint,Sampler Gummies - Each,Sea Scallops - Bag,Seedy Wheaty - Frozen - Loaf,Seedy Wheaty Bread - Loaf,Shakshuka Sauce - Jar,Shoots - Cilantro - Package,Shoots - Pea - Share,Shoots - Specialty Mix - Share,Shoots - Sunflower - Bag,Sirloin steak - wee /lb - Package,Sliced Summer Sausage - Bag,Smoked Salmon  - Each,Snack Stick - Bacon Jalapeno  - Each,Snack Stick - Hickory CB - Each,Soap (1.0 Basil Lemongrass) - Basil Lemongrass,Soap (1.0 Cedar Rosemary) - Cedar Rosemary,Soap (1.0 Facial Cleansing Bar) - Facial Cleansing Bar,Sourdough Bread - Lb.,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Spicy Dill Pickles - Quart,Squash -  Butternut Small - Each,Squash - Butternut Lg. - Each,Squash - Butternut Med. - Each,Squash - Mashed Potato - Each,Squash - Spaghetti  - XL,Squash - Spaghetti  (1.0 Medium) - Medium,Staff - Something to note! - Each,Strawberry Milk 12 oz. - Bottle,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Sugar Free - Strawberry Jam  - Pint,Sweet Dill Pickles - Quart,Sweet Potatoes - Bag,Swiss Cheese - Ropp - Each,Tahini - Pint,Thanksgiving T. Breast - Pack,Toffee - Package,Tomato Sauce - CB - Jar,Tomatoes - Slicing - Bag,Tortellini - Cheese - Lb.,Tortellini - Mushroom - Lb.,Tortelloni - Goat Cheese - Pack,Turkey - Andouille - Pack,Turkey Breakfast BULK - Each,Turkey Cranberry Brats - Package,Turkey Thighs /lb - 2-pack,Turkey Wings /lb - 6-pack,Turnips - Japanese - Bunch,Turnips - Scarlet - Bunch,UL  Pretzel - t - Each,UL Pretzel - w - Each,Umami Heat - Japanese - Bag,White Rice Cooked - Lb.,Winter Squash - Buttercup  - Large,Winter Squash - Red Kuri - Each,XLasagna Sheets  - 1-each,Yeast - Red - Lb.,Yogurt - Coconut - Oz.,Yogurt - Raspberry - Pint,Yogurt - Rose  - Oz.,Yogurt - Yo Bul Plain - Oz.,Zephyr Squash - Share,Zesty Mustard Greens - Bag,Zesty Winter Salad Mix - Share,oo'ma'me - Chinese - Jar,oo'ma'me - Mexican - Jar,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) KWG - Orders Only,(BYO) UCG - Orders Only,"BYO - No Share, Order Only",No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Buttonwood Eggs,Chocolate MILK,Cream pint,Creamline MILK,Half & Half,Handling/Delivery fee,Multigrain Bread,Skim MILK,Skim MILK-e,Skim MILK-o,Whole MILK,Whole MILK-e,Whole MILK-o,YoBul plain yogurt
Total - 2022-11-02,,,4.0,3.0,,57.0,2.0,,,3.0,,,,1.0,1.0,1.0,,1.0,,5.0,,,2.0,,,17.0,,1.0,,1.0,1.0,1.0,,2.0,20.0,4.0,3.0,2.0,,1.0,,1.0,,1.0,1.0,,,1.0,2.0,,,4.0,,1.0,1.0,1.0,,,,,,,3.0,,2.0,,1.0,,5.0,2.0,,9.0,2.0,6.0,3.0,2.0,1.0,1.0,,,1.0,3.0,2.0,,,,,1.0,14.0,10.0,10.0,11.0,7.0,4.0,26.0,15.0,11.0,,3.0,,1.0,6.0,,,3.0,4.0,1.0,,,2.0,,3.0,2.0,,4.0,2.0,2.0,4.0,3.0,2.0,3.0,,,5.0,7.0,,3.0,2.0,,,2.0,,4.0,3.0,,2.0,1.0,,,,2.0,,2.0,,4.0,,,4.0,,1.0,,,1.0,2.0,,4.0,1.0,,,2.0,,,1.0,,11.0,1.0,1.0,,,1.0,1.0,,,,6.0,,5.0,,3.0,,,,,3.0,5.0,2.0,,1.0,1.0,8.0,1.0,,1.0,1.0,,2.0,,1.0,8.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,3.0,,6.0,,,,,1.0,,,1.0,,1.0,2.0,,1.0,7.0,1.0,1.0,,87.0,6.0,,,,,,,2.0,,,2.0,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,2.0,,1.0,,,,,11.0,,1.0,1.0,2.0,,,,,1.0,5.0,,12.0,,1.0,5.0,,,,,,,1.0,,2.0,,2.0,,,,,,1.0,,,8.0,3.0,17.0,,7.0,5.0,5.0,,1.0,,,1.0,,1.0,5.0,,,2.0,1.0,,,9.0,3.0,1.0,1.0,,,10.0,1.0,,5.0,3.0,1.0,,,7.0,5.0,2.0,,2.0,2.0,1.0,3.0,1.0,,1.0,6.0,,,11.0,,,1.0,2.0,2.0,2.0,,,2.0,4.0,,1.0,,,1.0,3.0,,1.0,,2.0,,,4.0,1.0,3.0,3.0,2.0,,1.0,,,1.0,,1.0,,2.0,,,1.0,,2.0,1.0,1.0,2.0,,1.0,,,,1.0,,,3.0,,,,3.0,3.0,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,3.0,,,7.0,,,3.0,,,,1.0,1.0,,1.0,,16.0,1.0,3.0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,19.0,,,2.0,4.0,1.0,,,,,5.0,7.0,2.0,,1.0,,1808.7198,26.0,18.0,13.0,28.0,46.0,2.0,,1.0,,,,4.0,,1.0,1.0,1.0,,,,0.0,1.0,2.0,,1.0,7.0,,7.0,1.0
Total - 2022-11-03,2.0,,,5.0,,25.0,4.0,1.0,,4.0,,1.0,1.0,,,,,1.0,2.0,5.0,,,1.0,,1.0,12.0,,1.0,1.0,,,,2.0,,23.0,9.0,9.0,1.0,,,,,,,,,1.0,2.0,3.0,,,,1.0,1.0,,,,,2.0,,4.0,1.0,11.0,2.0,1.0,,,1.0,5.0,4.0,,11.0,6.0,3.0,3.0,,4.0,,1.0,4.0,2.0,1.0,,20.0,3.0,7.0,9.0,2.0,26.0,14.0,16.0,24.0,9.0,7.0,,,,1.0,4.0,6.0,,1.0,1.0,,2.0,5.0,,1.0,1.0,,,7.0,3.0,,8.0,4.0,4.0,3.0,6.0,4.0,5.0,,1.0,12.0,7.0,1.0,8.0,,,,2.0,,6.0,1.0,,,1.0,,,1.0,4.0,1.0,3.0,1.0,8.0,,,5.0,1.0,,,,2.0,,1.0,8.0,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,12.0,,,,,,,,1.0,1.0,19.0,2.0,13.0,,2.0,,1.0,2.0,1.0,1.0,2.0,6.0,3.0,,1.0,15.34,1.0,1.0,1.0,1.0,2.0,4.0,2.0,,,3.0,,2.0,1.0,6.0,1.0,1.0,,,4.0,,3.0,,,1.0,1.0,2.0,1.0,,,,1.0,,,3.0,13.0,1.0,,,117.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,2.0,1.0,1.0,2.0,,,,,,1.0,,1.0,3.0,1.0,,2.0,2.0,1.0,,1.0,1.0,5.0,,,2.0,1.0,,,,,3.0,15.0,,,1.0,4.0,3.0,1.0,1.0,,,9.0,12.0,,2.0,,11.0,,1.0,,,,,1.0,,,2.0,,,1.0,2.0,1.0,1.0,,3.0,1.0,10.0,4.0,25.0,4.0,7.0,8.0,8.0,,,,1.0,3.0,,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,17.0,7.0,,1.0,1.0,,7.0,,,5.0,5.0,,,1.0,13.0,3.0,,,,1.0,,3.0,1.0,3.0,,7.0,1.0,1.0,27.0,,,2.0,6.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,,1.0,2.0,3.0,,,1.0,1.0,,,,,1.0,2.0,2.0,1.0,,3.0,2.0,,6.0,3.0,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,,2.0,,,,2.0,1.0,,1.0,,,6.0,1.0,1.0,2.0,1.0,10.0,,,2.0,4.0,,,2.0,,1.0,,,,1.0,,11.0,,1.0,7.0,,,9.0,1.0,3.0,,1.0,1.0,1.0,,1.0,14.0,,4.0,1.0,,1.0,13.0,2.0,3.0,2.0,,1.0,,,1.0,,5.0,24.0,,,1.0,4.0,8.0,,,1.0,,1.0,4.0,6.0,2.0,,,,2649.6997,51.0,26.0,27.0,24.0,52.0,,1.0,,,,3.0,6.0,,4.0,,,,2.0,5.0,,,2.0,,,6.0,,5.0,
Total - 2022-11-09,1.0,,,1.0,2.0,122.5,2.0,1.0,2.0,3.0,,,,1.0,1.0,,,1.0,1.0,3.0,3.0,,,1.0,1.0,8.0,,,,,,3.0,,,22.0,5.0,5.0,2.0,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,10.0,,,,,,,2.0,,9.0,3.0,5.0,1.0,1.0,,1.0,,,,2.0,,,,,,,22.0,11.0,7.0,9.0,9.0,7.0,28.0,13.0,16.0,,,,,3.0,1.0,2.0,3.0,2.0,,3.0,,1.0,,5.0,1.0,,6.0,2.0,1.0,3.0,3.0,,1.0,16.0,,6.0,4.0,,6.0,,1.0,2.0,,5.0,1.0,,1.0,2.0,,2.0,2.0,,1.0,,1.0,1.0,11.0,,,2.0,,2.0,3.0,,,2.0,,1.0,1.0,,,5.0,1.0,3.0,1.0,,9.0,,,,1.0,3.0,,1.0,,1.0,12.0,,4.0,4.0,,1.0,2.0,1.0,,,10.0,1.0,3.0,7.35,2.0,10.34,,,,1.0,2.0,7.0,,,4.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,2.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,2.0,8.0,,,,84.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,,2.0,,1.0,1.0,,2.0,,2.0,,,,,,,,,1.0,,2.0,1.0,,1.0,2.0,,1.0,1.0,,1.0,,,,,2.0,,,,1.0,2.0,4.0,,12.0,,2.0,11.0,1.0,,,1.0,,1.0,1.0,,1.0,,2.0,1.0,,,1.0,,1.0,,,10.0,4.0,8.0,,8.0,4.0,,1.0,,2.0,1.0,,,4.0,2.0,,,3.0,,,,8.0,10.0,1.0,,,,15.0,1.0,1.0,,4.0,2.0,,,5.0,,,2.0,,2.0,4.0,1.0,1.0,,1.0,7.0,,5.0,11.0,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,,2.0,,1.0,,16.0,,2.0,1.0,1.0,9.0,,,4.0,,1.0,1.0,4.0,,,,,1.0,2.0,2.0,1.0,,7.0,,,,,,1.0,,,,,1.0,,7.0,,1.0,,1.0,4.0,,,1.0,,1.0,,1.0,,4.0,,1.0,,3.0,8.0,,2.0,,,,2.0,1.0,,,,16.0,,1.0,,1.0,3.0,14.0,,1.0,1.0,,1.0,1.0,,20.93,4.0,1.0,,21.0,1.0,,3.0,5.0,4.0,1.0,1.0,4.0,,5.0,6.0,,3.0,,1.0,1970.1299,35.0,18.0,12.0,30.0,48.0,1.0,,,,,,4.0,2.0,,1.0,1.0,1.0,,,,,2.0,,,7.0,2.0,,1.0
Total - 2022-11-10,,1.0,4.0,2.0,,145.5,6.0,,,5.0,1.0,,,,,,2.0,,2.0,,2.0,1.0,1.0,,2.0,17.0,2.0,,,,,,,,26.0,6.0,8.0,,1.0,,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,3.0,2.0,12.0,4.0,2.0,2.0,1.0,,1.0,,1.0,2.0,,,25.0,1.0,4.0,7.0,2.0,26.0,12.0,18.0,24.0,8.0,4.0,,,,2.0,2.0,15.0,2.0,1.0,5.0,,7.0,6.0,1.0,,,,1.0,4.0,3.0,1.0,4.0,2.0,4.0,7.0,2.0,,3.0,8.0,,8.0,5.0,1.0,8.0,,1.0,1.0,,5.0,3.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,15.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,12.0,,,2.0,1.0,3.0,,,,1.0,16.0,,4.0,2.0,2.0,1.0,,1.0,1.0,1.0,15.0,6.0,4.0,1.0,,7.0,,1.0,,1.0,3.0,5.2200003,,1.0,1.0,,3.0,5.0,,4.0,1.0,,1.0,2.0,5.0,,,1.0,2.0,,1.0,,,,1.0,1.0,,,,2.0,6.0,,1.0,1.0,98.0,,,,1.0,1.0,,3.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,2.0,2.0,1.0,,1.0,,,2.0,,1.0,,3.0,1.0,5.0,1.0,1.0,,,1.0,,,1.0,,,3.0,1.0,,,,4.0,2.0,12.0,,1.0,,6.0,,,1.0,,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,3.0,,3.0,,,,,18.0,3.0,8.0,2.0,11.0,13.0,,,,,1.0,1.0,2.0,,1.0,1.0,,2.0,1.0,3.0,,12.0,19.0,1.0,,,1.0,12.0,,4.0,,8.0,,1.0,,6.0,,2.0,2.0,1.0,3.0,,2.0,,,2.0,5.0,,2.0,13.0,,1.0,,6.0,1.0,2.0,,,,4.0,,2.0,,1.0,,1.0,,4.0,1.0,,1.0,1.0,13.0,,4.0,4.0,1.0,9.0,4.0,2.0,2.0,2.0,4.0,1.0,,,1.0,,2.0,2.0,,3.0,1.0,1.0,8.0,1.0,2.0,,1.0,1.0,,1.0,7.0,1.0,,,,3.0,1.0,4.0,1.0,5.0,3.0,1.0,1.0,,,1.0,1.0,,,4.0,2.0,,,,7.0,1.0,2.0,,,1.0,3.0,,,,,12.0,1.0,,,1.0,3.0,14.0,1.0,2.0,,1.0,,,3.0,,5.0,1.0,24.0,,,1.0,1.0,8.0,,,4.0,2.0,,1.0,5.0,,2.0,2.0,,2490.9302,44.0,25.0,29.0,26.0,54.0,,1.0,,2.0,3.0,,7.0,8.0,,,,1.0,2.0,3.0,,,2.0,2.0,,6.0,5.0,,
