Delivery Date,Pork - Andouille links  - Lb.,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Sirloin Steak - Pack,Watermelon - Lg Seedless  - Each,Watermelon - Seeded Lg - Each,Milk - 2%  - Oz.,Milk - Chocolate - Oz.,Milk - Creamline - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Almond Butter  - Pint,Almonds - Raw - Oz.,Almonds - Salted - Oz.,Cashew Butter - Raw - Pint,Cashew Butter - Roasted - Pint,Cashews Salted - Oz.,Cheddar - Hatch Pepper - Pack,Cheddar - Mauna Loa - Pack,Cheddar - Tipsy - Pack,Cheddar - White MJC - Pack,Cheese Curds (1.0 Herb) - Herb,Cheese Curds (1.0 Plain) - Plain,Cheese Curds (1.0 Spicy) - Spicy,Coffee Stringbean Red Eye  - Oz.,Cucumbers - Pickling   - Bag,Dates - Oz.,Decaf Kuva - Oz.,Eggs - BW - Dozen,Goshen Black Dog - Oz.,Goshen Black Dog 5 LB - Lb.,Goshen Bona Fide - Oz.,Goshen Bona Fide 5 LB - Lb.,Goshen Decaf Bona Fide  - Oz.,Goshen French Roast - Oz.,Gouda - 5 Alarm - Pack,Gouda - Cave Aged - Pack,Gouda - MJC - Pack,Gouda - Smoked - Pack,Ground Beef 80/20 - Lb.,Ground Beef 90/10 - Lb.,Half & Half - Pint,Havarti - MJC - Pack,Jam - Apricot HBY - Pint,Jam - Blackberry HBY - Pint,Jam - Blueberry HBY - Pint,Jam - Grape HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Red Raspberry HBY - Pint,Jam - Strawberry - Rhubarb  - Pint,Jam - Strawberry HBY - Pint,Jam - Wild Elderberry HBY - Pint,Kuva Nicaragua - Bag,Kuva Peru - Package,Kuva Sumatra - Oz.,Mozzarella  - Pack,Peach 2nds - Bag,Peanut Butter EW - Pint,Peanut Butter MC - Pint,Pecans - Halves,Pecans (1.0 Pieces) - Pieces,Pepitas - Oz.,Pignolas (Pine Nuts) - Oz.,Pistachios - Oz.,Potato Chips Kickers Mini - Oz.,Potato Chips Original - Mini - Oz.,Quark-Frozen - Tub,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium  - Pint,Squash - Acorn - Medium,Stringbean Brazilian - Oz.,Stringbean Disco Inferno - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Sugar Free - Blackberry HBY - Pint,Sugar Free - Blueberry HBY - Pint,Sugar Free - Raspberry HBY - Pint,Tomme - Cave Aged - Pack,Walnuts - Oz.,Yogurt - Greek Plain - Oz.,Yogurt - Greek Vanilla - Oz.,Yogurt - Plain Regular - Oz.,Yogurt - Vanilla Regular - Oz.,Pizza - Cheese  - Each,Pizza - Deluxe  - Each,Pizza - Four Meat  - Each,Pizza - Hot Chicken  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni  - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,Raw Milk Aged Cheddar - Each,Tomatoes - Slicing - Bag,$ for green bags donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Freezer Repair Donation - $,New Freezer Donation - $,Paper for Paper - Donation - $,Paper for Plastic Donation - $,80/20 Ground Beef Bundle (1.0 5-pack) - 5-pack,90/10  Ground Beef Bundle - 5-pack,90/10  Ground Beef Bundle (1.0 10-pack) - 10-pack,Almond Butter - Crunchy  - Pint,Angel Food Cheese - Each,Apple Butter - Pint,Apple Butter - No Sugar - Pint,Apple Cider  - Each,Apple Sauce - Chunky - NS - Quart,Apple Sauce - w/sugar - qt. - Jar,Apples -  Gala - Share,Apples - Golden Delicious - Share,Apples - Jonathan - Share,Apples - Organic Freedom - Share,Apples - Organic Gala  - Share,Asian Eggplant  - Each,Baby Swiss - MJC - Choice,Bacon  - Each,Bacon - Uncured - Pack,Bada Bing - Sub - Bag,Bada Bing - Sub - Frozen - Each,Bagels - Everything  - Bag,Bagels - Everything - Frozen - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Raisin - Bag,Bagels - Raisin - Frozen - Bag,Baklava  - Each,Balsamic Vinegar - ML,Beans & Rice - Tub,Bee Pollen - Jar,Beef - Stew Meat - Pack,Beef - Tenderloin 8oz. - Pack,Beef Kabob Meat - Lb.,Beef Marrow Bones /lb - Lb.,Beets - Pickled - Quart,Beets w/Tops - Bunch,Big John's BBQ Sauce - Pint,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Bean Hummus - Tub,Black Bean Soup - Tub,Black Beans - Dry - Lb.,Black Beans DC - Tub,Black Goat PF - Package,Blackberry Vinaigrette - Jar,Bok Choy - Share,Bologna - Each,Brazil Nuts - Bag,Bread Pudding (1.0 Maple) - Maple,Bread Pudding (1.0 Plain) - Plain,Bread Pudding - Muffin - Each,Bread Pudding - Muffin - Froz. - Each,Brioche - Buns - Bag,Brioche - Buns - Frozen - Bag,Brioche - Loaf - Frozen - Lb.,Brisket - half/lb. - lbs,Brisket - whole/lb. - lbs,Bulk Boneless Thighs - Wee - Package,Buns - John Dough - Bag,Buns - John Dough - Frozen - Bag,Buttermilk - Qt.  - Quart,Buttermilk - Qt.  (1.0 Half Gallon) - Half Gallon,Calm  - 10-pack,Calm  (1.0 30-pack) - 30-pack,Cantaloupe - Large - Each,Cantaloupe - Medium - Each,Cantaloupe - Small - Each,Cantaloupe - XL - Each,Cappuccino Milk 12 oz. - Bottle,Carrots w/tops - Bunch,Cashews Raw - Bag,Catsup - Marina's - Bottle,Celery - Bunch,Cheddar - Onion Chive - Pack,Cheddar - Trifecta - Pack,Cheese - Aged Alpine - Pack,Cheese Spread Ropp - Oz.,Chevre PF (1.0 Herb) - Herb,Chevre PF (1.0 Pepper) - Pepper,Chevre PF (1.0 Plain) - Plain,Chicken - Ground - Lb.,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.50/lb. - Each,Chicken - Wings /lbs - Wee - lbs,Chicken Bones - SM/lb. - Bag,Chicken Breast - Wee  /lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /lb. - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Apple Cinnamon - Lb.,Chicken Links - Chorizo - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee - lbs,Chicken Thighs - Bulk/lb. - Wee/WOW - Pack,Chicken Wings/lb. - lbs,Chips - Tortilla - Bag,Chuck Roast/lbs. - lbs,Cinnamon Rolls - Pack,Cinnamon Rolls - Frozen - Pack,Cinnamon Rolls - Jr. L. - Package,Coconut Oil Pint Organic - Pint,Coconut Oil Quart - Quart,Coffee Choice - Oz.,Coffee Stringbean Decaf - Bag,Cornmeal - Oz.,Cranberry Chutney - Pint,Croissants - Pack,Croissants - Frozen - Pack,Crunchy Peanut Butter - Jar,Cucumbers - Silver Slicer - Each,Cucumbers - Slicing - Each,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Bon Bons - Pack,Dark Chocolate Caramels - Pack,Dark Chocolate Coffee Bark - Pack,Dark Chocolate Ginger Bark - 1-each,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Del Carmen Choice - Tub,Deli Rye Bread - Lb.,Deli Rye Bread - Frozen - Lb.,Deluxe Mixed Nuts - Bag,Dill Pickles - TM&G - Plain,Eggs - Dozen,Eggs - H - Dozen,FF - Fry Bread - Bag,FF Dip - Chili Hummus - Tub,FF Dip - Muhammara  - Each,FF Dip - Pimiento Cheese Spread - Each,FF Dip - Spinach Artichoke - Each,FF Dish - Cauliflower Curry - Pint,FF Dish - Green Curry - Each,FF Dish - Hoisin Shrimp Stir Fry - Pint,FF Dish - Saag Paneer - Pint,FF Dish - Seafood Risotto - Pint,FF Grits - Smoked Cheddar - Pint,FF Sauce - Puttanesca - Pint,FF Sauce - Thai Peanut - Half Pint,FF Side - BBQ Pit Beans - Pint,FF Soup - Chickpea Stew - Pint,FF Soup - Chowder - Pint,FF Soup - Gumbo - Pint,FF Soup - Tom Kha - Pint,FF Soup - Yellow Gazpacho - Oz.,Feta Cheese - Tub,Flaked Salmon/lb. - Lb.,Flank Steak/lbs. - lbs,Flory's Farmhouse - Each,Flour - All Purpose 5# - Lb.,Flour - Bread 5# - Lb.,Flour - Sifted Bread 5lb. - Bag,Focaccia - 3 Cheese - Frozen - Loaf,Fresh Basil - Bunch,Fresh Figs  - Box,Fresh Parsley - Bunch,Funds for Snacks - Each,Garlic Balsamic Vinaigrette - Bottle,Garlic Heads - Bag,Gift Certificate - 1 full share - Each,Globe Eggplant - Medium,Globe Eggplant (1.0 Large) - Large,Gluten Free Black Bean Soup - Tub,Gluten Free Black Beans  - Tub,Gluten Free Black Beans & Rice - Tub,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Potato  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Gnocchi - Sweet Potato  - Lb.,Goshen Brazil - Oz.,Goshen Guatemala  - Bag,Goshen Moka Java - Bag,Goshen Sumatra  - Oz.,Grains Choice - Bag,Granola - Cranberry Almond - Pack,Granola - Vanilla Apricot - Pack,Granola Bar - Each,Grapes - Fredonia - Lb.,Green Beans - Share,Green Bell Pepper - Each,Green Zucchini - Each,Grits - Lb.,Ground Lamb  - Lb.,Halibut/lb. - Pack,Ham Hocks/lb. - Pack,Ham Steak RFF/lb. - Each,Happy - Lemon  - 10-pack,Hoagie  - Each,Honey - 12 oz. mbb - Each,Honey - 6oz mbb. - Each,Honey - Gallon - Jar,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Squeeze Bottle - Bottle,Honey - Wildflower - Bottle,Hot Sauce - Green - Oz.,Hot Sauce - Red - Oz.,Hot Sweet Dills qt. - Quart,Jailhouse Jalapeno Brew - Jar,Jalapenos - 4-pack,Jam - Blackberry Jalapeno - Pint,Jam - Cherry Butter - Pint,Jam - Rhubarb HBY - 1-each,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Jasmine Rice (1.0 Brown) - Brown,Kabob - Lamb /lb - Package,Kuva Brazil - Bag,Kuva Ethiopian - Bag,Lamb Chops/lb. DM - Each,Lamb Feta/Spinach Gyro  - Lb.,Lamb Gyro Plain - Lb.,Lamb Shank/lb. - Lb.,Lard  - Tub,Lasagna (1.0 Cheese) - Cheese,Lasagna (1.0 Mushroom) - Mushroom,Lasagna (1.0 Spinach) - Spinach,Lip Balm (1.0 Honey Orange) - Honey Orange,Lip Balm (1.0 Peppermint Rosemary) - Peppermint Rosemary,Maple Syrup 12 oz. - Jar,Maple Syrup 64 oz. - Jar,Marbled Rye - Thursday - Loaf,Marbled Rye - Wednesday - Loaf,Marshmallow Pie - Each,Meatballs - Oz.,Meatballs - Wee - Each,Mexican Dark Bark - Package,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate Lolli - Each,Milk Chocolate PB Bon Bons - Pack,Milk Chocolate Salted Bark - Pack,Milk Chocolate Square - Each,Mojo Marinade - Tub,Multigrain Bread  - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Yellow Oyster - Bag,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,NY Strip Steak /lb - Pack,Nora Pepper Blend - Bag,Oat Groats Organic - Bag,Oat Porridge Bread - Thursday - Each,Oat Porridge Bread Wednesday - Loaf,Oats - 1lb. - Choice,Oats - 1lb. (1.0 Rolled) - Rolled,Oats - Rolled 5# - Bag,Okra  - Share,Olive Cheese Spread - Tub,Olive Oil Medium - Half Liter,Olive Oil Refill - Large,Olive Oil Small - ML,Olive Oil large - Liter,Onions - Red  - Bag,Onions - Red Tropea - Lb.,Onions - White - Lb.,Onions - Yellow - Lb.,Orange Milk 12 oz. - Bottle,Organic Sugar - Lb.,Oxhorn Peppers - Each,Pacific Cod/lb - Pack,Pasta - G.Free Long DG - Each,Pasta - G.Free Short DG - Each,Pasta - Gluten Free Long LV - Each,Pasta - Gluten Free Short LV - Each,Pasta - Short Egg  - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Pate de Fruit - 6-pack,Patty Pan Squash - Lb.,Patty Pan Squash Large - Each,Paw Paws - Share,Peaches - Share,Peaches - Spiced - Jar,Pepper - Colored Bell - Each,Peppers - Banana - 4-pack,Peppers - Habanada - Pint,Peppers - Hot Mix - Each,Peppers - Lunchbox - Pint,Peppers - Poblanos - 3-pack,Peppers - Red/Yellow Bell - Each,Peppers - Shishitos - Share,Pesto - Arugula Walnut - Tub,Pesto - Green Basil - Tub,Pesto - Kale Walnut - 1-each,Pesto - Purple Basil - Tub,Pesto - Watercress - Each,Pizza - Bacon Bacon   - Each,Pizza Sauce - Jar,Polenta - Oz.,Polish Dill Pickles - Quart,Popcorn - McKaskle - Lb.,Popcorn - White - Lb.,Popped Corn - Organic - Bag,Pork - Bratwurst  - Pack,Pork - Breakfast Links CB - Each,Pork - Breakfast Sausage - Lb.,Pork - Chop bone-in/lb. - Lb.,Pork - Chorizo (bulk) - Lb.,Pork - Chorizo Links CB - Pack,Pork - Deli Ham /lb. - Lb.,Pork - Ground  - Lb.,Pork - Kielbasa - Pack,Pork - Sweet Italian - Ground,Pork - Sweet Italian (1.0 Links) - Links,Pork Andouille Links - D&M - Each,Pork Apple Brat  - Pack,Pork Bacon Burgers - Pack,Pork Breakfast Patties D&M - Pack,Pork Burger RFF - Package,Pork Choice $8 - Pack,Pork Choice - $7.50 - Package,Pork Chops - Boneless CB /lb. - Lb.,Pork Chops Bone in/lb. - Pack,Pork Cutlets /lb - Lb.,Pork Hot Dogs  - Each,Pork Sausage - s&p - Pack,Pork Shoulder Small/lb. - Pack,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Snack Sticks - Honey 4pk - Pack,Pork Steaks/lb. - Pack,Pork Tenderloin - Wee - Each,Pork Tenderloin/# - CB - Lb.,Pork- Hot Italian - Pack,Pork- Hot Italian Links - Each,Porterhouse Steak - Each,Potato Chips Kickers Lg - Bag,Potato Chips Kickers med - Oz.,Potato Chips Original lg - Oz.,Potato Chips Original med - Oz.,Potatoes - Mix - Lb.,Pretzel Slider Buns - Frozen - Bag,RL Chocolate Milk - Bottle,RL Heavy Cream  - Pint,Rack of Lamb - lbs,Ravioli - 4-Cheese  - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Mushroom  - Lb.,Red Carmen Peppers - 3-pack,Red Chile Sauce - Jar,Ribeye Steak /lb - Pack,Ribs - Spare/lb Wee/WOW - Small,Ribs - Spare/lb. (1.0 Medium) - Medium,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Ropp Cheddar (1.0 Green Onion) - Green Onion,Ropp Cheddar (1.0 Sharp) - Sharp,SALE!! Cottage Cheese  - Tub,Salame - Calabrese - Package,Salame - Finocchiona - Each,Salame - Veneto - Pack,Salmon  - Each,Salmon Candy - Each,Salsa - Gringo's Mild - Jar,Salsa - Medium TM&G - Pint,Scallions - Bunch,Scallions - No Root - Bunch,Sea Scallops - Bag,Seeded Janie's - Thursday - Loaf,Seedy Wheaty - Frozen - Loaf,Seedy Wheaty Bread - Loaf,Semolina - Thursday - Loaf,Semolina - Wednesday - Loaf,Shakshuka Sauce - Jar,Shoots - Pea - Share,Shoots - Specialty Mix - Share,Short Ribs/lbs. - lbs,Skirt Steak/lbs. - Each,Sleep - Lemon (1.0 30-pack) - 30-pack,Sliced Summer Sausage - Bag,Smoked Salmon  - Each,Smoked Salmon  (1.0 Pepper) - Pepper,Snack Stick - Bacon Jalapeno  - Each,Snack Stick - Hickory CB - Each,Soap (1.0 Cedar Rosemary) - Cedar Rosemary,Soap (1.0 Cinnamon) - Cinnamon,Soap (1.0 French Green Clay) - French Green Clay,Soap (1.0 Honey Oat) - Honey Oat,Soap (1.0 Lavender) - Lavender,Sorghum Syrup - Jar,Sourdough Bread - Lb.,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Spice Blend - Bag,Spicy Dill Pickles - Quart,Squash - Butternut XL - Each,Staff - Something to note! - Each,Strawberry Milk 12 oz. - Bottle,Stringbean Ethiopian - Bag,Sugar Free - Strawberry Jam  - Pint,Summer Squash - Each,Sweet Dill Pickles - Quart,Swiss Chard - Share,Tahini - Pint,Tarragon Peppers - Jar,Toffee - Package,Tomatillos  - Bag,Tomato Sauce - CB - Jar,Tomato Seconds - Bag,Tomatoes - 2nds - Bag,Tomatoes - Cherry Mix - Pint,Tomatoes - Heirloom - Bag,Tomatoes - Red Cherry - Pint,Tomatoes - Sungold - Pint,Tortellini - Cheese - Lb.,Tortellini - Mushroom - Lb.,Tortelloni - Goat Cheese - Pack,Turkey - Andouille - Pack,Turkey Breakfast Links - Each,Turkey Cranberry Brats - Package,Turkey Thighs /lb - 2-pack,Umami Heat - Japanese - Bag,Watermelon - Sugar Baby - Each,Wheat Berries - Bag,White Rice Cooked - Lb.,Yeast - Red - Lb.,Yogurt - Coconut - Oz.,Yogurt - Raspberry - Pint,Yogurt - Yo Bul Plain - Oz.,Zephyr Squash - Lb.,oo'ma'me - Chinese - Jar,oo'ma'me - Indian - Jar,oo'ma'me - Mexican - Jar,oo'ma'me - Moroccan - Jar,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) KWG - Orders Only,(BYO) UCG - Orders Only,"BYO - No Share, Order Only",No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Buttonwood Eggs,Chocolate MILK,Cream pint,Creamline MILK,Half & Half,Handling/Delivery fee,Multigrain Bread,Skim MILK,Skim MILK-e,Skim MILK-o,Whole MILK,Whole MILK-e,Whole MILK-o,YoBul plain yogurt
Total - 2022-08-17,,6.0,4.0,7.0,,,,3.0,,2.0,1.0,5.0,,,,,,1.0,1.0,,1.0,3.0,1.0,,2.0,,2.0,2.0,1.0,13.0,,,,,,,,2.0,,,23.0,4.0,2.0,3.0,,,,1.0,,,,2.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,2.0,1.0,,1.0,1.0,,,1.0,,2.0,14.0,6.0,2.0,2.0,2.0,1.0,,,,,,2.0,,,,,14.0,13.0,9.0,13.0,9.0,5.0,27.0,11.0,20.0,1.0,11.0,3.0,3.0,,3.0,,5.0,3.0,,2.0,,,,,1.0,,,,1.0,,,,,,,7.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,,1.0,,,3.0,,,1.0,4.0,,1.0,,1.0,2.0,,3.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,4.0,5.0,9.0,2.0,1.0,8.0,,,6.0,3.0,,2.0,,,,1.0,13.0,2.0,1.0,,,,5.0,,1.0,,1.0,,1.0,4.0,4.0,,,3.0,4.0,,3.0,3.0,,,1.0,2.0,,,,3.0,4.0,1.0,2.0,7.0,,,,,3.0,1.0,,,,,,,,6.0,,,,,58.0,4.0,1.0,,,,,1.0,,,2.0,,,1.0,,1.0,,,,1.0,,,,2.0,,,,,2.0,12.0,24.0,,,1.0,5.0,,8.0,,,,,1.0,1.0,2.0,,1.0,,,,,,2.0,2.0,2.0,,13.0,,3.0,1.0,,,,,,,,1.0,,2.0,4.0,1.0,1.0,,,,1.0,9.0,,,,,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,12.0,3.0,20.0,3.0,,8.0,10.0,,,,,,,,11.0,,,,7.0,,2.0,,,,,11.0,,,,,,1.0,,,,,1.0,19.0,4.0,2.0,,,,,50.0,,1.0,,,2.0,5.0,10.0,8.0,7.0,,1.0,,,,,2.0,2.0,,,,1.0,2.0,2.0,8.0,1.0,,,,4.0,1.0,3.0,1.0,,2.0,,,,,5.0,1.0,1.0,2.0,,,,,,1.0,,5.0,,1.0,1.0,,,2.0,,1.0,,15.0,,7.0,2.0,,1.0,1.0,,6.0,,,,1.0,,3.0,,,,,,1.0,,1.0,3.0,,,,5.0,4.0,,,,6.0,,12.0,,,,,2.0,,,,,,1.0,,,,,,,5.0,1.0,,,,,,,,,3.0,,,,,1.0,,3.0,,,7.0,11.0,1.0,12.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,2.0,,7.0,,,,,,2205.1304,35.0,14.0,15.0,30.0,53.0,,,1.0,,1.0,,9.0,2.0,,1.0,1.0,1.0,,,0.0,,1.0,,,5.0,1.0,,1.0
Total - 2022-08-18,,4.0,,5.0,,,,9.0,,,1.0,7.0,1.0,,,,2.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,,,13.0,,,,1.0,1.0,1.0,1.0,,1.0,,28.0,5.0,9.0,2.0,1.0,,,1.0,,,1.0,,,,1.0,,,5.0,1.0,,,1.0,,2.0,,,,2.0,,2.0,2.0,6.0,,1.0,1.0,,1.0,,,3.0,,13.0,7.0,5.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,25.0,6.0,6.0,6.0,30.0,16.0,20.0,24.0,8.0,3.0,,,,,7.0,1.0,11.0,1.0,7.0,6.0,,11.0,1.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,2.0,1.0,10.0,,1.0,1.0,2.0,2.0,1.0,,2.0,1.0,,1.0,4.0,,,,9.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,,1.0,,1.0,,5.0,2.0,,1.0,2.0,2.0,,,,,2.0,,,1.0,4.0,5.0,7.0,3.0,,15.0,,1.0,8.0,,2.0,,,1.0,1.0,3.0,12.0,8.0,1.0,,,,13.0,2.0,1.0,,,,,,5.0,,,,10.0,,4.0,6.0,1.0,1.0,,7.0,2.0,,,1.0,1.0,,3.0,5.0,,,,,2.0,2.0,,,,1.0,,2.0,1.0,12.0,,1.0,,,121.0,2.0,3.0,,1.0,,,,1.0,,,,,,,2.0,2.0,,,,2.0,,1.0,2.0,,,5.0,,,8.0,31.0,,1.0,,10.0,2.0,10.0,,2.0,,,4.0,,1.0,1.0,1.0,,,,,,,2.0,5.0,1.0,18.0,,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,3.0,,,,,12.0,3.0,,,,,1.0,1.0,,,,2.0,3.0,1.0,,,,,,,,1.0,,,,,5.0,,,,4.0,2.0,,,1.0,,11.0,2.0,23.0,8.0,,8.0,11.0,,,,3.0,,,11.0,,,,2.0,18.0,,1.0,,,1.0,,15.0,,,1.0,1.0,,2.0,,,,1.0,,15.0,9.0,2.0,1.0,1.0,,,47.0,2.0,4.0,,,6.0,12.0,15.0,6.0,14.0,2.0,1.0,,,1.0,1.0,,,,,,,4.0,2.0,14.0,3.0,1.0,,1.0,3.0,,3.0,1.0,1.0,2.0,,,1.0,,6.0,2.0,,,,1.0,,1.0,,,,5.0,,2.0,4.0,3.0,1.0,,2.0,,,3.0,2.0,4.0,4.0,1.0,1.0,,,4.0,,,,,,1.0,2.0,,,,2.0,,,1.0,10.0,,1.0,4.0,2.0,1.0,2.0,1.0,1.0,5.0,12.0,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,6.0,3.0,,,,,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,4.0,,1.0,,,5.0,10.0,7.0,22.0,1.0,,,,,1.0,,,,,,,3.0,1.0,4.0,,1.0,,,,3272.9705,45.0,32.0,27.0,26.0,53.0,,,,1.0,1.0,,9.0,3.0,,,,1.0,2.0,1.0,,,2.0,5.0,,5.0,4.0,,
Total - 2022-08-24,1.0,1.0,2.0,3.0,,10.0,6.0,4.0,1.0,,,4.0,,1.0,,,,,2.0,,1.0,4.0,2.0,,,1.0,5.0,,,15.0,2.0,,,,,,1.0,3.0,1.0,2.0,17.0,3.0,2.0,,,1.0,1.0,,,,,1.0,,,1.0,,8.0,,2.0,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,3.0,1.0,8.0,4.0,5.0,4.0,,,2.0,,,1.0,2.0,1.0,,,,2.0,18.0,12.0,10.0,7.0,8.0,10.0,27.0,14.0,21.0,,,1.0,,2.0,3.0,,2.0,2.0,,9.0,,1.0,,,,1.0,,,2.0,,22.0,23.0,,,,12.0,,4.0,2.0,,1.0,4.0,3.0,2.0,,,2.0,4.0,1.0,1.0,,1.0,,11.0,,1.0,3.0,,,,2.0,,1.0,4.0,,1.0,,,,,2.0,1.0,,4.0,,2.0,1.0,,,,,2.0,,,,,,,,2.0,8.0,1.0,1.0,,1.0,,,,1.0,,2.0,7.0,10.0,2.0,,,2.0,7.0,1.0,1.0,,2.0,1.0,1.0,2.0,6.0,,,,9.0,1.0,3.0,,,,,,1.0,1.0,,,2.0,,3.0,11.0,,,,,4.0,,,,,1.0,,,,8.0,,2.0,,,73.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,10.0,26.0,4.0,,,5.0,,9.0,,,,,1.0,,,,,,,1.0,2.0,,5.0,2.0,4.0,,15.0,10.0,18.0,,1.0,,1.0,,,,,,,,4.0,,,1.0,,,,8.0,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,2.0,,,,1.0,,,1.0,,2.0,3.0,,,,,7.0,1.0,20.0,2.0,4.0,10.0,7.0,,1.0,,,,,,12.0,,1.0,,11.0,,2.0,,,1.0,,9.0,,,,,,6.0,1.0,,,,,10.0,13.0,1.0,,4.0,3.0,,37.0,1.0,,4.0,,2.0,5.0,6.0,,7.0,,2.0,,,,,1.0,,,,,1.0,,1.0,2.0,,1.0,1.0,1.0,4.0,,2.0,,,,,,,5.0,,3.0,3.0,,1.0,,,,,1.0,1.0,2.0,,2.0,,2.0,2.0,1.0,,1.0,1.0,,1.0,6.0,3.0,,3.0,2.0,1.0,,,3.0,,,1.0,,2.0,2.0,,,1.0,,,,6.0,,,,6.0,,1.0,,2.0,2.0,,12.0,1.0,6.0,,2.0,1.0,,,,1.0,,,,,,1.0,,,8.0,4.0,,,1.0,,1.0,2.0,1.0,,,,,3.0,1.0,1.0,7.0,3.0,,,10.0,9.0,,19.0,1.0,,1.0,,1.0,,1.0,,8.0,1.0,,1.0,1.0,1.0,4.0,1.0,,,1.0,,2378.9604,34.0,16.0,14.0,31.0,53.0,,,1.0,,,,8.0,,,1.0,1.0,,,,0.0,1.0,2.0,,1.0,9.0,,6.0,1.0
