Delivery Date,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Rose Fingerlings - lbs,Yellow Fingerlings - Lb.,Pistachios - Oz.,Peanuts - Salted Blanched - Oz.,Milk - 2%  - Oz.,Milk - Creamline - Oz.,Milk - Whole - Oz.,Almond Butter - Pint,Cucumbers - Pickling - Bag,Eggs - BW - Dozen,Half & Half - Pint,Jam - Apricot HBY - Pint,Jam - Blackberry HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Strawberry - Rhubarb - Pint,Jam - Strawberry HBY - Pint,Kuva Sumatra - Oz.,Peanut Butter EW - Pint,Pepitas - Oz.,Pignolas (Pine Nuts) - Oz.,Salsa - Black Bean & Corn - Pint,Stringbean Peru - Oz.,Stringbean Red Eye  - Oz.,Yogurt - Greek Plain - Oz.,Pizza - Cheese  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:10-4:30,UCity Pickup Time (2.0 @4:30-5) - @4:30-5,UCity Pickup Time (3.0 @5-5:30) - @5-5:30,Pork Steaks/lb. - Pack,Pork Chop Bone-in /lb. - Lb.,Buttermilk - Qt.  - Quart,RL Heavy Cream - Pint,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,XO - Cooler Donation - $,XO! Green Bags Donation - $,Aged Cheddar - HBC - Each,Almond Butter - Crunchy  - Pint,Apple Cider - Half Gallon,Apple Sauce - Chunky - NS - Quart,Apple Sauce - w/sugar - qt. - Jar,Apples - Gala - Bag,Applewood Smoked Cheddar - Each,Arugula - Bag,BBQ Sauce - Original #6 - Jar,Bacon - Each,Bacon - Uncured/lb - Pack,Bagel Chips - Bag,Bagels - Blueberry - BU - Bag,Bagels - Cinnamon Raisin - BU - Bag,Bagels - Egg - BU - Bag,Bagels - Everything - BU - Bag,Bagels - Honey Buckwheat - BU - Bag,Bagels - Plain - BU - Bag,Bagels - Plain - Frozen - Each,Bagels - Poppy Seed - BU - Bag,Bagels - Pumpernickel - BU - Bag,Bagels - Sesame Seed - BU - Bag,Beef - Stew Meat - Pack,Beef Kabob Meat - Lb.,Beets - Lb.,Beets - Pickled - Quart,Black Bean Dip - Tub,Black Bean Hummus - Tub,Black Beans DC - Tub,Black Pepper Cheddar - Each,Boneless Pork Chop - D&M /lb - Lb.,Brazil Nuts - Bag,Brisket - half/lb. - lbs,Broccoli - Share,Buttermilk Waffles Sourdough - Frozen - Pack,Cabbage - Red - Share,Candy Onions - lbs,Cannoli - Frozen - 2-pack,Cantaloupe - Each,Cantaloupe (1.0 Medium) - Medium,Carrots - Lb.,Cheese Choice $6.75 - Each,Chevre PF (1.0 Herb) - Herb,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Thighs /lbs  - lbs,Chicken - Whole $5.00/lb. - Each,Chicken Bones - SM/lb.* - Bag,Chicken Breast - Wee  /lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Chorizo - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee* - lbs,Chicken Thighs -/lb*. - Wee - Pack,Chicken Wings/lb. - lbs,Cinnamon Raisin Bread - 1-each,Clean Plate Pantry Choice ($12) - Jar,Coffee Stringbean Decaf - Bag,Collards - Bunch,Cornmeal - Oz.,Croissant - PIB - 1-each,Croissant - PIB Frozen - 1-each,Crunchy Peanut Butter - Jar,Cucumbers - Slicing - Each,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Coffee Bark - Pack,Dark Chocolate Fudge Sauce  - Jar,Dark Chocolate Lolli - Each,Dark Chocolate Square  - Each,Dark Chocolate Toasted Pecan Bark - Package,Date Chocolate Spread - Jar,Del Carmen Choice - Tub,Deli Roast Beef - Lb.,Deluxe Mixed Nuts - Bag,Eggplant - Globe - Each,Eggs - Dozen,Eggs - H - Dozen,English Muffin Sourdough - Frozen - Pack,FF Dish - Masala - Pint,FF Dish - Pear and Walnut Risotto - Each,FF Dish - Risotto - Tub,FF Dish - Saag Paneer - Pint,FF Pasta - Mac N Cheese - Tub,FF Soup - Chowder - Pint,Fair Shares Yard Sign - Free - Each,Feta Cheese - HBC - Each,Flaked Salmon - Lb.,Flank Steak/lbs. - lbs,Flour - Bread 5# - Lb.,Fresh Herb - Basil - Bunch,Fresh Herb - Mint - 1-each,Fresh Herb - Sage - Bunch,Fresh Herb - Thyme - Bunch,Funds for Snacks - Each,Garlic - Head - Head,Ghost Pepper Cheddar - Each,Gluten Free Black Beans  - Tub,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Gnocchi - Sweet Potato  - Lb.,Granola Bar - Each,Grits - Oz.,Ground Beef - D&M - Lb.,Ground Lamb  - Lb.,Hamburger Buns - 4-pack,Hamburger Buns - Frozen - 4-pack,Harvest Shreds - Naked 2lb. - Pack,Heirloom 2nds/3lbs bag - Lb.,Herb - Purple Basil - Herb,Hoagie - T - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Wildflower - Bottle,Hot Sauce - Green - Oz.,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Kairos Sourdough Choice $5 - Pack,Kale - MIX - Bag,Kuva Ethiopian - Bag,Lamb Gyro Seasoned - Lb.,Lamb Gyro w/ Feta & Spinach - Lb.,Lasagna (1.0 Cheese) - Cheese,Lasagna (1.0 Spinach) - Spinach,Leeks - Bunch,Lettuce - It's a miracle! - Head,Lettuce - Romaine Head - Head,Light and Mild - T - Loaf,Light and Mild - Wednesday - Loaf,Louise's Cocoa Brownie Crisp Granola - Bag,Louise's Original Granola - Bag,Magic Bean - Chocolate Chip Crunchy style GF Cookies - 2-pack,Manicotti - Spinach - Package,Maple Syrup 12 oz. - Jar,Maple Syrup 64 oz. - Jar,Marbled Rye -Wednesday - Loaf,Marinara Sauce - Jar,Marshmallow Pie - Each,Meatballs D&M - Package,Milk Chocolate Bar - Pack,Milk Chocolate Lolli - Each,Milk Chocolate Salted Bark - Pack,Milk Chocolate Square - Each,Mojo Marinade - Tub,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Chestnut) - Chestnut,Mushrooms (1.0 King Oyster (French Horn)) - King Oyster (French Horn),Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Maitake (Hen of the Woods)) - Maitake (Hen of the Woods),Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mustard - Choice,Mustard (1.0 Honey) - Honey,Mustard Greens - Bag,Oat Porridge Bread - T - Each,Oat Porridge Bread - Wednesday - Loaf,Oats - Rolled 5# - Bag,Okra  - Bag,Olive Oil Small - ML,Onions - Red  - lbs,Onions - Red  (1.0 Lb.) - Lb.,Onions - Yellow - lbs,Organic Sugar - Lb.,Pasta - Gluten Free Short LV - Each,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Wildcard $6.50 - Pack,Paw Paws - Bag,Pecan Pieces - Oz.,Peppers - Banana - 4-pack,Peppers - Carmen - 2-pack,Peppers - Jalapenos - 5-pack,Peppers - Jimmy Nordello - Bag,Peppers - Poblanos - 3-pack,Peppers - Shishitos - Bag,Peppers - Sweet Habanada - Bag,Peppers - Thai Chili - Oz.,Pickles Wildcard ($7.75) - Jar,Pink Sauce - Oz.,Pita Bread - Pack,Pita Bread - Frozen (1.0 Wheat) - Wheat,Pita Bread - Frozen (1.0 White) - White,Pizza - Bacon Bacon   - Each,Pizza Sauce - Jar,Pizza Sourdough - Frozen - Pack,Polenta - Oz.,Popcorn - McKaskle - Lb.,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast Bulk - Pack,Pork - Deli Ham /lb. - Lb.,Pork - Ground  - Lb.,Pork Andouille Links - D&M - Each,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Shoulder Small/lb. - Pack,Pork Snack Sticks - 5 pk - Plain,Potatoes - Fingerling - lbs,Potatoes - Kennebec - lbs,Potatoes - Yukon Gold - lbs,Pretzel - UL Thursday  - Each,Pretzel - UL Wednesday - Each,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,Radish Mix - Bunch,Radishes - Mini Daikon - Bunch,Ravioli - 4-Cheese - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Mushroom  - Lb.,Raviolini - Four Cheese - Lb.,Red Chile Sauce - Jar,Ribeye Steak /lb - Pack,Ribs - Baby Back/lb. - Lb.,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Salame - Finocchiona - Each,Salmon - Fillet Pieces/LB* - Each,Semolina - T - Loaf,Semolina - Wednesday - Loaf,Sesame Hoagie - T - Each,Sesame Hoagie -W - Each,Shakshuka Sauce - Jar,Short Ribs/lbs. - lbs,Sliced Summer Sausage - Bag,Spicy Dill Pickles - Quart,Squash - Patty Pan - Lb.,Squash - Summer - Each,Squash - Zephyr (1.0 Large) - Large,Squash - Zucchini - Each,Squash - Zucchini (1.0 Medium) - Medium,Squash Blossoms - $,Stringbean Ethiopian - Bag,Strip Steak /lb - Pack,Sweet Corn - Last Week - LAST CHANCE!! - 5-pack,Sweet Dill Pickles - Quart,Sweet n Hot Pickles - Quart,Toffee - Package,Tomato Juice - Quart,Tomatoes - Funky Bunch - Pint,Tomatoes - Heirloom - Bag,Tomatoes - Red Cherry - Pint,Tomatoes - Slicing - Bag,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Tortellini - Mushroom - Lb.,Tortillas Sourdough - Frozen - Pack,Turkey Thighs /lb - Each,Vinaigrette - Greek Style - Bottle,Watermelon - Seedless - Each,Watermelon - Seedless (1.0 Medium) - Medium,Watermelon - Sugar Baby - Each,White Rice Cooked - Lb.,Winter Squash - Spaghetti (1.0 Large) - Large,Yogurt - Blueberry - Oz.,Yogurt - Plain - Oz.,Yogurt - Strawberry - Oz.,Yogurt - Vanilla - Oz.,Extra Credit - Each,Half,FSA/FSD,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) UCG - Orders Only,No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Cream pint,Creamline MILK-e,Eggs - Buttonwood,Half & Half,Plain yogurt,Skim MILK,Whole MILK,Whole MILK-e,Whole MILK-o
Total - 2026-09-02,4.0,1.0,3.0,4.0,3.0,1.0,,4.0,1.0,1.0,,8.0,28.0,1.0,,1.0,,,,,,,,2.0,1.0,,3.0,,,1.0,,,,,,13.0,13.0,8.0,4.0,6.0,2.0,12.0,5.0,9.0,,,1.0,2.0,,1.0,1.0,,2.0,1.0,5.0,1.0,,1.0,1.0,,4.0,,2.0,2.0,5.0,1.0,2.0,,2.0,3.0,,,,1.0,1.0,,1.0,,5.0,,,1.0,,2.0,1.0,1.0,,,4.0,,,,2.0,9.0,9.0,6.0,1.0,1.0,2.0,3.0,9.0,2.0,4.0,1.0,1.0,2.0,,,1.0,1.0,,7.0,1.0,,,2.0,4.0,,7.0,,3.0,,,,1.0,1.0,,,1.0,,,2.0,2.0,,,1.0,,3.0,,,,,1.0,3.0,30.0,12.0,4.0,,,,,,,1.0,1.0,,2.0,1.0,5.0,,,,1.0,11.0,,,2.0,,,1.0,3.0,,22.0,,7.0,4.0,,,,,5.0,,1.0,1.0,1.0,,,3.0,,2.0,,9.0,,,1.0,,,,,21.0,24.0,,,2.0,,,,,,1.0,4.0,,3.0,2.0,,,,,2.0,9.0,,2.0,,2.0,,5.0,8.0,1.0,2.0,,2.0,1.0,3.0,1.0,3.0,4.0,2.0,,,,2.0,5.0,7.0,1.0,3.0,6.0,,1.0,5.0,1.0,3.0,2.0,9.0,,2.0,,,1.0,,3.0,1.0,,1.0,3.0,14.0,7.0,,6.0,2.0,,1.0,,1.0,1.0,1.0,,,5.0,,4.0,,2.0,,,,,,,,,3.0,1.0,,,1.0,,5.0,,5.0,,2.0,1.0,,,,7.0,,,,,2.0,2.0,2.0,7.0,2.0,,2.0,1.0,7.0,12.0,,4.0,,,,1.0,,1.0,,3.0,2.0,,,,1.0,,6.0,1931.0701,24.0,19.0,18.0,37.0,,,,,2.0,,1.0,,,1.0,1.0,,,2.0,,2.0
Total - 2026-09-03,2.0,1.0,4.0,1.0,3.0,,,1.0,,2.0,1.0,2.0,25.0,3.0,,,1.0,2.0,1.0,,1.0,,,,,1.0,2.0,,1.0,,1.0,15.0,2.0,5.0,2.0,12.0,7.0,6.0,9.0,6.0,1.0,,,,1.0,,2.0,1.0,,1.0,10.0,,4.0,1.0,2.0,,,1.0,,,1.0,,2.0,4.0,,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,,3.0,,,,,,,,1.0,,1.0,,,,,6.0,10.0,7.0,1.0,,2.0,,18.0,1.0,,,,5.0,1.0,1.0,2.0,,,2.0,1.0,,1.0,,5.0,,2.0,1.0,3.0,,,2.0,,,,,1.0,2.0,,1.0,1.0,,,,,1.0,,,,2.0,,3.0,25.0,4.0,2.0,,,,,,1.0,,2.0,1.0,,2.0,2.0,,,,,10.0,2.0,,2.0,,1.0,1.0,4.0,,11.0,,5.0,,,,2.0,6.0,,2.0,,,,,,3.0,2.0,,,9.0,,1.0,,,1.0,,7.0,8.0,20.0,2.0,,,2.0,1.0,,,,,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,10.0,2.0,2.0,1.0,4.0,,5.0,6.0,1.0,2.0,2.0,,2.0,5.0,3.0,2.0,5.0,4.0,,,1.0,,5.0,4.0,,3.0,3.0,,,3.0,1.0,,2.0,8.0,1.0,1.0,,1.0,,1.0,2.0,,3.0,1.0,,7.0,17.0,,2.0,,1.0,1.0,2.0,,,,,,3.0,5.0,,1.0,,,,1.0,2.0,2.0,,2.0,2.0,,,1.0,1.0,,1.0,8.0,6.0,,2.0,,2.0,,,1.0,2.0,1.0,,1.0,,,1.0,,3.0,,,1.0,,4.0,8.0,,1.0,3.0,3.0,1.0,,1.0,,1.0,1.0,2.0,,,,4.0,1.0,1.0,1262.7601,34.0,21.0,8.0,28.0,1.0,,,2.0,3.0,,3.0,,,,,,2.0,3.0,,1.0
Total - 2026-09-09,,,1.0,6.0,,1.0,,,,4.0,1.0,2.0,29.0,1.0,1.0,,,,,1.0,1.0,,2.0,,,,3.0,1.0,1.0,,,,,,1.0,12.0,9.0,9.0,6.0,1.0,2.0,11.0,7.0,14.0,,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,2.0,3.0,,3.0,1.0,,12.0,2.0,7.0,,3.0,2.0,1.0,2.0,,,1.0,1.0,,,,1.0,,1.0,13.0,,1.0,2.0,,1.0,1.0,1.0,,,6.0,3.0,,4.0,,,15.0,,,,1.0,,1.0,13.0,1.0,,,,9.0,1.0,4.0,1.0,1.0,2.0,3.0,,2.0,1.0,3.0,2.0,1.0,6.0,,1.0,2.0,1.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,5.0,,,,31.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,3.0,,2.0,,,1.0,,16.0,2.0,,1.0,,1.0,,4.0,,23.0,,8.0,3.0,1.0,2.0,4.0,,5.0,2.0,,1.0,,,2.0,,,2.0,1.0,13.0,2.0,,3.0,,,,,,,,2.0,,,,1.0,14.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,3.0,,,,2.0,1.0,4.0,,,5.0,,2.0,,4.0,8.0,8.0,,7.0,,1.0,2.0,,2.0,,1.0,,5.0,4.0,,3.0,1.0,,2.0,6.0,2.0,,2.0,1.0,,,,,,1.0,,1.0,12.0,,2.0,1.0,,1.0,,,2.0,,,1.0,3.0,,5.0,,4.0,3.0,2.0,3.0,1.0,1.0,,2.0,,,2.0,1.0,1.0,1.0,,4.0,,5.0,,2.0,,1.0,2.0,,,3.0,4.0,,8.0,,,1.0,,,2.0,,,5.0,,5.0,,1.0,1.0,,2.0,,,14.0,,,1.0,1.0,1.0,2.0,1.0,2.0,1362.5299,31.0,15.0,18.0,38.0,,1.0,,,2.0,3.0,,1.0,1.0,2.0,1.0,1.0,,3.0,2.0,
Total - 2026-09-10,,1.0,3.0,3.0,,,1.0,1.0,,1.0,,4.0,13.0,4.0,1.0,,,,,,2.0,1.0,,,,1.0,4.0,,,,,7.0,3.0,4.0,4.0,13.0,4.0,2.0,9.0,5.0,1.0,,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,,1.0,,,6.0,1.0,4.0,,3.0,1.0,,2.0,1.0,1.0,3.0,,,1.0,,,1.0,2.0,9.0,4.0,,,,2.0,1.0,2.0,,,2.0,2.0,2.0,5.0,1.0,1.0,7.0,,,1.0,1.0,,,10.0,,,,,5.0,1.0,,,,,3.0,,1.0,,1.0,4.0,,5.0,,,,,3.0,1.0,,1.0,1.0,1.0,,1.0,,2.0,,1.0,,1.0,2.0,1.0,,6.0,,2.0,,29.0,,3.0,,,,,,,,,,,,1.0,3.0,2.0,1.0,,9.0,,1.0,1.0,1.0,,1.0,1.0,1.0,19.0,1.0,7.0,1.0,,2.0,2.0,4.0,,1.0,,,,1.0,,1.0,2.0,,1.0,7.0,6.0,,1.0,1.0,,1.0,,,,2.0,,,1.0,,,6.0,,,1.0,,1.0,1.0,1.0,,,,,5.0,,1.0,,,2.0,1.0,,,3.0,2.0,,,5.0,10.0,3.0,,3.0,1.0,1.0,,,3.0,3.0,,1.0,3.0,,,3.0,3.0,,3.0,7.0,1.0,,,3.0,,,2.0,,,,,,9.0,1.0,2.0,1.0,,,6.0,,,,2.0,4.0,3.0,4.0,,,5.0,1.0,3.0,,2.0,,2.0,,,,,,,,,4.0,5.0,,1.0,,1.0,,,1.0,,1.0,2.0,,3.0,,1.0,,,,,1.0,,4.0,,4.0,,,,,,,,13.0,,,,2.0,1.0,4.0,,2.0,823.8098,22.0,21.0,9.0,27.0,1.0,,1.0,,3.0,2.0,,,1.0,,,,2.0,2.0,5.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,6.0,3.0,11.0,14.0,6.0,2.0,1.0,6.0,1.0,8.0,2.0,16.0,95.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,12.0,1.0,2.0,1.0,1.0,22.0,5.0,9.0,7.0,50.0,33.0,25.0,28.0,18.0,6.0,23.0,12.0,23.0,1.0,1.0,4.0,5.0,2.0,4.0,15.0,2.0,8.0,7.0,11.0,1.0,4.0,3.0,1.0,18.0,8.0,11.0,4.0,12.0,8.0,3.0,8.0,1.0,3.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,22.0,12.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,8.0,10.0,2.0,9.0,1.0,3.0,37.0,19.0,13.0,3.0,3.0,4.0,4.0,50.0,4.0,4.0,1.0,1.0,21.0,3.0,5.0,4.0,2.0,2.0,15.0,2.0,3.0,2.0,6.0,15.0,1.0,20.0,1.0,7.0,2.0,1.0,9.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,11.0,2.0,3.0,6.0,115.0,16.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,10.0,3.0,2.0,2.0,1.0,46.0,4.0,1.0,6.0,1.0,2.0,3.0,12.0,1.0,75.0,1.0,27.0,8.0,1.0,4.0,8.0,10.0,10.0,5.0,1.0,2.0,1.0,1.0,2.0,7.0,4.0,4.0,2.0,38.0,8.0,1.0,5.0,1.0,1.0,1.0,7.0,29.0,44.0,4.0,2.0,2.0,3.0,1.0,1.0,20.0,1.0,2.0,6.0,3.0,7.0,4.0,1.0,2.0,2.0,1.0,4.0,27.0,2.0,5.0,1.0,8.0,3.0,15.0,14.0,2.0,12.0,4.0,4.0,3.0,17.0,22.0,16.0,9.0,16.0,1.0,2.0,3.0,2.0,15.0,14.0,2.0,7.0,17.0,4.0,1.0,14.0,6.0,3.0,9.0,30.0,4.0,3.0,2.0,5.0,1.0,1.0,7.0,1.0,3.0,3.0,3.0,22.0,45.0,1.0,12.0,4.0,1.0,3.0,8.0,1.0,3.0,1.0,2.0,5.0,14.0,9.0,9.0,1.0,11.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,21.0,11.0,10.0,3.0,4.0,4.0,1.0,2.0,2.0,9.0,5.0,6.0,1.0,11.0,2.0,4.0,3.0,10.0,2.0,2.0,4.0,1.0,20.0,20.0,9.0,5.0,4.0,4.0,1.0,3.0,1.0,1.0,28.0,4.0,4.0,1.0,3.0,2.0,11.0,2.0,11.0,5380.1694,111.0,76.0,53.0,130.0,2.0,1.0,1.0,2.0,10.0,5.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,10.0,7.0,3.0
