Delivery Date,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Pistachios - Oz.,Peanuts - Salted Blanched - Oz.,Milk - 2%  - Oz.,Milk - Creamline - Oz.,Milk - Whole - Oz.,Almonds - Salted - Oz.,Cashew Butter - Raw - Pint,Cheddar - Hatch Pepper - Package,Cucumbers - Pickling - Bag,Dates - Oz.,Eggs - BW - Dozen,Half & Half - Pint,Jam - Blueberry HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Strawberry HBY - Pint,Peanut Butter EW - Pint,Peanut Butter MC - Tub,Pepitas - Oz.,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Medium - Pint,Stringbean Brazilian - Oz.,Stringbean Peru - Oz.,Pizza - Cheese  - Each,Pizza - Deluxe - Each,Pizza - Four Meat  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:10-4:30,UCity Pickup Time (2.0 @4:30-5) - @4:30-5,UCity Pickup Time (3.0 @5-5:30) - @5-5:30,Pork Steaks/lb. - Pack,Hamburger Buns - 4-pack,RL Heavy Cream  - Pint,$ for green bags donation - $,Cooler Donation - $,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Aged Cheddar - HBC - Each,Almond Butter - Crunchy  - Pint,Apple Sauce - Chunky - NS - Quart,Applewood Smoked Cheddar - Each,Bacon - Each,Bacon - Uncured/lb - Pack,Bagel Chips - Bag,Bagels - Blueberry - BU - Bag,Bagels - Everything - Bag,Bagels - Everything - BU - Bag,Bagels - Everything - Frozen - Bag,Bagels - Honey Buckwheat - BU - Bag,Bagels - Plain - BU - Bag,Bagels - Plain - Frozen - Each,Bagels - Poppy Seed - BU - Bag,Bagels - Pumpernickel - BU - Bag,Bagels - Raisin - Frozen - Bag,Bagels - Sesame Seed - BU - Bag,Beans - Green - Bag,Beans - Yellow Wax  - Bag,Beef - Stew Meat - Pack,Beef Kabob Meat - Lb.,Beets - Golden - Lb.,Beets - No Tops - Lb.,Beets - Pickled - Quart,Beets - Red w/Tops - Bunch,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Beans DC - Tub,Black Pepper Cheddar - Each,Blackberries - Pint,Blackberries - Frozen - Quart,Blueberries - Pint,Bok Choy - Bag,Boneless Pork Chop - D&M /lb - Lb.,Bread Choice - Frozen ($6.75) - Loaf,Bread Pudding - Muffin - Froz. - Each,Brisket - half/lb. - lbs,Buttermilk Waffles Sourdough - Frozen - Pack,Cabbage - Green - Head,Cabbage - Green (1.0 Medium) - Medium,Cannolis - 2-pack,Carrots no tops - Lb.,Carrots w/tops - Bunch,Cauliflower - lb. - lbs,Cheese - Aged Alpine - Pack,Cheese Choice $6.75 - Each,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Thighs /lbs  - lbs,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Apple Cinnamon - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs -/lb*. - Wee - Pack,Chuck Roast/lbs. - lbs,Cinnamon Raisin Bread - 1-each,Cinnamon Rolls - Frozen - Pack,Coffee Stringbean Decaf - Bag,Collards - Bunch,Croissant - PIB Frozen - 1-each,Crunchy Peanut Butter - Jar,Cucumbers - Slicing - Each,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Bon Bons - Pack,Dark Chocolate Caramels - Pack,Dark Chocolate Fudge Sauce  - Jar,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Date Chocolate Spread - Jar,Del Carmen Choice - Tub,Deli Roast Beef - Lb.,Eggplant - Globe - Each,Eggs - Dozen,English Muffin Sourdough - Frozen - Pack,FF Dip - Smoked Salmon  - Tub,FF Dip - Street Corn - Tub,FF Dish - Saag Paneer - Pint,FF Dish - Smoked Salmon Gnocchi - Pint,FF Pasta - Mac N Cheese - Tub,Feta Cheese - HBC - Each,Flank Steak/lbs. - lbs,Flour - All Purpose 5 lb - Bag,Flour - HRS Sifted Bread  - Bag,Fresh Herb - Basil - Bunch,Garlic - Head - Head,Garlic Scapes - Bag,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Gluten Free Black Beans  - Tub,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Granola Bar - Each,Ground Beef - D&M - Lb.,Ground Lamb  - Lb.,Hand Pie: Cheesy Potato - Bag,Hand Pie: Chicken Curry - Bag,Hand Pie: Spanakopita - Bag,Hand Pie: Veggie Samosa - Bag,Hoagie - PIB - 6-pack,Hoagie - PIB Frozen - Bag,Hoagie - T - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Wildflower - Bottle,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Jam - Peach HBY - Jar,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Kale - Green Curly - Bag,Kale - Lacinato/Dinosaur - Bag,Kohlrabi  - Head,Lamb Gyro Seasoned - Lb.,Lamb Gyro w/ Feta & Spinach - Lb.,Lasagna (1.0 Mushroom) - Mushroom,Lettuce Mix - Bag,Light and Mild - T - Loaf,Light and Mild - Wednesday - Loaf,Louise's Original Granola - Bag,Manicotti - Spinach - Package,Maple Syrup 12 oz. - Jar,Marinara Sauce - Jar,Meatballs D&M - Package,Milk Chocolate Bar - Pack,Milk Chocolate Caramels - 4-pack,Milk Chocolate Square - Each,Multigrain Bread  - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 King Oyster (French Horn)) - King Oyster (French Horn),Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Maitake (Hen of the Woods)) - Maitake (Hen of the Woods),Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mustard - Choice,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,Oat Porridge Bread - T - Each,Oat Porridge Bread - Wednesday - Loaf,Oats - Rolled 5# - Bag,Olive Oil Large - Bottle,Olive Oil Small - ML,Pasta - Gluten Free Short LV - Each,Pasta - Short Egg  - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Wildcard $6.50 - Pack,Peaches - Bag,Peas - Shelling  - Oz.,Peppers - Green Bell - 2-pack,Pink Sauce - Oz.,Pita Bread - Frozen (1.0 Wheat) - Wheat,Pita Bread - Frozen (1.0 White) - White,Pizza Sourdough - Frozen - Pack,Polenta - Oz.,Popcorn - McKaskle - Lb.,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast ($8) - Pack,Pork - Deli Ham RFF/lb. - Lb.,Pork - Ground  - Lb.,Pork - Tenderloin/lb - Lb.,Pork Andouille Links - D&M - Each,Pork Apple Brat - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Hot Dogs - Each,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Snack Sticks - Honey 4pk - Pack,Potato Chips Kickers med - Oz.,Potatoes - New - Bag,Pre-ordered plants are in - Pot,Pretzel - UL Thursday  - Each,Pretzel - UL Wednesday - Each,Pretzel Slider Buns - Frozen - Bag,Pumpernickel Bread - Loaf,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,Radish Mix - Bunch,Radishes - Mini Daikon - Bunch,Radishes - Red - Lb.,Ravioli - 4-Cheese - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Goat Cheese  - Lb.,Ravioli - Mushroom  - Lb.,Raviolini - Four Cheese - Lb.,Red Chile Sauce - Jar,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Salame - Finocchiona - Each,Salmon - Fillet Pieces/LB* - Each,Seedy Wheaty - Frozen - Loaf,Semolina - T - Loaf,Semolina - Wednesday - Loaf,Sesame Hoagie - T - Each,Sesame Hoagie -W - Each,Shoots - Kohlrabi - Bag,Shoots - Pea - Bag,Shoots - Specialty Mix - Bag,Shoots - Sunflower - Bag,Skirt Steak/lbs. - Each,Sourdough Bread - Lb.,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Sparkling Tea - Lavender Lemongrass - 4-pack,Squash - Summer - Each,Squash - Zucchini - Each,Staff - Something to ask Jamie - Oz.,Staff - include last wk's share - Bag,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Sweet Corn - 5-pack,Sweet Dill Pickles - Quart,Swiss Chard - Bunch,Tahini - Pint,Toffee - Package,Tomatillos  - Bag,Tomatoes - Heirloom - Bag,Tomatoes - Slicing - Bag,Tomatoes - Sungold - Pint,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Tortillas Sourdough - Frozen - Pack,Turnips - Japanese/White - Lb.,Vinaigrette - Greek Style - Bottle,Wild Cod/LB* - Pack,Wildcard $10 - Each,Wildcard $3 - Each,Wildcard $4 - Each,Wildcard $5 - Each,Wildcard $5.25 - Each,Yogurt - Blueberry - Oz.,Yogurt - Plain - Oz.,Yogurt - Strawberry - Oz.,Yogurt - Vanilla - Oz.,Extra Credit - Each,Half,FSA/FSD,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) UCG - Orders Only,No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Cream pint,Creamline MILK-e,Eggs - Buttonwood,Ground Chicken -o,Half & Half,Plain yogurt,Skim MILK,Whole MILK,Whole MILK-e,Whole MILK-o
Total - 2026-06-24,1.0,1.0,7.0,1.0,1.0,2.0,,1.0,,1.0,1.0,2.0,,9.0,1.0,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,,,17.0,5.0,12.0,6.0,2.0,3.0,20.0,4.0,4.0,1.0,2.0,,4.0,,2.0,,1.0,6.0,,,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,,,,,,1.0,1.0,12.0,,,,4.0,1.0,,,,1.0,,4.0,17.0,2.0,33.0,2.0,1.0,,,,1.0,1.0,2.0,3.0,,2.0,7.0,1.0,2.0,,1.0,1.0,10.0,4.0,7.0,1.0,1.0,,1.0,1.0,5.0,1.0,1.0,2.0,,1.0,2.0,,3.0,3.0,1.0,,3.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,9.0,47.0,3.0,,1.0,1.0,,,5.0,,1.0,1.0,1.0,3.0,4.0,,,1.0,,2.0,,11.0,22.0,,2.0,,,,4.0,,,3.0,2.0,1.0,,,1.0,2.0,,,3.0,,2.0,,5.0,,,,,,3.0,2.0,1.0,,10.0,2.0,,,1.0,1.0,1.0,5.0,,2.0,3.0,3.0,7.0,,,,,,3.0,,,,,,4.0,1.0,6.0,,2.0,5.0,1.0,1.0,,1.0,,,,2.0,7.0,,,11.0,1.0,,,2.0,,,4.0,2.0,,1.0,,,,11.0,,,,1.0,,2.0,6.0,1.0,,,,,1.0,,,,,2.0,1.0,1.0,1.0,4.0,,1.0,5.0,,1.0,1.0,,,,,1.0,6.0,2.0,,1.0,2.0,,,,,1.0,,1.0,2.0,2.0,,,16.0,,1.0,1.0,1.0,,1.0,2.0,2.0,4.0,,,3.0,,3.0,,4.0,1465.39,25.0,12.0,17.0,33.0,,,,,0.0,,1.0,,,4.0,7.0,0.0,,,3.0,,2.0
Total - 2026-06-25,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,,8.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,8.0,4.0,8.0,,11.0,7.0,5.0,8.0,6.0,3.0,,,,1.0,3.0,1.0,2.0,2.0,,5.0,,,,1.0,,1.0,,1.0,2.0,,,,2.0,,1.0,,1.0,,,11.0,,,1.0,,,,1.0,,,2.0,1.0,7.0,1.0,35.0,2.0,,,,,2.0,,,2.0,,2.0,5.0,2.0,8.0,1.0,1.0,,13.0,2.0,3.0,,,1.0,,,3.0,,,2.0,3.0,,3.0,,,7.0,,1.0,2.0,2.0,,,1.0,,,,1.0,2.0,,,,1.0,1.0,13.0,49.0,3.0,1.0,,2.0,,1.0,,,,,7.0,,,,1.0,,1.0,1.0,,3.0,7.0,,2.0,1.0,3.0,,8.0,1.0,6.0,,3.0,,,,1.0,3.0,,3.0,,,4.0,,1.0,,,1.0,,2.0,,,1.0,,10.0,,1.0,2.0,,,1.0,11.0,,1.0,,4.0,1.0,,,,,3.0,,,,,,,,1.0,7.0,,,5.0,2.0,3.0,2.0,,,1.0,,,10.0,,,13.0,1.0,,,,,2.0,2.0,,,2.0,1.0,,1.0,6.0,1.0,,,,1.0,1.0,1.0,3.0,1.0,,,,,,1.0,,,,1.0,,1.0,5.0,,5.0,,2.0,,,,,,,,1.0,1.0,1.0,,7.0,,1.0,1.0,,8.0,1.0,,,,,,15.0,,,,,2.0,2.0,2.0,8.0,7.0,,,2.0,,5.0,2.0,2.0,1027.2399,29.0,20.0,5.0,26.0,1.0,,,2.0,5.0,,3.0,,,,,,,2.0,3.0,,1.0
Total - 2026-07-01,1.0,2.0,5.0,,,1.0,,2.0,1.0,,1.0,7.0,1.0,10.0,,,,,1.0,,,,,,2.0,,2.0,1.0,1.0,1.0,2.0,,,,,10.0,5.0,6.0,7.0,1.0,3.0,20.0,9.0,2.0,1.0,1.0,,,,2.0,,1.0,4.0,1.0,,4.0,5.0,1.0,1.0,3.0,,1.0,1.0,,2.0,,3.0,5.0,,2.0,4.0,3.0,1.0,,2.0,,1.0,,1.0,1.0,,,11.0,1.0,17.0,,,1.0,3.0,,3.0,,,,,,,1.0,,2.0,1.0,,6.0,4.0,5.0,,1.0,1.0,,,4.0,,,,2.0,1.0,1.0,3.0,,1.0,1.0,,,,,2.0,,1.0,,,,,,1.0,,,,3.0,29.0,2.0,,,,,,1.0,3.0,,,4.0,,4.0,5.0,,,1.0,,,5.0,23.0,1.0,,,,,,1.0,,6.0,,1.0,2.0,2.0,3.0,,,,3.0,,1.0,,2.0,1.0,,,,,3.0,2.0,1.0,1.0,12.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,,,1.0,2.0,,,2.0,,3.0,1.0,,,1.0,,,1.0,9.0,30.0,,5.0,,,,,,1.0,2.0,1.0,11.0,,,8.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,10.0,,,6.0,,,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,4.0,1.0,,5.0,,3.0,,1.0,2.0,,3.0,,3.0,,,,6.0,1.0,,,1.0,17.0,,3.0,,1.0,2.0,7.0,7.0,13.0,1.0,,1.0,,,2.0,,,1.0,1.0,,2.0,4.0,,4.0,1766.9,24.0,10.0,15.0,30.0,,1.0,,,1.0,1.0,,1.0,1.0,2.0,,0.0,1.0,,,2.0,
Total - 2026-07-02,1.0,1.0,3.0,,1.0,,,2.0,,,,2.0,,16.0,1.0,,,,,,,1.0,,,,2.0,1.0,,,,,9.0,3.0,8.0,2.0,15.0,3.0,3.0,4.0,6.0,1.0,,,,,,,2.0,1.0,,,,2.0,,,,5.0,,1.0,3.0,,1.0,,,,,,1.0,4.0,1.0,4.0,,,,2.0,,,2.0,,1.0,3.0,1.0,10.0,,19.0,1.0,,3.0,3.0,1.0,2.0,,,,4.0,,1.0,,11.0,1.0,,,5.0,,2.0,,,,,2.0,2.0,,1.0,,3.0,,,4.0,,7.0,,2.0,2.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,11.0,,5.0,29.0,2.0,,,1.0,1.0,,4.0,1.0,,,8.0,,,,3.0,,2.0,,1.0,,19.0,,,,,1.0,,1.0,7.0,,,,,1.0,,1.0,1.0,3.0,,1.0,2.0,4.0,1.0,,1.0,,13.0,1.0,,1.0,,,9.0,,,2.0,1.0,,1.0,1.0,,,,,2.0,4.0,1.0,1.0,,3.0,,,1.0,1.0,,1.0,,1.0,7.0,26.0,,4.0,,1.0,,1.0,1.0,,2.0,2.0,10.0,3.0,2.0,10.0,,,,,,1.0,2.0,,1.0,,,,,4.0,,4.0,,,,,,,,2.0,1.0,,,,,,1.0,,,,,2.0,,3.0,,1.0,,,,5.0,1.0,,,1.0,,1.0,,2.0,,,,,6.0,,,,2.0,5.0,6.0,7.0,24.0,1.0,,1.0,2.0,1.0,,,,13.0,,,,5.0,2.0,3.0,1493.0499,22.0,22.0,6.0,25.0,1.0,,3.0,,3.0,,,,1.0,,,,,2.0,2.0,4.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,4.0,4.0,16.0,1.0,3.0,4.0,1.0,7.0,2.0,2.0,2.0,14.0,1.0,43.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,17.0,7.0,16.0,2.0,53.0,20.0,26.0,25.0,15.0,10.0,40.0,13.0,6.0,3.0,6.0,1.0,8.0,3.0,4.0,5.0,2.0,12.0,1.0,1.0,5.0,13.0,3.0,6.0,11.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,7.0,5.0,4.0,31.0,3.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,45.0,4.0,104.0,5.0,1.0,4.0,6.0,1.0,8.0,1.0,2.0,5.0,4.0,4.0,13.0,4.0,21.0,4.0,3.0,1.0,34.0,10.0,17.0,1.0,2.0,2.0,1.0,3.0,14.0,1.0,2.0,4.0,8.0,2.0,6.0,7.0,3.0,18.0,2.0,3.0,7.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,12.0,1.0,30.0,154.0,10.0,1.0,1.0,4.0,1.0,1.0,10.0,4.0,1.0,1.0,20.0,3.0,8.0,5.0,4.0,1.0,4.0,3.0,1.0,19.0,71.0,1.0,4.0,1.0,3.0,1.0,12.0,3.0,13.0,9.0,5.0,2.0,2.0,3.0,5.0,6.0,1.0,6.0,6.0,1.0,9.0,4.0,9.0,1.0,1.0,1.0,13.0,3.0,6.0,5.0,3.0,1.0,41.0,3.0,2.0,4.0,2.0,1.0,4.0,19.0,1.0,4.0,3.0,7.0,11.0,6.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,29.0,56.0,2.0,19.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,5.0,38.0,3.0,2.0,42.0,4.0,1.0,1.0,2.0,1.0,4.0,9.0,2.0,1.0,3.0,1.0,1.0,1.0,31.0,1.0,4.0,6.0,1.0,1.0,4.0,11.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,15.0,1.0,9.0,10.0,3.0,4.0,1.0,1.0,7.0,1.0,3.0,1.0,11.0,3.0,2.0,1.0,17.0,1.0,1.0,1.0,1.0,32.0,1.0,4.0,2.0,5.0,7.0,13.0,45.0,37.0,3.0,1.0,3.0,4.0,4.0,6.0,10.0,11.0,14.0,1.0,5.0,2.0,17.0,4.0,13.0,5752.5815,100.0,64.0,43.0,114.0,2.0,1.0,3.0,2.0,9.0,1.0,4.0,1.0,2.0,6.0,7.0,0.0,1.0,4.0,8.0,6.0,3.0
