Delivery Date,Beef Bones - Knuckle/lb. - lbs,Canned Peaches - sugar - Jar,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Milk - 2%  - Oz.,Milk - Creamline - Oz.,Milk - Whole - Oz.,Almonds - Raw - Oz.,Almonds - Salted - Oz.,Cashew Butter - Raw - Pint,Cashew Butter - Roasted - Pint,Cashews Salted - Oz.,Cheddar - Tipsy - Package,Cheddar - White MJC - Package,Dates - Oz.,Eggs - BW - Dozen,Gouda - MJC - Pack,Gouda - Smoked - Pack,Half & Half - Pint,Heritage - Aged - Pack,Jam - Blackberry HBY - Pint,Jam - Blueberry HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Red Raspberry HBY - Pint,Jam - Strawberry - Rhubarb - Pint,Jam - Strawberry HBY - Pint,Kuva Nicaragua - Bag,Kuva Sumatra - Oz.,Peanut Butter EW - Pint,Peanut Butter MC - Tub,Pepitas - Oz.,Potato Chips Kickers Mini - Oz.,Potato Chips Original - Mini - Oz.,Quark-Frozen - Tub,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium - Pint,Stringbean Brazilian - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Stringbean Red Eye  - Oz.,Sugar Free - Blueberry HBY - Pint,Sugar Free - Strawberry Rhubarb - Pint,Walnuts - Oz.,Winter Squash - Acorn - Each,Winter Squash - Blue Delight/Hubbard - Each,Pizza - Cheese  - Each,Pizza - Deluxe - Each,Pizza - Four Meat  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,Mole Sauce - Jar,Buttermilk - Qt.  - Quart,RL Heavy Cream  - Pint,$ for green bags donation - $,Cooler Donation - $,Cooler Repair Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Paper for Paper - Donation - $,Aged Cheddar - HBC - Each,Almond Butter - Crunchy  - Pint,Apple Butter - No Sugar - Pint,Apple Sauce - Chunky - NS - Quart,Apple Sauce - Organic Qt. - Quart,Apple Sauce - w/sugar - qt. - Jar,Applewood Smoked Cheddar - Each,Auction Donation - $,Bacon - Each,Bacon - Uncured/lb - Pack,Bacon Ends /lb. - Package,Bada Bing - Sub - Bag,Bagel Chips - Bag,Bagels - Blueberry - BU - Bag,Bagels - Everything - Bag,Bagels - Everything - BU - Bag,Bagels - Honey Buckwheat - BU - Bag,Bagels - Plain - Bag,Bagels - Plain - BU - Bag,Bagels - Plain - Frozen - Each,Bagels - Poppy Seed - BU - Bag,Bagels - Pumpernickel - BU - Bag,Bagels - Raisin - Frozen - Bag,Bagels - Sesame Seed - BU - Bag,Beef - Stew Meat - Pack,Beef Kabob Meat - Lb.,Beets - No Tops - Lb.,Beets - Pickled - Quart,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Bean Hummus - Tub,Black Bean Soup - Tub,Black Beans - Dry - Lb.,Black Beans DC - Tub,Black Pepper Cheddar - Each,Blackberries - Frozen (1.0 Large) - Large,Boneless Pork Chop - D&M /lb - Lb.,Brazil Nuts - Bag,Bread Pudding (1.0 Mocha Swirl) - Mocha Swirl,Bread Pudding - Muffin - Froz. - Each,Brioche - Buns - Bag,Brioche - Buns - Frozen - Bag,Brioche - Loaf - Frozen - Lb.,Brown Rice Flour - Bag,Buckwheat Pancake Mix - Bag,Burnt Caramel Sauce - Jar,Buttermilk Waffles Sourdough - Frozen - Pack,Cabbage - Green (1.0 Large) - Large,Cabbage - Green (1.0 Medium) - Medium,Cabbage - Green (1.0 Small) - Small,Canned Choice $7.5 - Quart,Carrots no tops - Lb.,Cheese - Ozark Mutschli Large - $ - Each,Cheese - Ozark Mutschli Small - $ - Bag,Cheese Choice $6.50 - Each,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Links ($10) - Each,Chicken - Livers /lb* - Pack,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.75/lb. - Each,Chicken Bones - SM/lb.* - Bag,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Feet /lb - Package,Chicken Links - Andouille  - Lb.,Chicken Links - Apple Cinnamon - Lb.,Chicken Links - Chorizo - Lb.,Chicken Links - Lemon Pepper - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee* - lbs,Chicken Thighs -/lb*. - Wee - Pack,Chicken Wings/lb. - lbs,Chips - Tortilla - Bag,Chuck Roast/lbs. - lbs,Cinnamon Rolls - Pack,Clean Plate Pantry Choice ($11.5) - Jar,Coconut Oil Pint Organic - Pint,Coconut Oil Quart - Quart,Coffee Stringbean Decaf - Bag,Cornmeal - Oz.,Cranberry Orange Milk Choc. Bark - Each,Croissants - Pack,Croissants - Frozen - Pack,Crunchy Peanut Butter - Jar,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curds Taco Spice 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Bon Bons - Pack,Dark Chocolate Caramels - Pack,Dark Chocolate Coffee Bark - Pack,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Date Syrup - Bottle,Egg Noodles - Oz.,Eggnog - half gallon - Oz.,Eggs - Dozen,English Muffin Sourdough - Frozen - Pack,FF - Fry Bread - Bag,FF Dish - Fried Rice - Oz.,FF Dish - Masala - Pint,FF Dish - Saag Paneer - Pint,FF Dish - Smoked Salmon Gnocchi - Pint,FF Grits - Smoked Gouda - Pint,FF Pasta - Mac N Cheese - Tub,FF Sauce - Puttanesca - Pint,FF Sauce - Thai Peanut - Half Pint,FF Side - Jalapeno Cheesy Grits - Pint,FF Soup - Carrot & Lentil  - Pint,FF Soup - Chowder - Pint,FF Soup - Tom Kha - Pint,Feta Cheese - HBC - Each,Field to Fire $11.75 Option - Choice,Flaked Salmon/lb. - Lb.,Flank Steak/lbs. - lbs,Flour - Bread 5# - Lb.,Flour - HRS Sifted Bread  - Bag,Frozen Bagel Choice ($11.0) - Bag,Funds for Snacks - Each,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Gift - Dine & Dash - Bag,Gluten Free Black Beans & Rice - Tub,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Gnocchi - Sweet Potato  - Lb.,Goat Bratwurst - 4-pack,Gr. Beef Bundle DM ( 5-pack) - Each,Granola Bar - Each,Grits - Oz.,Ground Beef - D&M - Lb.,Ground Beef - Wagyu MJC - Lb.,Ground Lamb  - Lb.,Ham Hocks/lb. - Pack,Ham Steak RFF/lb. - Each,Hoagie - T - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Wildflower - Bottle,Honey - lg. 24 oz mbb  - Jar,Honey - med. 12 oz. mbb  - Each,Honey - sm. 6oz mbb.  - Each,Hot Sauce - Green - Oz.,Hot Sweet Dills qt. - Quart,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Hummus Choice ($6.75) - Tub,Jalapeno Pepper Relish - Pint,Jalapenos - Fire Roasted - Oz.,Jam - Peach HBY - Jar,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Kairos Sourdough Choice $5 - Pack,King Salmon Flakes/LB* - $,Kohlrabi  - Head,Kuva Brazil - Bag,Kuva Ethiopian - Bag,Lamb Gyro w/ Feta & Spinach - Lb.,Lamb Shank/lb. - Lb.,Lard/8 oz - Tub,Lasagna (1.0 Cheese) - Cheese,Lasagna (1.0 Mushroom) - Mushroom,Lemon Tarragon Vinaigrette - Bottle,Lettuce - Bibb - Head,Light and Mild - T - Loaf,Light and Mild - Wednesday - Loaf,Loofah Soap (1.0 Cedar Rosemary) - Cedar Rosemary,Louise's Cocoa Brownie Crisp Granola - Bag,Louise's Original Granola - Bag,Manicotti - Spinach - Package,Maple Syrup 12 oz. - Jar,Marbled Rye - Thursday - Each,Marbled Rye -Wednesday - Loaf,Marinara Sauce - Jar,Marshmallow Pie - Each,Meatballs D&M - Package,Mexican Dark Bark - Package,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate Caramels - 4-pack,Milk Chocolate Lolli - Each,Milk Chocolate PB Bon Bons - Pack,Milk Chocolate Square - Each,Missouri Pecans (1.0 Halves) - Halves,Multigrain Bread  - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Chestnut - Bag,Mushrooms - French Horn/King - Bag,Mushrooms - Hen of the Woods/Maitake - Bag,Mustard - Choice,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Honey) - Honey,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,Oat Flour Pancake Mix - Bag,Oat Groats Organic - Bag,Oat Porridge Bread - T - Each,Oat Porridge Bread - Wednesday - Loaf,Oats - 1lb. - Choice,Oats - 1lb. (1.0 Fine) - Fine,Oats - 1lb. (1.0 Rolled) - Rolled,Oats - Rolled 5# - Bag,Olive Oil Large - Bottle,Olive Oil Medium - Bottle,Organic Sugar - Lb.,Pasta - Gluten Free Long LV - Each,Pasta - Short Egg  - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Peaches - Spiced - Jar,Pink Sauce - Oz.,Pita Bread - Frozen - Pack,Pizza - Bacon Bacon   - Each,Pizza Sauce - Jar,Pizza Sourdough - Frozen - Pack,Polenta - Oz.,Polish Dill Pickles - Quart,Popcorn - McKaskle - Lb.,Popcorn - White - Lb.,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Chorizo (bulk) - Lb.,Pork - Deli Ham RFF/lb. - Lb.,Pork - Ground  - Lb.,Pork - Kielbasa - Pack,Pork - Tenderloin/lb - Lb.,Pork - Tenderloin/lb - Wee - Lb.,Pork Andouille Links - D&M - Each,Pork Bacon Burgers - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Chop Bone-in /lb. - Lb.,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Loin - boneless/LB - Each,Pork Sausage - s&p - Pack,Pork Shoulder Small/lb. - Pack,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - Honey 4pk - Pack,Pork Steaks/lb. - Pack,Potato Chips Kickers Lg - Oz.,Potato Chips Kickers med - Oz.,Potato Chips Original Lg - Oz.,Potatoes - Regular - lbs,Potatoes - Sweet - lbs,Powder - Lion's Mane Mushrooms - Each,Pretzel Slider Buns - Bag,Pretzel Slider Buns - Frozen - Bag,Purple Straw SRW Pastry Wheat Flour  - Bag,Purple Straw SRW Sifted Wheat Flour - Bag,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,Radishes - Purple Heart - Bunch,Radishes - Spanish Black - Lb.,Radishes - Watermelon  - Lb.,Ravioli - 4-Cheese - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Goat Cheese  - Lb.,Ravioli - Mushroom  - Lb.,Raviolini - Four Cheese - Lb.,Red Chile Sauce - Jar,Ribeye Steak /lb - Pack,Ribs - Baby Back/lb. - Lb.,Rice - Basmati Brown - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Salame - Calabrese - Package,Salame - Veneto - Pack,Salmon - Fillet Pieces/LB* - Each,Salmon - Fillet Whole/LB - Each,Salsa - Gringo's Mild - Jar,Scary Squash - Acorn - Each,Scary Squash - Mashed Potato - Each,Sea Scallops/LB - Bag,Seedy Wheaty - Frozen - Loaf,Seedy Wheaty Bread - Loaf,Semolina - T - Loaf,Semolina - Wednesday - Loaf,Sesame Hoagie - T - Each,Sesame Hoagie -W - Each,Shakshuka Sauce - Jar,Shoots - Broccoli - Bag,Shoots - Fennel - Bag,Shoots - Pea - Bag,Shoots - Specialty Mix - Bag,Skirt Steak/lbs. - Each,Sliced Summer Sausage - Bag,Sorghum Molasses Syrup - Jar,Sourdough Bread - Lb.,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Spicy Dill Pickles - Quart,Spinach - Bag,Staff - Something to ask Jamie - Oz.,Staff - include last wk's share - Bag,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Sweet Dill Pickles - Quart,Tahini - Pint,Tallow Cream - Unscented - Jar,Tarragon Peppers - Jar,Tastachio - Shelled - Oz.,Tastachios - Oz.,Thick Cut Dill Pickles - Quart,Tomato Juice - Quart,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Tortellini - Mushroom - Lb.,Turkey Drumsticks/lbs. - Lb.,Turmeric - Bag,Turnips - Japanese/White - Lb.,Umami Heat - Japanese - Bag,Vinaigrette - Greek Style - Bottle,Wheat Berries - Bag,White Rice Cooked - Lb.,Wild Cod/LB* - Pack,Wildcard $9.5 - Each,Winter Squash - Baked Potato - Each,Winter Squash - Buttercup (1.0 Large) - Large,Winter Squash - Buttercup (1.0 Medium) - Medium,Winter Squash - Buttercup (1.0 Small) - Small,Winter Squash - Butternut (1.0 Large) - Large,Winter Squash - Butternut (1.0 Medium) - Medium,Winter Squash - Butternut (1.0 Small) - Small,Winter Squash - Georgia Candy Roaster - Each,Winter Squash - Mashed Potato - Each,Winter Squash - Pie Pumpkin - Each,Winter Squash - Spaghetti (1.0 Large) - Large,Winter Squash - Spaghetti (1.0 Small) - Small,Winter Squash - Tetsukabuto - Each,Yogurt - Blueberry - Oz.,Yogurt - Plain - Oz.,Yogurt - Strawberry - Oz.,Yogurt - Vanilla - Oz.,Yogurt Choice  - Each,oo'ma'me - Indian - Jar,oo'ma'me - Mexican - Jar,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,(BYO) KWG - Orders Only,"BYO - No Share, Order Only",No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Chocolate MILK,Cream pint,Creamline MILK,Creamline MILK-e,Creamline MILK-o,Eggs - Buttonwood,Ground Chicken -o,Half & Half,Multigrain Bread,Skim MILK,Skim MILK-e,Whole MILK,Whole MILK-e,Whole MILK-o
Total - 2026-01-21,,,3.0,5.0,5.0,1.0,,4.0,,,,1.0,,,4.0,,20.0,,2.0,1.0,2.0,,,1.0,,,1.0,,1.0,2.0,,,,,,2.0,1.0,1.0,,,1.0,,,,1.0,3.0,3.0,3.0,,1.0,1.0,,3.0,,,,,,2.0,21.0,7.0,10.0,4.0,4.0,5.0,20.0,8.0,10.0,2.0,2.0,,6.0,1.0,,,,1.0,6.0,,4.0,1.0,,1.0,3.0,1.0,1.0,5.0,1.0,1.0,,,,,3.0,,1.0,1.0,1.0,,1.0,2.0,,2.0,13.0,1.0,9.0,1.0,11.0,1.0,,,4.0,1.0,2.0,4.0,,1.0,2.0,1.0,,1.0,,,,,1.0,,,5.0,2.0,9.0,,,,1.0,,,15.0,1.0,,8.0,,,4.0,,,,,,,1.0,1.0,1.0,9.0,,,,6.0,,5.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,2.0,2.0,1.0,,,1.0,1.0,2.0,2.0,1.0,,,58.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,,5.0,1.0,,,,,,1.0,,,,2.0,1.0,,2.0,1.0,1.0,6.0,,15.0,,,1.0,1.0,,8.0,2.0,,,,,,1.0,1.0,3.0,3.0,2.0,1.0,,,2.0,,3.0,2.0,1.0,,11.0,,,,,1.0,1.0,,,25.0,,4.0,,1.0,2.0,1.0,4.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,5.0,2.0,,14.0,1.0,2.0,11.0,2.0,3.0,3.0,,,,,,1.0,,,4.0,,,1.0,3.0,,1.0,,,,4.0,2.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,4.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,1.0,3.0,,,,1.0,,1.0,1.0,,,,8.0,13.0,1.0,2.0,1.0,,,1.0,5.0,2.0,4.0,5.0,,2.0,1.0,,2.0,,,,1.0,,2.0,,1.0,7.0,,,1.0,,,,2.0,1.0,10.0,,4.0,,,,,,2.0,2.0,1.0,,1.0,,2.0,16.0,1.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,3.0,1.0,2.0,,4.0,4.0,1.0,,,,,2.0,,,,2.0,2.0,10.0,1.0,1.0,,3.0,1.0,1.0,1.0,,5.0,1.0,,6.0,,,1356.98,33.0,16.0,6.0,18.0,39.0,,,,1.0,1.0,,2.0,1.0,,2.0,,1.0,3.0,7.0,,1.0,,,3.0,,2.0
Total - 2026-01-22,,1.0,,,9.0,3.0,,,,,,,1.0,1.0,3.0,,17.0,,1.0,6.0,,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,2.0,4.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,15.0,8.0,5.0,3.0,2.0,21.0,12.0,7.0,8.0,9.0,1.0,1.0,,,,3.0,4.0,6.0,6.0,,3.0,2.0,11.0,3.0,,,3.0,,3.0,8.0,,,1.0,8.0,1.0,,,3.0,2.0,2.0,10.0,3.0,2.0,1.0,,,3.0,,2.0,18.0,,4.0,3.0,19.0,1.0,,1.0,2.0,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,4.0,1.0,2.0,4.0,3.0,16.0,,2.0,7.0,,1.0,,14.0,5.0,,3.0,3.0,,9.0,3.0,2.0,1.0,1.0,,,1.0,,1.0,6.0,,,3.0,2.0,1.0,5.0,3.0,1.0,,1.0,,1.0,1.0,,,,,,4.0,1.0,,,,,,,1.0,2.0,,2.0,,2.0,,1.0,,69.0,4.0,1.0,1.0,,4.0,1.0,,1.0,,1.0,1.0,2.0,4.0,3.0,1.0,8.0,1.0,,2.0,,,,2.0,4.0,,1.0,1.0,,,1.0,,,4.0,,20.0,1.0,,,,8.0,,3.0,1.0,1.0,,,,,1.0,2.0,,2.0,2.0,1.0,2.0,,4.0,,2.0,2.0,1.0,5.0,1.0,,,,1.0,,1.0,,22.0,4.0,,1.0,,1.0,1.0,5.0,2.0,,1.0,,2.0,2.0,,,,3.0,,1.0,6.0,3.0,,18.0,2.0,2.0,6.0,1.0,5.0,7.0,,1.0,,,1.0,,,4.0,,,1.0,,3.0,1.0,,,1.0,,6.0,,,,1.0,,2.0,1.0,,,,3.0,1.0,1.0,,1.0,3.0,1.0,,,1.0,,1.0,1.0,,,2.0,5.0,,,,1.0,,1.0,2.0,,,,8.0,9.0,1.0,1.0,,2.0,,3.0,4.0,2.0,,3.0,,2.0,,,,,,,1.0,3.0,3.0,1.0,,4.0,,1.0,,,,2.0,3.0,10.0,,4.0,,1.0,,,1.0,2.0,,,2.0,,2.0,2.0,,21.0,,2.0,2.0,3.0,2.0,,1.0,1.0,,,1.0,,1.0,,,1.0,,4.0,,2.0,1.0,,1.0,7.0,3.0,1.0,,2.0,4.0,3.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,14.0,1.0,1.0,7.0,,,1755.7902,37.0,21.0,13.0,17.0,39.0,1.0,,,2.0,4.0,,2.0,,,,,,1.0,,1.0,,2.0,,8.0,,2.0
Total - 2026-01-28,,,2.0,3.0,10.0,2.0,1.0,3.0,2.0,,1.0,,1.0,1.0,5.0,4.0,15.0,,,1.0,2.0,,,1.0,,,1.0,,1.0,,3.0,,,,,1.0,,,1.0,,5.0,1.0,,,,3.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,1.0,19.0,4.0,7.0,7.0,4.0,2.0,24.0,7.0,5.0,,2.0,2.0,4.0,2.0,5.0,4.0,,,1.0,1.0,3.0,1.0,,,1.0,1.0,4.0,3.0,6.0,,1.0,,1.0,4.0,2.0,3.0,4.0,2.0,5.0,1.0,3.0,1.0,1.0,,10.0,,3.0,1.0,10.0,,2.0,,3.0,2.0,3.0,1.0,1.0,,1.0,5.0,,1.0,,,,,5.0,,,,,6.0,,,1.0,2.0,,,15.0,9.0,1.0,4.0,2.0,2.0,9.0,,,,1.0,1.0,1.0,,1.0,1.0,3.0,,,1.0,2.0,,5.0,,,,,,,,1.0,2.0,,,,,1.0,,1.0,1.0,3.0,,2.0,,,,1.0,2.0,,,,1.0,81.0,4.0,,,1.0,1.0,1.0,,,,2.0,1.0,,,1.0,3.0,1.0,,1.0,,1.0,4.0,,1.0,2.0,1.0,,2.0,,,2.0,,,7.0,1.0,5.0,2.0,,1.0,,,,,5.0,,,1.0,,2.0,,6.0,3.0,7.0,8.0,,,,,,2.0,,,8.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,3.0,,1.0,1.0,1.0,,,3.0,1.0,,19.0,4.0,2.0,18.0,1.0,2.0,10.0,1.0,,1.0,8.0,,2.0,,1.0,,1.0,,,2.0,,1.0,,5.0,2.0,,,,2.0,3.0,,,1.0,,,,2.0,1.0,,2.0,,4.0,,,,,6.0,2.0,4.0,1.0,1.0,,3.0,,,5.0,2.0,1.0,,,1.0,,1.0,,1.0,1.0,5.0,15.0,,,1.0,,,2.0,4.0,,1.0,2.0,,3.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,3.0,,,1.0,5.0,,,,,,1.0,4.0,,4.0,1.0,,,2.0,1.0,,,18.0,,2.0,1.0,,,,,,1.0,1.0,,1.0,2.0,2.0,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,3.0,2.0,,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,,1.0,1381.7498,37.0,15.0,4.0,20.0,35.0,,,,,,2.0,,1.0,1.0,2.0,,,,,,,,,3.0,2.0,
Total - 2026-01-29,2.0,1.0,4.0,2.0,6.0,4.0,1.0,3.0,,1.0,,,,1.0,2.0,2.0,14.0,1.0,2.0,5.0,4.0,1.0,,,,,1.0,1.0,,,5.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,,1.0,,,2.0,2.0,3.0,2.0,1.0,,2.0,,1.0,,13.0,8.0,4.0,2.0,,20.0,11.0,5.0,11.0,6.0,3.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,,16.0,5.0,,3.0,,1.0,3.0,2.0,,1.0,,7.0,,2.0,2.0,1.0,3.0,3.0,3.0,,1.0,2.0,1.0,,,1.0,,11.0,,5.0,1.0,15.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,4.0,,,,,14.0,1.0,,1.0,1.0,1.0,6.0,20.0,12.0,,,3.0,,7.0,3.0,,,2.0,,,,,1.0,5.0,1.0,1.0,,2.0,3.0,4.0,7.0,,1.0,1.0,1.0,,,,,1.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,3.0,,,,93.0,5.0,2.0,,,1.0,1.0,,,1.0,1.0,1.0,,2.0,,,,,,1.0,,1.0,2.0,1.0,2.0,,,2.0,,1.0,1.0,,,6.0,1.0,8.0,7.0,3.0,,,,,,2.0,,1.0,2.0,2.0,,2.0,4.0,1.0,5.0,12.0,,,,,,1.0,,,3.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,3.0,,,1.0,,1.0,,1.0,1.0,1.0,5.0,,,24.0,2.0,,23.0,1.0,3.0,4.0,2.0,2.0,3.0,11.0,1.0,2.0,1.0,1.0,,1.0,1.0,,6.0,1.0,2.0,,4.0,,1.0,,2.0,9.0,,,1.0,2.0,,1.0,,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,1.0,,4.0,,,,,1.0,1.0,1.0,,4.0,,,1.0,,1.0,,,1.0,,,7.0,14.0,,,1.0,1.0,1.0,,3.0,2.0,,5.0,3.0,1.0,1.0,,2.0,,2.0,1.0,,2.0,,,,3.0,1.0,,,1.0,1.0,2.0,2.0,,,,,,3.0,,,3.0,,,,,1.0,2.0,,18.0,,5.0,1.0,1.0,,,,,,2.0,,,1.0,3.0,1.0,,,3.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,3.0,1.0,1.0,,4.0,1.0,1.0,3.0,4.0,6.0,3.0,1.0,3.0,1.0,,1697.5698,36.0,21.0,13.0,15.0,37.0,1.0,1.0,2.0,,4.0,5.0,,,,,2.0,,,,1.0,,2.0,1.0,8.0,4.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
