Delivery Date,Beef Bones - Knuckle/lb. - lbs,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Jam Choice (Lg. $7) - Pint,Thanksgiving Turkey Pre-order - Lb.,Watermelon - Seeded (1.0 XL) - XL,Milk - 2%  - Oz.,Milk - Chocolate - Oz.,Milk - Creamline - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Almond Butter  - Pint,Cashew Butter - Roasted - Pint,Cashews Salted - Oz.,Cheddar - Hatch Pepper - Pack,Cheddar - Tipsy - Pack,Cheddar - White MJC - Pack,Cheese Curds (1.0 Herb) - Herb,Cheese Curds (1.0 Plain) - Plain,Dates - Oz.,Eggs - BW - Dozen,Goshen Black Dog 5 LB - Lb.,Goshen Bona Fide - Oz.,Goshen French Roast - Oz.,Gouda - Cave Aged - Pack,Gouda - Smoked - Pack,Ground Beef 80/20 - Lb.,Ground Beef 90/10 - Lb.,Half & Half - Pint,Havarti - MJC - Pack,Jam - Apricot HBY - Pint,Jam - Grape HBY - Pint,Jam - Peach CF - Oz.,Jam - Red Raspberry HBY - Pint,Jam - Strawberry - Rhubarb  - Pint,Jam - Strawberry CF - Oz.,Jam - Strawberry HBY - Pint,Jam - Summer Trio CF - Oz.,Mozzarella  - Pack,Peanut Butter EW - Pint,Peanut Butter MC - Pint,Peanuts - Salted Roasted - Oz.,Pecans Halves - Oz.,Pepitas - Oz.,Pignolas (Pine Nuts) - Oz.,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Medium  - Pint,Squash - Acorn (1.0 Medium) - Medium,Stringbean Malawi Peaberry - Oz.,Tomme - Cave Aged - Pack,Walnuts - Oz.,Yogurt - Greek Plain - Oz.,Yogurt - Greek Vanilla - Oz.,Milk - Heavy Cream  - Oz.,Pizza - Cheese  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,$ for green bags donation - $,Cooler Donation - $,Cooler Repair Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,80/20 Ground Beef Bundle (1.0 5-pack) - 5-pack,Aged Cheddar - HBC - Each,Almond Butter - Crunchy  - Pint,Apple Butter - Pint,Apple Butter - No Sugar - Pint,Apple Butter - Organic - Pint,Apple Cider - Half Gallon,Apple Sauce - Chunky - NS - Quart,Apple Sauce - w/sugar - qt. - Jar,Apples -  Gala - Share,Apples - Golden Supreme - Bag,Apples - Jonagold - Bag,Apples - Jonathan - Share,Apples - Organic Empire - Bag,Apples - Organic Red Delicious - Share,Apples - Ozark Gold - Bag,Applewood Smoked Cheddar - Each,Arrabiatta Sauce KP - Tub,Arugula - Share,Asian Eggplant  - Each,Baby Swiss - MJC - Pack,Bacon  - Each,Bacon - Uncured - Pack,Bagels - Everything  - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Raisin - Bag,Baklava  - Each,Beef - Stew Meat - Pack,Beef Kabob Meat - Lb.,Beets - Pickled - Quart,Beets w/Tops - Bunch,Bibb Lettuce - Head,Bison - Ground - Lb.,Black Beans DC - Tub,Black Pepper Cheddar - Each,Boerewors Sausage - Pack,Bok Choy - Share,Brazil Nuts - Bag,Bread Pudding (1.0 Maple) - Maple,Bread Pudding - Muffin - Each,Brioche - Buns - Frozen - Bag,Broccoli - Lb.,Buns - John Dough - Frozen - Bag,Buttermilk - Qt.  - Quart,CBD - Happy - Lemon  - 10-pack,CBD - Sleep - Blackberry Mint - 10-pack,Carrots - Lb.,Celeriac - Head,Cheese - Aged Alpine - Pack,Cheese - Feta Goat Cheese PF - Tub,Chestnuts - Bag,Chevre PF (1.0 Herb) - Herb,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Livers /lb - Pack,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.50/lb. - Each,Chicken - Whole - Wee /lb. - Each,Chicken Breast - Wee  /lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Links - Chorizo - Lb.,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee - lbs,Chicken Wings/lb. - lbs,Chinese Cabbage  - Head,Chips - Tortilla - Bag,Chuck Roast/lbs. - lbs,Cinnamon Rolls - Pack,Cinnamon Rolls - Frozen - Pack,Coconut Oil Quart - Quart,Collards - Bunch,Cornmeal - Oz.,Croissants - Pack,Crunchy Peanut Butter - Jar,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Jalapeno Habanero 10 oz - Bag,Cylindra Beets - Lb.,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Fudge Sauce  - Jar,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Decorative Gourd - Medium,Del Carmen Choice - Tub,Eggplant - Dancer - Lb.,Eggplant - Fairy Tale - Pint,Eggs - Dozen,Eggs - Flourish - Dozen,Endive - Head,Espresso Cheddar - Each,Feta Cheese - HBC - Each,Flaked Salmon/lb. - Lb.,Flour - Bread 5# - Lb.,Fresh Basil - Bunch,Fresh Herb - Sage - Bunch,Fresh Herb - Thyme - Bunch,Garlic - Cured Hd - Head,Ghost Pepper Cheddar - Each,Globe Eggplant (1.0 Large) - Large,Gluten Free Black Beans  - Tub,Gnocchi - Spinach  - Lb.,Gnocchi - Sweet Potato  - Lb.,Grains Choice - Corn - Bag,Granola - Cranberry Almond - Pack,Granola Bar - Each,Green Beans - Bag,Green Bell Pepper - 3-pack,Grits - Lb.,Ground Lamb  - Lb.,Ham Hocks/lb. - Pack,Ham Steak RFF/lb. - Each,Head Lettuce - Medium - Head,Honey - Gallon - Jar,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Squeeze Bottle - Bottle,Honey - Wildflower - Bottle,Honey - med. 12 oz. mbb  - Each,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Jailhouse Jalapeno Brew - Jar,Jalapenos - 5-pack,Jam - Boysenberry HBY - Jar,Jam - Damson Plum HBY - Pint,Jam - Rhubarb HBY - 1-each,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Kale - Dinosaur - Share,Kale - Green Curly - Share,Lasagna (1.0 Spinach) - Spinach,Lettuce Mix - Bag,Light and Mild - Thursday - Loaf,Light and Mild - Wednesday - Loaf,Little Smokies - 2 pk - Each,Maple Syrup 12 oz. - Jar,Marinara Sauce KP - Tub,Marshmallow Pie - Each,Mexican Dark Bark - Package,Microwave Popcorn Popper - Box,Milk Chocolate Bar - Pack,Milk Chocolate Lolli - Each,Milk Chocolate Salted Bark - Pack,Milk Chocolate Square - Each,Multigrain Bread  - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Hen of the Woods - Bag,Mustard (1.0 Onion) - Onion,Oats - 1lb. (1.0 Rolled) - Rolled,Oats - Rolled 5# - Bag,Olive Oil Refill - XL,Olive Oil Small - ML,Olive Oil large - Liter,Onions - Red  - Bag,Onions - Yellow - Lb.,Orange Milk 12 oz. - Bottle,Organic Sugar - Lb.,Pacific Cod/LB - Pack,Pasta - Gluten Free Long LV - Each,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Patty Pan Squash - Lb.,Patty Pan Squash Large - Each,Pepper - Colored Bell - 3-pack,Pepper - Red Bell - 3-pack,Peppers - Aleppo (Hot) - Bag,Peppers - Gong (hot) - Bag,Peppers - Poblanos - Bag,Peppers - Shishitos - Bag,Pesto - Kale Walnut - 1-each,Pizza - Black Garlic KP - Each,Pizza - Margherita KP - Each,Pizza - Sausage & Uncured Bacon KP - Each,Polenta - Oz.,Popcorn - McKaskle - Lb.,Popcorn - Yellow EO - Bag,Popped Corn - Organic - Bag,Pork - Brats Bacon Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast ($8) - Pack,Pork - Chorizo (bulk) - Lb.,Pork - Ground  - Lb.,Pork - Kielbasa - Pack,Pork - Tenderloin/lb - Lb.,Pork Andouille Links - D&M - Each,Pork Apple Brat  - Pack,Pork Breakfast Link D&M - Pack,Pork Chop Bone-in /lb. - Lb.,Pork Cutlets /lb - Lb.,Pork Italian Bulk - D&M - Lb.,Pork Italian Sausage - Pack,Pork Sausage - s&p - Pack,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Steaks/lb. - Pack,Potatoes - Fingerling - Lb.,Potatoes - Red - lbs,Potatoes - White - Bag,Pretzel Slider Buns - Frozen - Bag,Pumpkin (1.0 Large) - Large,Pumpkin (1.0 Medium) - Medium,RL Chocolate Milk - Bottle,Radish - Bunch - Bunch,Radishes - Mini Daikon - Bunch,Ravioli - 4-Cheese  - Lb.,Ravioli - Butternut Squash  - Lb.,Red Chile Sauce - Jar,Red Russian Kale - Bag,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - White - Lb.,Roasted Corn Snack - Chili Lime - Bag,Roasted Corn Snack - Ranch - Bag,Roasted Corn Snack - Salted  - Bag,SALE! Half & Half 10/13 - Lb.,Salame - Finocchiona - Each,Salame - Veneto - Pack,Sale Bell Peppers - 3-pack,Sale! Whole Milk 10/13 - Each,Salmon - Fillet Pieces - Each,Seeded Janie's - Thursday - Loaf,Seedy Wheaty - Frozen - Loaf,Seedy Wheaty Bread - Loaf,Shoots - Fennel - Pack,Shoots - Pea - Share,Shoots - Specialty Mix - Share,Sliced Summer Sausage - Bag,Sourdough Bread - Frozen - Lb.,Sparkling Tea - Elderflower Lemon - 4-pack,Sparkling Tea - Ginger Roselle - 4-pack,Sparkling Tea - Lavender Lemongrass - 4-pack,Squash -  Butternut (1.0 Large) - Large,Squash -  Butternut (1.0 Medium) - Medium,Squash -  Butternut (1.0 Small) - Small,Squash - Autumn Frost - Each,Squash - Mashed Potato - Each,Staff - Something to ask Jamie - Oz.,Stringbean Half Caf - Bag,Sweet Potatoes - lbs,Tahini - Pint,Thanksgiving T. Breast - Pack,Thick Cut Dill Pickles - Quart,Toffee - Package,Tomatoes - Slicing - Bag,Tortellini - Cheese - Lb.,Tortellini - Mushroom - Lb.,Turnips - Japanese - Lb.,Watermelon - Seedless  (1.0 Small) - Small,Wildcard $3.25 - Each,Winter Squash - Buttercup (1.0 Medium) - Medium,Winter Squash - Honeynut - Each,Winter Squash - Red Kuri - Each,Yogurt - Coconut - Oz.,Yogurt - Raspberry - Pint,Yogurt - Yo Bul Plain - Oz.,Yogurt Choice  - Oz.,oo'ma'me - Chinese - Jar,oo'ma'me Choice - Jar,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,(BYO) FSG - Orders Only,"BYO - No Share, Order Only",No Produce - Order Only (odd wk),2% MILK,2% MILK-o,CREAM - o,Chocolate MILK,Creamline MILK,Eggs - Buttonwood,Multigrain Bread,Skim MILK,Whole MILK,Whole MILK-o,YoBul plain yogurt
Total - 2023-10-11,,1.0,2.0,5.0,6.0,36.0,1.0,5.0,1.0,,1.0,4.0,2.0,,1.0,1.0,1.0,3.0,3.0,,1.0,23.0,,,,1.0,2.0,13.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,,2.0,3.0,2.0,2.0,7.0,5.0,,,,,,,3.0,14.0,10.0,10.0,6.0,12.0,3.0,22.0,12.0,13.0,3.0,4.0,,2.0,,,,2.0,3.0,,,1.0,1.0,7.0,4.0,1.0,7.0,4.0,7.0,7.0,5.0,5.0,7.0,1.0,1.0,14.0,4.0,,4.0,1.0,5.0,2.0,,1.0,,2.0,2.0,2.0,2.0,8.0,1.0,,2.0,,4.0,1.0,,1.0,1.0,23.0,,1.0,,1.0,1.0,,2.0,,6.0,3.0,1.0,16.0,1.0,,3.0,,1.0,7.0,1.0,,2.0,3.0,2.0,9.0,2.0,,,,1.0,4.0,1.0,3.0,2.0,,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,,1.0,2.0,2.0,70.0,4.0,8.0,,,1.0,,7.0,4.0,5.0,11.0,,5.0,1.0,1.0,,6.0,2.0,3.0,20.0,3.0,,1.0,1.0,1.0,7.0,,2.0,2.0,,,1.0,1.0,2.0,4.0,,3.0,,,,,9.0,4.0,3.0,,6.0,,12.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,,15.0,1.0,16.0,1.0,1.0,8.0,2.0,,2.0,,,5.0,4.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,12.0,,1.0,1.0,1.0,13.0,3.0,2.0,2.0,8.0,1.0,5.0,4.0,,,,1.0,2.0,,11.0,,1.0,14.0,3.0,2.0,4.0,,1.0,3.0,,,,,1.0,,,4.0,6.0,5.0,1.0,1.0,,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,1.0,1.0,2.0,1.0,3.0,,3.0,,1.0,5.0,3.0,1.0,1.0,,5.0,1.0,,1.0,1.0,2.0,2.0,3.0,2.0,1.0,,11.0,1.0,2.0,1.0,1.0,15.0,2.0,,1.0,2.0,5.0,1.0,6.0,2.0,2.0,4.0,7.0,10.0,1.0,,2335.3003,28.0,13.0,13.0,26.0,46.0,1.0,,1.0,3.0,,1.0,1.0,,1.0,1.0,1.0,4.0,7.0,1.0
Total - 2023-10-12,1.0,2.0,4.0,5.0,4.0,40.0,1.0,6.0,,1.0,,6.0,1.0,1.0,,,1.0,1.0,,3.0,2.0,14.0,1.0,1.0,2.0,,1.0,21.0,5.0,5.0,,,1.0,,,1.0,1.0,1.0,,4.0,4.0,2.0,1.0,,,,,1.0,3.0,1.0,2.0,,11.0,9.0,1.0,2.0,22.0,3.0,5.0,5.0,2.0,22.0,10.0,11.0,17.0,8.0,5.0,,,,3.0,11.0,4.0,,4.0,10.0,5.0,1.0,2.0,1.0,1.0,1.0,,6.0,,,15.0,2.0,5.0,2.0,3.0,2.0,4.0,1.0,,13.0,5.0,1.0,3.0,,1.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,11.0,,3.0,1.0,,1.0,6.0,,1.0,3.0,2.0,33.0,1.0,1.0,1.0,,,5.0,,3.0,14.0,,,21.0,1.0,4.0,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,1.0,4.0,1.0,,10.0,,,2.0,3.0,2.0,1.0,4.0,,1.0,1.0,,,1.0,1.0,6.0,8.0,1.0,88.0,5.0,7.0,1.0,2.0,1.0,1.0,9.0,4.0,3.0,9.0,1.0,4.0,,,1.0,6.0,2.0,8.0,15.0,3.0,1.0,2.0,2.0,1.0,10.0,1.0,,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,11.0,,6.0,8.0,1.0,8.0,12.0,,,1.0,1.0,1.0,,,2.0,3.0,1.0,2.0,8.0,2.0,17.0,2.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,8.0,1.0,,10.0,,,,,4.0,9.0,2.0,1.0,,2.0,15.0,4.0,,3.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,9.0,3.0,2.0,18.0,1.0,,,1.0,,3.0,1.0,1.0,1.0,1.0,,1.0,5.0,3.0,1.0,7.0,,1.0,4.0,3.0,5.0,5.0,,3.0,,2.0,,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,4.0,1.0,4.0,2.0,1.0,5.0,2.0,,2.0,1.0,3.0,1.0,1.0,,1.0,2.0,1.0,3.0,8.0,1.0,4.0,9.0,1.0,9.0,,1.0,15.0,3.0,2.0,5.0,2.0,11.0,2.0,14.0,6.0,2.0,1.0,6.0,9.0,,1.0,2268.75,42.0,23.0,20.0,26.0,35.0,,1.0,2.0,4.0,3.0,,,2.0,,,2.0,7.0,1.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,1.0,3.0,6.0,10.0,10.0,76.0,2.0,11.0,1.0,1.0,1.0,10.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,37.0,1.0,1.0,2.0,1.0,3.0,34.0,8.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,2.0,18.0,14.0,1.0,2.0,22.0,3.0,5.0,5.0,5.0,36.0,20.0,21.0,23.0,20.0,8.0,22.0,12.0,13.0,6.0,15.0,4.0,2.0,4.0,10.0,5.0,3.0,5.0,1.0,1.0,2.0,1.0,13.0,4.0,1.0,22.0,6.0,12.0,9.0,8.0,7.0,11.0,2.0,1.0,27.0,9.0,1.0,7.0,1.0,6.0,5.0,1.0,2.0,1.0,3.0,9.0,3.0,13.0,8.0,4.0,1.0,2.0,1.0,10.0,1.0,1.0,4.0,3.0,56.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,20.0,3.0,1.0,37.0,2.0,4.0,4.0,1.0,1.0,12.0,2.0,1.0,3.0,4.0,5.0,17.0,3.0,1.0,4.0,1.0,1.0,14.0,1.0,3.0,4.0,3.0,3.0,2.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,10.0,3.0,158.0,9.0,15.0,1.0,2.0,2.0,1.0,16.0,8.0,8.0,20.0,1.0,9.0,1.0,1.0,1.0,12.0,4.0,11.0,35.0,6.0,1.0,3.0,3.0,2.0,17.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,7.0,1.0,4.0,1.0,2.0,1.0,11.0,9.0,10.0,11.0,1.0,14.0,12.0,12.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,23.0,3.0,33.0,3.0,2.0,18.0,5.0,1.0,4.0,1.0,1.0,13.0,5.0,1.0,25.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,2.0,1.0,3.0,28.0,7.0,2.0,5.0,9.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,20.0,3.0,3.0,32.0,4.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,12.0,1.0,2.0,4.0,5.0,11.0,7.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,7.0,1.0,7.0,2.0,2.0,10.0,5.0,1.0,3.0,1.0,8.0,2.0,1.0,1.0,2.0,4.0,3.0,6.0,10.0,2.0,4.0,20.0,2.0,11.0,1.0,2.0,30.0,5.0,2.0,6.0,4.0,16.0,3.0,20.0,8.0,4.0,5.0,13.0,19.0,1.0,1.0,4604.0503,70.0,36.0,33.0,52.0,81.0,1.0,1.0,3.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,11.0,8.0,1.0
