Delivery Date,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Sirloin Steak - Pack,Milk - 2%  - Oz.,Milk - Chocolate - Oz.,Milk - Creamline - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Almond Butter  - Pint,Cashew Butter - Raw - Pint,Cashews Salted - Oz.,Cheddar - Hatch Pepper - Pack,Cheddar - Mauna Loa - Pack,Cheddar - Tipsy - Pack,Cheddar - White MJC - Pack,Cheese Curds (1.0 Spicy) - Spicy,Coffee Stringbean Red Eye  - Oz.,Eggs - BW - Dozen,Goshen Black Dog - Oz.,Goshen Black Dog 5 LB - Lb.,Goshen Bona Fide - Oz.,Goshen Bona Fide 5 LB - Lb.,Goshen French Roast - Oz.,Goshen Old School Tattoo - Oz.,Gouda - Smoked - Pack,Ground Beef 80/20 - Lb.,Ground Beef 90/10 - Lb.,Half & Half - Pint,Havarti - MJC - Pack,Jam - Black Raspberry HBY - Pint,Jam - Blackberry HBY - Pint,Jam - Grape HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Strawberry - Rhubarb  - Pint,Jam - Strawberry HBY - Pint,Kuva Nicaragua - Bag,Kuva Peru - Package,Kuva Sumatra - Oz.,Mozzarella  - Pack,Oats - Fine 5# - Bag,Peanut Butter MC - Pint,Peanut Butter w/Chocolate - Pint,Peanuts - Raw - Oz.,Peanuts - Salted Roasted - Oz.,Pepitas - Oz.,Pignolas (Pine Nuts) - Oz.,Pistachios - Oz.,Plant - Thai Basil - Pot,Plant - Tomatillos - Pot,Potato Chips Original - Mini - Oz.,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium  - Pint,Stringbean Brazilian - Oz.,Stringbean Disco Inferno - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Sugar Free - Blueberry HBY - Pint,Sugar Free - Raspberry HBY - Pint,Walnuts - Oz.,Yogurt - Greek Plain - Oz.,Yogurt - Greek Vanilla - Oz.,Yogurt - Plain Regular - Oz.,Yogurt - Vanilla Regular - Oz.,Pizza - Cheese  - Each,Pizza - Deluxe  - Each,Pizza - Four Meat  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni  - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,$ for green bags donation - $,Cooler Donation - $,Cooler Repair Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Paper for Paper - Donation - $,Paper for Plastic Donation - $,Plants pick up! - Each,80/20 Ground Beef Bundle (1.0 5-pack) - 5-pack,90/10  Ground Beef Bundle - 5-pack,Aged Cheddar - HBC - Each,Angel Food Cheese - Each,Apple Sauce - Chunky - NS - Quart,Apple Sauce - Organic Qt. - Quart,Applewood Smoked Cheddar - Each,Arugula - Share,Asparagus - Bunch,Bacon  - Each,Bacon Ends /lb. - Package,Bada Bing - Sub - Bag,Bagels - Everything  - Bag,Bagels - Everything - Frozen - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Raisin - Bag,Bagels - Raisin - Frozen - Bag,Baklava  - Each,Balsamic Vinegar (1.0 Liter) - Liter,Banana Chocolate Chip Bread Pudding - Package,Beans & Rice - Tub,Bee Pollen - Jar,Beef - Liver - lbs,Beef - Tenderloin 8oz. - Pack,Beef Kabob Meat - Lb.,Beef Marrow Bones /lb - Lb.,Beet Greens - Bunch,Beets - Pickled - Quart,Bibb Lettuce - Sm - Bag,Big John's BBQ Sauce - Pint,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Bean Hummus - Tub,Black Beans DC - Tub,Black Pepper Cheddar - Each,Blackberry Vinaigrette - Jar,Boerewors Sausage - Pack,Bok Choy - Share,Boneless Pork Chop - D&M /lb - Lb.,Brazil Nuts - Bag,Bread Pudding (1.0 Maple) - Maple,Bread Pudding (1.0 Mocha Swirl) - Mocha Swirl,Bread Pudding - Muffin - Each,Bread Pudding - Muffin - Froz. - Each,Brioche - Buns - Bag,Brioche - Buns - Frozen - Bag,Brioche - Loaf - Frozen - Lb.,Brisket - half/lb. - lbs,Brisket - whole/lb. - lbs,Broccoli Greens - Bag,Buns - John Dough - Frozen - Bag,Burnt Caramel Sauce - Jar,CBD - Calm  - 10-pack,CBD - Calm  (1.0 30-pack) - 30-pack,CBD - Happy - Lemon  (1.0 30-pack) - 30-pack,Cappuccino Milk 12 oz. - Bottle,Catsup - Marina's - Bottle,Cheese - Aged Alpine - Pack,Cheese Spread Ropp - Oz.,Chevre PF - Choice,Chevre PF (1.0 Herb) - Herb,Chevre PF (1.0 Pepper) - Pepper,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.50/lb. - Each,Chicken Bones - XL/lb. - Bag,Chicken Breast - Wee  /lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Feet /lb - Package,Chicken Links - Apple Cinnamon - Lb.,Chicken Links - Chorizo - Lb.,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee - lbs,Chile Lime Vinaigrette - Bottle,Chips - Tortilla - Bag,Chuck Roast/lbs. - lbs,Cinnamon Rolls - Pack,Cinnamon Rolls - Frozen - Pack,Coconut Oil Pint Organic - Pint,Coffee Choice - Oz.,Coffee Stringbean Decaf - Bag,Collards - Bunch,Cottage Cheese  - Tub,Cranberry Chutney - Pint,Croissants - Pack,Croissants - Frozen - Pack,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Dill 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curds Taco Spice 10 oz - Bag,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Caramels - Pack,Dark Chocolate Fudge Sauce  - Jar,Dark Chocolate Ginger Bark - 1-each,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Dark Chocolate Toasted Pecan Bark - Package,Del Carmen Choice - Tub,Deli Rye Bread - Frozen - Lb.,Deluxe Mixed Nuts - Bag,Eggs - Dozen,Eggs - H - Dozen,FF - Fry Bread - Bag,FF Dip - Pea Smash - Tub,FF Dip - Smoked White Fish - Tub,FF Dip - Street Corn - Tub,FF Dish - Cauliflower Curry - Pint,FF Dish - Saag Paneer - Pint,FF Grits - Smoked Cheddar - Pint,FF Soup - Cream of Asparagus - Tub,FF Soup - Gumbo - Pint,FF Soup - Yellow Gazpacho - Oz.,Fennel - Bag,Feta Cheese - HBC - Each,Field to Fire $10.50 Choice - Each,Flaked Salmon/lb. - Lb.,Flank Steak/lbs. - lbs,Fleur de la Prairie  - Each,Flour - All Purpose 5# - Lb.,Flour - Bread 5# - Lb.,Flour - Sifted Bread 5lb. - Bag,Funds for Snacks - Each,Garlic Balsamic Vinaigrette - Bottle,German Quark HBC - Jar,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Gnocchi - Sweet Potato  - Lb.,Goshen Sumatra  - Oz.,Grains Choice - Corn - Bag,Granola - Cranberry Almond - Pack,Granola - Vanilla Apricot - Pack,Granola Bar - Each,Green Garlic - Share,Green Onions - Bunch,Grits - Lb.,Ground Lamb  - Lb.,Ham Steak RFF/lb. - Each,Harvest Shreds - Naked 2lb. - Pack,Head Lettuce - Large - Head,Head Lettuce - Medium - Head,Honey - 12 oz. mbb - Each,Honey - 24 oz mbb - Jar,Honey - 6oz mbb. - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Squeeze Bottle - Bottle,Hot Sauce - Green - Oz.,Hot Sauce - Red - Oz.,Hot Sweet Dills qt. - Quart,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Jam - Peach HBY - Jar,Jam - Rhubarb HBY - 1-each,Jar Tomatoes - Quart,Kabob - Lamb /lb - Package,Kale - Green Curly - Share,Kohlrabi  - Bunch,Kuva Brazil - Bag,Lamb Chops/lb. DM - Each,Lamb Feta/Spinach Gyro  - Lb.,Lamb Gyro Plain - Lb.,Lasagna (1.0 Mushroom) - Mushroom,Lasagna (1.0 Spinach) - Spinach,Lettuce Mix - Bag,Light and Mild - Thursday - Loaf,Light and Mild - Wednesday - Loaf,Little Smokies - 2 pk - Each,Maple Syrup 12 oz. - Jar,Maple Syrup 64 oz. - Jar,Marinara Sauce - Jar,Marshmallow Pie - Each,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate CranOrange Bark - Pack,Milk Chocolate Lolli - Each,Milk Chocolate Salted Bark - Pack,Milk Chocolate Square - Each,Missouri Pecans - Choice,Missouri Pecans (1.0 Halves) - Halves,Missouri Pecans (1.0 Pieces) - Pieces,Mole Sauce - Jar,Multigrain Bread  - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Chestnut - Bag,Mushrooms - Dried Mix - Box,Mushrooms - Hen of the Woods - Bag,Mustard (1.0 Honey) - Honey,NY Strip Steak /lb - Pack,Nora Pepper Blend - Bag,Oats - Rolled 5# - Bag,Olive Oil Medium - Bottle,Olive Oil Small - ML,Olive Oil large - Liter,Orange Milk 12 oz. - Bottle,Organic Sugar - Lb.,Pacific Cod/LB - Pack,Pasta - Gluten Free Long LV - Each,Pasta - Gluten Free Short LV - Each,Pasta - Short Egg  - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Pasta Sheets - Lb.,Pepper Jack - Ropp - Pack,Pesto - Arugula Walnut - Tub,Pesto - Green Basil - Tub,Pesto - Watercress - Each,Pizza - Bacon Bacon   - Each,Pizza Sauce - Jar,Plant - Basil Italian - Pot,Plant - Bee Balm - Pot,Plant - Big Boy Tomatoes - Pot,Plant - Chocolate Mint - Pot,Plant - Cilantro  - Pot,Plant - Cucumber pickling - Pot,Plant - Cucumbers - Pot,Plant - Dill - Pot,Plant - English Thyme - Pot,Plant - Greek Basil - Pot,Plant - Jalapeno Peppers - Pot,Plant - Lavender - Pot,Plant - Nasturtium - Pot,Plant - Oregano - Pot,Plant - Parsley - Pot,Plant - Peppermint - Pot,Plant - Rhubarb - Pot,Plant - Roma Tomato - Pot,Plant - Sage Common  - Pot,Plant - San Marzano Tomato - Pot,Plant - Spearmint - Pot,Plant - Sungold Tomato - Pot,Plant - Sweet Red Pepper - Pot,Plant - Tarragon - Pot,Plant - Thyme Creeping - Pot,Plant - Tomato Beefsteak - Pot,Plant - Tomato Cherokee Purple  - Pot,Plant - Tomato Green Zebra - Pot,Plant - Tomato Super Sweet 100 - Pot,Plant - Yarrow - Pot,Plant - Zinnia Dahlia Mix - Pot,"Plants, out cilantro   - Each",Polenta - Oz.,Polish Dill Pickles - Quart,Popcorn - McKaskle - Lb.,Popcorn - White - Lb.,Popped Corn - Organic - Bag,Pork - Brats Bacon Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast ($8) - Pack,Pork - Deli Ham/lb. - Lb.,Pork - Ground  - Lb.,Pork - Kielbasa - Pack,Pork - Tenderloin/lb - Lb.,Pork Andouille Links - D&M - Each,Pork Apple Brat  - Pack,Pork Bacon Burgers - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Burger RFF - Package,Pork Cutlets /lb - Lb.,Pork Italian - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Loin - boneless/LB - Each,Pork Sausage - s&p - Pack,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Snack Sticks - Honey 4pk - Pack,Pork Steaks/lb. - Pack,Potato Chips Kickers Lg - Bag,Potato Chips Kickers med - Oz.,Potato Chips Original med - Oz.,Pre-ordered plants - out - Pot,Pretzel Slider Buns - Frozen - Bag,RL Chocolate Milk - Bottle,RL Heavy Cream  - Pint,Radish - Bunch - Bunch,Ravioli - 4-Cheese  - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Goat Cheese  - Lb.,Ravioli - Mushroom  - Lb.,Red Cornmeal - Each,Red Russian Kale - Bag,Rhubarb - Lb.,Ribeye Steak /lb - Pack,Ribs - Baby Back/lb. - Lb.,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Roasted Corn Snack - Salted  - Bag,Romaine Lettuce - Lg - Large,Ropp Cheddar (1.0 Green Onion) - Green Onion,Ropp Cheddar (1.0 Sharp) - Sharp,Ropp Cheddar (1.0 White) - White,Salame - Finocchiona - Each,Salanova Lettuce - Head,Salmon - Fillet Pieces - Each,Salsa - Gringo Hawaiian - Pint,Salsa - Gringo's Mild - Jar,Salsa - Medium TM&G - Pint,Seeded Janie's - Thursday - Loaf,Seeded Janie's Wednesday - Loaf,Seedy Wheaty - Frozen - Loaf,Seedy Wheaty Bread - Loaf,Shakshuka Sauce - Jar,Shoots - Fennel - Pack,Shoots - Pea - Share,Sliced Summer Sausage - Bag,Smoked Salmon - Each,Soap (1.0 Basil Lemongrass) - Basil Lemongrass,Soap (1.0 Cedar Rosemary) - Cedar Rosemary,Soap (1.0 Eucalyptus Mint) - Eucalyptus Mint,Soap (1.0 French Green Clay) - French Green Clay,Soap (1.0 Grapefruit) - Grapefruit,Soap (1.0 Lavender) - Lavender,Sorghum Syrup - Jar,Sourdough Bread - Lb.,Sourdough Bread - Frozen - Lb.,Sparkling Tea - Elderberry Echinacea - 4-pack,Sparkling Tea - Ginger Roselle - 4-pack,Sparkling Tea - Lavender Lemongrass - 4-pack,Spice Blend - Bag,Spinach - Share,Staff - Something to ask Jamie - Oz.,Staff - pick up change - Bag,Strawberries - Qt - Quart,Strawberry -  Sale - Quart,Strawberry Milk 12 oz. - Bottle,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Strip Loin - WOW!! - Oz.,Sugar Free - Strawberry Jam  - Pint,Swiss Chard - Share,Swiss Cheese - Ropp - Each,T-Shirt Women's Navy (1.0 Medium) - Medium,Thick Cut Dill Pickles - Quart,Toffee - Package,Tomato Sauce - CB - Jar,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Tortellini - Mushroom - Lb.,Turkey - Andouille - Pack,Turnips - Japanese - Bunch,Turnips - Red Top - Bunch,Ukrainian Farmhouse Cheese - Bag,Wheat Berries - Bag,White Rice Cooked - Lb.,Yogurt - Coconut - Oz.,Yogurt - Raspberry - Pint,Yogurt - Yo Bul Plain - Oz.,Yogurt Choice  - Oz.,oo'ma'me - Indian - Jar,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,(BYO) FSG - Orders Only,"BYO - No Share, Order Only",No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Buttonwood Eggs,CREAM - o,Chocolate MILK,Cream pint,Creamline MILK,Creamline MILK-e,Half & Half,Multigrain Bread,Skim MILK,Skim MILK-e,Whole MILK,Whole MILK-e,Whole MILK-o,YoBul plain yogurt
Total - 2023-05-17,2.0,,6.0,,3.0,,2.0,1.0,7.0,1.0,2.0,1.0,,,,,,,6.0,1.0,1.0,,1.0,,1.0,,10.0,5.0,1.0,,,1.0,,,,2.0,2.0,,2.0,2.0,,,,1.0,1.0,,,1.0,3.0,1.0,,,,,,2.0,,1.0,1.0,2.0,,,,,1.0,1.0,,,1.0,,2.0,,,,,2.0,24.0,15.0,9.0,7.0,5.0,9.0,22.0,14.0,16.0,3.0,58.0,6.0,1.0,1.0,1.0,,3.0,4.0,22.0,,,5.0,,5.0,,2.0,13.0,21.0,6.0,,,6.0,,5.0,1.0,3.0,1.0,2.0,,,1.0,,,,,,,1.0,9.0,1.0,11.0,3.0,3.0,,3.0,,8.0,12.0,,,,,3.0,2.0,1.0,,,1.0,,2.0,2.0,,,,,1.0,2.0,,,,1.0,,,,,17.0,2.0,,1.0,,5.0,1.0,,1.0,1.0,,,3.0,,,4.0,1.0,3.0,1.0,1.0,6.0,,9.0,1.0,1.0,4.0,,1.0,,,1.0,,1.0,1.0,1.0,4.0,,2.0,,,1.0,,1.0,,3.0,,,81.0,5.0,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,4.0,3.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,2.0,2.0,2.0,7.0,,1.0,,,1.0,,3.0,1.0,,,1.0,2.0,,,,1.0,4.0,3.0,3.0,,,,1.0,5.0,,,1.0,,,,,3.0,1.0,11.0,1.0,2.0,2.0,,1.0,1.0,5.0,,,,1.0,15.0,2.0,1.0,,,6.0,3.0,1.0,1.0,10.0,1.0,,,,,1.0,1.0,,1.0,2.0,1.0,,2.0,,,2.0,11.0,7.0,,,,1.0,2.0,2.0,,,5.0,1.0,3.0,,,,3.0,,1.0,1.0,2.0,,,,1.0,,2.0,2.0,,,1.0,,6.0,,,1.0,,,,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,7.0,,2.0,2.0,1.0,1.0,,2.0,2.0,3.0,1.0,1.0,,2.0,1.0,,,,,,1.0,,1.0,1.0,,,4.0,1.0,8.0,2.0,2.0,,,,,,2.0,,2.0,1.0,,2.0,,12.0,,,,,1.0,,1.0,1.0,,,12.0,4.0,15.0,,2.0,2.0,2.0,,,,1.0,,,,,,4.0,1.0,,1.0,,19.0,,2.0,100.0,,1.0,1.0,3.0,,,14.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,3.0,2.0,2.0,,,,1.0,16.0,,1.0,2279.8398,38.0,20.0,14.0,30.0,43.0,1.0,,1.0,,5.0,3.0,,1.0,,1.0,1.0,,1.0,,,1.0,,6.0,3.0,,1.0
Total - 2023-05-18,2.0,,4.0,,8.0,,,,7.0,1.0,3.0,,,,,,2.0,2.0,10.0,1.0,,,,,,,12.0,3.0,10.0,,2.0,,,4.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,,,,,,,3.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,3.0,,,,,1.0,1.0,22.0,5.0,3.0,6.0,2.0,19.0,13.0,10.0,15.0,10.0,8.0,1.0,,,2.0,25.0,3.0,10.0,,1.0,5.0,,3.0,20.0,,1.0,3.0,2.0,4.0,,2.0,7.0,22.0,3.0,2.0,,7.0,1.0,6.0,1.0,2.0,1.0,,,,2.0,,,1.0,,,,,6.0,,12.0,1.0,,2.0,1.0,1.0,9.0,6.0,1.0,,1.0,,1.0,,2.0,,,2.0,,,,2.0,,,,,,,2.0,,2.0,,,1.0,,22.0,5.0,1.0,,1.0,10.0,1.0,2.0,,,1.0,1.0,5.0,,,4.0,,2.0,,,4.0,2.0,9.0,,,3.0,,,2.0,2.0,,2.0,,,1.0,,1.0,,,1.0,2.0,1.0,4.0,1.0,3.0,2.0,,87.0,2.0,1.0,,1.0,,,,,,,,,2.0,,1.0,,3.0,1.0,,,,,1.0,1.0,1.0,1.0,,,7.0,3.0,,5.0,2.0,,,,1.0,1.0,4.0,5.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,8.0,,1.0,,1.0,1.0,,,7.0,10.0,1.0,,,,3.0,,1.0,2.0,,6.0,1.0,1.0,15.0,,,,,3.0,13.0,4.0,8.0,10.0,3.0,,3.0,1.0,1.0,,2.0,1.0,,4.0,1.0,1.0,,1.0,2.0,1.0,13.0,13.0,2.0,,2.0,1.0,4.0,,2.0,,1.0,3.0,1.0,,,3.0,1.0,,1.0,1.0,3.0,6.0,4.0,1.0,1.0,1.0,,1.0,,3.0,,3.0,1.0,1.0,3.0,2.0,1.0,,1.0,,3.0,,,,1.0,,1.0,1.0,18.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,,1.0,,,,1.0,1.0,1.0,4.0,,,,,,,,2.0,,1.0,3.0,,2.0,2.0,11.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,12.0,,1.0,14.0,,3.0,8.0,,1.0,1.0,1.0,,,1.0,1.0,,,3.0,1.0,1.0,1.0,,16.0,,1.0,83.0,,1.0,,,1.0,1.0,11.0,1.0,,,1.0,4.0,,,1.0,,2.0,2.0,1.0,1.0,,1.0,3.0,10.0,,,1922.76,42.0,25.0,27.0,28.0,44.0,1.0,1.0,2.0,,5.0,7.0,,,,,1.0,2.0,,3.0,,2.0,2.0,8.0,4.0,,
Total - 2023-05-24,2.0,2.0,3.0,4.0,4.0,1.0,,,6.0,,,,1.0,1.0,2.0,2.0,,,4.0,,,,,1.0,,1.0,16.0,10.0,2.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,1.0,3.0,,1.0,,,1.0,,,,,,,3.0,1.0,,,,,1.0,,,2.0,2.0,,,,,2.0,17.0,12.0,9.0,6.0,7.0,6.0,20.0,14.0,11.0,2.0,12.0,,,1.0,1.0,,,2.0,14.0,,,2.0,1.0,,1.0,,,29.0,1.0,1.0,2.0,4.0,,1.0,1.0,1.0,,3.0,1.0,1.0,2.0,,1.0,,1.0,2.0,2.0,1.0,,,9.0,,,1.0,2.0,,8.0,8.0,2.0,,1.0,1.0,1.0,,,,2.0,,,,,,1.0,,,1.0,,2.0,,5.0,3.0,1.0,,,1.0,13.0,2.0,,,,6.0,,1.0,,,,3.0,4.0,1.0,,2.0,,1.0,,,,1.0,1.0,,,6.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,6.0,1.0,,79.0,3.0,3.0,,1.0,1.0,,1.0,,2.0,,,15.0,4.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,4.0,1.0,2.0,5.0,,9.0,1.0,2.0,,,3.0,1.0,,,,,1.0,,1.0,1.0,,2.0,4.0,4.0,,,,,3.0,3.0,,,,1.0,,2.0,2.0,,11.0,,,,2.0,,,4.0,,,,,,1.0,,1.0,6.0,1.0,18.0,1.0,1.0,10.0,2.0,,3.0,,,,1.0,1.0,,1.0,,,1.0,,,,7.0,5.0,,2.0,,,1.0,,1.0,10.0,2.0,,,3.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,2.0,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,6.0,1.0,,7.0,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,4.0,2.0,,,5.0,,2.0,2.0,,1.0,2.0,,1.0,,1.0,18.0,4.0,1.0,,1.0,2.0,,3.0,7.0,,,,,7.0,,1.0,,,,11.0,4.0,,2.0,,,,,,,,,,,1.0,,,1.0,,1.0,,14.0,,,42.0,5.0,1.0,,,,2.0,4.0,,,,,3.0,1.0,1.0,,,3.0,,1.0,,1.0,,4.0,14.0,4.0,,1635.8499,30.0,16.0,13.0,26.0,37.0,,,,,4.0,,1.0,1.0,0.0,,,,,,1.0,2.0,,6.0,,6.0,
Total - 2023-05-25,1.0,,4.0,,10.0,,,1.0,3.0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,1.0,,,,2.0,18.0,8.0,6.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,,,3.0,,,1.0,1.0,2.0,,,,1.0,4.0,5.0,2.0,,1.0,1.0,2.0,,,,27.0,5.0,9.0,4.0,1.0,19.0,14.0,17.0,16.0,10.0,6.0,,,,5.0,31.0,1.0,,,10.0,9.0,,3.0,18.0,1.0,,,,2.0,,1.0,,20.0,,1.0,4.0,,1.0,2.0,1.0,1.0,,3.0,,,3.0,2.0,,1.0,,,1.0,,,,14.0,1.0,,4.0,1.0,1.0,14.0,15.0,2.0,2.0,,,2.0,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,2.0,,3.0,2.0,6.0,2.0,,1.0,,,12.0,3.0,3.0,,,5.0,1.0,,1.0,,,1.0,4.0,,1.0,1.0,,4.0,2.0,1.0,,1.0,5.0,,,1.0,1.0,1.0,,1.0,,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,,4.0,,10.0,1.0,1.0,87.0,3.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,1.0,4.0,2.0,4.0,1.0,,,,1.0,,1.0,1.0,2.0,1.0,,1.0,2.0,,7.0,1.0,1.0,4.0,,11.0,,2.0,,2.0,2.0,6.0,1.0,,,,1.0,,,,,5.0,5.0,7.0,,,1.0,,12.0,2.0,1.0,,1.0,,1.0,1.0,3.0,12.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,3.0,,,,,,,11.0,2.0,25.0,7.0,2.0,17.0,4.0,1.0,2.0,,,,1.0,,,,1.0,,3.0,,1.0,,15.0,7.0,2.0,,,,1.0,,2.0,1.0,1.0,,1.0,,,1.0,,1.0,3.0,1.0,4.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,,2.0,1.0,,3.0,3.0,,1.0,,,,2.0,,15.0,2.0,,4.0,1.0,,,,1.0,,,,1.0,1.0,1.0,2.0,,,1.0,1.0,3.0,,,,3.0,,3.0,2.0,,1.0,,1.0,3.0,1.0,3.0,18.0,,,,1.0,,1.0,,3.0,2.0,1.0,,1.0,10.0,10.0,,,,11.0,1.0,11.0,,,,3.0,2.0,,1.0,,,1.0,,,,6.0,2.0,,1.0,1.0,1.0,15.0,1.0,,59.0,4.0,,,,,,6.0,,,,,1.0,1.0,,3.0,,6.0,1.0,2.0,,,,4.0,7.0,3.0,,1993.5398,44.0,24.0,28.0,27.0,45.0,,1.0,,3.0,5.0,,3.0,,,1.0,,2.0,,1.0,,2.0,,6.0,,2.0,
