Delivery Date,Canned Peaches - sugar - Jar,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Pistachios - Oz.,Milk - 2%  - Oz.,Milk - Creamline - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Almonds - Raw - Oz.,Eggs - BW - Dozen,Half & Half - Pint,Heritage - Aged - Pack,Jam - Grape HBY - Pint,Jam - Red Raspberry HBY - Pint,Jam - Strawberry HBY - Pint,Peanut Butter MC - Tub,Plant - Thai Basil - Pot,Potato Chips Original - Mini - Oz.,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium - Pint,Stringbean Brazilian - Oz.,Stringbean Red Eye  - Oz.,Walnuts - Oz.,Pizza - Cheese  - Each,Pizza - Deluxe - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,Pork Chop Bone-in /lb. - Lb.,Buttermilk - Qt.  - Quart,RL Heavy Cream  - Pint,$ for green bags donation - $,Cooler Donation - $,Cooler Repair Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Aged Cheddar - HBC - Each,Apple Sauce - w/sugar - qt. - Jar,Applewood Smoked Cheddar - Each,Arugula - Bag,Asparagus - Bunch,Auction Donation - $,Bacon - Each,Bacon - Uncured/lb - Pack,Bada Bing - Sub - Bag,Bagel Chips - Bag,Bagels - Blueberry - BU - Bag,Bagels - Everything - Bag,Bagels - Everything - BU - Bag,Bagels - Everything - Frozen - Bag,Bagels - Honey Buckwheat - BU - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Pumpernickel - BU - Bag,Bagels - Raisin - Bag,Bagels - Raisin - Frozen - Bag,Bagels - Sesame Seed - BU - Bag,Beef Kabob Meat - Lb.,Beets - Pickled - Quart,Black Pepper Cheddar - Each,Bok Choy - Bag,Boneless Pork Chop - D&M /lb - Lb.,Bread Choice ($6.75) - 1-each,Bread Choice - Frozen ($6.75) - Loaf,Bread Pudding - Muffin - Each,Bread Pudding - Muffin - Froz. - Each,Cheese Choice $6.75 - Each,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Links ($10.50) - Each,Chicken - Thighs /lbs  - lbs,Chicken - Whole $5.00/lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Links - Andouille  - Lb.,Chicken Links - Apple Cinnamon - Lb.,Chicken Links - Chorizo - Lb.,Chicken Links - Lemon Pepper - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Wings/lb. - lbs,Chips - Tortilla - Bag,Cinnamon Rolls - Pack,Cinnamon Rolls - Frozen - Pack,Clean Plate Pantry Choice ($11.5) - Jar,Coffee Stringbean Decaf - Bag,Collards - Bunch,Croissants - Pack,Croissants - Frozen - Pack,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Bon Bons - Pack,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Egg Noodles - Oz.,Eggs - Dozen,Eggs - H - Dozen,FF - Dish Orzo Nicoise  - Each,FF Dip - Pimiento Cheese Spread - Each,FF Dip - Smoked Salmon  - Tub,FF Dip - Street Corn - Tub,FF Dish - Masala - Pint,FF Dish - Saag Paneer - Pint,FF Pasta - Mac N Cheese - Tub,FF Soup - Chowder - Pint,FF Soup - Yellow Gazpacho - Oz.,Fair Shares Yard Sign - Free - Each,Feta Cheese - HBC - Each,Flaked Salmon - Lb.,Flank Steak/lbs. - lbs,Flour - All Purpose 5 lb - Bag,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Spinach  - Lb.,Gr. Beef Bundle DM ( 5-pack) - Each,Granola Bar - Each,Granola Choice $10.75 - Each,Ground Beef - D&M - Lb.,Ground Lamb  - Lb.,Halibut/lb.* - Pack,Hoagie - T - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Wildflower - Bottle,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Kale - Green Curly - Bag,Kale - Mix - Bag,King Salmon/LB* - 1-each,Kohlrabi  - Head,Kuva Ethiopian - Bag,Lamb Gyro Seasoned - Lb.,Lamb Gyro w/ Feta & Spinach - Lb.,Lasagna (1.0 Cheese) - Cheese,Lettuce - Bibb - Head,Lettuce - Salanova - Bag,Lettuce Head - Head,Lettuce Mix - Bag,Light and Mild - T - Loaf,Light and Mild - Wednesday - Loaf,Louise's Cocoa Brownie Crisp Granola - Bag,Louise's Original Granola - Bag,Manicotti - Spinach - Package,Maple Syrup 12 oz. - Jar,Maple Syrup 64 oz. - Jar,Marbled Rye - Thursday - Each,Marbled Rye -Wednesday - Loaf,Marinara Sauce - Jar,Marshmallow Pie - Each,Meatballs D&M - Package,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate Caramels - 4-pack,Milk Chocolate Square - Each,Mojo Marinade - Tub,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Chestnut - Bag,Mushrooms - French Horn/King - Bag,Mushrooms - Hen of the Woods/Maitake - Bag,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,Mustard Greens - Bag,Oat Groats Organic - Bag,Oat Porridge Bread - T - Each,Oat Porridge Bread - Wednesday - Loaf,Olive Oil Large - Bottle,Olive Oil Medium - Bottle,Onions - Green - Bunch,Organic Sugar - Lb.,Pasta Bi-color Short - Lb.,Pasta Wildcard $6.50 - Pack,Pickles Wildcard ($7.75) - Jar,Pizza Choice $8.50 - Each,Plant - Basil Italian - Pot,Plant - Calendula - Pot,Plant - Chocolate Mint - Pot,Plant - Cilantro  - Pot,Plant - Dill - Pot,Plant - English Thyme - Pot,Plant - Lavender - Pot,Plant - Marigolds Dwarf - Pot,Plant - Marigolds Sparky - Pot,Plant - Nasturtium - Pot,Plant - Oregano - Pot,Plant - Parsley - Pot,Plant - Peppermint - Pot,Plant - Rosemary - Pot,Plant - Sage Common  - Pot,Plant - Sage Pineapple - Pot,Plant - Spearmint - Pot,Plant - Tarragon - Pot,Plant - Thyme Creeping - Pot,Plant - Zinnia Cali Mix - Pot,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast ($8) - Pack,Pork - Ground  - Lb.,Pork - Kielbasa - Pack,Pork - Tenderloin/lb - Lb.,Pork Bacon Burgers - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Cutlet - Wee  - Each,Pork Hot Dogs - Each,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Shoulder Small/lb. - Pack,Pork Snack Stick Choice $10.30 - Each,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Snack Sticks - Honey 4pk - Pack,Potato Chips Choice ($3.00) - Oz.,Potato Chips Kickers med - Oz.,Potato Chips Original - Med - Oz.,Potato Chips Original Lg - Oz.,Pre-ordered plants are in - Pot,Pretzel Slider Buns - Bag,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,Radishes - Bunch - Bunch,Radishes - Mini Daikon - Bunch,Radishes - Purple Heart - Bunch,Ravioli - 4-Cheese - Lb.,Ravioli - Goat Cheese  - Lb.,Ribs - Baby Back/lb. - Lb.,Sale Tortilla Chips: best by4/22/26 - Each,Salmon - Fillet Pieces/LB* - Each,Sea Scallops/LB - Bag,Seedy Wheaty - Frozen - Loaf,Semolina - T - Loaf,Semolina - Wednesday - Loaf,Sesame Hoagie - T - Each,Sesame Hoagie -W - Each,Shakshuka Sauce - Jar,Shoots - Broccoli - Bag,Shoots - Daikon Radish - Bag,Shoots - Fenugreek - Share,Shoots - Specialty Mix - Bag,Shoots - Sunflower - Bag,Short Ribs/lbs. - lbs,Sliced Summer Sausage - Bag,Sourdough Bread - Lb.,Sourdough Bread - Frozen - Lb.,Spicy Dill Pickles - Quart,Spinach - Bag,Staff - include last wk's share - Bag,Strawberries - Qt - Quart,Stringbean Ethiopian - Bag,Sugar Free - Strawberry Jam  - Pint,Sweet Dill Pickles - Quart,Swiss Chard - Bunch,Thick Cut Dill Pickles - Quart,Toffee - Package,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Tortellini - Mushroom - Lb.,Vinaigrette - Greek Style - Bottle,White Rice Cooked - Lb.,Wild Cod/LB* - Pack,Wildcard $2 - Each,Yogurt - Blueberry - Oz.,Yogurt - Plain - Oz.,Yogurt - Strawberry - Oz.,Yogurt - Vanilla - Oz.,Extra Credit - Each,Half,FSA/FSD,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) UCG - Orders Only,No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Cream pint,Creamline MILK-e,Eggs - Buttonwood,Half & Half,Plain yogurt,Skim MILK,Whole MILK,Whole MILK-e,Whole MILK-o
Total - 2026-04-29,1.0,3.0,2.0,5.0,1.0,1.0,1.0,,2.0,,1.0,,,1.0,,1.0,,2.0,,,1.0,,,,,,1.0,1.0,,4.0,1.0,,,,,12.0,6.0,5.0,7.0,1.0,3.0,21.0,4.0,6.0,1.0,2.0,1.0,1.0,,,,,2.0,,3.0,,3.0,7.0,17.0,,2.0,,,,,1.0,1.0,,,1.0,,1.0,,,,,,5.0,7.0,1.0,,,1.0,,1.0,,1.0,12.0,7.0,6.0,2.0,5.0,,,1.0,1.0,1.0,,1.0,3.0,,,2.0,,5.0,1.0,3.0,,1.0,2.0,1.0,2.0,,1.0,,2.0,4.0,1.0,3.0,1.0,,2.0,,47.0,1.0,,1.0,,,1.0,2.0,,,,,1.0,,2.0,,,,,,1.0,,,7.0,,2.0,,6.0,1.0,1.0,2.0,,,,,2.0,1.0,,,1.0,,,1.0,1.0,,9.0,,3.0,6.0,,5.0,,,,,1.0,,3.0,5.0,,1.0,,,,,,,20.0,1.0,2.0,12.0,,1.0,,,,1.0,,1.0,,3.0,1.0,3.0,8.0,,,1.0,2.0,7.0,12.0,1.0,2.0,5.0,6.0,2.0,1.0,3.0,,7.0,1.0,4.0,,6.0,2.0,3.0,3.0,1.0,,,1.0,,10.0,1.0,6.0,,1.0,1.0,,,,,4.0,,1.0,4.0,1.0,,9.0,2.0,1.0,,,,1.0,4.0,7.0,,2.0,1.0,,,,1.0,,2.0,,6.0,,4.0,,,,,4.0,5.0,1.0,,3.0,,3.0,4.0,,31.0,3.0,,,,1.0,2.0,,,1.0,,,,9.0,,4.0,,3.0,1344.19,26.0,15.0,14.0,25.0,,,,,2.0,,1.0,,,,1.0,,,2.0,,2.0
Total - 2026-04-30,,3.0,1.0,5.0,1.0,3.0,,,5.0,,1.0,5.0,1.0,,,,1.0,2.0,1.0,,3.0,,,1.0,,1.0,1.0,3.0,1.0,,11.0,3.0,6.0,4.0,2.0,17.0,4.0,6.0,5.0,7.0,2.0,,,,,1.0,,2.0,1.0,1.0,8.0,1.0,,7.0,6.0,2.0,2.0,5.0,33.0,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,,,2.0,,,1.0,,1.0,1.0,2.0,2.0,7.0,,,,,,4.0,2.0,2.0,17.0,9.0,2.0,2.0,2.0,,2.0,,,2.0,1.0,1.0,,,5.0,2.0,3.0,6.0,,5.0,1.0,,1.0,2.0,1.0,2.0,2.0,,2.0,,,2.0,,2.0,2.0,1.0,55.0,,,,,,,,,,,,4.0,,,,2.0,2.0,1.0,,,1.0,,4.0,2.0,,8.0,,,,,,,,6.0,,,,,,,1.0,2.0,,,11.0,,3.0,7.0,5.0,,,1.0,2.0,1.0,,2.0,,7.0,1.0,,1.0,,1.0,1.0,,2.0,27.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,1.0,3.0,,4.0,,5.0,,1.0,2.0,6.0,7.0,7.0,5.0,,5.0,4.0,3.0,2.0,7.0,,8.0,3.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,,2.0,,14.0,1.0,5.0,,,,,1.0,1.0,3.0,3.0,2.0,,5.0,,2.0,9.0,1.0,1.0,1.0,,,,4.0,7.0,,4.0,1.0,,1.0,,,,2.0,7.0,,5.0,,2.0,,,,4.0,6.0,,,2.0,,,15.0,,36.0,,,2.0,,3.0,1.0,1.0,1.0,1.0,,1.0,,16.0,,3.0,,4.0,1435.42,35.0,21.0,10.0,30.0,,,,2.0,6.0,,3.0,,,,,,2.0,2.0,,1.0
Total - 2026-05-06,1.0,1.0,2.0,2.0,,,,,,1.0,17.0,,,2.0,,,4.0,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,11.0,4.0,4.0,4.0,,5.0,20.0,6.0,4.0,,,2.0,,1.0,,,,,,,,2.0,4.0,17.0,,,,,2.0,,,1.0,1.0,3.0,,1.0,,,,,,,3.0,2.0,,,6.0,,3.0,1.0,1.0,1.0,2.0,2.0,4.0,,5.0,2.0,,,,2.0,1.0,,5.0,1.0,1.0,2.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,27.0,,4.0,1.0,1.0,4.0,,,,2.0,,1.0,1.0,,2.0,1.0,3.0,,2.0,,,2.0,3.0,15.0,,,,5.0,1.0,1.0,,2.0,2.0,,,5.0,,2.0,,1.0,7.0,,2.0,,,2.0,3.0,,1.0,,1.0,,,,,,,1.0,5.0,,1.0,,,,1.0,1.0,1.0,16.0,4.0,,7.0,3.0,2.0,1.0,,1.0,,1.0,,,3.0,1.0,,6.0,1.0,1.0,4.0,11.0,,10.0,3.0,,3.0,2.0,,3.0,2.0,1.0,,1.0,2.0,1.0,5.0,1.0,,,1.0,,10.0,2.0,1.0,13.0,,8.0,1.0,2.0,,1.0,,,,1.0,,,,,,,1.0,,,13.0,1.0,,4.0,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,,3.0,,4.0,,3.0,1.0,,,,3.0,2.0,,,,2.0,,4.0,2.0,18.0,,1.0,,4.0,,,1.0,2.0,,,,1.0,,2.0,4.0,1.0,2.0,957.24,26.0,13.0,16.0,27.0,,1.0,,,0.0,1.0,,1.0,,1.0,1.0,1.0,,0.0,1.0,
Total - 2026-05-07,,2.0,3.0,1.0,,,,1.0,,,13.0,3.0,,,1.0,,1.0,,2.0,1.0,3.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,4.0,3.0,4.0,3.0,1.0,20.0,1.0,5.0,4.0,7.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,,2.0,,18.0,1.0,,,,1.0,2.0,2.0,2.0,,2.0,,,,1.0,1.0,,,1.0,1.0,4.0,,1.0,5.0,,1.0,2.0,,,4.0,2.0,1.0,1.0,4.0,1.0,,,,,,1.0,6.0,,1.0,6.0,1.0,1.0,,1.0,4.0,,1.0,2.0,3.0,,,,,,2.0,1.0,,,1.0,,27.0,3.0,5.0,,,1.0,,,1.0,1.0,2.0,,2.0,1.0,,,1.0,1.0,,1.0,,3.0,5.0,13.0,,,2.0,,3.0,,,2.0,3.0,1.0,1.0,,,3.0,1.0,,5.0,,,,1.0,4.0,,,2.0,2.0,,1.0,2.0,,,,2.0,,12.0,,,,2.0,1.0,2.0,,4.0,9.0,3.0,3.0,4.0,2.0,1.0,2.0,,1.0,1.0,,,3.0,,1.0,1.0,10.0,,1.0,8.0,8.0,,6.0,,,3.0,1.0,2.0,1.0,,,,4.0,5.0,,2.0,,3.0,2.0,1.0,4.0,,1.0,1.0,10.0,1.0,11.0,1.0,1.0,,,,,,4.0,1.0,,,,1.0,,,,,7.0,3.0,,5.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,3.0,,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,,2.0,1.0,8.0,3.0,27.0,,1.0,1.0,3.0,,1.0,1.0,,,2.0,,,,,3.0,2.0,1.0,1107.09,24.0,20.0,7.0,28.0,1.0,,2.0,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,2.0,9.0,8.0,13.0,2.0,4.0,1.0,1.0,7.0,1.0,32.0,8.0,1.0,3.0,1.0,1.0,6.0,4.0,3.0,1.0,7.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,2.0,5.0,16.0,6.0,10.0,7.0,4.0,60.0,15.0,20.0,20.0,15.0,11.0,42.0,10.0,10.0,1.0,4.0,4.0,4.0,3.0,2.0,8.0,1.0,3.0,7.0,11.0,2.0,9.0,16.0,85.0,1.0,5.0,2.0,1.0,6.0,3.0,4.0,5.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,11.0,20.0,1.0,1.0,11.0,1.0,4.0,8.0,3.0,4.0,35.0,20.0,13.0,5.0,16.0,3.0,2.0,1.0,1.0,5.0,2.0,3.0,14.0,1.0,7.0,12.0,4.0,13.0,2.0,9.0,5.0,1.0,5.0,5.0,6.0,2.0,3.0,1.0,4.0,4.0,3.0,6.0,2.0,2.0,6.0,1.0,156.0,4.0,9.0,2.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,8.0,1.0,4.0,1.0,6.0,3.0,3.0,1.0,1.0,6.0,8.0,39.0,2.0,2.0,10.0,11.0,5.0,2.0,2.0,4.0,5.0,1.0,7.0,7.0,1.0,5.0,1.0,2.0,12.0,1.0,5.0,1.0,1.0,26.0,3.0,6.0,16.0,7.0,6.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,29.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,7.0,72.0,10.0,9.0,26.0,7.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,6.0,6.0,7.0,4.0,29.0,1.0,3.0,15.0,27.0,14.0,35.0,9.0,2.0,16.0,13.0,7.0,7.0,12.0,1.0,15.0,9.0,16.0,3.0,17.0,4.0,7.0,6.0,4.0,7.0,10.0,6.0,2.0,47.0,3.0,30.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,12.0,3.0,1.0,9.0,1.0,3.0,18.0,4.0,2.0,1.0,20.0,4.0,1.0,17.0,15.0,2.0,8.0,5.0,2.0,1.0,3.0,3.0,1.0,9.0,10.0,10.0,6.0,7.0,4.0,1.0,1.0,1.0,14.0,15.0,1.0,1.0,5.0,4.0,4.0,31.0,5.0,112.0,3.0,2.0,3.0,7.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,25.0,2.0,14.0,3.0,10.0,4843.941,111.0,69.0,47.0,110.0,1.0,1.0,2.0,2.0,8.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0
