Delivery Date,Beef Bones - Knuckle/lb. - lbs,Cheese Choice $6.50 - Each,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Milk - 2%  - Oz.,Milk - Creamline - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Cashew Butter - Roasted - Pint,Cheddar - Hatch Pepper - Pack,Cheddar - Mauna Loa - Pack,Cheddar - Tipsy - Pack,Cheddar - White MJC - Pack,Condiment Choice $6 - Bottle,Cucumbers - Pickling   - Bag,Eggs - BW - Dozen,Goshen Bona Fide - Oz.,Goshen French Roast - Oz.,Gouda - Cave Aged - Pack,Gringo's Salsa Choice ($5) - Pint,Half & Half - Pint,Jam - Blueberry HBY - Pint,Jam - Grape HBY - Pint,Jam - Wild Elderberry HBY - Pint,Kuva Nicaragua - Bag,Peanut Butter EW - Pint,Peanut Butter MC - Tub,Pignolas (Pine Nuts) - Oz.,Pistachios - Oz.,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium  - Pint,Stringbean Brazilian - Oz.,Stringbean Disco Inferno - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Stringbean Red Eye  - Oz.,Sugar Free - Apricot HBY - Pint,Sugar Free - Blueberry HBY - Pint,Walnuts - Oz.,Yogurt - Greek Vanilla - Oz.,Yogurt - Plain Regular - Oz.,Yogurt - Vanilla Regular - Oz.,Pizza - Cheese  - Each,Pizza - Four Meat  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni  - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,$ for green bags donation - $,Cooler Donation - $,Cooler Repair Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Hand Pie: Broccoli Cheddar - Bag,Aged Cheddar - HBC - Each,Almond Butter - Crunchy  - Pint,Apple Sauce - Chunky - NS - Quart,Applewood Smoked Cheddar - Each,BBQ Sauce - Original #6 - Jar,Bacon  - Each,Bacon - Uncured - Pack,Bacon Ends /lb. - Package,Bada Bing - Sub - Frozen - Each,Bagels - Everything  - Bag,Bagels - Everything - Frozen - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Raisin - Frozen - Bag,Balsamic Vinegar (1.0 Large) - Large,Beans & Rice - Tub,Beans - Python/Red Noodle - Bag,Beef - Short Ribs BM&P /lb. - Pack,Beef - Stew Meat - Pack,Beef - Tenderloin 6-8 oz. - Pack,Beef Kabob Meat - Lb.,Beets - Pickled - Quart,Beets - Red No Tops - Lb.,Beets - Red w/Tops - Bunch,Big John's BBQ Sauce - Pint,Bison - Ground - Lb.,Black Beans - Dry - Lb.,Black Pepper Cheddar - Each,Blackberries  - Pint,Blackberries - Baking - Pint,Blueberries  - Pint,Bologna - Package,Boneless Pork Chop - D&M /lb - Lb.,Brazil Nuts - Bag,Bread Choice - Frozen ($6) - Loaf,Bread Pudding - Muffin - Froz. - Each,Brioche - Loaf - Frozen - Lb.,Brisket - half/lb. - lbs,Buttermilk - Qt.  - Quart,CBD - Calm  - 10-pack,Cabbage - Green (1.0 Small) - Small,Cantaloupe (1.0 Large) - Large,Cantaloupe (1.0 Medium) - Medium,Cantaloupe (1.0 XL) - XL,Cappuccino Milk 12 oz. - Bottle,Carrots no tops - Lb.,Carrots w/ Tops - Tiny - Bunch,Carrots w/tops - Bunch,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Links ($9.75) - Each,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.75/lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Drumsticks /lb. - Wee - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Apple Cinnamon - Lb.,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee - lbs,Chicken Wings/lb. - lbs,Chips - Tortilla - Bag,Chocolate Gooey Butter Cake - Each,Cinnamon Rolls - Frozen - Pack,Coffee Stringbean Decaf - Bag,Croissants - Pack,Croissants - Frozen - Pack,Crunchy Peanut Butter - Jar,Cucumbers - Slicing - Each,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curds Taco Spice 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Del Carmen Choice - Tub,Dinner Roll Sourdough - Frozen - Pack,Eggplant - Asian - 2-pack,Eggplant - Mix - Lb.,Eggs - Dozen,Eggs - H - Dozen,Eggs - LB - Dozen,Espresso Cheddar - Each,FF Dip - Crab  - Tub,FF Dip - Pea Smash - Tub,FF Dip - Pimiento Cheese Spread - Each,FF Dish - Risotto - Tub,FF Dish - Saag Paneer - Pint,FF Grits - Smoked Cheddar - Pint,FF Pasta - Green Tea Soba - Tub,FF Soup - Kimchi & Tofu Stew - Tub,Fennel - Head,Feta Cheese - HBC - Each,Flaked Salmon/lb. - Lb.,Flank Steak/lbs. - lbs,Flory's Farmhouse - Each,Flour - Bread 5# - Lb.,Focaccia - 3 Cheese - Frozen - Loaf,Fresh Herb - Basil - Bunch,Frozen Blackberries - Pint,Garlic - Cured Bag - Bag,Garlic Balsamic Vinaigrette - Bottle,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Gluten Free Black Bean Soup - Tub,Gluten Free Black Beans  - Tub,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Potato  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Gnocchi - Sweet Potato  - Lb.,Gr. Beef Bundle BMP ( 5-pack) - Each,Granola - Cranberry Almond - Pack,Granola - Vanilla Apricot - Pack,Granola Bar - Each,Green Beans - Bag,Grits - Oz.,Ground Beef - BM&P - Each,Ground Beef - D&M - Lb.,Ground Lamb  - Lb.,Ham Hocks/lb. - Pack,Ham Steak RFF/lb. - Each,Hand Pie: STL Mac & Cheese - Bag,Harvest Shreds - Naked 2lb. - Pack,Hoagie - Thursday - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Wildflower - Bottle,Honey - lg. 24 oz mbb  - Jar,Honey - sm. 6oz mbb.  - Each,Hot Sauce - Green - Oz.,Hot Sauce - Red - Oz.,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Jailhouse Jalapeno Brew - Jar,Jam - Black & Blue CF - Oz.,Jam - Blackberry Jalapeno - Pint,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Lamb Gyro Plain - Lb.,Lamb Gyro w/ Feta & Spinach - Lb.,Light and Mild - Wednesday - Loaf,Little Smokies - 2 pk - Each,Loofah Soap (1.0 Lavender) - Lavender,Maple Syrup 64 oz. - Jar,Marshmallow Pie - Each,Meatballs D&M - Package,Mexican Dark Bark - Package,Milk Chocolate CranOrange Bark - Pack,Milk Chocolate Lolli - Each,Milk Chocolate PB Bon Bons - Pack,Milk Chocolate Salted Bark - Pack,Milk Chocolate Square - Each,Mojo Marinade - Tub,Mozzarella HBC - Oz.,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Chanterelles - Bag,Mushrooms - French Horn - Bag,Mushrooms - Hen of the Woods/Maitake - Bag,Mustard (1.0 Honey) - Honey,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,Oat Porridge Bread - Thursday - Each,Oat Porridge Bread - Wednesday - Loaf,Oats - 1lb. (1.0 Rolled) - Rolled,Oats - Rolled 5# - Bag,Onions - Red  - Lb.,Onions - Red Tropea - Lb.,Onions - White - Lb.,Onions - Yellow - lbs,Pacific Cod/LB - Pack,Pasta - Gluten Free Short LV - Each,Pasta - Short Egg  - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Pasta Wildcard - Pack,Peaches - Share,Pepper Relish - Pint,Peppers - Banana - 4-pack,Peppers - Carmen - 2-pack,Peppers - Colored Bell - 3-pack,Peppers - Green/Red Bell - 2-pack,Peppers - Jalapenos - 5-pack,Peppers - Lunchbox - Pint,Peppers - Red Bell - 1-each,Pita Bread - Frozen (1.0 Wheat) - Wheat,Pizza - Bacon Bacon   - Each,Pizza - Kids Cheese KP - Each,Pizza - Margherita KP - Each,Pizza - Sausage & Uncured Bacon KP - Each,Pizza Sauce - Jar,Pizza Sourdough - Frozen - Pack,Polenta - Oz.,Popcorn - McKaskle - Lb.,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Chorizo (bulk) - Lb.,Pork - Deli Ham RFF/lb. - Lb.,Pork - Ground  - Lb.,Pork - Tenderloin/lb - Lb.,Pork Andouille Links - D&M - Each,Pork Bacon Burgers - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Choice $8 - Pack,Pork Chop Bone-in /lb. - Lb.,Pork Hot Dogs - Each,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Steaks/lb. - Pack,Potato Chips Kickers Lg - Oz.,Potato Chips Original Lg - Oz.,Potatoes - Fingerling - lbs,Potatoes - Mix - lbs,Potatoes - Red Specialty - Bag,Potatoes - Yukon Gold - lbs,Protein Choice $14.75 - Each,Pumpkin Cranberry - Frozen - Loaf,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,Ranch Steak - Wee /lb. - Each,Ravioli - 4-Cheese  - Lb.,Ravioli - Mushroom  - Lb.,Ribs - Baby Back/lb. - Lb.,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Rice - White or Brown - Bag,Roasted Corn Snack - Salted  - Bag,SALE! Half & Half 7/24 - Lb.,Salmon - Fillet Pieces/LB - Each,Salmon - Fillet Whole/LB - Each,Salsa - Gringo Hawaiian - Pint,Salsa - Gringo's Mild - Jar,Seedy Wheaty - Frozen - Loaf,Seedy Wheaty Bread - Loaf,Semolina - Thursday - Loaf,Semolina - Wednesday - Loaf,Sirloin steak - WOW /lb - Package,Skirt Steak/lbs. - Each,Sliced Summer Sausage - Bag,Smoked Salmon - Each,Smoked Salmon (1.0 Pepper) - Pepper,Sorghum Syrup - Jar,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Sparkling Tea - Elderberry Echinacea - 4-pack,Sparkling Tea - Ginger Roselle - 4-pack,Sparkling Tea - Hops Citrus + CBD - 4-pack,Squash - Patty Pan - Lb.,Squash - Patty Pan Stuffer/Large - Each,Squash - Summer - Each,Squash - Zephyr - Share,Squash - Zucchini - Each,Squash - Zucchini (1.0 Large) - Large,Squash - Zucchini (1.0 Medium) - Medium,Staff - Something to ask Jamie - Oz.,Strawberry Milk 12 oz. - Bottle,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Sugar Free - Strawberry Jam  - Pint,Sweet Corn - Share,Tahini - Pint,Thick Cut Dill Pickles - Quart,Thyme for Garlic Vinaigrette - Bottle,Toffee - Package,Tomato Sauce - CB - Jar,Tomatoes - Carolina Gold - Bag,Tomatoes - Cherry Mix - Pint,Tomatoes - Heirloom - Bag,Tomatoes - Lucky Tiger - Pint,Tomatoes - Red Cherry - Pint,Tomatoes - Slicing - Bag,Tomatoes - Sungold - Pint,Tortellini - Cheese - Lb.,Tortellini - Mushroom - Lb.,Turkey Thighs /lb - 2-pack,Turnips - Wildcard - Bag,Vinaigrette - Greek Style - Bottle,Yogurt - Coconut - Oz.,Yogurt - Raspberry - Pint,Yogurt - Yo Bul Plain - Oz.,Yogurt Choice  - Oz.,oo'ma'me - Indian - Jar,oo'ma'me - Mexican - Jar,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,(BYO) KWG - Orders Only,"BYO - No Share, Order Only",No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Chocolate MILK,Creamline MILK,Creamline MILK-e,Egg - LB,Eggs - Buttonwood,Ground Chicken,Home Delivery,Marinara Sauce AT,Multigrain Bread,Skim MILK,Skim MILK-e,Whole MILK,Whole MILK-e,Whole MILK-o,YoBul plain yogurt
Total - 2024-07-17,,5.0,1.0,,1.0,2.0,1.0,,4.0,,1.0,2.0,,2.0,5.0,6.0,9.0,1.0,,1.0,,,,,,,,6.0,,,1.0,,1.0,,,,,1.0,1.0,,1.0,3.0,4.0,3.0,,2.0,,,,1.0,,,,,3.0,18.0,6.0,9.0,12.0,6.0,3.0,24.0,11.0,10.0,1.0,6.0,1.0,1.0,1.0,,1.0,,2.0,,,,1.0,4.0,1.0,,1.0,2.0,1.0,12.0,1.0,2.0,1.0,,3.0,,1.0,,,,3.0,2.0,,3.0,1.0,,17.0,6.0,38.0,,2.0,,6.0,,,,2.0,,,19.0,10.0,,,7.0,,8.0,,4.0,7.0,6.0,,3.0,1.0,,,,,2.0,11.0,,9.0,3.0,,,,,1.0,3.0,12.0,,,,1.0,,,,,1.0,,,,1.0,4.0,,5.0,13.0,68.0,,3.0,1.0,,,,,3.0,1.0,,1.0,2.0,3.0,,2.0,,,2.0,,,,1.0,,2.0,,2.0,,,1.0,1.0,1.0,2.0,4.0,1.0,5.0,,1.0,12.0,6.0,,,,1.0,,,12.0,1.0,4.0,1.0,,,,,2.0,1.0,3.0,,,,,12.0,,2.0,,,1.0,,,,,2.0,,1.0,,,,1.0,5.0,1.0,7.0,1.0,1.0,7.0,7.0,2.0,2.0,1.0,,,,5.0,1.0,1.0,10.0,,1.0,6.0,1.0,,,2.0,,,8.0,29.0,,4.0,11.0,10.0,6.0,11.0,,3.0,,,1.0,1.0,3.0,,2.0,,2.0,,1.0,3.0,,,2.0,1.0,1.0,,,,5.0,,,2.0,,,,,2.0,1.0,,7.0,3.0,,4.0,2.0,,,5.0,1.0,,,,,2.0,2.0,1.0,,2.0,,6.0,,,,4.0,4.0,,,,1.0,,,1.0,,7.0,,,,,5.0,,4.0,1.0,,,9.0,,,,,1.0,,1.0,1.0,,,,5.0,,10.0,4.0,11.0,5.0,29.0,,1.0,1.0,,1.0,1.0,3.0,6.0,2.0,,1.0,1852.0304,39.0,17.0,10.0,20.0,48.0,,,,,2.0,6.0,,1.0,,,1.0,1.0,5.0,7.0,1.0,,1.0,,5.0,3.0,,1.0
Total - 2024-07-18,2.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,,,1.0,1.0,10.0,2.0,13.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,2.0,5.0,2.0,,,,1.0,,,1.0,,1.0,,,,5.0,4.0,3.0,2.0,,1.0,1.0,,,21.0,4.0,4.0,3.0,1.0,18.0,6.0,8.0,8.0,6.0,4.0,,,,3.0,2.0,,3.0,2.0,6.0,,,4.0,1.0,2.0,,,5.0,,1.0,2.0,3.0,1.0,16.0,,,,1.0,4.0,2.0,,,,1.0,2.0,3.0,,2.0,,1.0,17.0,3.0,30.0,,,1.0,8.0,1.0,1.0,,1.0,1.0,,22.0,12.0,,,4.0,,7.0,3.0,5.0,4.0,2.0,,8.0,1.0,,,1.0,3.0,1.0,5.0,,10.0,3.0,1.0,2.0,,,,1.0,13.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,1.0,,,,6.0,1.0,3.0,7.0,64.0,1.0,,,,,,,,,,,1.0,3.0,,,,1.0,1.0,,1.0,,,,,1.0,3.0,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,4.0,,,13.0,4.0,,,,1.0,2.0,10.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,,,,11.0,,,1.0,1.0,,,1.0,,,1.0,,3.0,2.0,1.0,,3.0,,2.0,1.0,5.0,2.0,1.0,4.0,3.0,,2.0,1.0,1.0,,6.0,1.0,1.0,3.0,7.0,,2.0,5.0,,2.0,,1.0,3.0,2.0,5.0,44.0,1.0,2.0,4.0,11.0,1.0,4.0,,6.0,1.0,,,,1.0,1.0,2.0,,,1.0,4.0,3.0,1.0,,2.0,,1.0,,,1.0,10.0,,1.0,1.0,1.0,,,1.0,,,,1.0,5.0,1.0,,4.0,1.0,3.0,1.0,,,,,,,,1.0,,,,11.0,,,2.0,1.0,,,,2.0,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,3.0,,1.0,10.0,2.0,2.0,,2.0,,,,,1.0,2.0,1.0,5.0,,12.0,6.0,9.0,6.0,16.0,1.0,,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,,1914.91,43.0,21.0,23.0,21.0,29.0,,,1.0,,4.0,,,,2.0,1.0,,,,12.0,,,2.0,2.0,4.0,3.0,,
Total - 2024-07-24,,2.0,1.0,1.0,5.0,1.0,,1.0,3.0,,,,,,,6.0,17.0,,1.0,,3.0,2.0,,1.0,,,8.0,,,1.0,,2.0,,1.0,,1.0,1.0,,,1.0,,,8.0,5.0,,,1.0,,1.0,,,,,,1.0,21.0,10.0,9.0,12.0,5.0,2.0,23.0,9.0,10.0,8.0,5.0,,1.0,1.0,,,1.0,2.0,,,1.0,,4.0,2.0,1.0,3.0,6.0,,8.0,,,,,4.0,,,1.0,2.0,,2.0,3.0,1.0,,1.0,2.0,26.0,7.0,8.0,1.0,1.0,,8.0,,,1.0,1.0,,14.0,10.0,5.0,10.0,1.0,9.0,1.0,4.0,,8.0,5.0,9.0,2.0,9.0,,1.0,2.0,,1.0,1.0,3.0,2.0,9.0,,,,1.0,3.0,,,9.0,,,2.0,,,1.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,,,,7.0,62.0,,7.0,1.0,,,1.0,1.0,,,2.0,1.0,,2.0,1.0,,1.0,,,10.0,,14.0,,,,,,,,1.0,,1.0,,5.0,1.0,1.0,25.0,1.0,5.0,3.0,1.0,2.0,,1.0,1.0,,11.0,1.0,,1.0,,1.0,,,1.0,2.0,2.0,,,,,5.0,,1.0,,1.0,,,1.0,,1.0,1.0,,2.0,,,,,4.0,1.0,6.0,1.0,3.0,2.0,5.0,,1.0,,,1.0,,12.0,,,7.0,3.0,2.0,13.0,,,1.0,3.0,,1.0,6.0,43.0,,8.0,8.0,13.0,4.0,4.0,8.0,,,,3.0,,3.0,1.0,4.0,1.0,,,1.0,4.0,1.0,1.0,3.0,,,1.0,1.0,,3.0,1.0,,2.0,,,1.0,,,,1.0,3.0,2.0,2.0,5.0,4.0,,1.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,3.0,9.0,,,,3.0,,,2.0,,1.0,1.0,1.0,,1.0,5.0,2.0,,,,5.0,3.0,6.0,,30.0,,,1.0,1.0,,2.0,,40.0,,,,3.0,1.0,4.0,17.0,5.0,4.0,,12.0,25.0,1.0,,1.0,,,5.0,1.0,,5.0,,,2483.1401,32.0,19.0,12.0,21.0,51.0,,1.0,,,4.0,,1.0,1.0,,,1.0,1.0,5.0,5.0,1.0,1.0,1.0,,3.0,,3.0,2.0
Total - 2024-07-25,,4.0,1.0,1.0,4.0,2.0,,,3.0,,,,,,,1.0,6.0,1.0,,,6.0,,1.0,,,,9.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,6.0,7.0,,1.0,,1.0,,1.0,16.0,3.0,3.0,2.0,,18.0,7.0,10.0,6.0,5.0,4.0,,,,2.0,2.0,1.0,1.0,1.0,5.0,,,3.0,,,,,3.0,,,,,,10.0,,,,,7.0,,,1.0,,,3.0,,,1.0,,3.0,15.0,2.0,2.0,,,,10.0,,,,,,9.0,5.0,1.0,7.0,,5.0,,5.0,1.0,4.0,7.0,5.0,,9.0,1.0,3.0,,,,,4.0,,11.0,3.0,,,,3.0,,2.0,7.0,,1.0,1.0,3.0,1.0,1.0,,,,,3.0,,1.0,,,,12.0,57.0,,1.0,,2.0,1.0,,,,,,,,6.0,,1.0,1.0,,,7.0,,8.0,,3.0,3.0,1.0,,,,,1.0,,,1.0,1.0,1.0,13.0,,13.0,2.0,,,1.0,,,4.0,1.0,,,,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,2.0,,1.0,,,5.0,3.0,7.0,1.0,3.0,5.0,7.0,3.0,1.0,1.0,,,9.0,,,,3.0,7.0,4.0,2.0,3.0,,1.0,,1.0,1.0,8.0,19.0,,2.0,3.0,5.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,,,,2.0,1.0,1.0,,1.0,,1.0,2.0,,5.0,2.0,1.0,2.0,,1.0,,,2.0,,,5.0,1.0,,4.0,8.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,2.0,2.0,2.0,1.0,4.0,,2.0,,,,,,,,1.0,,,,1.0,2.0,1.0,4.0,1.0,11.0,,,1.0,1.0,1.0,1.0,1.0,17.0,,,,1.0,,4.0,4.0,6.0,2.0,,4.0,8.0,2.0,,,,,,,,9.0,,,1339.8201,35.0,17.0,19.0,19.0,29.0,1.0,,,3.0,4.0,,,,2.0,,1.0,,,9.0,,,2.0,,8.0,,1.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,2.0,18.0,4.0,4.0,13.0,7.0,2.0,2.0,13.0,1.0,1.0,2.0,1.0,3.0,15.0,15.0,45.0,2.0,2.0,2.0,9.0,4.0,1.0,2.0,1.0,1.0,19.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,8.0,22.0,18.0,2.0,3.0,2.0,2.0,1.0,2.0,37.0,7.0,7.0,5.0,5.0,75.0,29.0,36.0,38.0,22.0,13.0,47.0,20.0,20.0,14.0,15.0,2.0,6.0,5.0,11.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,16.0,3.0,2.0,6.0,11.0,2.0,46.0,1.0,2.0,1.0,1.0,18.0,2.0,1.0,2.0,2.0,1.0,10.0,8.0,1.0,6.0,2.0,6.0,75.0,18.0,78.0,1.0,3.0,1.0,32.0,1.0,1.0,1.0,4.0,1.0,23.0,56.0,28.0,17.0,1.0,25.0,1.0,24.0,4.0,21.0,23.0,22.0,2.0,29.0,3.0,4.0,2.0,1.0,4.0,4.0,23.0,2.0,39.0,9.0,1.0,2.0,1.0,6.0,1.0,6.0,41.0,1.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,6.0,2.0,4.0,4.0,5.0,10.0,1.0,8.0,39.0,251.0,1.0,11.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,14.0,1.0,3.0,2.0,1.0,3.0,17.0,1.0,22.0,1.0,3.0,5.0,2.0,5.0,2.0,1.0,2.0,4.0,3.0,4.0,11.0,4.0,11.0,38.0,2.0,43.0,15.0,1.0,2.0,1.0,3.0,3.0,14.0,24.0,4.0,5.0,3.0,1.0,2.0,1.0,2.0,5.0,4.0,8.0,1.0,1.0,1.0,15.0,17.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,7.0,1.0,1.0,3.0,1.0,16.0,6.0,25.0,5.0,8.0,18.0,22.0,5.0,6.0,3.0,1.0,1.0,15.0,18.0,2.0,4.0,27.0,10.0,9.0,26.0,4.0,2.0,2.0,6.0,4.0,4.0,27.0,135.0,1.0,16.0,26.0,39.0,12.0,19.0,9.0,9.0,1.0,1.0,4.0,1.0,8.0,2.0,9.0,1.0,2.0,1.0,6.0,12.0,3.0,2.0,7.0,2.0,2.0,2.0,3.0,1.0,23.0,3.0,2.0,7.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,16.0,11.0,3.0,13.0,18.0,1.0,5.0,12.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,7.0,3.0,3.0,28.0,2.0,2.0,3.0,12.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,15.0,3.0,1.0,1.0,3.0,14.0,4.0,16.0,5.0,41.0,1.0,19.0,4.0,4.0,1.0,5.0,2.0,57.0,1.0,1.0,1.0,6.0,2.0,18.0,21.0,33.0,16.0,20.0,27.0,78.0,4.0,1.0,3.0,1.0,2.0,8.0,5.0,9.0,20.0,1.0,1.0,7589.8994,149.0,74.0,64.0,81.0,157.0,1.0,1.0,1.0,3.0,14.0,6.0,1.0,2.0,4.0,1.0,3.0,2.0,10.0,33.0,2.0,1.0,6.0,2.0,20.0,6.0,4.0,3.0
