Delivery Date,Canned Peaches- sugar - Jar,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Sirloin Steak - Pack,Watermelon - Seeded (1.0 Large) - Large,Milk - 2%  - Oz.,Milk - Chocolate - Oz.,Milk - Creamline - Oz.,Milk - Whole - Oz.,Almond Butter  - Pint,Cashew Butter - Roasted - Pint,Cashews Salted - Oz.,Cheddar - Hatch Pepper - Pack,Cheddar - Mauna Loa - Pack,Cheddar - Tipsy - Pack,Cheddar - White MJC - Pack,Cheese Curds (1.0 Plain) - Plain,Coffee Stringbean Red Eye  - Oz.,Cucumbers - Pickling   - Bag,Dates - Oz.,Eggs - BW - Dozen,Goshen Black Dog - Oz.,Goshen Black Dog 5 LB - Lb.,Goshen Bona Fide - Oz.,Goshen French Roast - Oz.,Gouda - Cave Aged - Pack,Gouda - Smoked - Pack,Ground Beef 80/20 - Lb.,Ground Beef 90/10 - Lb.,Half & Half - Pint,Havarti - MJC - Pack,Jam - Apricot HBY - Pint,Jam - Blackberry HBY - Pint,Jam - Blueberry HBY - Pint,Jam - Peach CF - Oz.,Jam - Red Cherry HBY - Pint,Jam - Strawberry HBY - Pint,Jam - Strawberry Rhubarb CF - Oz.,Jam - Wild Elderberry HBY - Pint,Kuva Nicaragua - Bag,Kuva Peru - Package,Kuva Sumatra - Oz.,Mozzarella  - Pack,Peach 2nds - Bag,Peanut Butter EW - Pint,Peanut Butter MC - Pint,Pepitas - Oz.,Pistachios - Oz.,Potato Chips Original - Mini - Oz.,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Medium  - Pint,Squash - Acorn (1.0 Medium) - Medium,Stringbean Disco Inferno - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Sugar Free - Raspberry HBY - Pint,Tomme - Cave Aged - Pack,Yogurt - Greek Plain - Oz.,Yogurt - Greek Vanilla - Oz.,Yogurt - Plain Regular - Oz.,Yogurt - Vanilla Regular - Oz.,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni  - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,$ for green bags donation - $,Cooler Donation - $,Cooler Repair Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,80/20 Ground Beef Bundle - 10-pack,80/20 Ground Beef Bundle (1.0 5-pack) - 5-pack,90/10  Ground Beef Bundle - 5-pack,Almond Butter - Crunchy  - Pint,Apple Butter - No Sugar - Pint,Apple Butter - Organic - Pint,Apple Sauce - Chunky - NS - Quart,Apple Sauce - Organic Qt. - Quart,Apple Sauce - w/sugar - qt. - Jar,Apples -  Gala - Share,Applewood Smoked Cheddar - Each,Asian Eggplant  - Each,Baby Swiss - MJC - Pack,Bacon  - Each,Bacon - Uncured - Pack,Bacon Ends /lb. - Package,Bada Bing - Sub - Bag,Bada Bing - Sub - Frozen - Each,Bagels - Everything  - Bag,Bagels - Everything - Frozen - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Raisin - Bag,Bagels - Raisin - Frozen - Bag,Baklava  - Each,Balsamic Vinegar - ML,Bark -Banana Coconut - Package,Beans & Rice - Tub,Beef - Stew Meat - Pack,Beef Kabob Meat - Lb.,Beets - Pickled - Quart,Beets w/Tops - Bunch,Bibb Lettuce - Head,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Bean Hummus - Tub,Black Beans DC - Tub,Black Goat PF - Package,Black Pepper Cheddar - Each,Blackberry Vinaigrette - Jar,Boerewors Sausage - Pack,Bok Choy - Share,Boneless Pork Chop - D&M /lb - Lb.,Bread Pudding (1.0 Mocha Swirl) - Mocha Swirl,Bread Pudding (1.0 Plain) - Plain,Bread Pudding - Muffin - Each,Bread Pudding - Muffin - Froz. - Each,Brioche - Loaf - Frozen - Lb.,Brisket - half/lb. - lbs,Buns - John Dough - Frozen - Bag,Buttermilk - Qt.  - Quart,CBD - Sampler Gummies - Each,CBD - Sleep - Lemon - 10-pack,Cabbage - Green (1.0 Medium) - Medium,Cantaloupe - Medium - Each,Cantaloupe - Small - Each,Cappuccino Milk 12 oz. - Bottle,Carrots - Lb.,Carrots w/tops - Bunch,Cashews Raw - Bag,Cheese - Aged Alpine - Pack,Chevre PF (1.0 Herb) - Herb,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Livers /lb - Pack,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.50/lb. - Each,Chicken Bones - SM/lb. - Bag,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Apple Cinnamon - Lb.,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee - lbs,Chips - Tortilla - Bag,Chuck Roast/lbs. - lbs,Cinnamon Rolls - Pack,Cinnamon Rolls - Frozen - Pack,Coconut Oil Quart - Quart,Coffee Stringbean Decaf - Bag,Cornmeal - Oz.,Croissants - Pack,Croissants - Frozen - Pack,Crunchy Peanut Butter - Jar,Cucumbers - Slicing - Each,Curds Applewood Smoked 10 oz - Bag,Curds Garlic Dill 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curds Taco Spice 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Bon Bons - Pack,Dark Chocolate Caramels - Pack,Dark Chocolate Fudge Sauce  - Jar,Dark Chocolate Ginger Bark - 1-each,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Del Carmen Choice - Tub,Deli Rye Bread - Frozen - Lb.,Dill Pickles - TM&G - Plain,Eggplant - Dancer - Lb.,Eggplant - Fairy Tale - Pint,Eggs - Dozen,Eggs - Flourish - Dozen,FF - Fry Bread - Bag,FF Dip - Pimiento Cheese Spread - Each,FF Dip - Scallop & Crab - Each,FF Dip - Street Corn - Tub,FF Dish - Cauliflower Curry - Pint,FF Dish - Risotto - Tub,FF Grits - Smoked Cheddar - Pint,FF Soup - Chowder - Pint,FF Soup - Yellow Gazpacho - Oz.,Feta Cheese - HBC - Each,Flaked Salmon/lb. - Lb.,Flank Steak/lbs. - lbs,Fleur de la Prairie  - Each,Flour - All Purpose 5# - Lb.,Flour - Sifted Bread Flour 2.5lb. - Bag,Focaccia - 3 Cheese - Frozen - Loaf,Fresh Basil - Bunch,Fresh Figs  - Box,Garlic - Cured Bag - Bag,Garlic - Cured Hd - Head,Garlic - Giant German hd - Head,Garlic Balsamic Vinaigrette - Bottle,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Globe Eggplant (1.0 Large) - Large,Gluten Free Black Beans  - Tub,Gluten Free Black Beans & Rice - Tub,Gnocchi - Potato  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Gold Zucchini - Lb.,Grains Choice - Corn - Bag,Granola - Cranberry Almond - Pack,Granola - Vanilla Apricot - Pack,Granola Bar - Each,Green Beans - Bag,Green Bell Pepper - 3-pack,Green Zucchini - Each,Ground Lamb  - Lb.,Ham Steak RFF/lb. - Each,Harvest Shreds - Naked 2lb. - Pack,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Squeeze Bottle - Bottle,Hot Sauce - Red - Oz.,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Jalapenos - 4-pack,Jam - Black & Blue CF - Oz.,Jar Tomatoes - Quart,KP Pasta - Bucatini - Each,Kuva Ethiopian - Bag,Lamb Gyro Plain - Lb.,Lamb Gyro w/ Feta & Spinach - Lb.,Lamb Shank/lb. - Lb.,Lasagna (1.0 Cheese) - Cheese,Lemon Tarragon Vinaigrette - Bottle,Light and Mild - Thursday - Loaf,Light and Mild - Wednesday - Loaf,Little Bloom PF - Each,Little Smokies - 2 pk - Each,Loofah Soap (1.0 Eucalyptus Mint) - Eucalyptus Mint,Marinara Sauce - Jar,Marshmallow Pie - Each,Melon - Bitter - Each,Mexican Dark Bark - Package,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate Lolli - Each,Milk Chocolate Square - Each,Mole Sauce - Jar,Multigrain Bread  - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Chanterelles - Bag,Mushrooms - Dried Mix - Box,Mushrooms - Hen of the Woods - Bag,Nora Pepper Blend - Bag,Oats - 1lb. (1.0 Rolled) - Rolled,Oats - Rolled 5# - Bag,Okra  - Share,Olive Oil Medium - Bottle,Olive Oil Small - ML,Olive Oil large - Liter,Olive Ovation Wildcard $9.75 - $,Onions - Cippolini - Head,Onions - Red  (1.0 Head) - Head,Onions - Red  (1.0 Lb.) - Lb.,Onions - White - Lb.,Onions - Yellow - Lb.,Onions - Yellow (1.0 Bag) - Bag,Onions - Yellow (1.0 Head) - Head,Orange Milk 12 oz. - Bottle,Pacific Cod - Wee - Pack,Pacific Cod/LB - Pack,Pasta - Egg Spaghetti - Lb.,Pasta - G.Free Long DG - Each,Pasta - Gluten Free Long LV - Each,Pasta - Gluten Free Short LV - Each,Pasta - Short Egg  - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Pasta Sheets - Lb.,Peaches - Full Share - Share,Peaches - Spiced - Jar,Pepper - Colored Bell - 3-pack,Peppers - Banana - 4-pack,Peppers - Poblanos - Bag,Peppers - Shishitos - Bag,Peppers - Yellow Flamingo - 3-pack,Pesto - Kale Walnut - 1-each,Pizza - Bacon Bacon   - Each,Pizza - Black Garlic KP - Each,Pizza - Kids Cheese KP - Each,Pizza - Margherita KP - Each,Pizza - Sausage & Uncured Bacon KP - Each,Pizza Sauce - Jar,Plant - Hyssop - Pot,Plant - Oregano - Pot,Plant - Rosemary - Pot,Polenta - Oz.,Polish Dill Pickles - Quart,Popcorn - McKaskle - Lb.,Popcorn - White - Lb.,Popped Corn - Organic - Bag,Pork - Brats Bacon Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast ($8) - Pack,Pork - Chorizo (bulk) - Lb.,Pork - Deli Ham/lb. - Lb.,Pork - Ground  - Lb.,Pork - Tenderloin/lb - Lb.,Pork Andouille Links - D&M - Each,Pork Apple Brat  - Pack,Pork Bacon Burgers - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Chop Bone-in /lb. - Lb.,Pork Chops Bone in/lb. - Pack,Pork Cutlets /lb - Lb.,Pork Hot Dogs  - Each,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Sausage - D&M - Pack,Pork Shoulder Small/lb. - Pack,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Snack Sticks - Honey 4pk - Pack,Pork Steaks/lb. - Pack,Potato Chips Kickers med - Oz.,Potato Chips Original Lg - Oz.,Potato Chips Original med - Oz.,Potatoes - Red - lbs,Pretzel Slider Buns - Frozen - Bag,Pro Saucery - Cinna Pro Swirl  - Oz.,Pro Saucery - Homestyle Pro Ranch - Oz.,Pro Saucery - Peanut Pro  - Oz.,Pro Saucery - Signature - Oz.,Pro Saucery Wildcard - Each,RL Chocolate Milk - Bottle,RL Heavy Cream  - Pint,Ravioli - 4-Cheese  - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Mushroom  - Lb.,Red Beets - Lb.,Red Chile Sauce - Jar,Ribeye Steak /lb - Pack,Ribs - Baby Back/lb. - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Roasted Corn Snack - Chili Lime - Bag,Roasted Corn Snack - Ranch - Bag,Roasted Corn Snack - Salted  - Bag,Ropp Cheddar (1.0 Sharp) - Sharp,SALE! Pecan Pieces  - Bag,Salame - Calabrese - Package,Salame - Finocchiona - Each,Salame - Veneto - Pack,Sale English Walnuts - Bag,Salmon - Fillet Pieces - Each,Salmon - Fillet Whole - Each,Salsa - Gringo's Mild - Jar,Salsa - Medium TM&G - Pint,Sea Scallops - Bag,Seeded Janie's - Thursday - Loaf,Seedy Wheaty - Frozen - Loaf,Semolina - Thursday - Loaf,Semolina - Wednesday - Loaf,Shakshuka Sauce - Jar,Skirt Steak/lbs. - Each,Sliced Summer Sausage - Bag,Smoked Salmon - Each,Soap (1.0 Lavender) - Lavender,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Spicy Dill Pickles - Quart,Squash -  Butternut (1.0 XL) - XL,Squash - Spaghetti  (1.0 Medium) - Medium,Staff - Something to ask Jamie - Oz.,Strawberry Milk 12 oz. - Bottle,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Sugar Free - Strawberry Jam  - Pint,Summer Squash - Each,Sweet Corn - Share,Tahini - Pint,Thyme for Garlic Vinaigrette - Bottle,Toasted Ravioli - Artichoke KP - Each,Toffee - Package,Tomatillos  - Bag,Tomato Sauce - CB - Jar,Tomato Seconds - Bag,Tomatoes - Cherry Mix - Pint,Tomatoes - Funky Bunch - Pint,Tomatoes - Heirloom - Bag,Tomatoes - Red Cherry - Pint,Tomatoes - Roma BULK - lbs,Tomatoes - Slicing - Bag,Tomatoes - Sungold - Pint,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Tortellini - Mushroom - Lb.,Turkey Thighs /lb - 2-pack,Ukrainian Farmhouse Cheese - Tub,Watermelon - Seedless  - Each,Watermelon - Seedless  (1.0 Large) - Large,Watermelon - Seedless  (1.0 Medium) - Medium,White Rice Cooked - Lb.,Wildcard $13.00 - Each,Wildcard $6.50 - Each,Wildcard $7 - Each,Yogurt - Coconut - Oz.,Yogurt - Raspberry - Pint,Yogurt - Yo Bul Plain - Oz.,Yogurt Choice  - Oz.,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) KWG - Orders Only,"BYO - No Share, Order Only",No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Buttonwood Eggs,CREAM - o,Chocolate MILK,Cream pint,Creamline MILK,Half & Half,Multigrain Bread,RL - Gallon Whole Milk,Skim MILK,Skim MILK-e,Whole MILK,Whole MILK-e,Whole MILK-o,YoBul plain yogurt
Total - 2023-08-16,,1.0,1.0,4.0,1.0,5.0,7.0,1.0,,4.0,,1.0,,,1.0,2.0,2.0,,,2.0,,14.0,,,,,,,11.0,7.0,2.0,1.0,,,,,,1.0,,,,1.0,,8.0,,,,1.0,,1.0,,,1.0,,,3.0,,1.0,,6.0,6.0,4.0,,1.0,1.0,,,,,,2.0,22.0,9.0,10.0,9.0,6.0,4.0,26.0,9.0,13.0,2.0,2.0,2.0,2.0,4.0,7.0,,,1.0,,1.0,,1.0,,,,,1.0,2.0,2.0,,,,,1.0,5.0,2.0,1.0,3.0,,,1.0,1.0,1.0,,2.0,12.0,,2.0,,1.0,,1.0,1.0,,1.0,,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,6.0,20.0,,,,13.0,,,1.0,,,3.0,7.0,,3.0,,,4.0,1.0,,1.0,,,3.0,,2.0,2.0,,,,1.0,,,,1.0,2.0,,,1.0,,,1.0,,,,2.0,,1.0,,,1.0,,,,4.0,,,4.0,5.0,47.0,7.0,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,1.0,3.0,,8.0,10.0,4.0,,,1.0,14.0,,,,2.0,,1.0,,1.0,3.0,5.0,,3.0,,,1.0,1.0,3.0,,1.0,,,2.0,1.0,3.0,,,,,,,,,,,12.0,,,,,,,,,2.0,4.0,1.0,1.0,6.0,1.0,10.0,,2.0,3.0,9.0,,1.0,,2.0,,10.0,1.0,,1.0,,2.0,2.0,3.0,4.0,12.0,,,1.0,1.0,1.0,,1.0,,,,14.0,11.0,,,27.0,,9.0,2.0,11.0,,,,,2.0,,6.0,2.0,1.0,,,2.0,1.0,1.0,,,1.0,,16.0,1.0,,,3.0,,,3.0,,1.0,,,,1.0,,,,,,,,,2.0,,,2.0,8.0,,,,1.0,1.0,8.0,1.0,1.0,1.0,,,3.0,,,1.0,,1.0,4.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,,,,4.0,,12.0,,,,1.0,1.0,3.0,,,,,,,,,,2.0,16.0,1.0,,1.0,,7.0,,,12.0,,8.0,8.0,1.0,10.0,15.0,,1.0,,,,,,20.0,,3.0,,7.0,,2.0,7.0,3.0,1654.2006,27.0,14.0,15.0,28.0,51.0,1.0,,,,1.0,2.0,,1.0,3.0,1.0,1.0,,,,1.0,,1.0,,7.0,,1.0,1.0
Total - 2023-08-17,1.0,3.0,2.0,7.0,,14.0,6.0,,1.0,6.0,2.0,,,1.0,,2.0,1.0,4.0,,4.0,,24.0,1.0,,1.0,,,2.0,15.0,5.0,5.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,3.0,,,2.0,,,,,1.0,1.0,1.0,2.0,,,3.0,,5.0,4.0,2.0,1.0,,,1.0,27.0,8.0,5.0,5.0,2.0,18.0,11.0,6.0,12.0,9.0,10.0,,,,6.0,9.0,,10.0,,,7.0,1.0,,2.0,,1.0,2.0,1.0,,1.0,,,1.0,3.0,5.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,1.0,2.0,,1.0,3.0,1.0,2.0,1.0,,,13.0,4.0,,,,,,,,,,1.0,1.0,14.0,12.0,,,,17.0,1.0,,,,2.0,,9.0,1.0,4.0,2.0,,3.0,,3.0,,1.0,1.0,2.0,,3.0,,2.0,1.0,,,1.0,2.0,,1.0,,1.0,2.0,1.0,2.0,1.0,,,,1.0,,1.0,,,1.0,,1.0,,1.0,2.0,,,2.0,5.0,60.0,2.0,,2.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,,3.0,7.0,,7.0,7.0,6.0,,2.0,,5.0,,,,,1.0,1.0,,1.0,,5.0,,4.0,,,,,1.0,,1.0,,1.0,3.0,4.0,3.0,,1.0,1.0,,,1.0,,2.0,,12.0,,,,,1.0,,,,1.0,3.0,2.0,1.0,,16.0,,5.0,6.0,3.0,1.0,11.0,1.0,6.0,1.0,2.0,,12.0,,,1.0,,2.0,3.0,7.0,4.0,12.0,,,,,2.0,,,1.0,4.0,,9.0,11.0,1.0,1.0,30.0,,6.0,2.0,12.0,,,1.0,,5.0,1.0,4.0,4.0,,1.0,1.0,6.0,,,,2.0,,2.0,14.0,1.0,,,3.0,1.0,2.0,,,1.0,1.0,,1.0,,1.0,2.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,1.0,7.0,,2.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,,1.0,9.0,,,,3.0,1.0,,1.0,1.0,1.0,,,,2.0,,,3.0,,,,,1.0,5.0,11.0,,1.0,,4.0,2.0,,2.0,,,,,,,,,,5.0,6.0,1.0,,,1.0,7.0,1.0,,5.0,1.0,11.0,10.0,9.0,9.0,9.0,3.0,2.0,,,1.0,1.0,,17.0,1.0,7.0,,9.0,2.0,2.0,6.0,9.0,2090.5803,41.0,23.0,22.0,25.0,38.0,,1.0,2.0,,2.0,3.0,,3.0,,,,,2.0,1.0,,,2.0,,8.0,,2.0,
Total - 2023-08-23,,3.0,3.0,6.0,,8.0,2.0,,1.0,6.0,,1.0,1.0,,2.0,2.0,4.0,,,,1.0,12.0,,,2.0,1.0,1.0,,12.0,5.0,2.0,1.0,,1.0,1.0,2.0,2.0,,1.0,,,1.0,1.0,7.0,6.0,1.0,2.0,,1.0,,1.0,2.0,1.0,,,,1.0,1.0,6.0,8.0,5.0,3.0,1.0,,3.0,,,,,,3.0,16.0,13.0,11.0,8.0,4.0,5.0,27.0,17.0,12.0,1.0,1.0,2.0,1.0,3.0,,1.0,,,,1.0,,,1.0,1.0,,13.0,2.0,8.0,1.0,10.0,,,2.0,,2.0,,,1.0,,2.0,1.0,,,1.0,1.0,4.0,,,8.0,3.0,1.0,2.0,,,1.0,1.0,,7.0,2.0,1.0,,,3.0,1.0,1.0,,1.0,,,14.0,,10.0,1.0,12.0,,1.0,1.0,,2.0,,,10.0,,1.0,1.0,1.0,4.0,,1.0,,,,5.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,2.0,,,2.0,1.0,2.0,,1.0,1.0,4.0,83.0,1.0,3.0,1.0,,,1.0,,1.0,1.0,,1.0,,2.0,,,1.0,,5.0,41.0,8.0,2.0,5.0,1.0,1.0,,9.0,,,1.0,,,,9.0,4.0,,4.0,24.0,6.0,4.0,2.0,,,,1.0,,1.0,1.0,2.0,2.0,5.0,1.0,1.0,,1.0,2.0,1.0,,,,,12.0,,,1.0,,1.0,1.0,,,,2.0,2.0,,6.0,4.0,17.0,1.0,2.0,2.0,11.0,,6.0,,1.0,2.0,12.0,,2.0,2.0,13.0,,3.0,12.0,8.0,,8.0,2.0,,,1.0,1.0,,,,,4.0,9.0,1.0,,13.0,1.0,9.0,,7.0,13.0,5.0,1.0,,6.0,3.0,7.0,4.0,,,2.0,1.0,1.0,,1.0,,2.0,,8.0,,1.0,,14.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,12.0,,,,,,,2.0,,,1.0,,2.0,2.0,1.0,,,3.0,1.0,1.0,,3.0,,,1.0,1.0,,,5.0,1.0,1.0,1.0,,,5.0,,11.0,,,1.0,,,5.0,,1.0,7.0,2.0,1.0,,,,1.0,13.0,13.0,,1.0,,2.0,4.0,2.0,,9.0,1.0,5.0,8.0,5.0,13.0,10.0,1.0,1.0,1.0,1.0,,,20.0,,,,4.0,,2.0,1.0,8.0,5.0,2472.8706,38.0,13.0,13.0,30.0,49.0,1.0,,,,,3.0,3.0,,1.0,,1.0,1.0,,,,,1.0,,8.0,4.0,,1.0
Total - 2023-08-24,1.0,3.0,1.0,6.0,,9.0,6.0,1.0,,5.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,13.0,,1.0,2.0,,,1.0,16.0,6.0,6.0,1.0,1.0,,,,,,,,,1.0,,3.0,12.0,,1.0,,,,,1.0,1.0,1.0,,,,1.0,6.0,3.0,2.0,1.0,2.0,2.0,,,20.0,9.0,6.0,4.0,2.0,24.0,11.0,13.0,17.0,8.0,5.0,,,,6.0,15.0,,6.0,5.0,5.0,8.0,,4.0,2.0,1.0,,,,,,24.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,,,,10.0,,,14.0,2.0,,2.0,2.0,1.0,,,,4.0,,,2.0,1.0,,,,1.0,1.0,,,12.0,,6.0,1.0,16.0,,,,,2.0,1.0,,11.0,,4.0,1.0,,9.0,1.0,1.24,,1.0,1.0,6.0,,4.0,,1.0,1.0,,1.0,1.0,,,2.0,,1.0,3.0,,,,1.0,,,1.0,2.0,1.0,,1.0,,,,,1.0,4.0,1.0,,1.0,6.0,105.0,2.0,,2.0,1.0,1.0,,,,,,3.0,1.0,1.0,1.0,,,,7.0,37.0,3.0,5.0,2.0,2.0,1.0,,9.0,1.0,1.0,,,,,17.0,1.0,,3.0,22.0,5.0,3.0,1.0,,,,1.0,,,1.0,1.0,1.0,7.0,,1.0,,,,,1.0,1.0,1.0,12.0,,2.0,1.0,,2.0,,2.0,1.0,1.0,2.0,3.0,1.0,,9.0,2.0,28.0,2.0,2.0,2.0,7.0,,3.0,,2.0,,8.0,,1.0,1.0,16.0,,1.0,8.0,4.0,,12.0,,1.0,,1.0,,1.0,,1.0,1.0,9.0,17.0,2.0,,10.0,,18.0,,11.0,9.0,3.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,,1.0,,1.0,,2.0,,1.0,,19.0,,2.0,3.0,16.0,,1.0,,1.0,,,2.0,,3.0,,3.0,3.0,,1.0,1.0,,1.0,,,,,17.0,2.0,,,,,,3.0,1.0,1.0,,2.0,2.0,,1.0,3.0,,2.0,1.0,1.0,,,,,,1.0,,,2.0,,,1.0,1.0,,2.0,11.0,1.0,,2.0,1.0,3.0,,1.0,1.0,,4.0,7.0,,2.0,1.0,1.0,,17.0,11.0,2.0,1.0,2.0,2.0,6.0,3.0,1.0,8.0,,7.0,5.0,8.0,5.0,8.0,,1.0,,,,,12.0,,,,6.0,,2.0,1.0,7.0,7.0,2585.2307,40.0,24.0,23.0,25.0,42.0,,,,2.0,,3.0,5.0,,,,,1.0,,3.0,,1.0,2.0,2.0,9.0,3.0,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
