Delivery Date,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Watermelon - Seeded (1.0 Large) - Large,Pistachios - Oz.,Peanuts - Salted Blanched - Oz.,Milk - 2%  - Oz.,Milk - Chocolate - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Walnuts - Oz.,Almond Butter - Pint,Almonds - Salted - Oz.,Cheddar - Hatch Pepper - Package,Cucumbers - Pickling - Bag,Eggs - BW - Dozen,Gringo's Salsa Choice ($5) - Pint,Half & Half - Pint,Jam - Blueberry HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Red Raspberry HBY - Pint,Jam - Strawberry - Rhubarb - Pint,Jam - Strawberry HBY - Pint,Peanut Butter MC - Tub,Salsa - Gringo's Medium - Pint,Stringbean Brazilian - Oz.,Stringbean Red Eye  - Oz.,Sugar Free - Strawberry Rhubarb - Pint,Yogurt - Greek Plain - Oz.,Pizza - Cheese  - Each,Pizza - Deluxe - Each,Pizza - Four Meat  - Each,Pizza - Pepperoni  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:10-4:30,UCity Pickup Time (2.0 @4:30-5) - @4:30-5,UCity Pickup Time (3.0 @5-5:30) - @5-5:30,Pork Chop Bone-in /lb. - Lb.,Hamburger Buns - 4-pack,Buttermilk - Qt.  - Quart,RL Heavy Cream  - Pint,$ for green bags donation - $,Cooler Donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food for Ferals Donation - $,Aged Cheddar - HBC - Each,Apple Sauce - Chunky - NS - Quart,Apple Sauce - w/sugar - qt. - Jar,Applewood Smoked Cheddar - Each,Argentine Red Shrimp 2 LB - Lb.,Bacon - Each,Bacon - Uncured/lb - Pack,Bagel Chips - Bag,Bagels - Blueberry - BU - Bag,Bagels - Cinnamon Raisin - BU - Bag,Bagels - Egg - BU - Bag,Bagels - Everything - BU - Bag,Bagels - Everything - Frozen - Bag,Bagels - Honey Buckwheat - BU - Bag,Bagels - Plain - Frozen - Each,Bagels - Pumpernickel - BU - Bag,Bagels - Sesame Seed - BU - Bag,Beans - Green - Bag,Beef - Filet 1-1.5#./lb - Pack,Beef - Stew Meat - Pack,Beef Kabob Meat - Lb.,Beets - Golden - Lb.,Beets - No Tops - Lb.,Beets - Pickled - Quart,Black Bean Dip - Tub,Black Pepper Cheddar - Each,Blackberries - Pint,Blackberries - Frozen (1.0 Large) - Large,Blueberries - Pint,Boneless Pork Chop - D&M /lb - Lb.,Brisket - half/lb. - lbs,Buttermilk Waffles Sourdough - Frozen - Pack,Cabbage - Green - Head,Cabbage - Red - Share,Canary Crenshaw Melon - Each,Cannoli - 2-pack,Cantaloupe (1.0 Large) - Large,Cantaloupe (1.0 Medium) - Medium,Cantaloupe (1.0 Small) - Small,Carrots no tops - Lb.,Carrots w/tops - Bunch,Cheese Choice $6.75 - Each,Chevre PF - Choice,Chevre PF (1.0 Herb) - Herb,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Links ($10.50) - Each,Chicken - Thighs /lbs  - lbs,Chicken - Whole $5.00/lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Links - Andouille  - Lb.,Chicken Links - Lemon Pepper - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee* - lbs,Chicken Thighs -/lb*. - Wee - Pack,Chocolate Chip Crunchy style GF Cookies - 2-pack,Chocolate Syrup  - Jar,Cinnamon Raisin Bread - 1-each,Cinnamon Rolls - Frozen - Pack,Clean Plate Pantry Choice ($11.5) - Jar,Coffee Stringbean Decaf - Bag,Cornmeal - Oz.,Croissant - PIB - 1-each,Croissant - PIB Frozen - 1-each,Crunchy Peanut Butter - Jar,Cucumbers - Slicing - Each,Curds Applewood Smoked 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Caramels - Pack,Dark Chocolate Fudge Sauce  - Jar,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Date Chocolate Syrup - Jar,Dates Choice ($10) - Pack,Deli Roast Beef - Lb.,Eggplant - Fairy Tale - Pint,Eggplant - Globe - Each,Eggplant - Little Finger - Bag,Eggs - Dozen,Eggs - H - Dozen,English Muffin Sourdough - Frozen - Pack,FF Dip - Street Corn - Tub,FF Dish - Pear and Walnut Risotto - Each,FF Dish - Saag Paneer - Pint,Feta Cheese - HBC - Each,Flaked Salmon - Lb.,Flank Steak/lbs. - lbs,Flour - All Purpose 5 lb - Bag,Flour - Bread 5# - Lb.,Fresh Herb - Basil - Bunch,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Gluten Free Black Beans  - Tub,Gnocchi - Garlic Chive  - Lb.,Golden Zucchini - Each,Granola Bar - Each,Ground Beef - D&M - Lb.,Ground Lamb  - Lb.,Halibut/lb.* - Pack,Hand Pie: Chicken Curry - Bag,Hand Pie: Spanakopita - Bag,Harvest Shreds - Naked 2lb. - Pack,Heirloom 2nds/3lbs bag - Lb.,Hoagie - PIB - 6-pack,Hoagie - T - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Squeeze Bottle - Bottle,Hot Sauce - Green - Oz.,Hummus - Beet & Pepita - Tub,Hummus - Garlic - Tub,Jam - Peach HBY - Jar,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Kairos Sourdough Choice $5 - Pack,Kale - Green Curly - Bag,Kohlrabi  - Head,Lamb Gyro Seasoned - Lb.,Lamb Gyro w/ Feta & Spinach - Lb.,Lasagna (1.0 Cheese) - Cheese,Light and Mild - T - Loaf,Light and Mild - Wednesday - Loaf,Louise's Cocoa Brownie Crisp Granola - Bag,Louise's Original Granola - Bag,Maple Syrup 12 oz. - Jar,Marbled Rye - Thursday - Each,Marbled Rye -Wednesday - Loaf,Marshmallow Pie - Each,Meatballs D&M - Package,Melon - Orange Honeydew - Each,Milk Chocolate Bar - Pack,Milk Chocolate Lolli - Each,Milk Chocolate Salted Bark - Pack,Milk Chocolate Toasted Missouri Pecan Bark - Package,Mozzarella HBC - Oz.,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Chestnut) - Chestnut,Mushrooms (1.0 King Oyster (French Horn)) - King Oyster (French Horn),Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Maitake (Hen of the Woods)) - Maitake (Hen of the Woods),Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mustard - Choice,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Honey) - Honey,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,Oat Porridge Bread - T - Each,Oat Porridge Bread - Wednesday - Loaf,Oats - Rolled 5# - Bag,Okra  - Bag,Olive Oil Large - Bottle,Olive Oil Medium - Bottle,Olive Oil Small - ML,Onions - Mix - Pint,Onions - Yellow - lbs,Pasta Bi-color Short - Lb.,Pasta Long Egg - Lb.,Peaches - Bag,Peanuts - Salted Redskin - Bag,Peppers - Banana - 4-pack,Peppers - Bulgarian Roasting - 4-pack,Peppers - Carmen - 2-pack,Peppers - Colored Bell - 3-pack,Peppers - Green Bell - 2-pack,Peppers - Jalapenos - 5-pack,Peppers - Jimmy Nardello - Bag,Peppers - Shishitos - Bag,Pita Bread - Frozen (1.0 Wheat) - Wheat,Pita Bread - Frozen (1.0 White) - White,Pizza Sauce - Jar,Pizza Sourdough - Frozen - Pack,Polenta - Oz.,Popcorn - McKaskle - Lb.,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast Bulk ($8.50) - Pack,Pork - Ground  - Lb.,Pork - Tenderloin/lb - Lb.,Pork - Tenderloin/lb - Wee - Lb.,Pork Apple Brat - Pack,Pork Bacon Burgers - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Cutlets /lb - Lb.,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - 5 pk (1.0 Honey) - Honey,Pork Snack Sticks - Honey 4pk - Pack,Potato Chips Original - Med - Oz.,Potatoes - New - Bag,Potatoes - Purple Viking - lbs,Pretzel - UL Thursday  - Each,Pretzel - UL Wednesday - Each,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,Radishes - Mini Daikon - Bunch,Radishes - Red - Lb.,Ravioli - 4-Cheese - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Goat Cheese  - Lb.,Raviolini - Four Cheese - Lb.,Red Chile Sauce - Jar,Ribs - Baby Back/lb. - Lb.,Rice - Basmati Brown - Lb.,Rice - Basmati Choice - Bag,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Round Steak/lbs. - lbs,Salame - Finocchiona - Each,Salmon - Fillet Pieces/LB* - Each,Salsa - Gringo's Mild - Jar,Seedy Wheaty - Frozen - Loaf,Semolina - T - Loaf,Semolina - Wednesday - Loaf,Sesame Hoagie - T - Each,Sesame Hoagie -W - Each,Shoots - Specialty Mix - Bag,Shoots - Sunflower - Bag,Short Ribs/lbs. - lbs,Skirt Steak/lbs. - Each,Sourdough Bread - Frozen - Lb.,Sparkling Tea - Lavender Lemongrass - 4-pack,Squash - Summer - Each,Squash - Zucchini - Each,Squash - Zucchini (1.0 Medium) - Medium,Staff - Something to ask Jamie - Oz.,Staff - include last wk's share - Bag,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Strip Steak /lb - Pack,Sweet Corn - 5-pack,Sweet-n-Hot Pickle Spears - Quart,Swiss Chard - Bunch,Toffee - Package,Tomatillos  - Bag,Tomatoes - Carolina Gold - Bag,Tomatoes - Cherry Mix - Bag,Tomatoes - Cherry Wildcard - Pint,Tomatoes - Heirloom - Bag,Tomatoes - Slicing - Bag,Tomatoes - Sungold - Pint,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Tortillas Sourdough - Frozen - Pack,Turnips - Japanese/White - Lb.,Vinaigrette - Greek Style - Bottle,Watermelon - Seedless (1.0 Large) - Large,Wild Cod/LB* - Pack,Yogurt - Blueberry - Oz.,Yogurt - Plain - Oz.,Yogurt - Strawberry - Oz.,Yogurt - Vanilla - Oz.,oo'ma'me - Chinese - Jar,Extra Credit - Each,Half,FSA/FSD,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) UCG - Orders Only,No Produce - Order Only (even wk),No Produce - Order Only (odd wk),"Two Week Trial - 1 Full, 1 Mini Share",2% MILK,2% MILK-e,2% MILK-o,Cream pint,Creamline MILK-e,Eggs - Buttonwood,Half & Half,Plain yogurt,RL Chocolate Milk,Skim MILK,Whole MILK,Whole MILK-e,Whole MILK-o
Total - 2026-07-15,1.0,4.0,,3.0,,,,,,2.0,,1.0,,,5.0,9.0,,1.0,1.0,,1.0,,,2.0,,,,1.0,3.0,1.0,,1.0,,1.0,,,1.0,15.0,4.0,6.0,5.0,3.0,3.0,13.0,7.0,14.0,,,,1.0,3.0,6.0,,,2.0,6.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,5.0,,,,1.0,,,1.0,,15.0,,14.0,1.0,,1.0,1.0,1.0,,,,24.0,,3.0,1.0,5.0,,,2.0,1.0,,3.0,4.0,3.0,,2.0,,1.0,1.0,1.0,1.0,5.0,,,,1.0,,1.0,3.0,1.0,,,,,4.0,1.0,1.0,2.0,,1.0,,2.0,2.0,,1.0,,1.0,,,3.0,,,6.0,1.0,30.0,1.0,4.0,1.0,,,4.0,,1.0,1.0,,1.0,,,,,4.0,3.0,8.0,,1.0,2.0,,,,,,6.0,2.0,,,,,,1.0,,2.0,2.0,1.0,1.0,,,,,3.0,,2.0,1.0,,,,,,1.0,,,1.0,,1.0,10.0,,,1.0,1.0,1.0,4.0,6.0,1.0,2.0,,,,2.0,1.0,,,,,3.0,5.0,2.0,,25.0,1.0,5.0,,4.0,1.0,,7.0,2.0,4.0,1.0,,1.0,,,,,2.0,13.0,7.0,8.0,,1.0,,,3.0,1.0,2.0,,,,,,,1.0,2.0,,,3.0,1.0,2.0,2.0,2.0,2.0,,,,1.0,,,5.0,1.0,1.0,,1.0,,3.0,,,,5.0,,1.0,1.0,,1.0,2.0,4.0,,4.0,4.0,2.0,,,1.0,,2.0,16.0,,1.0,,3.0,5.0,12.0,,8.0,1.0,8.0,,,,1.0,,5.0,,1.0,3.0,,1.0,,1728.2498,29.0,11.0,14.0,36.0,,1.0,,,,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,2.0,2.0,
Total - 2026-07-16,3.0,,1.0,3.0,1.0,1.0,2.0,,,2.0,,,1.0,1.0,3.0,7.0,,3.0,,,,,,1.0,,,1.0,,,1.0,1.0,,,9.0,2.0,7.0,1.0,13.0,6.0,6.0,2.0,4.0,3.0,,,,,,,,2.0,1.0,1.0,1.0,,7.0,1.0,,2.0,,2.0,,1.0,2.0,1.0,,1.0,,,1.0,1.0,,3.0,,,2.0,1.0,3.0,1.0,,,8.0,,6.0,,,,,,,,,22.0,,2.0,2.0,7.0,,,,,2.0,,,2.0,,4.0,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,8.0,,,,2.0,,1.0,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,2.0,27.0,2.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,2.0,1.0,,3.0,,4.0,2.0,,,,,,,5.0,,,,,,2.0,2.0,,2.0,,2.0,2.0,3.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,,,,10.0,1.0,1.0,,1.0,1.0,2.0,5.0,,,2.0,1.0,2.0,,,,1.0,,,3.0,4.0,,,11.0,,,,3.0,1.0,,1.0,,5.0,2.0,,1.0,,,,1.0,1.0,14.0,13.0,8.0,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,2.0,,3.0,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,6.0,1.0,,2.0,,,3.0,1.0,2.0,3.0,,1.0,,2.0,1.0,,,1.0,,,3.0,1.0,,3.0,,,,10.0,,,,1.0,2.0,5.0,,4.0,2.0,4.0,2.0,1.0,,1.0,1.0,5.0,,1.0,5.0,1.0,,,1123.5701,22.0,21.0,8.0,30.0,1.0,,2.0,,,5.0,4.0,,,1.0,,,,3.0,,1.0,4.0,
Total - 2026-07-22,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,,,,,23.0,4.0,,,1.0,,,1.0,,,1.0,,1.0,2.0,,1.0,,,,,,2.0,15.0,8.0,6.0,8.0,3.0,1.0,16.0,7.0,9.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,3.0,,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,6.0,3.0,1.0,7.0,,,,,2.0,24.0,1.0,,,2.0,1.0,,6.0,3.0,,1.0,5.0,4.0,1.0,,7.0,4.0,3.0,,1.0,,17.0,,1.0,1.0,6.0,,2.0,,1.0,,6.14,,,3.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,2.0,1.0,,1.0,1.0,2.0,1.0,44.0,3.0,3.0,,,,1.0,1.0,,,,4.0,2.0,1.0,,1.0,,5.0,14.0,,1.0,,,1.0,2.0,1.0,,3.0,3.0,,1.0,1.0,,,,,2.0,,2.0,,,1.0,,,3.0,,,,,3.0,,1.0,3.0,,,,,2.0,,3.0,,,,2.0,,5.0,3.0,,,2.0,,,2.0,,4.0,1.0,1.0,5.0,2.0,4.0,,1.0,24.0,,,2.0,3.0,,4.0,,2.0,,2.0,,,1.0,,3.0,1.0,2.0,10.0,,1.0,2.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,,2.0,1.0,,5.0,,5.0,,,1.0,1.0,,,,2.0,,,,2.0,,,1.0,2.0,,2.0,,5.0,,1.0,,,,,1.0,1.0,7.0,1.0,,1.0,,,,,,1.0,,3.0,3.0,,,2.0,5.0,3.0,8.0,,,,,,5.0,1.0,,2.0,,2.0,1.0,1796.58,23.0,13.0,17.0,38.0,,,,,1.0,2.0,,1.0,,,4.0,1.0,,,,2.0,,2.0
Total - 2026-07-23,1.0,,,1.0,,,4.0,,1.0,,1.0,1.0,,,,7.0,1.0,4.0,,1.0,,1.0,,1.0,1.0,1.0,,,2.0,1.0,,,2.0,9.0,2.0,7.0,1.0,15.0,5.0,4.0,2.0,7.0,3.0,,,,,2.0,,,1.0,10.0,3.0,,,1.0,1.0,,2.0,,5.0,1.0,,3.0,,,1.0,1.0,,1.0,,,13.0,,1.0,9.0,,1.0,,,,10.0,,,2.0,,1.0,1.0,3.0,,3.0,,6.0,5.0,1.0,,5.0,6.0,3.0,1.0,,,14.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,2.0,,,,1.0,,,,,1.0,,,,,1.0,3.0,,1.0,,5.0,,,,,1.0,3.0,1.0,,42.0,3.0,1.0,,,1.0,2.0,,,,,3.0,,1.0,,1.0,,2.0,10.0,,,1.0,1.0,,,3.0,5.0,,2.0,1.0,,,1.0,1.0,,2.0,,,3.0,,2.0,,1.0,2.0,,2.0,2.0,,2.0,,,1.0,5.0,3.0,,,,4.0,1.0,11.0,,,,,1.0,3.0,1.0,,,,,2.0,,1.0,6.0,,2.0,2.0,3.0,2.0,1.0,,26.0,,,4.0,4.0,,1.0,,1.0,5.0,,1.0,,,1.0,1.0,2.0,2.0,3.0,,,1.0,,,1.0,,,,,,,,1.0,2.0,,2.0,2.0,5.0,,1.0,2.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,5.0,,2.0,,,,,,2.0,,3.0,3.0,,1.0,,,1.0,,,,,,3.0,,,7.0,9.0,1.0,8.0,1.0,,1.0,,,9.0,,3.0,2.0,2.0,1.0,,1133.56,28.0,22.0,8.0,27.0,1.0,,,2.0,,3.0,,2.0,,,,,,3.0,2.0,3.0,,1.0
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,7.0,6.0,2.0,9.0,2.0,2.0,8.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,8.0,46.0,5.0,8.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,7.0,3.0,2.0,1.0,2.0,19.0,4.0,14.0,5.0,58.0,23.0,22.0,17.0,17.0,10.0,29.0,14.0,23.0,1.0,4.0,2.0,2.0,9.0,18.0,4.0,1.0,2.0,17.0,3.0,3.0,9.0,1.0,11.0,2.0,2.0,7.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,27.0,3.0,2.0,18.0,2.0,4.0,1.0,1.0,2.0,57.0,1.0,20.0,3.0,2.0,3.0,2.0,10.0,3.0,3.0,1.0,57.0,9.0,7.0,3.0,24.0,10.0,6.0,3.0,2.0,2.0,34.0,4.0,6.0,1.0,13.0,2.0,3.0,3.0,3.0,2.0,13.14,1.0,1.0,3.0,1.0,3.0,3.0,11.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,6.0,1.0,2.0,1.0,3.0,2.0,4.0,10.0,4.0,143.0,9.0,9.0,1.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,9.0,2.0,4.0,1.0,2.0,7.0,10.0,36.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,10.0,9.0,7.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,8.0,4.0,4.0,1.0,1.0,4.0,6.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,8.0,4.0,1.0,1.0,1.0,6.0,2.0,34.0,1.0,1.0,1.0,4.0,3.0,14.0,15.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,10.0,2.0,3.0,7.0,11.0,15.0,3.0,1.0,86.0,1.0,5.0,6.0,14.0,2.0,5.0,8.0,5.0,14.0,5.0,1.0,2.0,1.0,1.0,4.0,4.0,7.0,40.0,20.0,17.0,3.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,9.0,3.0,6.0,8.0,3.0,9.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,11.0,3.0,4.0,2.0,1.0,1.0,8.0,2.0,4.0,8.0,10.0,3.0,2.0,3.0,1.0,1.0,2.0,8.0,1.0,14.0,11.0,3.0,2.0,3.0,1.0,1.0,2.0,26.0,1.0,1.0,3.0,10.0,7.0,17.0,9.0,26.0,7.0,28.0,3.0,1.0,1.0,2.0,1.0,24.0,1.0,5.0,12.0,3.0,4.0,1.0,5781.961,102.0,67.0,47.0,131.0,2.0,1.0,2.0,2.0,1.0,12.0,6.0,3.0,1.0,2.0,6.0,2.0,1.0,6.0,2.0,8.0,6.0,3.0
