Delivery Date,Beef Bones - Knuckle/lb. - lbs,Canned Peaches- sugar - Jar,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Sirloin Steak - Pack,Milk - 2%  - Oz.,Milk - Creamline - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Almond Butter  - Pint,Cashew Butter - Roasted - Pint,Cashews Salted - Oz.,Cheddar - Hatch Pepper - Pack,Cheddar - Mauna Loa - Pack,Cheddar - Tipsy - Pack,Cheddar - White MJC - Pack,Cheese Curds (1.0 Herb) - Herb,Cheese Curds (1.0 Plain) - Plain,Cheese Curds (1.0 Spicy) - Spicy,Coffee Stringbean Red Eye  - Oz.,Eggs - BW - Dozen,Gift - Little Sweet - Bag,Goshen Black Dog - Oz.,Goshen Black Dog 5 LB - Lb.,Goshen Bona Fide - Oz.,Goshen Decaf Bona Fide  - Oz.,Goshen Old School Tattoo - Oz.,Gouda - Cave Aged - Pack,Gouda - MJC - Pack,Gouda - Smoked - Pack,Ground Beef 80/20 - Lb.,Ground Beef 90/10 - Lb.,Half & Half - Pint,Havarti - MJC - Pack,Jam - Grape HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Red Raspberry HBY - Pint,Kuva Nicaragua - Bag,Kuva Peru - Package,Kuva Sumatra - Oz.,Mozzarella  - Pack,Peanut Butter EW - Pint,Potato Chips Kickers Mini - Oz.,Potato Chips Original - Mini - Oz.,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium  - Pint,Stringbean Brazilian - Oz.,Stringbean Disco Inferno - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Sugar Free - Blackberry HBY - Pint,Tomme - Cave Aged - Pack,Yogurt - Greek Plain - Oz.,Yogurt - Greek Vanilla - Oz.,Yogurt - Plain Regular - Oz.,Yogurt - Vanilla Regular - Oz.,Pizza - Cheese  - Each,Pizza - Deluxe  - Each,Pizza - Pepperoni  - Each,Pizza - Sausage Pepperoni  - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,$ for green bags donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Freezer Repair Donation - $,New Freezer Donation - $,Paper for Plastic Donation - $,80/20 Ground Beef Bundle (1.0 5-pack) - 5-pack,90/10  Ground Beef Bundle - 5-pack,Almond Butter - Crunchy  - Pint,Apple Butter - Pint,Apple Butter - Organic - Pint,Apple Cider Vinegar - 1/2 Gallon - Half Gallon,Apple Cider Vinegar - Qt. - Jar,Apple Sauce - Chunky - NS - Quart,Apple Sauce - Organic Qt. - Quart,Baby Swiss - MJC - Pack,Bacon  - Each,Bacon Ends /lb. - Package,Bagels - Everything  - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Raisin - Bag,Bagels - Raisin - Frozen - Bag,Balsamic Vinegar - ML,Beans & Rice - Tub,Beef - Stew Meat - Pack,Beef Kabob Meat - Lb.,Beef Suet Fat/LB - Each,Beets - Golden - Lb.,Bibb Lettuce - Bag,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Bean Hummus - Tub,Black Bean Soup - Tub,Black Beans - Dry - Lb.,Black Beans DC - Tub,Boneless Pork Chop - D&M /lb - Lb.,Bread Pudding (1.0 Banana Chocolate Chip) - Banana Chocolate Chip,Bread Pudding (1.0 Maple) - Maple,Bread Pudding (1.0 Pumpkin) - Pumpkin,Bread Pudding - Muffin - Each,Bread Pudding - Muffin - Froz. - Each,Brioche - Buns - Bag,Brisket - half/lb. - lbs,Buns - John Dough - Frozen - Bag,Buttermilk - Qt.  - Quart,CBD - Happy - Lemon  - 10-pack,CBD - Sampler Gummies - Each,Cabbage Stuffed Peppers - Quart Jar,Canned Choice $7 - Quart,Cappuccino Milk 12 oz. - Bottle,Carrots - Lb.,Cheddar - Trifecta - Pack,Cheese - Aged Alpine - Pack,Cheese Spread Ropp - Oz.,Chevre PF (1.0 Herb) - Herb,Chevre PF (1.0 Pepper) - Pepper,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Livers /lb - Pack,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.50/lb. - Each,Chicken Bones - SM/lb. - Bag,Chicken Breast - Wee  /lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /lb. - Pack,Chicken Feet /lb - Package,Chicken Links - Andouille  - Lb.,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chips - Tortilla - Bag,Cinnamon Rolls - Pack,Coconut Oil Pint Organic - Pint,Coffee Choice - Oz.,Coffee Stringbean Decaf - Bag,Cornmeal - Oz.,Croissants - Pack,Crunchy Peanut Butter - Jar,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Ginger Bark - 1-each,Dark Chocolate Lolli - Each,Dark Chocolate Nut Medley Bark - Package,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Dark Chocolate Toasted Pecan Bark - Package,Del Carmen Choice - Tub,Dill Pickles - TM&G - Plain,Dill Pickles - TM&G (1.0 Spicy) - Spicy,Eggs - Dozen,Espresso Cheddar - Each,Feta Cheese - Tub,Flank Steak/lbs. - lbs,Flour - Bread 5# - Lb.,Fresh Basil - Bunch,Frozen Blackberries - Quart,Funds for Snacks - Each,Garden Relish - Pint,German Quark HBC - Jar,Gluten Free Black Beans & Rice - Tub,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Gnocchi - Sweet Potato  - Lb.,Grains Choice - Bag,Granola - Cranberry Almond - Pack,Granola - Vanilla Apricot - Pack,Granola Bar - Each,Grits - Lb.,Ground Lamb  - Lb.,Ham Hocks/lb. - Pack,Harvest Shreds (1.0 Naked) - Naked,Honey - 12 oz. mbb - Each,Honey - 24 oz mbb - Jar,Honey - 6oz mbb. - Each,Honey - Gallon - Jar,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Squeeze Bottle - Bottle,Honey - Wildflower - Bottle,Hot Sauce - Green - Oz.,Hot Sauce - Red - Oz.,Hot Sweet Dills qt. - Quart,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Jailhouse Jalapeno Brew - Jar,Jam - Blackberry Jalapeno - Pint,Jam - Peach HBY - Jar,Jam - Plum Butter - Pint,Jam - Plum Conserve - Pint,Janie's Bread - Thursday - Each,Jar Tomatoes - Quart,Kabob - Lamb /lb - Package,Kale - Green Curly - Share,Kuva Ethiopian - Bag,Lamb Feta/Spinach Gyro  - Lb.,Lamb Shank/lb. - Lb.,Lamb Shanks - Wee - Each,Lasagna (1.0 Cheese) - Cheese,Lasagna (1.0 Spinach) - Spinach,Leg-o-Lamb - Boneless/lb. - lbs,Lip Balm (1.0 Honey Orange) - Honey Orange,Lip Balm (1.0 Honey Vanilla) - Honey Vanilla,Loofah Soap (1.0 Honey Oat) - Honey Oat,Maple Syrup 12 oz. - Jar,Marshmallow Pie - Each,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate CranOrange Bark - Pack,Milk Chocolate Lolli - Each,Milk Chocolate Square - Each,Missouri Pecans - Choice,Missouri Pecans (1.0 Halves) - Halves,Mojo Marinade - Tub,Multigrain Bread  - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Black Pearl - Bag,Mushrooms - Chestnut - Bag,Mushrooms - Dried Mix - Box,Mushrooms - Hen of the Woods - Bag,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Honey) - Honey,Mustard (1.0 Onion) - Onion,NY Strip Steak /lb - Pack,Oat Groats Organic - Bag,Oats - 1lb. (1.0 Fine) - Fine,Olive Cheese Spread - Tub,Olive Oil Medium - Half Liter,Olive Oil Small - ML,Olive Oil large - Liter,Oxtail/ lbs. - lbs,Pacific Cod/LB - Pack,Pasta - Gluten Free Long LV - Each,Pasta - Short Egg  - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Pesto - Arugula Walnut - Tub,Pesto - Green Basil - Tub,Pizza - Bacon Bacon   - Each,Pizza Sauce - Jar,Polish Dill Pickles - Quart,Pork - Bratwurst  - Pack,Pork - Breakfast ($8) - Pack,Pork - Chop bone-in/lb. - Lb.,Pork - Ground  - Lb.,Pork - Tenderloin/lb - Lb.,Pork Andouille Links - D&M - Each,Pork Apple Brat  - Pack,Pork Bacon Burgers - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Burger RFF - Package,Pork Hot Dogs  - Each,Pork Italian - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Sausage - D&M - Pack,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Snack Sticks - Honey 4pk - Pack,Pork Steaks/lb. - Pack,Potato Chips Original med - Oz.,Pretzel Slider Buns - Frozen - Bag,RL Chocolate Milk - Bottle,RL Heavy Cream  - Pint,Rack of Lamb - lbs,Radishes - Watermelon  - Lb.,Ravioli - 4-Cheese  - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Goat Cheese  - Lb.,Ravioli - Mushroom  - Lb.,Ribeye Steak /lb - Pack,Ribs - Baby Back/lb. - Lb.,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Roasted Corn Snack - BBQ  - Bag,Roasted Corn Snack - Chili Lime - Bag,Roasted Corn Snack - Ranch - Bag,Roasted Corn Snack - Salted  - Bag,Rutabagas - Each,Salame - Finocchiona - Each,Salame - Veneto - Pack,Sale 2% Milk - Skim,Salmon - Fillet Pieces - Each,Salsa - Gringo's Mild - Jar,Seedy Wheaty Bread - Loaf,Semolina - FROZEN  - Loaf,Semolina - Thursday - Loaf,Semolina - Wednesday - Loaf,Shakshuka Sauce - Jar,Shoots - Cilantro - Package,Shoots - Pea - Share,Shoots - Specialty Mix - Share,Shoots - Sunflower - Bag,Sirloin steak - WOW /lb - Package,Skirt Steak/lbs. - Each,Sliced Summer Sausage - Bag,Smoked Salmon  - Each,Soap (1.0 Basil Lemongrass) - Basil Lemongrass,Soap (1.0 Lavender) - Lavender,Sourdough Bread - Lb.,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Sparkling Tea - Elderberry Echinacea - 4-pack,Spicy Dill Pickles - Quart,Squash - Spaghetti  (1.0 XS) - XS,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Sugar Free - Black Raspberry HBY - Pint,Tahini - Pint,Thick Cut Dill Pickles - Quart,Toffee - Package,Tomato Sauce - CB - Jar,Tortellini - Cheese - Lb.,Tortellini - Mushroom - Lb.,Tortelloni - Goat Cheese - Pack,Turkey Cherry Brats - Lb.,Turkey Thighs /lb - 2-pack,Turnips - Scarlet - Lb.,UL  Pretzel - t - Each,UL Pretzel - w - Each,Wheat Berries - Bag,White Rice Cooked - Lb.,Wildcard $5 - Each,Wildcard - $6 - $,Yogurt - Coconut - Oz.,Yogurt - Raspberry - Pint,Yogurt - Yo Bul Plain - Oz.,oo'ma'me - Chinese - Jar,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,(BYO) FSG - Orders Only,"BYO - No Share, Order Only",No Produce - Order Only (odd wk),2% MILK,2% MILK-o,Buttonwood Eggs,CREAM - o,Chocolate MILK,Creamline MILK,Half & Half,Multigrain Bread,Skim MILK,Whole MILK,Whole MILK-o,YoBul plain yogurt
Total - 2023-03-29,,1.0,4.0,6.0,5.0,2.0,4.0,,1.0,5.0,1.0,3.0,1.0,2.0,1.0,6.0,1.0,,1.0,,,2.0,2.0,,,1.0,,,4.0,1.0,1.0,14.0,4.0,,4.0,1.0,,1.0,,,,1.0,1.0,,,,2.0,1.0,2.0,,,2.0,1.0,1.0,13.0,6.0,6.0,4.0,4.0,,,,4.0,3.0,,,,,2.0,17.0,11.0,7.0,9.0,10.0,3.0,26.0,11.0,15.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,1.0,,,2.0,7.0,2.0,5.0,1.0,6.0,4.0,1.0,3.0,1.0,2.0,,11.0,1.0,1.0,13.0,17.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,2.0,2.0,,1.0,1.0,1.0,,,1.0,4.0,,13.0,1.0,1.0,,1.0,1.0,1.0,1.0,10.0,,3.0,4.0,2.0,,5.0,,,1.0,,2.0,3.0,4.0,6.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,,1.0,,,2.0,,1.0,1.0,1.0,4.0,1.0,,125.0,1.0,3.0,3.0,,14.0,2.0,,,2.0,,3.0,1.0,,6.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,,2.0,5.0,5.0,2.0,,1.0,1.0,,1.0,,1.0,,10.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,4.0,3.0,1.0,9.0,1.0,25.0,5.0,14.0,5.0,3.0,,4.0,,,,4.0,,1.0,,1.0,,4.0,1.0,4.0,,1.0,6.0,9.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,12.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,,1.0,3.0,,1.0,,1.0,1.0,,2.0,2.0,,1.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,,,2.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,6.0,,,11.0,2.0,6.0,2.0,4.0,1.0,2.0,,2.0,,,,8.0,2.0,,,,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,16.0,3.0,2.0,3.0,8.0,1.0,2.0,3.0,,1657.7103,26.0,18.0,12.0,29.0,46.0,1.0,,,3.0,,1.0,1.0,1.0,1.0,,1.0,2.0,7.0,7.0,1.0
Total - 2023-03-30,2.0,1.0,3.0,1.0,6.0,2.0,8.0,1.0,1.0,8.0,2.0,2.0,,5.0,1.0,1.0,5.0,6.0,2.0,3.0,1.0,,,1.0,2.0,2.0,1.0,2.0,,,3.0,22.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,,,2.0,21.0,6.0,3.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,26.0,4.0,5.0,2.0,1.0,25.0,17.0,17.0,23.0,7.0,3.0,,,,5.0,5.0,4.0,5.0,12.0,1.0,6.0,4.0,3.0,3.0,1.0,,,1.0,2.0,4.0,11.0,,8.0,3.0,4.0,2.0,,6.0,,1.0,2.0,17.0,,,5.0,19.0,11.0,1.0,1.0,1.0,3.0,4.0,1.0,,1.0,1.0,3.0,,1.0,,1.0,3.0,2.0,1.0,2.0,5.0,2.0,25.0,1.0,1.0,2.0,2.0,,1.0,1.0,17.0,2.0,7.0,5.0,2.0,1.0,6.0,2.0,2.0,,2.0,1.0,5.0,1.0,5.0,1.0,9.0,2.0,2.0,5.0,3.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,,4.0,,1.0,156.0,1.0,4.0,2.0,1.0,14.0,7.0,1.0,1.0,,1.0,1.0,1.0,2.0,13.0,,2.0,5.0,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,,3.0,8.0,6.0,1.0,,1.0,1.0,,2.0,2.0,1.0,14.0,1.0,,,,1.0,1.0,,1.0,,1.0,2.0,,,4.0,1.0,3.0,1.0,6.0,1.0,,9.0,5.0,38.0,5.0,26.0,6.0,8.0,2.0,9.0,1.0,1.0,1.0,,2.0,1.0,1.0,3.0,2.0,3.0,,2.0,2.0,1.0,14.0,20.0,4.0,2.0,7.0,,4.0,,3.0,19.0,2.0,6.0,,,,,1.0,1.0,1.0,,4.0,1.0,,2.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,5.0,,2.0,1.0,1.0,1.0,,1.0,,3.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,,,,9.0,1.0,12.0,1.0,,4.0,1.0,5.0,5.0,,2.0,4.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,6.0,5.0,3.0,2.0,2.0,1.0,,1.0,23.0,,,1.0,7.0,16.0,1.0,5.0,7.0,2.0,2046.6296,47.0,25.0,25.0,27.0,52.0,,1.0,1.0,5.0,2.0,,,,2.0,1.0,,2.0,8.0,5.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,2.0,2.0,7.0,7.0,11.0,4.0,12.0,1.0,2.0,13.0,3.0,5.0,1.0,7.0,2.0,7.0,6.0,6.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,36.0,8.0,8.0,6.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,34.0,12.0,9.0,12.0,6.0,1.0,2.0,1.0,5.0,5.0,26.0,4.0,5.0,2.0,3.0,42.0,28.0,24.0,32.0,17.0,6.0,26.0,11.0,15.0,9.0,6.0,6.0,6.0,13.0,2.0,8.0,7.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,18.0,2.0,13.0,4.0,10.0,6.0,1.0,9.0,1.0,3.0,2.0,28.0,1.0,1.0,18.0,36.0,20.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,9.0,2.0,38.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,27.0,2.0,10.0,9.0,4.0,1.0,11.0,2.0,2.0,1.0,2.0,3.0,8.0,5.0,11.0,2.0,14.0,3.0,3.0,6.0,9.0,2.0,3.0,5.0,4.0,2.0,1.0,3.0,1.0,4.0,6.0,1.0,8.0,1.0,1.0,281.0,2.0,7.0,5.0,1.0,28.0,9.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,19.0,2.0,5.0,9.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,8.0,13.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,24.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,10.0,4.0,1.0,18.0,6.0,63.0,10.0,40.0,11.0,11.0,2.0,13.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,7.0,1.0,6.0,2.0,2.0,20.0,29.0,6.0,3.0,10.0,1.0,5.0,1.0,5.0,31.0,3.0,7.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,6.0,3.0,2.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,6.0,4.0,3.0,1.0,4.0,1.0,15.0,1.0,12.0,12.0,2.0,10.0,3.0,9.0,6.0,2.0,2.0,6.0,1.0,1.0,1.0,15.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,4.0,2.0,7.0,6.0,3.0,4.0,2.0,1.0,1.0,2.0,24.0,16.0,3.0,3.0,10.0,24.0,2.0,7.0,10.0,2.0,3704.3416,73.0,43.0,37.0,56.0,98.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,15.0,12.0,1.0
