Delivery Date,Pork - Andouille links  - Lb.,Beef Bones - Knuckle/lb. - lbs,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Sirloin Steak - Pack,Milk - 2%  - Oz.,Milk - Chocolate - Oz.,Milk - Creamline - Oz.,Milk - Whole - Oz.,Almond Butter  - Pint,Almonds - Raw - Oz.,Cashew Butter - Raw - Pint,Cashew Butter - Roasted - Pint,Cheddar - Hatch Pepper - Pack,Cheddar - Tipsy - Pack,Cheddar - White MJC - Pack,Cheese Curds (1.0 Herb) - Herb,Cheese Curds (1.0 Plain) - Plain,Cheese Curds (1.0 Spicy) - Spicy,Coffee Stringbean Red Eye  - Oz.,Cucumbers - Pickling   - Bag,Dates - Oz.,Eggs - BW - Dozen,Goshen Black Dog - Oz.,Goshen Black Dog 5 LB - Lb.,Goshen Bona Fide - Oz.,Goshen Colombia - Oz.,Goshen French Roast - Oz.,Goshen Old School Tattoo - Oz.,Gouda - 5 Alarm - Pack,Gouda - Cave Aged - Pack,Gouda - MJC - Pack,Gouda - Smoked - Pack,Ground Beef 80/20 - Lb.,Ground Beef 90/10 - Lb.,Half & Half - Pint,Havarti - MJC - Pack,Jam - Apricot HBY - Pint,Jam - Blueberry HBY - Pint,Jam - Grape HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Red Raspberry HBY - Pint,Jam - Strawberry - Rhubarb  - Pint,Jam - Strawberry HBY - Pint,Jam - Wild Elderberry HBY - Pint,Kuva Nicaragua - Bag,Kuva Peru - Package,Peanut Butter EW - Pint,Peanut Butter MC - Pint,Peanuts - Raw - Oz.,Peanuts - Salted Roasted - Oz.,Pecans (1.0 Pieces) - Pieces,Pepitas - Oz.,Pignolas (Pine Nuts) - Oz.,Pistachios - Oz.,Potato Chips Kickers Mini - Oz.,Potato Chips Original - Mini - Oz.,Quark-Frozen - Tub,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium  - Pint,Stringbean Brazilian - Oz.,Stringbean Disco Inferno - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Sugar Free - Blueberry HBY - Pint,Sugar Free - Raspberry HBY - Pint,Sugar Free - Wild Elderberry  - Pint,Tomme - Cave Aged - Pack,Walnuts - Oz.,Yogurt - Greek Plain - Oz.,Yogurt - Greek Vanilla - Oz.,Yogurt - Plain Regular - Oz.,Yogurt - Vanilla Regular - Oz.,Pizza - Cheese  - Each,Pizza - Deluxe  - Each,Pizza - Sausage Pepperoni  - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Kirkwood Pickup Time (3.0 @2-2:30) - @2-2:30,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,Raw Milk Aged Cheddar - Each,$ for green bags donation - $,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Freezer Repair Donation - $,New Freezer Donation - $,Paper for Plastic Donation - $,Milk - Whole 7/14 - Half Gallon,80/20 Ground Beef Bundle - 10-pack,80/20 Ground Beef Bundle (1.0 5-pack) - 5-pack,90/10  Ground Beef Bundle - 5-pack,Almond Butter - Crunchy  - Pint,Angel Food Cheese - Each,Apple Butter - Pint,Apple Butter - No Sugar - Pint,Apple Sauce - Chunky - NS - Quart,Apple Sauce - w/sugar - qt. - Jar,BBQ Sauce - Original #6 - Jar,Bacon  - Each,Bacon - Uncured - Pack,Bagels - Everything  - Bag,Bagels - Everything - Frozen - Bag,Bagels - Plain - Bag,Bagels - Plain - Frozen - Each,Bagels - Raisin - Bag,Bagels - Raisin - Frozen - Bag,Balsamic Vinegar - ML,Beans & Rice - Tub,Beef - Stew Meat - Pack,Beef - Tenderloin 8oz. - Pack,Beef Kabob Meat - Lb.,Beef Marrow Bones /lb - Lb.,Beef Marrow Bones /lb - Wee - Lb.,Beets - Pickled - Quart,Beets w/Tops - Bunch,Big John's BBQ Sauce - Pint,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Bean Hummus - Tub,Black Bean Soup - Tub,Black Beans - Dry - Lb.,Black Beans DC - Tub,Black Goat PF - Package,Blackberries  - Pint,Blueberries  - Pint,Boerewors Sausage - Pack,Brazil Nuts - Bag,Bread Pudding (1.0 Maple) - Maple,Bread Pudding (1.0 Plain) - Plain,Bread Pudding - Muffin - Each,Bread Pudding - Muffin - Froz. - Each,Brioche - Buns - Bag,Brioche - Buns - Frozen - Bag,Brioche - Loaf - Lb.,Brioche - Loaf - Frozen - Lb.,Brisket - half/lb. - lbs,Brisket - whole/lb. - lbs,Broccoli - Share,Bulb Onions - Bunch,Bunch Onions - Each,Buns - John Dough - Bag,Buns - John Dough - Frozen - Bag,Buttermilk - Qt.  - Quart,Cabbage - Green (1.0 Small) - Small,Calm  (1.0 30-pack) - 30-pack,Cappuccino Milk 12 oz. - Bottle,Carrots w/tops - Bunch,Cauliflower - hd. - Head,Cheddar - Onion Chive - Pack,Cheese - Aged Alpine - Pack,Chevre PF (1.0 Herb) - Herb,Chevre PF (1.0 Plain) - Plain,Chicken - BULK Breasts /lb. WOW!! - $,Chicken - Ground - Lb.,Chicken - Thighs /lbs  - lbs,Chicken - Whole $4.50/lb. - Each,Chicken Bones - SM/lb. - Bag,Chicken Breast - Wee  /lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /lb. - Pack,Chicken Drumsticks /lb. - Wee - $,Chicken Links - Apple Cinnamon - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Big Bag/lb. - Pack,Chicken Thighs - Boneless/lb. - lbs,Chicken Wings/lb. - lbs,Chinese Cabbage  - Head,Chips - Tortilla - Bag,Cinnamon Rolls - Pack,Cinnamon Rolls - Frozen - Pack,Coffee Choice - Oz.,Coffee Stringbean Decaf - Bag,Collards - Share,Cottage Cheese  - Tub,Cranberry Chutney - Pint,Croissants - Pack,Croissants - Frozen - Pack,Crunchy Peanut Butter - Jar,Cucumbers - Pickling - Large - Each,Cucumbers - Slicing - Each,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Caramels - Pack,Dark Chocolate Coffee Bark - Pack,Dark Chocolate Ginger Bark - 1-each,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Del Carmen Choice - Tub,Deli Rye Bread - Frozen - Lb.,Dill Pickles - TM&G - Plain,Dill Pickles - TM&G (1.0 Spicy) - Spicy,Dog Shampoo - Each,Eggs - Dozen,Eggs - H - Dozen,FF - Fry Bread - Bag,FF Dip - Chili Hummus - Tub,FF Dip - Pimiento Cheese Spread - Each,FF Dip - Ricotta Pea Smash - Tub,FF Dip - Smoked Fish - Tub,FF Dish - Cauliflower Curry - Pint,FF Dish - Risotto - Tub,FF Dish - Saag Paneer - Pint,FF Dish - Seafood Risotto - Pint,FF Side - BBQ Pit Beans - Pint,FF Soup - Chickpea Stew - Pint,FF Soup - Gumbo - Pint,FF Soup - Tom Kha - Pint,FF Soup - Yellow Gazpacho - Oz.,FF Tzatziki  - Pint,Fennel - Bag,Feta Cheese - Tub,Flaked Salmon/lb. - Lb.,Flank Steak/lbs. - lbs,Fleur de la Prairie  - Each,Flory's Farmhouse - Each,Flory's Favorite - Pack,Flour - Pastry 5lb. - Bag,Flour - Sifted Bread 5lb. - Bag,Focaccia - 3 Cheese - Frozen - Loaf,Fresh Basil - Bunch,Funds for Snacks - Each,Garlic - 2 heads - Head,Garlic Balsamic Vinaigrette - Bottle,Gift - Sauce It Up - Bag,Gift - Teacher Treats - Bag,Gluten Free Black Bean Soup - Tub,Gluten Free Black Beans & Rice - Tub,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Potato  - Lb.,Gnocchi - Spinach  - Lb.,Gnocchi - Sweet Potato  - Lb.,Goshen Ethiopia - Bag,Goshen Guatemala  - Bag,Goshen Moka Java - Bag,Granola - Cranberry Almond - Pack,Granola - Vanilla Apricot - Pack,Granola Bar - Each,Green Beans - Share,Green Onions - Bunch,Green Zucchini - Each,Grits - Lb.,Ground Lamb  - Lb.,Ham Hocks/lb. - Pack,Happy - Lemon  - 10-pack,Honey - 6oz mbb. - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Honey - Wildflower - Bottle,Hot Sauce - Green - Oz.,Hot Sauce - Red - Oz.,Jailhouse Jalapeno Brew - Jar,Jam - Cherry Butter - Pint,Jam - Peach HBY - Jar,Jam - Plum Conserve - Pint,Janie's Bread - T - Each,Jar Tomatoes - Quart,Jasmine Rice (1.0 White) - White,Kale - Green Curly - Share,Kuva Brazil - Bag,Lamb Chops/lb. DM - Each,Lamb Feta/Spinach Gyro  - Lb.,Lamb Gyro Plain - Lb.,Lasagna (1.0 Cheese) - Cheese,Lasagna (1.0 Mushroom) - Mushroom,Lasagna (1.0 Spinach) - Spinach,Lemon Tarragon Vinaigrette - Bottle,Lip Balm (1.0 Peppermint Rosemary) - Peppermint Rosemary,Little Smokies - 2 pk - Each,Maple Syrup 12 oz. - Jar,Maple Syrup 64 oz. - Jar,Marshmallow Pie - Each,Meatballs - Oz.,Meatballs - Wee - Each,Mexican Dark Bark - Package,Milk - Chocolate 7/14 - Half Gallon,Milk - Creamline 7/6 - Half Gallon,Milk - Skim 7/14 - Half Gallon,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate Lolli - Each,Milk Chocolate Square - Each,Mojo Marinade - Tub,Mole Sauce - Jar,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mushrooms - Hen of the Woods - Bag,Mustard - Choice,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Honey) - Honey,Mustard (1.0 Horseradish) - Horseradish,Mustard (1.0 Onion) - Onion,NY Strip Steak /lb - Pack,Nora Pepper Blend - Bag,Oats - 1lb. (1.0 Rolled) - Rolled,Olive Oil Medium - Half Liter,Olive Oil Small - ML,Olive Oil large - Liter,Onions - Yellow - Each,Orange Milk 12 oz. - Bottle,Oxtail/ lbs. - lbs,Pacific Cod/lb - Pack,Pasta - Gluten Free Short LV - Each,Pasta - Short Egg  - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Pate de Fruit - 6-pack,Patty Pan Squash - Lb.,Peaches - Share,Peaches - Spiced - Jar,Peppers - Shishitos - Share,Pesto - Arugula Walnut - Tub,Pesto - Kale Walnut - 1-each,Pesto - Watercress - Each,Pizza - Bacon Bacon   - Each,Pizza Sauce - Jar,Popcorn - McKaskle - Lb.,Pork - Bratwurst  - Pack,Pork - Breakfast Links CB - Each,Pork - Breakfast Sausage - Lb.,Pork - Chop bone-in/lb. - Lb.,Pork - Chorizo (bulk) - Lb.,Pork - Ground  - Lb.,Pork - Sweet Italian - Ground,Pork - Sweet Italian (1.0 Links) - Links,Pork Apple Brat  - Pack,Pork Bacon Burgers - Pack,Pork Breakfast Patties D&M - Pack,Pork Burger RFF - Package,Pork Chops - Boneless CB /lb. - Lb.,Pork Cutlets /lb - Lb.,Pork Sausage - s&p - Pack,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - Honey 4pk - Pack,Pork Steaks/lb. - Pack,Pork Tenderloin/# - CB - Lb.,Pork- Hot Italian - Pack,Pork- Hot Italian Links - Each,Potato Chips Kickers Lg - Bag,Potato Chips Original med - Oz.,Potatoes - Mix - Lb.,Pretzel Slider Buns - Frozen - Bag,RL Chocolate Milk - Bottle,RL Heavy Cream  - Pint,Ravioli - 4-Cheese  - Lb.,Ravioli - Butternut Squash  - Lb.,Ravioli - Goat Cheese  - Lb.,Ravioli - Mushroom  - Lb.,Red Beets - Lb.,Red Chile Sauce - Jar,Ribeye Steak /lb - Pack,Ribs - Baby Back/lb. - Lb.,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Ropp Cheddar (1.0 Tomato) - Tomato,Ropp Cheddar (1.0 White) - White,SALE RL Heavy Cream Best By 7/11 - Pint,Salame - Finocchiona - Each,Salame - Veneto - Pack,Salmon  - Each,Salsa - Gringo Hawaiian - Pint,Salsa - Gringo's Mild - Jar,Salsa - Hot TM&G - Pint,Scallions - Bunch,Seeded Janie's - Thursday - Loaf,Seeded Janie's Wednesday - Loaf,Seedy Wheaty - Frozen - Loaf,Seedy Wheaty Bread - Loaf,Shakshuka Sauce - Jar,Shoots - Pea - Share,Shoots - Specialty Mix - Share,Short Ribs/lbs. - lbs,Skirt Steak/lbs. - Each,Sliced Summer Sausage - Bag,Smoked Salmon  - Each,Snack Stick - Bacon Jalapeno  - Each,Snack Stick - Hickory CB - Each,Soap (1.0 French Green Clay) - French Green Clay,Sourdough Bread - Lb.,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Spicy Dill Pickles - Quart,Staff - Something to note! - Each,Strawberry Milk 12 oz. - Bottle,Stringbean Ethiopian - Bag,Summer Squash - Each,Sweet Corn - Share,Sweet Dill Pickles - Quart,Swiss Chard - Share,Tahini - Pint,Tarragon Peppers - Jar,Thick Cut Dill Pickles - Quart,Thyme for Garlic Vinaigrette - Bottle,Toffee - Package,Tomato Sauce - CB - Jar,Tomatoes - Heirloom - Bag,Tomatoes - Red Cherry - Pint,Tomatoes - Sungold - Pint,Tortellini - Cheese - Lb.,Tortellini - Mushroom - Lb.,Tortelloni - Goat Cheese - Pack,Tortilla Chips Hacienda - Bag,Turkey Breakfast Links - Each,Turkey Cranberry Brats - Package,Turnips - Japanese - Bunch,UL  Pretzel - t - Each,UL Pretzel - w - Each,Wheat Berries - Bag,White Rice Cooked - Lb.,Yogurt - Coconut - Oz.,Yogurt - Raspberry - Pint,Yogurt - Yo Bul Plain - Oz.,Zephyr Squash - Lb.,oo'ma'me - Chinese - Jar,Extra Credit - Each,Half,FSA/FSD,FSC,UCA/KWA,Mini,"BYO - No Share, Order Only",No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Buttonwood Eggs,CREAM,Chocolate MILK,Cream pint,Creamline MILK,Half & Half,Handling/Delivery fee,Multigrain Bread,Skim MILK,Skim MILK-e,Skim MILK-o,Whole MILK,Whole MILK-e,Whole MILK-o,YoBul plain yogurt
Total - 2022-07-06,1.0,,,4.0,2.0,1.0,,1.0,,,,,,,1.0,1.0,5.0,1.0,,3.0,,7.0,1.0,9.0,,,1.0,,,,1.0,,,2.0,12.0,4.0,4.0,1.0,,1.0,1.0,,,,,,1.0,,1.0,5.0,1.0,,,,1.0,,,2.0,,1.0,,1.0,2.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,19.0,,,2.0,,,1.0,2.0,,,,4.0,26.0,13.0,14.0,18.0,12.0,4.0,23.0,12.0,16.0,,3.0,2.0,,5.0,1.0,3.0,4.0,9.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,,7.0,10.0,,6.0,2.0,,4.0,,,,1.0,,2.0,8.0,,,,2.0,,3.0,3.0,1.0,1.0,2.0,1.0,,29.0,53.0,2.0,,,1.0,3.0,,2.0,,4.0,,,,,8.0,,,2.0,,,,,24.0,5.0,2.0,,,4.0,1.0,14.0,2.0,,,,9.0,1.0,,1.0,1.0,1.0,,6.0,,2.0,4.0,5.0,3.0,5.0,1.0,,,1.0,2.0,,1.0,3.0,10.0,1.0,1.0,2.0,1.0,,,1.0,2.0,,1.0,3.0,,,1.0,,109.0,,3.0,,,,1.0,1.0,,1.0,4.0,1.0,,,3.0,1.0,1.0,4.0,,1.0,,,,,,,1.0,15.0,,,,,,1.0,,,3.0,,1.0,1.0,2.0,,3.0,3.0,6.0,1.0,10.0,13.0,1.0,,,,,1.0,3.0,1.0,,2.0,,2.0,,2.0,,,,8.0,,1.0,,4.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,,2.0,,,3.0,3.0,,1.0,1.0,5.0,27.0,3.0,1.0,15.0,8.0,13.0,,5.0,4.0,,3.0,1.0,1.0,,,2.0,,1.0,3.0,,,1.0,21.0,10.0,1.0,,,116.0,,,3.0,1.0,1.0,,,,3.0,2.0,5.0,,,3.0,1.0,22.0,1.0,,1.0,,2.0,1.24,,,,2.0,1.0,1.0,,1.0,,11.0,,3.0,4.0,4.0,,,1.0,,,1.0,,2.0,1.0,1.0,,,1.0,,1.0,1.0,6.359375,,,1.0,,1.0,11.0,,5.0,,,,,,2.0,1.0,,1.0,1.0,10.0,1.0,2.0,,1.0,,,,,,2.0,,,,,3.0,5.0,14.0,,,2.0,,2.0,,1.0,,1.0,,23.0,,2.0,2.0,1.0,11.0,,,2027.01,38.0,30.0,23.0,25.0,64.0,,1.0,,9.0,2.0,,1.0,1.0,1.0,1.0,0.0,,1.0,,1.0,,,8.0,1.0,,1.0
Total - 2022-07-07,1.0,,,,2.0,2.0,10.0,,,5.0,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,,,6.0,1.0,7.0,,1.0,1.0,2.0,,1.0,,,2.0,1.0,6.0,4.0,4.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,2.0,,,1.0,,,,,,,,3.0,,,9.0,,,2.0,2.0,1.0,,,20.0,4.0,3.0,2.0,12.0,8.0,8.0,23.0,6.0,9.0,,,,1.0,1.0,,,10.0,2.0,1.0,4.0,3.0,,,,1.0,1.0,,,,,2.0,5.0,2.0,,1.0,2.0,,3.0,1.0,,,,1.0,,7.0,,,,1.0,,,,,,1.0,3.0,,20.0,35.0,1.0,,1.0,,2.0,2.0,2.0,,3.0,,1.0,,,7.0,,,,,1.0,1.0,1.0,26.0,3.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,,,1.0,4.0,,1.0,,,2.0,,4.0,,2.0,9.0,2.0,,5.0,,,,,1.0,2.0,1.0,3.0,8.0,,,,1.0,,1.0,1.0,4.0,,2.0,1.0,,1.0,1.0,,80.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,,1.0,,,,1.0,2.0,1.0,,1.0,,3.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,4.0,,7.0,11.0,,,1.0,,1.0,3.0,,,1.0,1.0,1.0,,,,1.0,,2.0,4.0,1.0,,3.0,1.0,1.0,,1.0,,,,1.0,,2.0,1.0,,1.0,,,,,1.0,,,,,3.0,16.0,4.0,2.0,7.0,4.0,14.0,1.0,4.0,3.0,1.0,3.0,,1.0,2.0,,,,,,,7.0,1.0,16.0,6.0,,,,77.0,2.0,,,1.0,,1.0,2.0,3.0,2.0,1.0,8.0,1.0,3.0,2.0,1.0,15.0,,,1.0,,1.0,1.0,,2.0,1.0,,3.0,,1.0,,1.0,11.0,3.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,6.0,,,,,9.0,,,2.0,1.0,,,2.0,1.0,1.0,,2.0,1.0,1.0,3.0,1.0,2.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,2.0,4.0,,,,1.0,1.0,2.0,,,,18.0,1.0,,,,2.0,3.0,,,1471.8903,34.0,21.0,18.0,21.0,37.0,1.0,,,4.0,1.0,,1.0,,,,,1.0,,,0.0,5.0,,1.0,1.0,,
Total - 2022-07-13,,,7.0,3.0,6.0,1.0,4.0,1.0,1.0,4.0,,,1.0,,3.0,2.0,3.0,2.0,,1.0,,1.0,1.0,11.0,1.0,,,,2.0,1.0,,1.0,,,25.0,4.0,3.0,3.0,,,,,1.0,,2.0,,,,,4.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,1.0,1.0,,,1.0,7.0,12.0,9.0,4.0,,,,,,,,,2.0,28.0,18.0,15.0,22.0,6.0,7.0,33.0,14.0,12.0,,2.0,17.0,1.0,8.0,5.0,2.0,7.0,2.0,8.0,,1.0,1.0,,,,,3.0,,,2.0,1.0,5.0,4.0,3.0,,,3.0,1.0,1.0,1.0,1.0,9.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,3.0,,26.0,42.0,1.0,1.0,,,,,,1.0,,2.0,,1.0,23.0,,4.0,4.0,,1.0,,,,17.0,,2.0,2.0,,1.0,,9.0,3.0,,2.0,2.0,,2.0,,,1.0,1.0,2.0,6.0,1.0,2.0,6.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,2.0,,2.0,8.0,11.0,,2.0,,1.0,2.0,1.0,,4.0,2.0,,8.0,1.0,,,,82.0,1.0,,1.0,,,,,,,,,1.0,,,,,,7.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,21.0,,,,,1.0,,,1.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,,2.0,12.0,,1.0,,1.0,,4.0,1.0,1.0,,,,,,,,,1.0,11.0,1.0,,,3.0,1.0,,1.0,,,,3.0,1.0,2.0,,3.0,2.0,1.0,,1.0,2.0,4.0,,5.0,1.0,,8.0,22.0,2.0,1.0,9.0,,,,,,1.0,,,2.0,2.0,,3.0,9.0,2.0,,4.0,,,16.0,7.0,,1.0,8.0,23.0,1.0,14.0,2.0,3.0,1.0,,,1.0,1.0,4.0,12.0,1.0,1.0,2.0,3.0,14.0,,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,12.0,,2.0,2.0,3.0,3.0,1.0,2.0,,,,,1.0,2.0,1.0,4.0,,1.0,2.0,,,3.0,,1.0,,5.0,1.0,12.0,7.0,,,4.0,4.0,,1.0,,,,1.0,,8.0,,,,1.0,2.0,2.0,,10.0,,5.0,3.0,,,1.0,1.0,4.0,7.0,15.0,40.0,1.0,,1.0,3.0,1.0,1.0,,,24.0,1.0,,1.0,3.0,3.0,1.0,,2743.5398,43.0,25.0,22.0,26.0,66.0,,,2.0,9.0,,2.0,1.0,1.0,1.0,,0.0,,1.0,1.0,2.0,,1.0,11.0,,4.0,1.0
Total - 2022-07-14,1.0,2.0,1.0,2.0,3.0,1.0,5.0,,1.0,4.0,,,1.0,1.0,2.0,1.0,,3.0,2.0,,1.0,1.0,,10.0,,,,2.0,,,2.0,1.0,1.0,,16.0,5.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,2.0,,8.0,11.0,4.0,7.0,,2.0,,,1.0,22.0,5.0,8.0,3.0,14.0,10.0,5.0,12.0,11.0,8.0,,,,,3.0,1.0,,6.0,2.0,,2.0,2.0,3.0,,1.0,,,,,1.0,,,,4.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,11.0,,1.0,1.0,4.0,,5.0,1.0,1.0,,,2.0,1.0,27.0,27.0,1.0,,1.0,,2.0,,,3.0,,2.0,1.0,,17.0,,4.0,,,,,,,16.0,,,,,,,11.0,5.0,2.0,,1.0,,,,,1.0,,1.0,7.0,,1.0,4.0,3.0,1.0,5.0,,2.0,,,,2.0,,12.0,4.0,,,,1.0,,3.0,,,,,9.0,1.0,,,1.0,58.0,2.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,3.0,,2.0,1.0,,,,,1.0,,,19.0,,1.0,11.0,,1.0,1.0,1.0,,,,,,,,3.0,,,6.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,2.0,,2.0,1.0,8.0,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,14.0,17.0,,6.0,8.0,1.0,,,,,,2.0,1.0,2.0,1.0,1.0,2.0,9.0,,1.0,,2.0,,12.0,8.0,,,12.0,18.0,,11.0,,,,,3.0,,,,12.0,,,2.0,1.0,11.0,,2.0,,,,1.0,,,2.0,2.0,1.0,,,,,18.0,,,2.0,1.0,,1.0,,1.0,,9.0,1.0,1.0,1.0,,1.0,1.0,,,,,5.0,1.0,,,7.0,12.0,,2.0,,,5.0,6.0,,2.0,,,2.0,,,3.0,2.0,,2.0,1.0,,,,2.0,,4.0,,1.0,,1.0,3.0,,6.0,10.0,26.0,1.0,1.0,,1.0,,,,20.0,,,,1.0,1.0,2.0,,3.0,1818.3102,38.0,24.0,21.0,21.0,37.0,,,1.0,4.0,,1.0,1.0,,,,,,,,2.0,,,5.0,,2.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
