Delivery Date,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Watermelon - Seeded - Each,Yellow Fingerlings - Lb.,Peanuts - Salted Blanched - Oz.,Milk - 2%  - Oz.,Milk - Chocolate - Oz.,Milk - Creamline - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Walnuts - Oz.,Peanuts - Blanched Unsalted - Oz.,Almond Butter - Pint,Almonds - Raw - Oz.,Almonds - Salted - Oz.,Cashew Butter - Raw - Pint,Cashew Butter - Roasted - Pint,Cucumbers - Pickling - Bag,Eggs - BW - Dozen,Half & Half - Pint,Jam - Blackberry HBY - Pint,Jam - Blueberry HBY - Pint,Jam - Red Cherry HBY - Pint,Jam - Strawberry - Rhubarb - Pint,Jam - Strawberry HBY - Pint,Kuva Nicaragua - Bag,Peanut Butter EW - Pint,Peanut Butter MC - Tub,Pepitas - Oz.,Pignolas (Pine Nuts) - Oz.,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Hot - Pint,Salsa - Gringo's Medium - Pint,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Stringbean Red Eye  - Oz.,Tomatoes - Green - Bag,Yogurt - Greek Plain - Oz.,Pizza - Deluxe - Each,Pizza - Four Meat  - Each,Pizza - Sausage Pepperoni - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:10-4:30,UCity Pickup Time (2.0 @4:30-5) - @4:30-5,UCity Pickup Time (3.0 @5-5:30) - @5-5:30,Pork Steaks/lb. - Pack,Pork Chop Bone-in /lb. - Lb.,Mole Sauce - Jar,Sale! Half & Half 8/12 - Bottle,Buttermilk - Qt.  - Quart,RL Heavy Cream SALE! - Pint,Donation to Food Pantry - Each,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Paper for Paper - Donation - $,XO - Cooler Donation - $,XO! Green Bags Donation - $,Aged Cheddar - HBC - Each,Apple Sauce - Chunky - NS - Quart,Apple Sauce - w/sugar - qt. - Jar,Applewood Smoked Cheddar - Each,Bacon - Each,Bacon - Uncured/lb - Pack,Bacon Ends /lb. - Package,Bagel Chips - Bag,Bagels - Blueberry - BU - Bag,Bagels - Cinnamon Raisin - BU - Bag,Bagels - Egg - BU - Bag,Bagels - Everything - BU - Bag,Bagels - Everything - Frozen - Bag,Bagels - Honey Buckwheat - BU - Bag,Bagels - Plain - BU - Bag,Bagels - Plain - Frozen - Each,Bagels - Poppy Seed - BU - Bag,Bagels - Pumpernickel - BU - Bag,Bagels - Sesame Seed - BU - Bag,Beans & Rice - Tub,Beans - Green - Bag,Beef - Filet 1-1.5#./lb - Pack,Beef - Stew Meat - Pack,Beef Kabob Meat - Lb.,Beets - Lb.,Bison - Ground - Lb.,Black Bean Dip - Tub,Black Beans DC - Tub,Black Pepper Cheddar - Each,Blackberries - Pint,Blackberries - Frozen (1.0 Large) - Large,Boneless Pork Chop - D&M /lb - Lb.,Brisket - half/lb. - lbs,Buttermilk Waffles Sourdough - Frozen - Pack,Cabbage - Red - Share,Cannoli - 2-pack,Cannoli - Frozen - 2-pack,Cantaloupe - Each,Cantaloupe (1.0 Large) - Large,Cantaloupe (1.0 Medium) - Medium,Cantaloupe (1.0 Small) - Small,Carrots - Lb.,Cheese Choice $6.75 - Each,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Thighs /lbs  - lbs,Chicken - Whole $5.00/lb. - Each,Chicken Breast - Wee  /lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Apple Cinnamon - Lb.,Chicken Links - Lemon Pepper - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Boneless/lb. - lbs,Chicken Thighs - Boneless/lb. - Wee* - lbs,Chicken Wings/lb. - lbs,Cinnamon Raisin Bread - 1-each,Cinnamon Rolls - Frozen - Pack,Clean Plate Pantry Choice ($12) - Jar,Coconut Oil Quart - Quart,Cornmeal - Oz.,Croissant - PIB Frozen - 1-each,Crunchy Peanut Butter - Jar,Cucumbers - Slicing - Each,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Curry Sauce (1.0 Red) - Red,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Caramels - Pack,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Dark Chocolate Toasted Pecan Bark - Package,Date Chocolate Spread - Jar,Del Carmen Choice - Tub,Deluxe Mixed Nuts - Bag,Eggplant - Globe - Each,Eggplant - Globe (1.0 Large) - Large,Eggs - Dozen,Eggs - H - Dozen,English Muffin Sourdough - Frozen - Pack,FF Dip - Smoked Salmon  - Tub,FF Dish - Masala - Pint,FF Dish - Saag Paneer - Pint,FF Grits - Smoked Gouda - Pint,Fair Shares Yard Sign - Free - Each,Feta Cheese - HBC - Each,Flaked Salmon - Lb.,Flank Steak/lbs. - lbs,Flour - All Purpose 5 lb - Bag,Flour - Bread 5# - Lb.,Fresh Herb - Basil - Bunch,Fresh Herb - Sage - Bunch,Fresh Herb - Thyme - Bunch,Garlic - Head - Head,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Sundried Tomato  - Lb.,Gnocchi - Sweet Potato  - Lb.,Granola Bar - Each,Ground Beef - D&M - Lb.,Ground Lamb  - Lb.,Ham Hocks/lb. - Pack,Hamburger Buns - 4-pack,Hamburger Buns - Frozen - 4-pack,Hand Pie: Chicken Curry - Bag,Heirloom 2nds/3lbs bag - Lb.,Herb - Purple Basil - Herb,Hoagie - PIB Frozen - Bag,Hoagie - T - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Qt. - Jar,Hot Sauce - Green - Oz.,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Jam - Blackberry Jalapeno - Pint,Jam - Damson Plum HBY - Pint,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Kairos Sourdough Choice $5 - Pack,Kale - Green Curly - Bag,Lamb Gyro Seasoned - Lb.,Lamb Gyro w/ Feta & Spinach - Lb.,Lasagna (1.0 Cheese) - Cheese,Lasagna (1.0 Mushroom) - Mushroom,Leeks - Bunch,Light and Mild - T - Loaf,Light and Mild - Wednesday - Loaf,Louise's Cocoa Brownie Crisp Granola - Bag,Louise's Original Granola - Bag,Magic Bean - Chocolate Chip Crunchy style GF Cookies - 2-pack,Maple Syrup 12 oz. - Jar,Marbled Rye -Wednesday - Loaf,Marinara Sauce - Jar,Marshmallow Pie - Each,Meatballs D&M - Package,Mexican Dark Bark - Package,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate Caramels - 4-pack,Milk Chocolate Lolli - Each,Milk Chocolate PB Bon Bons - Pack,Milk Chocolate Salted Bark - Pack,Milk Chocolate Toasted Missouri Pecan Bark - Package,Mozzarella HBC - Oz.,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Chestnut) - Chestnut,Mushrooms (1.0 King Oyster (French Horn)) - King Oyster (French Horn),Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Maitake (Hen of the Woods)) - Maitake (Hen of the Woods),Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mustard - Choice,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Honey) - Honey,Mustard (1.0 Horseradish) - Horseradish,Oat Porridge Bread - T - Each,Oat Porridge Bread - Wednesday - Loaf,Okra  - Bag,Olive Oil Small - ML,Onions - Red  (1.0 Lb.) - Lb.,Onions - Yellow - lbs,Pasta - Gluten Free Short LV - Each,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Pasta Long Egg - Lb.,Pasta Wildcard $6.50 - Pack,Peaches - Bag,Pecan Pieces - Oz.,Peppers - Banana - 4-pack,Peppers - Carmen - 2-pack,Peppers - Colored Bell - 3-pack,Peppers - Green Bell - 2-pack,Peppers - Jalapenos - 5-pack,Peppers - Jimmy Nordello - Bag,Peppers - Lunchbox - Bag,Peppers - Marconi - 1-each,Peppers - Red Bell XL - 1-each,Peppers - Shishitos - Bag,Pink Sauce - Oz.,Pita Bread - Frozen (1.0 White) - White,Pizza Sauce - Jar,Pizza Sourdough - Frozen - Pack,Polenta - Oz.,Popcorn - McKaskle - Lb.,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast Bulk - Pack,Pork - Chorizo (bulk) - Lb.,Pork - Ground  - Lb.,Pork - Jowl Uncured/LB* - Pack,Pork - Kielbasa - Pack,Pork - Tenderloin/lb - Lb.,Pork - Tenderloin/lb - Wee - Lb.,Pork Andouille Links - D&M - Each,Pork Bacon Burgers - Pack,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Hot Dogs - Each,Pork Italian Bulk - D&M - Lb.,Pork Italian Links - D&M - Each,Pork Shoulder Small/lb. - Pack,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk (1.0 Honey) - Honey,Pork Snack Sticks - Honey 4pk - Pack,Potatoes - Fingerling - lbs,Potatoes - New - Bag,Potatoes - Purple Viking - lbs,Potatoes - White - lbs,Potatoes - Yukon Gold - lbs,Pretzel - UL Thursday  - Each,Pretzel - UL Wednesday - Each,Queso Quesadilla - HBC - Each,RL Chocolate Milk - Bottle,Ravioli - 4-Cheese - Lb.,Ravioli - Butternut Squash  - Lb.,Raviolini - Four Cheese - Lb.,Red Chile Sauce - Jar,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Salame - Finocchiona - Each,Salmon - Fillet Pieces/LB* - Each,Salmon - Fillet Whole/LB - Each,Salsa - Gringo's Mild - Jar,Seedy Wheaty - Frozen - Loaf,Semolina - T - Loaf,Semolina - Wednesday - Loaf,Sesame Hoagie - T - Each,Sesame Hoagie -W - Each,Shakshuka Sauce - Jar,Short Ribs/lbs. - lbs,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Spicy Dill Pickles - Quart,Squash - Summer - Each,Squash - Zucchini - Each,Staff - Something to ask Jamie - Oz.,Staff - include last wk's share - Bag,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Strip Steak /lb - Pack,Sugar Free - Strawberry Jam  - Pint,Sweet Corn - 5-pack,Tahini - Pint,Toffee - Package,Tomatillos  - Bag,Tomatoes - Black Cherry - Pint,Tomatoes - Funky Bunch - Pint,Tomatoes - Heirloom - Bag,Tomatoes - Slicing - Bag,Tomatoes - Sungold - Pint,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Tortellini - Mushroom - Lb.,Tortillas Sourdough - Frozen - Pack,Vinaigrette - Greek Style - Bottle,Watermelon - Seedless - Each,Watermelon - Sugar Baby - Each,Winter Squash - Spaghetti - Each,Winter Squash - Spaghetti (1.0 Large) - Large,Yogurt - Blueberry - Oz.,Yogurt - Plain - Oz.,Yogurt - Strawberry - Oz.,Yogurt - Vanilla - Oz.,Yogurt Wildcard ($7.25) - Each,oo'ma'me - Chinese - Jar,Extra Credit - Each,Half,FSA/FSD,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) UCG - Orders Only,No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Cream pint,Creamline MILK-e,Eggs - Buttonwood,Half & Half,Plain yogurt,Skim MILK,Whole MILK,Whole MILK-e,Whole MILK-o
Total - 2026-08-05,,2.0,4.0,,6.0,,2.0,1.0,,,2.0,,,,,,,1.0,8.0,18.0,,1.0,1.0,1.0,,,,1.0,1.0,3.0,,,,1.0,2.0,,,1.0,1.0,,1.0,,,,,1.0,14.0,10.0,6.0,4.0,4.0,1.0,9.0,9.0,6.0,,1.0,,,,2.0,5.0,1.0,1.0,,1.0,1.0,5.0,4.0,,1.0,2.0,1.0,2.0,,,1.0,1.0,2.0,,2.0,1.0,,,,,,,,1.0,1.0,11.0,,,1.0,1.0,,7.0,2.0,2.0,1.0,2.0,6.0,1.0,,1.0,,8.0,3.0,4.0,5.0,2.0,,,9.0,2.0,1.0,,9.0,1.0,,,1.0,1.0,1.0,5.0,,2.0,,1.0,2.0,1.0,,,1.0,2.0,,,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,,,4.0,1.0,6.0,,26.0,6.0,5.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,6.0,16.0,,,,1.0,,,2.0,1.0,,4.0,1.0,,1.0,1.0,,,,,2.0,1.0,8.0,,,1.0,1.0,,11.0,,2.0,,,,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,2.0,16.0,1.0,2.0,5.0,,2.0,4.0,,,1.0,1.0,,2.0,5.0,11.0,,,,1.0,3.0,,1.0,11.0,1.0,1.0,4.0,2.0,,7.0,1.0,7.0,4.0,5.0,5.0,,,,1.0,,1.0,,,1.0,9.0,,3.0,,,2.0,,,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,4.0,2.0,,,,4.0,1.0,4.0,1.0,2.0,,,3.0,,,1.0,1.0,5.0,,,,,4.0,,2.0,1.0,1.0,,1.0,1.0,8.0,1.0,,,1.0,1.0,1.0,,10.0,,,,8.0,4.0,5.0,6.0,11.0,1.0,,,1.0,1.0,2.0,5.0,,,1.0,2.0,,2.0,6.0,1.0,1645.8002,21.0,14.0,15.0,38.0,,,,,2.0,,1.0,,,4.0,1.0,,,2.0,,2.0
Total - 2026-08-06,1.0,,7.0,,6.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,24.0,6.0,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,7.0,,1.0,,13.0,3.0,7.0,2.0,14.0,5.0,3.0,5.0,3.0,4.0,,,,,,1.0,,1.0,1.0,,1.0,8.0,5.0,,1.0,2.0,2.0,,,2.0,2.0,1.0,1.0,,,,1.0,,,,1.0,2.0,,,,,1.0,,4.0,15.0,3.0,,,3.0,,5.0,1.0,,,5.0,3.0,,3.0,,,1.0,1.0,7.0,8.0,,,1.0,9.0,5.0,1.0,1.0,6.16,1.0,,,,,,4.0,,,,1.0,,,1.0,,1.0,,1.0,,2.0,2.0,,,1.0,,,1.0,,1.0,,4.0,,,6.0,,3.0,,35.0,4.0,3.0,,,,,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,2.0,2.0,,,3.0,16.0,2.0,,,,1.0,,1.0,,5.0,,1.0,,,,,,2.0,2.0,,,8.0,,,,,2.0,4.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,15.0,,,,,1.0,6.0,,,,1.0,2.0,,2.0,13.0,,,1.0,1.0,,1.0,1.0,12.0,,,2.0,4.0,,2.0,1.0,2.0,,5.0,3.0,,1.0,1.0,,,,2.0,,,7.0,1.0,,,,,,,1.0,1.0,1.0,2.0,4.0,,,,2.0,,,2.0,1.0,,,5.0,,1.0,,,1.0,1.0,,,1.0,2.0,,,,1.0,2.0,1.0,5.0,,1.0,,,,3.0,,,8.0,4.0,,,1.0,,,,13.0,1.0,1.0,,5.0,1.0,5.0,6.0,5.0,2.0,,1.0,,,6.0,5.0,,3.0,2.0,5.0,2.0,2.0,4.0,,1113.0201,29.0,21.0,11.0,28.0,1.0,,,2.0,2.0,,3.0,,,,,,2.0,2.0,,1.0
Total - 2026-08-12,2.0,1.0,4.0,14.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,17.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,1.0,,,3.0,,,1.0,,,,,13.0,5.0,7.0,7.0,1.0,5.0,13.0,7.0,10.0,1.0,,,,,3.0,,,,,,7.0,6.0,6.0,1.0,,2.0,2.0,4.0,,,3.0,1.0,,2.0,,,2.0,,,1.0,2.0,1.0,,,,10.0,,1.0,,1.0,,,3.0,1.0,,1.0,,2.0,,,1.0,9.0,,4.0,3.0,,1.0,,9.0,3.0,,,4.0,1.0,2.0,1.0,,1.0,1.0,3.0,1.0,,3.0,2.0,4.0,,,,,1.0,2.0,,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,,,,1.0,9.0,20.0,4.0,,,,,,1.0,,1.0,,,7.0,,,17.0,,,,2.0,,,7.0,2.0,1.0,,,1.0,2.0,,1.0,,5.0,1.0,,1.0,1.0,,1.0,,,2.0,,4.0,2.0,1.0,1.0,,,2.0,1.0,2.0,,2.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,1.0,16.0,,,2.0,1.0,1.0,7.0,3.0,2.0,,1.0,,2.0,5.0,8.0,6.0,6.0,2.0,2.0,1.0,1.0,5.0,25.0,1.0,1.0,3.0,,,5.0,,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,12.0,6.0,,2.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,2.0,,4.0,,5.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,5.0,,2.0,,,3.0,2.0,,6.0,4.0,,,1.0,1.0,2.0,1.0,8.0,,3.0,3.0,,12.0,10.0,10.0,13.0,,,1.0,,1.0,,,1.0,,,1.0,2.0,1.0,4.0,,1342.1901,29.0,14.0,16.0,39.0,,1.0,,,1.0,2.0,,1.0,1.0,2.0,,1.0,,2.0,2.0,
Total - 2026-08-13,2.0,,1.0,3.0,,1.0,4.0,,,,1.0,1.0,,,,1.0,,,,19.0,4.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,9.0,3.0,5.0,2.0,17.0,2.0,4.0,7.0,5.0,2.0,,,,,,,1.0,,,,11.0,,,,3.0,2.0,3.0,,,3.0,3.0,1.0,,1.0,4.0,3.0,,5.0,,2.0,,,1.0,1.0,,,2.0,,1.0,7.0,,1.0,,,3.0,,,,,1.0,1.0,1.0,,,2.0,7.0,,5.0,6.0,,,2.0,10.0,1.0,,,5.0,,,1.0,,,,7.0,,,,3.0,6.0,,,4.0,,11.0,,1.0,1.0,,,1.0,,,1.0,,,2.0,,1.0,,,,,,,5.0,12.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,4.0,,,21.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,,,2.0,,,1.0,1.0,1.0,4.0,,2.0,1.0,,,2.0,1.0,,2.0,,1.0,2.0,,2.0,,,,5.0,2.0,,,1.0,1.0,,,3.0,,3.0,,,,,1.0,,1.0,,,1.0,9.0,,,,,1.0,3.0,6.0,,,2.0,1.0,,7.0,8.0,4.0,8.0,,3.0,,1.0,7.0,16.0,,1.0,2.0,1.0,2.0,5.0,,5.0,,4.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,14.0,1.0,,2.0,,1.0,,,,,,,1.0,1.0,,,,,,,2.0,,1.0,2.0,5.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,5.0,,1.0,,,,,,,2.0,9.0,1.0,2.0,,,,,2.0,,,4.0,,8.0,3.0,9.0,8.0,1.0,1.0,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1062.31,21.0,19.0,9.0,30.0,1.0,,2.0,,2.0,,,,1.0,,0.0,,2.0,3.0,5.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,5.0,3.0,16.0,17.0,12.0,1.0,8.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,78.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,11.0,1.0,2.0,1.0,22.0,6.0,12.0,5.0,58.0,22.0,20.0,23.0,13.0,12.0,22.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,13.0,9.0,5.0,1.0,12.0,15.0,15.0,1.0,1.0,9.0,8.0,8.0,1.0,1.0,8.0,5.0,3.0,7.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,6.0,43.0,3.0,2.0,1.0,5.0,3.0,12.0,6.0,3.0,1.0,9.0,10.0,4.0,3.0,1.0,3.0,25.0,4.0,20.0,22.0,2.0,1.0,3.0,37.0,11.0,2.0,1.0,24.16,3.0,2.0,2.0,1.0,2.0,2.0,19.0,1.0,2.0,3.0,7.0,12.0,1.0,1.0,4.0,2.0,14.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,7.0,1.0,1.0,10.0,1.0,9.0,1.0,75.0,42.0,13.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,12.0,2.0,2.0,38.0,4.0,5.0,3.0,3.0,1.0,11.0,44.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,9.0,9.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,22.0,2.0,3.0,2.0,1.0,2.0,22.0,5.0,4.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,56.0,1.0,2.0,7.0,1.0,5.0,20.0,9.0,2.0,1.0,5.0,3.0,4.0,19.0,40.0,10.0,14.0,3.0,7.0,4.0,3.0,14.0,64.0,2.0,3.0,11.0,7.0,2.0,19.0,2.0,15.0,4.0,17.0,11.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,27.0,23.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,9.0,1.0,1.0,1.0,3.0,1.0,2.0,9.0,5.0,1.0,6.0,10.0,9.0,4.0,7.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,10.0,9.0,2.0,4.0,1.0,1.0,6.0,3.0,1.0,24.0,18.0,1.0,2.0,3.0,2.0,3.0,1.0,33.0,1.0,4.0,7.0,13.0,25.0,23.0,31.0,37.0,4.0,1.0,2.0,1.0,2.0,8.0,10.0,1.0,3.0,4.0,11.0,5.0,6.0,15.0,2.0,5163.319,100.0,68.0,51.0,135.0,2.0,1.0,2.0,2.0,7.0,2.0,4.0,1.0,2.0,6.0,1.0,1.0,4.0,9.0,7.0,3.0
