Delivery Date,Chicken - BULK Breasts /lb. - Pack,Chicken - Big Bag Deboned Thighs/lb. - Bag,Ground Turkey - Pack,Sirloin Steak - Pack,Milk - 2%  - Oz.,Milk - Skim  - Oz.,Milk - Whole - Oz.,Walnuts - Oz.,Peanuts - Blanched Unsalted - Oz.,Almond Butter - Pint,Cashew Butter - Raw - Pint,Cashew Butter - Roasted - Pint,Cashews Salted - Oz.,Cheddar - White MJC - Package,Cucumbers - Pickling - Bag,Dates - Oz.,Eggs - BW - Dozen,Half & Half - Pint,Jam - Red Raspberry HBY - Pint,Jam - Strawberry - Rhubarb - Pint,Jam - Strawberry HBY - Pint,Peanut Butter EW - Pint,Peanut Butter MC - Tub,Pecans Halves - Oz.,Pepitas - Oz.,Salsa - Black Bean & Corn - Pint,Salsa - Gringo's Medium - Pint,Stringbean Disco Inferno - Oz.,Stringbean Malawi Peaberry - Oz.,Stringbean Peru - Oz.,Stringbean Red Eye  - Oz.,Sugar Free - Blueberry HBY - Pint,Sugar Free - Red Cherry - Pint,Yogurt - Greek Plain - Oz.,xBread Flour - Janie's - lbs,Pizza - Deluxe - Each,Pizza - Four Meat  - Each,Pizza - Sausage Pepperoni - Each,Pizza - Tomato Basil Garlic  - Each,Pizza - Veggie  - Each,Kirkwood Pickup Time - @1-1:30,Kirkwood Pickup Time (1.0 PORCH) - PORCH,Kirkwood Pickup Time (2.0 @1:30-2) - @1:30-2,Mothership Pickup Time - @6:30-7,Mothership Pickup Time (1.0 @3:30-4) - @3:30-4,Mothership Pickup Time (2.0 @4-4:30) - @4-4:30,Mothership Pickup Time (3.0 @4:30-5) - @4:30-5,Mothership Pickup Time (4.0 @5-5:30) - @5-5:30,Mothership Pickup Time (5.0 @5:30-6) - @5:30-6,Mothership Pickup Time (6.0 @6-6:30) - @6-6:30,UCity Pickup Time - @4:30-5,UCity Pickup Time (2.0 @5-5:30) - @5-5:30,UCity Pickup Time (3.0 @5:30-6) - @5:30-6,Pork Steaks/lb. - Pack,Pork Chop Bone-in /lb. - Lb.,Hamburger Buns - 4-pack,Buttermilk - Qt.  - Quart,RL Heavy Cream  - Pint,$ for green bags donation - $,Cooler Donation - $,Cooler Repair Donation - $,Food For FS Cats Donation - $,Food Pantry Donation - $,Food for Ferals Donation - $,Aged Cheddar - HBC - Each,Almond Butter - Crunchy  - Pint,Apple Butter - Pint,Apple Butter - No Sugar - Pint,Apple Sauce - Chunky - NS - Quart,Apple Sauce - w/sugar - qt. - Jar,Applewood Smoked Cheddar - Each,Arugula - Bag,Asparagus - Bunch,Bacon - Each,Bacon - Uncured/lb - Pack,Bagel Chips - Bag,Bagels - Blueberry - BU - Bag,Bagels - Everything - BU - Bag,Bagels - Everything - Frozen - Bag,Bagels - Honey Buckwheat - BU - Bag,Bagels - Plain - Bag,Bagels - Plain - BU - Bag,Bagels - Plain - Frozen - Each,Bagels - Poppy Seed - BU - Bag,Bagels - Pumpernickel - BU - Bag,Bagels - Raisin - Bag,Bagels - Sesame Seed - BU - Bag,Beans - Green - Bag,Beef - Stew Meat - Pack,Beef - Tenderloin 8oz - 1-each,Beef Marrow Bones /lb - Lb.,Beets - Pickled - Quart,Beets - Red w/Tops - Bunch,Bison - Ground - Lb.,Black Beans DC - Tub,Black Pepper Cheddar - Each,Blackberries - Pint,Blueberries - Pint,Bok Choy - Bag,Boneless Pork Chop - D&M /lb - Lb.,Bread Choice ($6.75) - 1-each,Bread Pudding - Muffin - Each,Brisket - half/lb. - lbs,Broccoli - Share,Broccoli (1.0 Head) - Head,Broccolini - Bag,Buttermilk Waffles Sourdough - Frozen - Pack,Cabbage - Chinese - Head,Cabbage - Green - Head,Cabbage - Green (1.0 Medium) - Medium,Cannolis - 2-pack,Cannolis - Frozen - 2-pack,Carrots no tops - Lb.,Carrots w/tops - Bunch,Cauliflower - hd. (1.0 Medium) - Medium,Cheese - Aged Alpine - Pack,Cheese Choice $6.75 - Each,Chevre PF - Choice,Chevre PF (1.0 Herb) - Herb,Chevre PF (1.0 Plain) - Plain,Chicken - Breakfast - Pack,Chicken - Breakfast Links - Each,Chicken - Ground - Lb.,Chicken - Thighs /lbs  - lbs,Chicken - Whole $5.00/lb. - Each,Chicken Breasts /lb. - Pack,Chicken Chorizo - Lb.,Chicken Drumsticks /LB - Pack,Chicken Links - Andouille  - Lb.,Chicken Links - Chorizo - Lb.,Chicken Links - Lemon Pepper - Lb.,Chicken Links - Sundried Tomato - lbs,Chicken Thighs - Boneless/lb. - lbs,Chicken Wings/lb. - lbs,Cinnamon Raisin Bread - 1-each,Cinnamon Rolls - Pack,Cinnamon Rolls - Frozen - Pack,Coconut Oil Pint Organic - Pint,Coffee Stringbean Decaf - Bag,Collards - Bunch,Cornmeal - Oz.,Croissant - PIB Frozen - 1-each,Cucumbers - Slicing - Each,Curds Applewood Smoked 10 oz - Bag,Curds Creamy Ranch 10 oz - Bag,Curds Garlic Herb HBC 10 oz  - Bag,Curds Jalapeno Habanero 10 oz - Bag,Curry Sauce (1.0 Green) - Green,Curry Sauce (1.0 Mango) - Mango,Dark Bar 61% - Package,Dark Bar 72% - Package,Dark Chocolate Almond Bar - Pack,Dark Chocolate Bon Bons - Pack,Dark Chocolate Fudge Sauce  - Jar,Dark Chocolate Lolli - Each,Dark Chocolate Salted Bark - Pack,Dark Chocolate Square  - Each,Date Chocolate Syrup - Jar,Date Syrup - Bottle,Deli Roast Beef - Lb.,Eggs - Dozen,Eggs - Duck 1/2 Dozen - Each,Eggs - H - Dozen,English Muffin Sourdough - Frozen - Pack,Escarole - Head,FF Dip - Smoked Salmon  - Tub,FF Dish - Masala - Pint,FF Dish - Pear and Walnut Risotto - Each,FF Dish - Risotto - Tub,FF Dish - Saag Paneer - Pint,Feta Cheese - HBC - Each,Flank Steak/lbs. - lbs,Flour - All Purpose 5 lb - Bag,Flour - Bread 5# - Lb.,Flour - HRS Sifted Bread  - Bag,Fresh Herb - Mint - 1-each,Garlic - Head - Head,Garlic Scapes - Bag,German Quark HBC - Jar,Ghost Pepper Cheddar - Each,Gluten Free Black Beans  - Tub,Gnocchi - Garlic Chive  - Lb.,Gnocchi - Spinach  - Lb.,Gr. Beef Bundle DM(10-pack) - 10-pack,Granola Bar - Each,Ground Beef - D&M - Lb.,Ground Lamb  - Lb.,HRW Sifted Bread Wheat Flour - Bag,Hand Pie: Cheesy Potato - Bag,Hand Pie: Chicken Curry - Bag,Hand Pie: Veggie Samosa - Bag,Harvest Shreds - Naked 2lb. - Pack,Hoagie - PIB - 6-pack,Hoagie - PIB Frozen - Bag,Hoagie - T - Each,Hoagie - Wednesday - Each,Honey - Pint - Jar,Honey - Squeeze Bottle - Bottle,Honey - Wildflower - Bottle,Hummus - Beet & Pepita - Tub,Hummus - Carrot & Ginger - Tub,Hummus - Garlic - Tub,Hummus Choice ($6.75) - Tub,Janie's Bread - Thursday - Each,Janie's Bread - Wednesday - Each,Jar Tomatoes - Quart,Kabob - Lamb - Package,Kairos Sourdough Choice $5 - Pack,Kale - Green Curly - Bag,Kale - Lacinato/Dinosaur - Bag,Kohlrabi  - Head,Lamb Chops/lb. DM - Each,Lamb Gyro w/ Feta & Spinach - Lb.,Lettuce - Bibb - Head,Lettuce - Butterhead - Bag,Lettuce - Red Leaf - Bag,Lettuce - Romaine Head - Head,Lettuce - Salanova - Bag,Lettuce Mix - Bag,Light and Mild - T - Loaf,Light and Mild - Wednesday - Loaf,Louise's Cocoa Brownie Crisp Granola - Bag,Louise's Original Granola - Bag,Manicotti - Spinach - Package,Maple Syrup 12 oz. - Jar,Marbled Rye - Thursday - Each,Marinara Sauce - Jar,Marshmallow Pie - Each,Meatballs D&M - Package,Milk Choc. Peanut Butter Bark - Pack,Milk Chocolate Bar - Pack,Milk Chocolate Lolli - Each,Milk Chocolate Square - Each,Multigrain Bread - Frozen - Loaf,Mushrooms - Choice,Mushrooms (1.0 Chestnut) - Chestnut,Mushrooms (1.0 King Oyster (French Horn)) - King Oyster (French Horn),Mushrooms (1.0 Lion's Mane) - Lion's Mane,Mushrooms (1.0 Maitake (Hen of the Woods)) - Maitake (Hen of the Woods),Mushrooms (1.0 Oyster) - Oyster,Mushrooms (1.0 Shiitake) - Shiitake,Mustard - Choice,Mustard (1.0 Garlic) - Garlic,Mustard (1.0 Honey) - Honey,Mustard (1.0 Horseradish) - Horseradish,Oat Groats Organic - Bag,Oat Porridge Bread - T - Each,Oat Porridge Bread - Wednesday - Loaf,Oats - Rolled 5# - Bag,Olive Oil Large - Bottle,Olive Oil Medium - Bottle,Onions - Green - Bunch,Onions - Sweet Bunch - Bunch,Organic Sugar - Lb.,Pasta Bi-color Short - Lb.,Pasta Long Bi-color - Lb.,Peaches - Spiced - Jar,Peas - Shelling  - Oz.,Peas - Sugar Snap - Share,Pickles Wildcard ($7.75) - Jar,Pink Sauce - Oz.,Pita Bread - Frozen (1.0 Wheat) - Wheat,Pizza Sauce - Jar,Pizza Sourdough - Frozen - Pack,Plant - Peppermint - Pot,Popcorn - McKaskle - Lb.,Popped Corn - Organic - Bag,Pork - Brats Cheddar DM - 4-pack,Pork - Bratwurst  - Pack,Pork - Breakfast Bulk ($8) - Pack,Pork - Chorizo (bulk) - Lb.,Pork - Ground  - Lb.,Pork - Tenderloin/lb - Lb.,Pork Breakfast Link D&M - Pack,Pork Breakfast Patties D&M - Pack,Pork Hot Dogs - Each,Pork Italian Bulk - D&M - Lb.,Pork Shoulder Small/lb. - Pack,Pork Shoulder/lb. - Each,Pork Snack Sticks - 5 pk - Plain,Pork Snack Sticks - 5 pk (1.0 Spicy) - Spicy,Pork Snack Sticks - Honey 4pk - Pack,Potato Chips Kickers med - Oz.,Potato Chips Original - Med - Oz.,Potatoes - New - Bag,Pretzel Slider Buns - Frozen - Bag,RL Chocolate Milk - Bottle,Radishes - Bunch - Bunch,Radishes - Mini Daikon - Bunch,Radishes - Purple Heart - Bunch,Radishes - Red - Lb.,Ravioli - 4-Cheese - Lb.,Raviolini - Four Cheese - Lb.,Rhubarb - Bunch,Ribeye Steak /lb - Pack,Rice - Basmati Brown - Lb.,Rice - Basmati White - Lb.,Rice - Brown - Lb.,Rice - White - Lb.,Salmon - Fillet Pieces/LB* - Each,Salmon - Fillet Whole/LB - Each,Sea Scallops/LB - Bag,Seedy Wheaty - Frozen - Loaf,Semolina - T - Loaf,Semolina - Wednesday - Loaf,Sesame Hoagie - T - Each,Sesame Hoagie -W - Each,Shoots - Pea - Bag,Shoots - Specialty Mix - Bag,Shoots - Sunflower - Bag,Skirt Steak/lbs. - Each,Sliced Summer Sausage - Bag,Sourdough Bread - Lb.,Sourdough Bread - Frozen - Lb.,Soy Sauce - Mushroom - Bottle,Sparkling Tea - Ginger Roselle - 4-pack,Sparkling Tea - Lavender Lemongrass - 4-pack,Squash - Summer - Each,Squash - Zucchini - Each,Staff - Something to ask Jamie - Oz.,Staff - include last wk's share - Bag,Strawberries - Qt - Quart,Stringbean Ethiopian - Bag,Stringbean Half Caf - Bag,Strip Steak /lb - Pack,Sweet Dill Pickles - Quart,Swiss Chard - Bunch,Tahini - Pint,Thick Cut Dill Pickles - Quart,Toffee - Package,Tomatoes - Slicing - Bag,Tortellini - Cheese - Lb.,Tortellini - Goat Cheese - Pack,Tortellini - Mushroom - Lb.,Tortillas Sourdough - Frozen - Pack,Turnips - Japanese/White - Lb.,Vinaigrette - Greek Style - Bottle,Wild Cod/LB* - Pack,Wildcard $4 - Each,Wildcard $6.5 - Each,Wildcard $7 - Each,Winter Squash - Spaghetti - Each,Yogurt - Blueberry - Oz.,Yogurt - Plain - Oz.,Yogurt - Strawberry - Oz.,Yogurt - Vanilla - Oz.,oo'ma'me - Mexican - Jar,Extra Credit - Each,Half,FSA/FSD,UCA/KWA,Mini,(BYO) FSG - Orders Only,(BYO) UCG - Orders Only,No Produce - Order Only (even wk),No Produce - Order Only (odd wk),2% MILK,2% MILK-e,2% MILK-o,Cream pint,Creamline MILK-e,Eggs - Buttonwood,Ground Chicken -o,Half & Half,Plain yogurt,RL Chocolate Milk,Skim MILK,Whole MILK,Whole MILK-e,Whole MILK-o
Total - 2026-06-10,1.0,1.0,4.0,,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,6.0,1.0,14.0,1.0,,,2.0,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,10.0,2.0,6.0,7.0,3.0,5.0,12.0,4.0,8.0,1.0,,1.0,1.0,,,,,,,2.0,3.0,1.0,2.0,,1.0,2.0,2.0,2.0,5.0,1.0,,,2.0,1.0,,,,1.0,,1.0,,,,14.0,,,,,5.0,1.0,,,16.0,14.0,,1.0,6.0,,,1.0,,2.0,1.0,,3.0,,,1.0,,2.0,,,5.0,,,,,,3.0,2.0,1.0,2.0,,1.0,,1.0,3.0,,3.0,,,,1.0,,1.0,,1.0,,4.0,1.0,,2.0,,,,1.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,33.0,1.0,,2.0,1.0,,1.0,,,,4.0,1.0,,,1.0,,,2.0,1.0,,,,1.0,,9.0,17.0,,1.0,,,,1.0,,,,7.0,1.0,,,,6.0,3.0,6.0,,3.0,,1.0,2.0,,2.0,3.0,,1.0,2.0,1.0,,1.0,3.0,5.0,,4.0,,1.0,,3.0,,5.0,1.0,,1.0,,1.0,1.0,,2.0,,2.0,,2.0,,2.0,,,,,1.0,,3.0,1.0,,,3.0,6.0,,3.0,,,3.0,8.0,,,,,1.0,,,,3.0,9.0,2.0,,9.0,,,,1.0,1.0,,1.0,,,,,,3.0,,5.0,2.0,2.0,2.0,1.0,,,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,6.0,,3.0,,1.0,1.0,,1.0,,,,1.0,,4.0,7.0,,1.0,21.0,1.0,,,,2.0,1.0,,4.0,13.0,,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,8.0,1.0,,3.0,1.0,1.0,,1418.7001,22.0,10.0,16.0,29.0,,,,,2.0,,1.0,,,4.0,7.0,1.0,,,,4.0,,2.0
Total - 2026-06-11,,1.0,8.0,,,,3.0,1.0,,,1.0,,,,5.0,,15.0,3.0,,1.0,,2.0,,,1.0,2.0,1.0,,,1.0,,,,2.0,,,,,,,15.0,4.0,4.0,2.0,13.0,3.0,8.0,11.0,6.0,3.0,,,,1.0,,2.0,1.0,2.0,4.0,1.0,,1.0,5.0,1.0,3.0,1.0,,,1.0,1.0,2.0,3.0,10.0,3.0,,2.0,,1.0,2.0,1.0,,,,,1.0,,2.0,7.0,,,,1.0,3.0,,1.0,2.0,21.0,22.0,2.0,2.0,4.0,,1.0,1.0,5.0,3.0,3.0,2.0,1.0,,,,,4.0,,,4.0,,1.0,,1.0,,,1.0,1.0,2.0,,,1.0,,1.0,2.0,1.0,,,,3.0,,,1.0,,,5.0,1.0,,2.0,2.0,1.0,,1.0,,,,,1.0,,,,1.0,,36.0,2.0,1.0,4.0,,1.0,,,1.0,,,,,,,,,3.0,1.0,2.0,1.0,,,,2.0,14.0,1.0,,,,,1.0,,1.0,6.0,,1.0,,,2.0,1.0,7.0,3.0,3.0,,,,1.0,2.0,1.0,5.0,,,2.0,3.0,,5.0,4.0,3.0,3.0,,3.0,1.0,2.0,6.0,1.0,8.0,,2.0,,1.0,2.0,,2.0,10.0,1.0,,1.0,1.0,,3.0,,1.0,,1.0,,3.0,,2.0,1.0,,4.0,5.0,1.0,3.0,,,7.0,9.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,11.0,,,1.0,,,,,,,2.0,1.0,,5.0,,,,1.0,,,,,,,,,,2.0,3.0,,1.0,1.0,6.0,,3.0,,,1.0,2.0,,1.0,,1.0,1.0,2.0,1.0,5.0,2.0,,,34.0,1.0,,,,,1.0,,,12.0,1.0,,,1.0,1.0,,2.0,2.0,7.0,9.0,,2.0,4.0,2.0,,,1424.0502,36.0,22.0,7.0,28.0,1.0,,,2.0,6.0,,3.0,,,,,,,3.0,,2.0,,1.0
Total - 2026-06-17,1.0,1.0,5.0,1.0,1.0,,,,1.0,1.0,,2.0,,3.0,7.0,,4.0,,1.0,,,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,2.0,1.0,2.0,,,,,,,11.0,5.0,8.0,8.0,1.0,1.0,19.0,9.0,7.0,,,2.0,,2.0,1.0,,2.0,,2.0,2.0,,1.0,,1.0,1.0,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,8.0,,1.0,,1.0,1.0,1.0,,2.0,17.0,28.0,,,,1.0,,1.0,1.0,11.0,3.0,1.0,,1.0,4.0,,3.0,4.0,,1.0,,13.0,,1.0,1.0,,19.0,1.0,,4.0,,2.0,,,,,,1.0,3.0,1.0,,1.0,1.0,3.0,,,11.0,,,,1.0,,1.0,,1.0,,,,1.0,,2.0,,,,58.0,,,,,,,1.0,,1.0,,3.0,,,,2.0,16.0,3.0,,,,1.0,1.0,,3.0,21.0,,,,1.0,1.0,1.0,2.0,,,5.0,2.0,1.0,,1.0,,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,2.0,1.0,,,,1.0,,,11.0,,4.0,,1.0,2.0,5.0,,3.0,1.0,,1.0,,1.0,,2.0,9.0,1.0,,3.0,,,4.0,1.0,,1.0,,,,2.0,,,1.0,6.0,2.0,,1.0,2.0,1.0,4.0,9.0,7.0,,2.0,,,,2.0,2.0,1.0,6.0,5.0,,5.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,5.0,1.0,5.0,,,2.0,,,,,,2.0,,1.0,2.0,2.0,,,,,5.0,,1.0,1.0,,,2.0,,,6.0,2.0,,,2.0,12.0,,,17.0,1.0,1.0,,1.0,3.0,,3.0,1.0,10.0,3.0,,2.0,,1.0,,1.0,1.0,,,,,5.0,,2.0,2.0,1625.42,28.0,13.0,18.0,32.0,,1.0,,,0.0,0.0,,1.0,0.0,2.0,,1.0,1.0,,,0.0,1.0,
Total - 2026-06-18,,2.0,1.0,,1.0,,3.0,1.0,,,,,,3.0,5.0,,6.0,2.0,,,,2.0,1.0,,,,,1.0,,,1.0,,,,1.0,,,1.0,,1.0,11.0,3.0,3.0,1.0,14.0,2.0,5.0,6.0,3.0,2.0,,,,,1.0,3.0,,1.0,3.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,2.0,,,2.0,1.0,,,,1.0,2.0,1.0,6.0,1.0,,1.0,,5.0,,,,14.0,24.0,,,,,,,1.0,4.0,1.0,,,2.0,2.0,,1.0,6.0,2.0,1.0,,7.0,1.0,1.0,1.0,1.0,12.0,,,5.0,1.0,,,,,,6.0,,,3.0,2.0,,,,1.0,5.0,11.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,57.0,2.0,,1.0,,,,,,,,,1.0,1.0,,2.0,17.0,2.0,,1.0,,1.0,,1.0,2.0,15.0,,,1.0,,2.0,,3.0,,6.0,,1.0,,1.0,2.0,,,,2.0,,1.0,,,,1.0,1.0,,,,,2.0,,,4.0,1.0,,1.0,1.0,,8.0,,1.0,,,,1.0,1.0,,1.0,12.0,,1.0,,1.0,1.0,,1.0,,,,,3.0,,,2.0,,1.0,3.0,,1.0,1.0,,1.0,6.0,4.0,1.0,,,1.0,,1.0,,,2.0,11.0,,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,,,,6.0,,1.0,1.0,,,,2.0,2.0,,,2.0,,,,8.0,,,,3.0,,4.0,,,,,,1.0,2.0,9.0,1.0,1.0,,4.0,7.0,1.0,,20.0,,,1.0,1.0,,,1.0,1.0,8.0,,,,,,,,1.0,,,,2.0,4.0,,1.0,,1390.83,21.0,21.0,6.0,27.0,1.0,,2.0,,6.0,,,,1.0,,,,,3.0,2.0,3.0,4.0,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,2.0,5.0,18.0,1.0,4.0,1.0,7.0,4.0,1.0,2.0,1.0,3.0,1.0,6.0,23.0,1.0,39.0,6.0,1.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,26.0,7.0,7.0,4.0,48.0,12.0,27.0,32.0,13.0,11.0,31.0,13.0,15.0,2.0,1.0,8.0,2.0,5.0,8.0,1.0,3.0,1.0,8.0,5.0,6.0,3.0,2.0,1.0,3.0,3.0,5.0,5.0,15.0,8.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,35.0,1.0,1.0,1.0,2.0,14.0,2.0,1.0,4.0,68.0,88.0,2.0,3.0,10.0,1.0,1.0,3.0,7.0,20.0,8.0,3.0,4.0,3.0,6.0,1.0,4.0,16.0,2.0,2.0,9.0,20.0,2.0,2.0,3.0,1.0,34.0,4.0,2.0,13.0,1.0,3.0,1.0,1.0,4.0,2.0,10.0,1.0,3.0,4.0,6.0,1.0,2.0,4.0,2.0,5.0,31.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,184.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,33.0,10.0,2.0,3.0,1.0,2.0,2.0,1.0,16.0,67.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,12.0,12.0,5.0,1.0,1.0,5.0,7.0,11.0,9.0,6.0,7.0,2.0,3.0,3.0,5.0,8.0,11.0,1.0,1.0,4.0,4.0,3.0,6.0,7.0,23.0,4.0,8.0,4.0,4.0,4.0,22.0,1.0,17.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,33.0,2.0,3.0,4.0,4.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,3.0,1.0,14.0,16.0,1.0,8.0,3.0,1.0,15.0,32.0,11.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,5.0,26.0,21.0,1.0,27.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,19.0,1.0,11.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,6.0,1.0,3.0,5.0,15.0,1.0,2.0,2.0,9.0,11.0,7.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,16.0,4.0,4.0,1.0,15.0,28.0,1.0,1.0,92.0,3.0,1.0,1.0,2.0,5.0,2.0,4.0,6.0,43.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,8.0,17.0,1.0,4.0,16.0,3.0,4.0,2.0,5858.9985,107.0,66.0,47.0,116.0,2.0,1.0,2.0,2.0,14.0,0.0,4.0,1.0,1.0,6.0,7.0,2.0,1.0,6.0,2.0,9.0,5.0,3.0
