"route","pickup_site","file_date","member_id"
"Fair Shares - Thursday","FSC-T",2025-11-15,1857
"Fair Shares - Thursday","FSC-T",2025-11-15,514
"Fair Shares - Thursday","FSC-T",2025-11-15,744
"Fair Shares - Thursday","FSC-T",2025-11-15,502
"Fair Shares - Thursday","FSC-T",2025-11-15,326
"Fair Shares - Thursday","FSC-T",2025-11-15,340
"Fair Shares - Thursday","FSC-T",2025-11-15,310
"Fair Shares - Thursday","FSC-T",2025-11-15,997
"Fair Shares - Thursday","FSC-T",2025-11-15,941
"Fair Shares - Thursday","FSC-T",2025-11-15,364
"Fair Shares - Thursday","FSC-T",2025-11-15,162
"Fair Shares - Thursday","FSC-T",2025-11-15,127
"Fair Shares - Thursday","FSC-T",2025-11-15,242
"Fair Shares - Thursday","FSC-T",2025-11-15,900
"Fair Shares - Thursday","FSC-T",2025-11-15,171
"Fair Shares - Thursday","FSC-T",2025-11-15,845
"Fair Shares - Thursday","FSD",2025-11-15,462
"Fair Shares - Thursday","FSD",2025-11-15,287
"Fair Shares - Thursday","FSD",2025-11-15,1799
"Fair Shares - Thursday","FSD",2025-11-15,182
"Fair Shares - Thursday","FSD",2025-11-15,1993
"Fair Shares - Thursday","FSD",2025-11-15,11
"Fair Shares - Thursday","FSD",2025-11-15,471
"Fair Shares - Thursday","FSD",2025-11-15,550
"Fair Shares - Thursday","FSD",2025-11-15,621
"Fair Shares - Thursday","FSD",2025-11-15,34
"Fair Shares - Thursday","FSD",2025-11-15,549
"Fair Shares - Thursday","FSD",2025-11-15,710
"Fair Shares - Thursday","FSD",2025-11-15,1377
"Fair Shares - Thursday","FSD",2025-11-15,245
"Fair Shares - Thursday","FSD",2025-11-15,279
"Fair Shares - Thursday","FSD",2025-11-15,293
"Fair Shares - Thursday","FSD",2025-11-15,1271
"Fair Shares - Thursday","FSD",2025-11-15,928
"Fair Shares - Thursday","FSD",2025-11-15,1002
"Fair Shares - Thursday","FSD",2025-11-15,1236
"Fair Shares - Thursday","FSD",2025-11-15,734
"Fair Shares - Thursday","FSD",2025-11-15,1164
"Fair Shares - Thursday","FSD",2025-11-15,636
