"route","pickup_site","file_date","member_id"
"Fair Shares - Thursday","FSC-T",2025-10-17,1857
"Fair Shares - Thursday","FSC-T",2025-10-17,562
"Fair Shares - Thursday","FSC-T",2025-10-17,514
"Fair Shares - Thursday","FSC-T",2025-10-17,744
"Fair Shares - Thursday","FSC-T",2025-10-17,502
"Fair Shares - Thursday","FSC-T",2025-10-17,340
"Fair Shares - Thursday","FSC-T",2025-10-17,14
"Fair Shares - Thursday","FSC-T",2025-10-17,310
"Fair Shares - Thursday","FSC-T",2025-10-17,997
"Fair Shares - Thursday","FSC-T",2025-10-17,941
"Fair Shares - Thursday","FSC-T",2025-10-17,364
"Fair Shares - Thursday","FSC-T",2025-10-17,162
"Fair Shares - Thursday","FSC-T",2025-10-17,127
"Fair Shares - Thursday","FSC-T",2025-10-17,242
"Fair Shares - Thursday","FSC-T",2025-10-17,900
"Fair Shares - Thursday","FSC-T",2025-10-17,171
"Fair Shares - Thursday","FSC-T",2025-10-17,845
"Fair Shares - Thursday","FSD",2025-10-17,462
"Fair Shares - Thursday","FSD",2025-10-17,287
"Fair Shares - Thursday","FSD",2025-10-17,1799
"Fair Shares - Thursday","FSD",2025-10-17,182
"Fair Shares - Thursday","FSD",2025-10-17,1993
"Fair Shares - Thursday","FSD",2025-10-17,11
"Fair Shares - Thursday","FSD",2025-10-17,471
"Fair Shares - Thursday","FSD",2025-10-17,550
"Fair Shares - Thursday","FSD",2025-10-17,621
"Fair Shares - Thursday","FSD",2025-10-17,34
"Fair Shares - Thursday","FSD",2025-10-17,549
"Fair Shares - Thursday","FSD",2025-10-17,710
"Fair Shares - Thursday","FSD",2025-10-17,1377
"Fair Shares - Thursday","FSD",2025-10-17,245
"Fair Shares - Thursday","FSD",2025-10-17,279
"Fair Shares - Thursday","FSD",2025-10-17,293
"Fair Shares - Thursday","FSD",2025-10-17,1271
"Fair Shares - Thursday","FSD",2025-10-17,928
"Fair Shares - Thursday","FSD",2025-10-17,1002
"Fair Shares - Thursday","FSD",2025-10-17,1236
"Fair Shares - Thursday","FSD",2025-10-17,734
"Fair Shares - Thursday","FSD",2025-10-17,1164
"Fair Shares - Thursday","FSD",2025-10-17,636
"Fair Shares - Thursday","FSD",2025-10-17,250
"Fair Shares - Thursday","FSD",2025-10-17,643
"Fair Shares - Thursday","FSD",2025-10-17,1819
"Fair Shares - Thursday","FSE",2025-10-17,477
"Fair Shares - Thursday","FSE",2025-10-17,1871
"Fair Shares - Thursday","FSE",2025-10-17,21
"Fair Shares - Thursday","FSE",2025-10-17,584
"Fair Shares - Thursday","FSE",2025-10-17,499
"Fair Shares - Thursday","FSE",2025-10-17,1977
"Fair Shares - Thursday","FSE",2025-10-17,1708
"Fair Shares - Thursday","FSE",2025-10-17,282
"Fair Shares - Thursday","FSE",2025-10-17,700
"Fair Shares - Thursday","FSE",2025-10-17,566
"Fair Shares - Thursday","FSE",2025-10-17,31
"Fair Shares - Thursday","FSE",2025-10-17,1312
"Fair Shares - Thursday","FSE",2025-10-17,701
"Fair Shares - Thursday","FSE",2025-10-17,1363
"Fair Shares - Thursday","FSE",2025-10-17,1102
"Fair Shares - Thursday","FSE",2025-10-17,1430
"Fair Shares - Thursday","FSE",2025-10-17,1383
"Fair Shares - Thursday","FSE",2025-10-17,730
"Fair Shares - Thursday","FSE",2025-10-17,1047
"Fair Shares - Thursday","FSE",2025-10-17,83
"Fair Shares - Thursday","FSE",2025-10-17,1989
"Fair Shares - Thursday","FSE",2025-10-17,1229
"Fair Shares - Thursday","FSE",2025-10-17,610
"Fair Shares - Thursday","FSE",2025-10-17,1839
"Fair Shares - Thursday","FSE",2025-10-17,948
"Fair Shares - Thursday","FSE",2025-10-17,308
"Fair Shares - Thursday","FSE",2025-10-17,327
"Fair Shares - Thursday","FSE",2025-10-17,434
"Fair Shares - Thursday","FSE",2025-10-17,22
"Fair Shares - Thursday","FSE",2025-10-17,326
"Fair Shares - Thursday","FSE",2025-10-17,1268
"Fair Shares - Thursday","FSE",2025-10-17,493
"Fair Shares - Thursday","FSE",2025-10-17,1884
"Fair Shares - Thursday","FSE",2025-10-17,1864
"Fair Shares - Thursday","FSE",2025-10-17,699
"Fair Shares - Thursday","FSE",2025-10-17,260
"Fair Shares - Thursday","FSE",2025-10-17,1149
"Fair Shares - Thursday","FSE",2025-10-17,1353
"Fair Shares - Thursday","FSE",2025-10-17,15
"Fair Shares - Thursday","FSE",2025-10-17,722
"Fair Shares - Thursday","FSE",2025-10-17,1706
"Fair Shares - Thursday","FSE",2025-10-17,834
"Fair Shares - Thursday","FSE",2025-10-17,1436
"Fair Shares - Thursday","FSE",2025-10-17,657
"Fair Shares - Thursday","FSE",2025-10-17,1156
"Fair Shares - Thursday","FSE",2025-10-17,27
"Fair Shares - Thursday","FSE",2025-10-17,203
"Fair Shares - Thursday","FSE",2025-10-17,979
"Fair Shares - Thursday","FSE",2025-10-17,249
"Fair Shares - Thursday","FSE",2025-10-17,289
"Fair Shares - Thursday","FSE",2025-10-17,587
"Fair Shares - Thursday","FSE",2025-10-17,1416
"Fair Shares - Thursday","FSE",2025-10-17,1786
"Fair Shares - Thursday","FSE",2025-10-17,1719
"Fair Shares - Thursday","FSE",2025-10-17,1752
"Fair Shares - Thursday","FSE",2025-10-17,725
"Fair Shares - Thursday","FSE",2025-10-17,1020
"Fair Shares - Thursday","FSE",2025-10-17,1243
"Fair Shares - Thursday","FSE",2025-10-17,993
"Fair Shares - Thursday","FSE",2025-10-17,1534
"Fair Shares - Thursday","FSE",2025-10-17,626
"Fair Shares - Thursday","FSE",2025-10-17,899
"Fair Shares - Thursday","FSE",2025-10-17,1213
"Fair Shares - Thursday","FSE",2025-10-17,904
"Fair Shares - Thursday","FSE",2025-10-17,1440
"Fair Shares - Thursday","FSE",2025-10-17,1505
"Fair Shares - Thursday","FSE",2025-10-17,959
"Fair Shares - Thursday","FSMini-t",2025-10-17,970
"Fair Shares - Thursday","FSMini-t",2025-10-17,1671
"Fair Shares - Thursday","FSMini-t",2025-10-17,579
"Fair Shares - Thursday","FSMini-t",2025-10-17,1131
"Fair Shares - Thursday","FSMini-t",2025-10-17,1622
"Fair Shares - Thursday","FSMini-t",2025-10-17,445
"Fair Shares - Thursday","FSMini-t",2025-10-17,670
"Fair Shares - Thursday","FSMini-t",2025-10-17,1593
"Fair Shares - Thursday","FSMini-t",2025-10-17,413
"Fair Shares - Thursday","FSMini-t",2025-10-17,1879
"Fair Shares - Thursday","FSMini-t",2025-10-17,1680
"Fair Shares - Thursday","FSMini-t",2025-10-17,1941
"Fair Shares - Thursday","FSMini-t",2025-10-17,281
"Fair Shares - Thursday","FSMini-t",2025-10-17,1652
"Fair Shares - Thursday","FSMini-t",2025-10-17,1431
"Fair Shares - Thursday","FSMini-t",2025-10-17,1900
"Fair Shares - Thursday","FSMini-t",2025-10-17,1873
"Fair Shares - Thursday","FSMini-t",2025-10-17,816
"Fair Shares - Thursday","FSMini-t",2025-10-17,76
"Fair Shares - Thursday","FSMini-t",2025-10-17,133
"Fair Shares - Thursday","FSMini-t",2025-10-17,855
"Fair Shares - Thursday","FSMini-t",2025-10-17,1468
"Fair Shares - Thursday","FSMini-t",2025-10-17,39
"Fair Shares - Thursday","FSMini-t",2025-10-17,1750
"Fair Shares - Thursday","FSMini-t",2025-10-17,1771
"Fair Shares - Thursday","FSMini-t",2025-10-17,1521
"Fair Shares - Thursday","FSMini-t",2025-10-17,885
"Fair Shares - Thursday","FSMini-t",2025-10-17,1582
"Fair Shares - Thursday","FSMini-t",2025-10-17,1227
"Fair Shares - Thursday","FSMini-t",2025-10-17,463
"Fair Shares - Thursday","Fair Shares Thursday Pickup",2025-10-17,1001
"Fair Shares - Thursday","Fair Shares Thursday Pickup",2025-10-17,438
"Fair Shares - Thursday","Fair Shares Thursday Pickup",2025-10-17,646
