"route","pickup_site","file_date","member_id"
"Fair Shares - Thursday","FSD",2026-05-29,794
"Fair Shares - Thursday","FSD",2026-05-29,287
"Fair Shares - Thursday","FSD",2026-05-29,1857
"Fair Shares - Thursday","FSD",2026-05-29,11
"Fair Shares - Thursday","FSD",2026-05-29,471
"Fair Shares - Thursday","FSD",2026-05-29,761
"Fair Shares - Thursday","FSD",2026-05-29,502
"Fair Shares - Thursday","FSD",2026-05-29,433
"Fair Shares - Thursday","FSD",2026-05-29,549
"Fair Shares - Thursday","FSD",2026-05-29,293
"Fair Shares - Thursday","FSD",2026-05-29,310
"Fair Shares - Thursday","FSD",2026-05-29,963
"Fair Shares - Thursday","FSD",2026-05-29,928
"Fair Shares - Thursday","FSD",2026-05-29,1236
"Fair Shares - Thursday","FSD",2026-05-29,364
"Fair Shares - Thursday","FSD",2026-05-29,51
"Fair Shares - Thursday","FSD",2026-05-29,636
"Fair Shares - Thursday","FSD",2026-05-29,250
"Fair Shares - Thursday","FSD",2026-05-29,643
"Fair Shares - Thursday","FSD",2026-05-29,900
"Fair Shares - Thursday","FSD",2026-05-29,959
"Fair Shares - Thursday","FSE",2026-05-29,1871
"Fair Shares - Thursday","FSE",2026-05-29,499
"Fair Shares - Thursday","FSE",2026-05-29,1977
"Fair Shares - Thursday","FSE",2026-05-29,208
"Fair Shares - Thursday","FSE",2026-05-29,700
"Fair Shares - Thursday","FSE",2026-05-29,566
"Fair Shares - Thursday","FSE",2026-05-29,32
"Fair Shares - Thursday","FSE",2026-05-29,31
"Fair Shares - Thursday","FSE",2026-05-29,1102
"Fair Shares - Thursday","FSE",2026-05-29,1131
"Fair Shares - Thursday","FSE",2026-05-29,1383
"Fair Shares - Thursday","FSE",2026-05-29,1047
"Fair Shares - Thursday","FSE",2026-05-29,83
"Fair Shares - Thursday","FSE",2026-05-29,1839
"Fair Shares - Thursday","FSE",2026-05-29,875
"Fair Shares - Thursday","FSE",2026-05-29,308
"Fair Shares - Thursday","FSE",2026-05-29,22
"Fair Shares - Thursday","FSE",2026-05-29,1268
"Fair Shares - Thursday","FSE",2026-05-29,1717
"Fair Shares - Thursday","FSE",2026-05-29,493
"Fair Shares - Thursday","FSE",2026-05-29,245
"Fair Shares - Thursday","FSE",2026-05-29,1864
"Fair Shares - Thursday","FSE",2026-05-29,699
"Fair Shares - Thursday","FSE",2026-05-29,1149
"Fair Shares - Thursday","FSE",2026-05-29,1353
"Fair Shares - Thursday","FSE",2026-05-29,1271
"Fair Shares - Thursday","FSE",2026-05-29,722
"Fair Shares - Thursday","FSE",2026-05-29,1706
"Fair Shares - Thursday","FSE",2026-05-29,834
"Fair Shares - Thursday","FSE",2026-05-29,281
"Fair Shares - Thursday","FSE",2026-05-29,657
"Fair Shares - Thursday","FSE",2026-05-29,1156
"Fair Shares - Thursday","FSE",2026-05-29,979
"Fair Shares - Thursday","FSE",2026-05-29,249
"Fair Shares - Thursday","FSE",2026-05-29,289
"Fair Shares - Thursday","FSE",2026-05-29,587
"Fair Shares - Thursday","FSE",2026-05-29,593
"Fair Shares - Thursday","FSE",2026-05-29,1416
"Fair Shares - Thursday","FSE",2026-05-29,1719
"Fair Shares - Thursday","FSE",2026-05-29,1752
"Fair Shares - Thursday","FSE",2026-05-29,725
"Fair Shares - Thursday","FSE",2026-05-29,1243
"Fair Shares - Thursday","FSE",2026-05-29,652
"Fair Shares - Thursday","FSE",2026-05-29,885
"Fair Shares - Thursday","FSE",2026-05-29,790
"Fair Shares - Thursday","FSE",2026-05-29,904
"Fair Shares - Thursday","FSE",2026-05-29,1440
"Fair Shares - Thursday","FSE",2026-05-29,1505
"Fair Shares - Thursday","FSMini-t",2026-05-29,1671
